# Weather station Raisen, India, WMO_ID=42672,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42672&lang=en
#
"Local time in Raisen";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.12.2016 08:30";"13.8";"726.1";"765.1";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.0";"";"";"";"";"";"";"0.05";"13.8";"";"";"";"";"";"";
"03.12.2016 17:30";"23.8";"722.9";"760.4";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"03.12.2016 08:30";"13.2";"725.5";"764.6";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.5";"";"";"";"";"";"";"0.5";"13.2";"";"";"";"";"";"";
"02.12.2016 17:30";"21.8";"725.1";"763.0";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.6";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"02.12.2016 08:30";"12.0";"724.4";"763.6";"";"95";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.5";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"11.2";"";"";"";"";"";"";
"01.12.2016 17:30";"25.8";"721.9";"759.1";"";"62";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"17.9";"";"";"";"";"";"";
"01.12.2016 08:30";"11.4";"723.6";"762.9";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"30.11.2016 17:30";"25.0";"722.1";"759.4";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"30.11.2016 08:30";"12.8";"723.9";"763.0";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"29.11.2016 17:30";"24.8";"722.0";"759.4";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"29.11.2016 08:30";"11.2";"723.8";"763.1";"";"97";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"28.11.2016 17:30";"20.4";"722.0";"759.9";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"28.11.2016 08:30";"12.0";"724.0";"763.2";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.2";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"27.11.2016 08:30";"11.8";"724.0";"763.2";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.11.2016 17:30";"24.6";"722.9";"760.3";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"26.11.2016 08:30";"13.6";"724.6";"763.6";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"25.11.2016 17:30";"24.0";"722.8";"760.3";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"25.11.2016 08:30";"11.8";"724.0";"763.2";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"24.11.2016 17:30";"24.2";"722.3";"759.7";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"24.11.2016 08:30";"11.6";"724.3";"763.6";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"23.11.2016 17:30";"24.6";"721.9";"759.3";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"23.11.2016 08:30";"12.2";"724.5";"763.7";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"22.11.2016 17:30";"25.8";"722.4";"759.7";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"22.11.2016 08:30";"12.8";"723.3";"762.3";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"21.11.2016 17:30";"24.8";"721.8";"759.1";"";"64";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"28.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"17.4";"";"";"";"";"";"";
"21.11.2016 08:30";"12.8";"723.5";"762.5";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"20.11.2016 17:30";"25.2";"722.9";"760.2";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"20.11.2016 08:30";"13.2";"723.9";"762.9";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"10.0";"8.9";"";"";"";"";"";"";
"19.11.2016 17:30";"25.6";"723.3";"760.6";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.8";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"19.11.2016 08:30";"10.8";"722.4";"761.7";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"18.11.2016 17:30";"25.8";"723.3";"760.6";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"18.11.2016 08:30";"13.4";"724.3";"763.3";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"17.11.2016 17:30";"26.0";"723.2";"760.5";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.6";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"17.11.2016 08:30";"13.8";"724.6";"763.6";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"16.11.2016 17:30";"26.6";"722.0";"759.1";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"16.11.2016 08:30";"14.6";"724.2";"763.0";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"15.11.2016 17:30";"26.0";"722.0";"759.2";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"15.11.2016 08:30";"13.2";"723.7";"762.7";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"14.11.2016 17:30";"26.8";"722.0";"759.1";"";"52";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"28.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"16.1";"";"";"";"";"";"";
"14.11.2016 08:30";"13.2";"723.7";"762.7";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"13.11.2016 17:30";"27.6";"723.9";"761.0";"";"46";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"15.1";"";"";"";"";"";"";
"13.11.2016 08:30";"13.2";"724.0";"763.0";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"12.11.2016 17:30";"27.4";"721.6";"758.6";"";"48";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"15.3";"";"";"";"";"";"";
"12.11.2016 08:30";"15.2";"723.4";"762.1";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"11.11.2016 17:30";"25.8";"721.4";"758.6";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"11.11.2016 08:30";"13.0";"722.9";"761.9";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"10.11.2016 17:30";"26.0";"721.8";"759.0";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"10.11.2016 08:30";"13.6";"723.8";"762.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"09.11.2016 17:30";"26.2";"721.5";"758.6";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"09.11.2016 08:30";"12.2";"723.8";"762.9";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"08.11.2016 08:30";"14.6";"723.6";"762.4";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"07.11.2016 17:30";"28.2";"719.1";"755.9";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"07.11.2016 08:30";"17.4";"722.4";"760.8";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"06.11.2016 17:30";"27.8";"719.6";"756.5";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"06.11.2016 08:30";"13.2";"721.1";"760.0";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"05.11.2016 17:30";"27.8";"721.1";"758.0";"";"36";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"05.11.2016 08:30";"17.0";"721.2";"759.5";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"04.11.2016 17:30";"27.4";"722.6";"759.7";"";"36";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"04.11.2016 08:30";"16.8";"723.0";"761.5";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"13.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"14.0";"";"";"";"";"";"";
"03.11.2016 17:30";"27.0";"722.8";"759.9";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"03.11.2016 08:30";"17.2";"723.9";"762.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"02.11.2016 17:30";"27.2";"722.7";"759.8";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"02.11.2016 08:30";"17.0";"723.6";"762.1";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"01.11.2016 17:30";"27.4";"722.5";"759.6";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"01.11.2016 08:30";"15.0";"724.1";"762.9";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"31.10.2016 17:30";"27.2";"721.5";"758.5";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"31.10.2016 08:30";"14.6";"724.9";"763.8";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"30.10.2016 17:30";"26.4";"713.7";"750.4";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"30.10.2016 08:30";"17.0";"722.8";"761.2";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"29.10.2016 17:30";"28.0";"713.6";"750.1";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"29.10.2016 08:30";"17.8";"721.9";"760.2";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"28.10.2016 17:30";"28.0";"720.4";"757.3";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"28.10.2016 08:30";"15.6";"722.6";"761.2";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"27.10.2016 17:30";"29.2";"719.7";"756.4";"";"53";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"18.7";"";"";"";"";"";"";
"27.10.2016 08:30";"20.6";"722.1";"760.0";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"26.10.2016 17:30";"28.8";"719.6";"756.3";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"26.10.2016 08:30";"23.8";"721.0";"758.4";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"25.10.2016 17:30";"29.0";"719.4";"756.1";"";"57";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"19.5";"";"";"";"";"";"";
"25.10.2016 08:30";"23.6";"720.2";"757.6";"";"96";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.2";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.0";"";"";"";"";"";"";
"24.10.2016 17:30";"29.0";"719.2";"755.9";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"24.10.2016 08:30";"23.2";"720.1";"757.6";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"23.10.2016 17:30";"29.4";"719.0";"755.6";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"23.10.2016 08:30";"21.4";"720.8";"758.5";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"22.10.2016 17:30";"29.4";"717.7";"754.3";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"22.10.2016 08:30";"21.0";"720.8";"758.6";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"21.10.2016 17:30";"29.6";"717.5";"754.0";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.5";"";"";"";"";"";"";
"21.10.2016 08:30";"20.8";"719.3";"757.0";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"20.10.2016 17:30";"29.8";"717.6";"754.1";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.2";"";"";"";"";"";"";
"20.10.2016 08:30";"20.0";"718.8";"756.6";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"19.10.2016 17:30";"29.6";"719.2";"755.8";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.4";"";"";"";"";"";"";
"19.10.2016 08:30";"19.6";"719.3";"757.2";"";"94";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"18.10.2016 17:30";"29.2";"718.5";"755.1";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"18.10.2016 08:30";"20.0";"720.4";"758.3";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"17.10.2016 17:30";"29.4";"718.3";"754.9";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"10.0";"24.8";"";"";"";"";"";"";
"17.10.2016 08:30";"20.0";"721.1";"759.0";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"16.10.2016 17:30";"31.0";"718.2";"754.6";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"16.10.2016 08:30";"22.6";"720.5";"758.1";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"18.5";"";"";"";"";"";"";
"15.10.2016 17:30";"30.4";"716.0";"752.3";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"15.10.2016 08:30";"21.8";"716.8";"754.3";"";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"19.3";"";"";"";"";"";"";
"14.10.2016 17:30";"29.0";"718.5";"755.1";"";"74";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.8";"";"";"";"";"";"";
"14.10.2016 08:30";"21.2";"720.1";"757.8";"";"91";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"19.6";"";"";"";"";"";"";
"13.10.2016 17:30";"29.2";"718.1";"754.7";"";"72";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.7";"";"";"";"";"";"";
"13.10.2016 08:30";"22.0";"719.8";"757.4";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"12.10.2016 17:30";"29.8";"717.2";"753.7";"";"63";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.1";"";"";"";"";"";"";
"12.10.2016 08:30";"24.2";"718.8";"756.1";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"11.10.2016 17:30";"29.4";"716.8";"753.3";"";"63";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.7";"";"";"";"";"";"";
"11.10.2016 08:30";"27.0";"718.8";"755.7";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"10.10.2016 08:30";"24.0";"717.7";"754.9";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"09.10.2016 17:30";"30.6";"716.5";"752.8";"";"62";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.4";"";"";"";"";"";"";
"09.10.2016 08:30";"24.8";"717.6";"754.7";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"08.10.2016 17:30";"27.0";"716.5";"753.3";"";"87";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"08.10.2016 08:30";"25.8";"718.4";"755.4";"";"87";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.5";"";"";"";"";"";"";
"07.10.2016 17:30";"25.0";"717.2";"754.3";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"23.2";"";"";"";"";"";"";
"07.10.2016 08:30";"25.6";"717.9";"754.9";"";"91";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.1";"";"";"";"";"";"";
"06.10.2016 17:30";"29.2";"715.4";"751.9";"";"75";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.3";"";"";"";"";"";"";
"06.10.2016 08:30";"26.0";"717.4";"754.4";"";"92";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.6";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.6";"";"";"";"";"";"";
"05.10.2016 17:30";"27.6";"715.2";"751.9";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.0";"";"";"600-1000";"";"";"10.0";"26.5";"";"";"";"";"";"";
"05.10.2016 08:30";"25.8";"716.5";"753.4";"";"93";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.6";"";"";"";"";"";"";
"04.10.2016 17:30";"30.4";"714.4";"750.7";"";"60";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.8";"";"";"";"";"";"";
"04.10.2016 08:30";"25.2";"717.2";"754.3";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"03.10.2016 17:30";"30.2";"715.0";"751.3";"";"76";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.4";"";"";"600-1000";"";"";"10.0";"25.6";"";"";"";"";"";"";
"03.10.2016 08:30";"25.2";"717.5";"754.6";"";"98";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.9";"";"";"";"";"";"";
"02.10.2016 17:30";"29.6";"715.6";"752.0";"";"70";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.5";"";"";"";"";"";"";
"02.10.2016 08:30";"25.8";"718.3";"755.3";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"01.10.2016 17:30";"27.2";"714.8";"751.5";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"23.4";"";"";"";"";"";"";
"01.10.2016 08:30";"27.0";"716.2";"753.0";"";"88";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"22.2";"";"";"";"600-1000";"";"";"4.0";"24.8";"";"";"";"";"";"";
"30.09.2016 17:30";"25.0";"715.2";"752.2";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"23.5";"";"";"";"";"";"";
"30.09.2016 08:30";"25.4";"715.6";"752.5";"";"93";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.4";"";"";"";"600-1000";"";"";"4.0";"24.2";"";"";"";"";"";"";
"29.09.2016 17:30";"31.0";"713.9";"750.1";"";"62";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.9";"";"";"";"";"";"";
