# Weather station Raisen, India, WMO_ID=42672,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42672&lang=en
#
"Local time in Raisen";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.10.2017 08:30";"18.2";"722.6";"760.9";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"15.9";"";"";"";"";"";"";
"28.10.2017 17:30";"27.8";"721.0";"757.9";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"28.10.2017 08:30";"18.2";"722.1";"760.3";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"27.10.2017 17:30";"29.4";"721.5";"758.2";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"27.10.2017 08:30";"18.2";"722.7";"761.0";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"26.10.2017 17:30";"29.0";"721.4";"758.2";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"26.10.2017 08:30";"16.0";"722.8";"761.4";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"25.10.2017 17:30";"29.2";"720.2";"756.9";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"25.10.2017 08:30";"18.0";"722.9";"761.2";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"24.10.2017 17:30";"29.4";"718.2";"754.8";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"24.10.2017 08:30";"19.2";"721.4";"759.5";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"23.10.2017 17:30";"29.2";"718.0";"754.6";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"23.10.2017 08:30";"21.8";"719.8";"757.4";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"22.10.2017 17:30";"29.4";"719.5";"756.1";"";"70";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.3";"";"";"";"";"";"";
"22.10.2017 08:30";"24.2";"718.5";"755.8";"";"93";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.0";"";"";"";"";"";"";
"21.10.2017 17:30";"30.0";"717.5";"754.0";"";"67";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.8";"";"";"600-1000";"";"";"4.0";"23.3";"";"";"";"";"";"";
"21.10.2017 08:30";"25.0";"718.6";"755.8";"";"93";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.8";"";"";"";"";"";"";
"20.10.2017 17:30";"31.4";"715.5";"751.7";"";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.0";"";"";"600-1000";"";"";"10.0";"29.2";"";"";"";"";"";"";
"20.10.2017 08:30";"23.2";"717.9";"755.3";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"19.10.2017 17:30";"30.8";"717.8";"754.2";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"19.10.2017 08:30";"18.4";"718.2";"756.2";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"18.10.2017 17:30";"31.2";"717.5";"753.8";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"18.10.2017 08:30";"19.2";"719.0";"756.9";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"17.10.2017 17:30";"29.2";"716.5";"753.0";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"17.10.2017 08:30";"20.8";"719.3";"757.0";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"16.10.2017 17:30";"30.2";"715.7";"752.1";"";"70";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.2";"";"";"";"";"";"";
"16.10.2017 08:30";"23.0";"718.4";"755.8";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"15.10.2017 17:30";"30.4";"715.6";"751.9";"";"68";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.8";"";"";"";"";"";"";
"15.10.2017 08:30";"24.0";"717.7";"754.9";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"14.10.2017 17:30";"30.0";"715.2";"751.6";"";"67";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"10.0";"23.3";"";"";"";"";"";"";
"14.10.2017 08:30";"25.0";"717.5";"754.6";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.5";"";"";"";"600-1000";"";"";"4.0";"23.2";"";"";"";"";"";"";
"13.10.2017 17:30";"30.0";"715.6";"752.0";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.2";"";"";"600-1000";"";"";"10.0";"26.7";"";"";"";"";"";"";
"13.10.2017 08:30";"25.0";"717.2";"754.3";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.5";"";"";"";"600-1000";"";"";"4.0";"23.5";"";"";"";"";"";"";
"12.10.2017 17:30";"26.6";"715.7";"752.5";"";"81";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"23.1";"";"";"";"";"";"";
"12.10.2017 08:30";"24.2";"717.1";"754.3";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"11.10.2017 17:30";"28.0";"716.4";"753.1";"";"76";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.2";"";"";"600-1000";"";"";"10.0";"23.3";"";"";"";"";"";"";
"11.10.2017 08:30";"25.0";"717.8";"754.9";"";"93";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"";"";"600-1000";"";"";"10.0";"23.8";"";"";"";"";"";"";
"10.10.2017 17:30";"27.8";"716.1";"752.8";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.8";"";"";"600-1000";"";"";"10.0";"23.7";"";"";"";"";"";"";
"10.10.2017 08:30";"24.2";"718.5";"755.8";"";"96";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.6";"";"";"";"";"";"";
"09.10.2017 17:30";"25.8";"716.0";"752.9";"";"95";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"24.9";"";"";"";"";"";"";
"09.10.2017 08:30";"25.0";"717.5";"754.6";"";"91";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.5";"";"";"";"";"";"";
"08.10.2017 17:30";"28.6";"715.7";"752.2";"";"88";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.4";"";"";"";"";"";"";
"08.10.2017 08:30";"25.4";"716.8";"753.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"07.10.2017 17:30";"31.8";"716.1";"752.3";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"07.10.2017 08:30";"23.8";"718.5";"755.8";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"06.10.2017 17:30";"31.0";"717.4";"753.7";"";"58";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.8";"";"";"";"";"";"";
"06.10.2017 08:30";"23.0";"718.6";"756.0";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"05.10.2017 17:30";"30.6";"717.1";"753.5";"";"62";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.4";"";"";"";"";"";"";
"05.10.2017 08:30";"22.2";"718.7";"756.2";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"04.10.2017 17:30";"31.4";"716.4";"752.6";"";"36";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"14.4";"";"";"";"";"";"";
"04.10.2017 08:30";"22.0";"719.7";"757.3";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"03.10.2017 17:30";"31.2";"716.7";"753.0";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"03.10.2017 08:30";"22.0";"718.8";"756.4";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"02.10.2017 17:30";"32.2";"716.4";"752.5";"";"39";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"16.4";"";"";"";"";"";"";
"02.10.2017 08:30";"23.0";"718.7";"756.1";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"01.10.2017 17:30";"31.6";"716.2";"752.4";"";"42";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"17.2";"";"";"";"";"";"";
"01.10.2017 08:30";"25.0";"718.9";"756.1";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"30.09.2017 17:30";"32.6";"715.5";"751.5";"";"54";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.1";"";"";"";"";"";"";
"29.09.2017 17:30";"32.8";"715.6";"751.6";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"29.09.2017 08:30";"24.8";"717.2";"754.3";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"28.09.2017 17:30";"33.0";"715.9";"751.9";"";"58";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.6";"";"";"600-1000";"";"";"10.0";"23.8";"";"";"";"";"";"";
"28.09.2017 08:30";"24.4";"717.4";"754.6";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"27.09.2017 17:30";"31.6";"716.5";"752.7";"";"69";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"4.0";"25.3";"";"";"";"";"";"";
"27.09.2017 08:30";"25.8";"718.5";"755.6";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"26.09.2017 17:30";"31.2";"715.7";"751.9";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"10.0";"26.8";"";"";"";"";"";"";
"26.09.2017 08:30";"25.0";"718.4";"755.5";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"25.09.2017 17:30";"31.0";"715.8";"752.1";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"28.3";"";"";"";"";"";"";
"25.09.2017 08:30";"25.0";"718.6";"755.8";"";"98";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"24.09.2017 17:30";"31.0";"717.3";"753.6";"";"77";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.6";"";"";"";"";"";"";
"24.09.2017 08:30";"25.0";"718.8";"756.0";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"23.09.2017 17:30";"30.4";"718.1";"754.6";"";"76";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.6";"";"";"";"";"";"";
"23.09.2017 08:30";"23.8";"718.1";"755.4";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"20.5";"";"";"";"600-1000";"";"";"10.0";"22.9";"";"";"";"";"";"";
"22.09.2017 17:30";"26.8";"715.3";"752.1";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"27.6";"";"";"600-1000";"";"";"10.0";"24.2";"";"";"";"";"";"";
"22.09.2017 08:30";"23.2";"714.5";"751.7";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"19.5";"";"";"";"600-1000";"";"";"4.0";"21.4";"";"";"";"";"";"";
"21.09.2017 17:30";"24.4";"712.3";"749.2";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"24.1";"";"";"";"";"";"";
"21.09.2017 08:30";"23.8";"713.8";"750.9";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.2";"";"";"";"600-1000";"";"";"4.0";"23.8";"";"";"";"";"";"";
"20.09.2017 17:30";"26.4";"712.6";"749.3";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.6";"";"";"600-1000";"";"";"10.0";"24.7";"";"";"";"";"";"";
"20.09.2017 08:30";"26.4";"714.4";"751.2";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.2";"";"";"";"600-1000";"";"";"4.0";"25.5";"";"";"";"";"";"";
"19.09.2017 17:30";"31.2";"713.1";"749.2";"";"77";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.4";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"19.09.2017 08:30";"24.2";"715.9";"753.0";"";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"18.09.2017 17:30";"31.2";"713.4";"749.5";"";"79";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.8";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"18.09.2017 08:30";"25.0";"715.8";"752.8";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.5";"";"";"";"600-1000";"";"";"4.0";"24.7";"";"";"";"";"";"";
"17.09.2017 17:30";"31.2";"714.2";"750.4";"";"77";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.0";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"17.09.2017 08:30";"25.4";"715.8";"752.8";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"24.8";"";"";"";"";"";"";
"16.09.2017 17:30";"25.2";"716.0";"753.0";"";"93";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"24.0";"";"";"";"";"";"";
"16.09.2017 08:30";"24.4";"716.9";"754.0";"";"98";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"15.09.2017 17:30";"25.0";"716.3";"753.3";"";"96";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"28.2";"";"";"600-1000";"";"";"10.0";"24.4";"";"";"";"";"";"";
"15.09.2017 08:30";"25.0";"717.0";"754.1";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.5";"";"";"";"600-1000";"";"";"4.0";"24.7";"";"";"";"";"";"";
"14.09.2017 17:30";"25.8";"716.8";"753.8";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"23.8";"";"";"";"";"";"";
"14.09.2017 08:30";"25.0";"718.6";"755.8";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"";"";"600-1000";"";"";"4.0";"24.7";"";"";"";"";"";"";
"13.09.2017 17:30";"28.6";"716.5";"753.1";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.4";"";"";"600-1000";"";"";"10.0";"25.5";"";"";"";"";"";"";
"13.09.2017 08:30";"24.2";"718.7";"756.0";"";"98";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.9";"";"";"";"";"";"";
"12.09.2017 17:30";"26.8";"716.6";"753.4";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"29.6";"";"";"600-1000";"";"";"10.0";"24.2";"";"";"";"";"";"";
"12.09.2017 08:30";"25.0";"718.6";"755.8";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.5";"";"";"";"600-1000";"";"";"4.0";"25.0";"";"";"";"";"";"";
"11.09.2017 17:30";"24.0";"717.1";"754.3";"";"96";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.4";"";"";"600-1000";"";"";"4.0";"23.4";"";"";"";"";"";"";
"11.09.2017 08:30";"27.0";"718.6";"755.5";"";"92";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.2";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.6";"";"";"";"";"";"";
"10.09.2017 17:30";"30.6";"716.7";"753.1";"";"72";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.6";"";"";"600-1000";"";"";"4.0";"24.9";"";"";"";"";"";"";
"10.09.2017 08:30";"26.6";"718.4";"755.3";"";"89";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"09.09.2017 17:30";"32.6";"715.8";"751.9";"";"62";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.2";"";"";"600-1000";"";"";"10.0";"24.3";"";"";"";"";"";"";
"09.09.2017 08:30";"28.0";"717.2";"753.9";"";"85";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.2";"";"";"";"";"";"";
"08.09.2017 17:30";"32.2";"716.2";"752.3";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"24.2";"";"";"";"";"";"";
"08.09.2017 08:30";"26.2";"718.4";"755.4";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"25.3";"";"";"";"";"";"";
"07.09.2017 17:30";"31.0";"716.3";"752.6";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"07.09.2017 08:30";"26.0";"718.2";"755.2";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"06.09.2017 17:30";"30.8";"716.5";"752.8";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.2";"";"";"600-1000";"";"";"4.0";"25.1";"";"";"";"";"";"";
"06.09.2017 08:30";"26.0";"717.9";"754.9";"";"92";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"22.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.6";"";"";"";"";"";"";
"05.09.2017 17:30";"26.6";"717.6";"754.5";"";"94";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.5";"";"";"";"";"";"";
"05.09.2017 08:30";"25.0";"718.4";"755.5";"";"91";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.5";"";"";"";"";"";"";
"04.09.2017 17:30";"26.0";"717.3";"754.3";"";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.3";"";"";"";"";"";"";
"04.09.2017 08:30";"25.0";"718.5";"755.6";"";"96";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.5";"";"";"";"600-1000";"";"";"4.0";"24.4";"";"";"";"";"";"";
"03.09.2017 17:30";"25.4";"716.4";"753.4";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"23.7";"";"";"";"";"";"";
"03.09.2017 08:30";"25.0";"717.0";"754.1";"";"98";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"20.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"02.09.2017 08:30";"26.0";"717.1";"754.0";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"01.09.2017 17:30";"29.8";"715.5";"751.9";"";"73";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"01.09.2017 08:30";"25.0";"716.9";"754.0";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"21.4";"";"";"";"600-1000";"";"";"10.0";"22.3";"";"";"";"";"";"";
"31.08.2017 17:30";"29.6";"715.1";"751.5";"";"70";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.5";"";"";"";"";"";"";
"31.08.2017 08:30";"25.2";"715.9";"752.9";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"30.08.2017 17:30";"26.2";"712.8";"749.5";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"27.8";"";"";"600-1000";"";"";"4.0";"25.6";"";"";"";"";"";"";
"30.08.2017 08:30";"25.0";"712.4";"749.2";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"";"";"600-1000";"";"";"4.0";"24.7";"";"";"";"";"";"";
"29.08.2017 17:30";"25.6";"709.8";"746.4";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"24.7";"";"";"";"";"";"";
"29.08.2017 08:30";"25.8";"712.2";"748.9";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.8";"";"";"";"600-1000";"";"";"4.0";"24.9";"";"";"";"";"";"";
"28.08.2017 17:30";"26.6";"710.1";"746.6";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.0";"";"";"600-1000";"";"";"4.0";"25.5";"";"";"";"";"";"";
"28.08.2017 08:30";"25.2";"712.0";"748.8";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.5";"";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"27.08.2017 08:30";"25.4";"712.2";"749.0";"";"96";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.8";"";"";"";"600-1000";"";"";"4.0";"24.8";"";"";"";"";"";"";
"26.08.2017 17:30";"27.8";"712.1";"748.6";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.2";"";"";"600-1000";"";"";"4.0";"25.8";"";"";"";"";"";"";
"26.08.2017 08:30";"25.6";"712.4";"749.2";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.5";"";"";"";"600-1000";"";"";"4.0";"24.7";"";"";"";"";"";"";
"25.08.2017 17:30";"27.6";"712.7";"749.2";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.6";"";"";"";"";"";"";
"25.08.2017 08:30";"26.0";"713.7";"750.5";"";"92";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"24.08.2017 17:30";"29.4";"714.2";"750.6";"";"81";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.4";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"24.08.2017 08:30";"25.0";"715.3";"752.3";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.5";"";"";"";"600-1000";"";"";"4.0";"24.1";"";"";"";"";"";"";
