# Weather station Khargone, India, WMO_ID=42849,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42849&lang=en
#
"Local time in Khargone";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.04.2016 17:30";"40.4";"731.8";"752.2";"";"18";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"41.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.4";"";"";"";"";"";"";
"17.04.2016 08:30";"29.2";"734.8";"756.0";"";"37";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"16.04.2016 17:30";"41.4";"731.0";"751.3";"";"13";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"16.04.2016 08:30";"30.4";"734.6";"755.7";"";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"15.04.2016 17:30";"41.8";"732.4";"752.7";"";"14";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"44.6";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"15.04.2016 08:30";"30.6";"734.6";"755.7";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"14.04.2016 17:30";"41.4";"731.8";"752.1";"";"20";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"14.04.2016 08:30";"31.4";"734.8";"755.9";"";"31";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"13.04.2016 17:30";"40.4";"731.1";"751.5";"";"17";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"13.04.2016 08:30";"29.8";"735.4";"756.6";"";"37";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"12.04.2016 17:30";"40.8";"732.7";"753.1";"";"21";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"12.04.2016 08:30";"31.6";"736.5";"757.6";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"11.04.2016 17:30";"39.2";"734.4";"754.9";"";"20";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"";"41.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.3";"";"";"";"";"";"";
"10.04.2016 17:30";"40.4";"734.4";"754.8";"";"21";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"10.04.2016 08:30";"32.0";"737.8";"758.9";"";"31";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"09.04.2016 17:30";"39.6";"732.5";"752.9";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"09.04.2016 08:30";"31.0";"737.0";"758.2";"";"31";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"22.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.0";"";"";"";"";"";"";
"08.04.2016 17:30";"39.4";"732.3";"752.8";"";"20";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"08.04.2016 08:30";"19.6";"736.3";"758.3";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.1";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"07.04.2016 08:30";"30.0";"737.1";"758.3";"";"38";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"23.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.2";"";"";"";"";"";"";
"06.04.2016 17:30";"38.4";"734.4";"755.0";"";"23";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"06.04.2016 08:30";"28.4";"737.1";"758.4";"";"45";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"23.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.4";"";"";"";"";"";"";
"05.04.2016 17:30";"37.4";"732.9";"753.5";"";"27";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"38.2";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.3";"";"";"";"";"";"";
"05.04.2016 08:30";"29.6";"736.2";"757.4";"";"40";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"24.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.5";"";"";"";"";"";"";
"04.04.2016 17:30";"39.4";"733.5";"754.0";"";"23";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"42.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.7";"";"";"";"";"";"";
"04.04.2016 08:30";"30.6";"736.5";"757.7";"";"38";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"24.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.6";"";"";"";"";"";"";
"03.04.2016 17:30";"42.0";"734.1";"754.4";"";"19";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"";"43.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.1";"";"";"";"";"";"";
"03.04.2016 08:30";"18.8";"736.3";"758.3";"";"";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.04.2016 17:30";"41.0";"733.7";"754.1";"";"19";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"43.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.4";"";"";"";"";"";"";
"02.04.2016 08:30";"30.0";"736.4";"757.6";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.9";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"01.04.2016 17:30";"40.2";"733.0";"753.4";"";"15";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"42.3";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"01.04.2016 08:30";"28.0";"736.4";"757.8";"";"38";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"31.03.2016 17:30";"39.6";"734.3";"754.8";"";"15";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"42.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.5";"";"";"";"";"";"";
"31.03.2016 08:30";"29.4";"737.9";"759.2";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"30.03.2016 17:30";"40.2";"735.0";"755.5";"";"12";"Wind blowing from the west-southwest";"2";"";"";"40%.";" ";"";"";"";"42.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"5.1";"";"";"";"";"";"";
"30.03.2016 08:30";"25.0";"737.3";"758.9";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.3";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"29.03.2016 17:30";"39.2";"734.4";"754.9";"";"15";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"42.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.3";"";"";"";"";"";"";
"29.03.2016 08:30";"27.2";"737.9";"759.4";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"28.03.2016 08:30";"25.2";"737.2";"758.8";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"27.03.2016 17:30";"40.2";"735.1";"755.6";"";"21";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"42.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.6";"";"";"";"";"";"";
"27.03.2016 08:30";"27.8";"737.1";"758.5";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.7";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"26.03.2016 17:30";"40.0";"735.0";"755.5";"";"20";"Wind blowing from the south-west";"2";"";"";"60%.";" ";"";"";"";"42.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.2";"";"";"";"";"";"";
"26.03.2016 08:30";"29.4";"737.1";"758.4";"";"38";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.8";"";"";"";"";"";"";
"25.03.2016 17:30";"39.8";"735.9";"756.4";"";"17";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"42.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.7";"";"";"";"";"";"";
"25.03.2016 08:30";"23.8";"738.4";"760.1";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"6.3";"";"";"";"";"";"";
"24.03.2016 17:30";"40.0";"735.8";"756.3";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"24.03.2016 08:30";"22.4";"737.6";"759.4";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.3";"";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"23.03.2016 17:30";"39.0";"734.9";"755.4";"";"16";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"23.03.2016 08:30";"26.8";"737.5";"759.0";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"22.03.2016 17:30";"37.0";"734.8";"755.5";"";"16";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"22.03.2016 08:30";"26.8";"737.4";"758.9";"";"31";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"21.03.2016 08:30";"26.4";"737.4";"758.9";"";"34";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"18.9";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"20.03.2016 17:30";"37.0";"735.1";"755.8";"";"19";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"20.03.2016 08:30";"26.6";"738.1";"759.6";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.9";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"19.03.2016 17:30";"36.8";"735.1";"755.8";"";"26";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"19.03.2016 08:30";"26.6";"737.3";"758.8";"";"47";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"21.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.2";"";"";"";"";"";"";
"18.03.2016 17:30";"38.4";"733.7";"754.3";"";"25";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"40.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.0";"";"";"";"";"";"";
"18.03.2016 08:30";"29.0";"737.3";"758.6";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"17.03.2016 17:30";"37.0";"734.7";"755.4";"";"24";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"17.03.2016 08:30";"25.6";"737.5";"759.1";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"16.03.2016 17:30";"34.4";"735.3";"756.2";"";"26";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.9";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"16.03.2016 08:30";"26.0";"738.4";"760.0";"";"41";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"19.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.7";"";"";"";"";"";"";
"15.03.2016 17:30";"35.0";"735.4";"756.2";"";"25";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"37.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.4";"";"";"";"";"";"";
"15.03.2016 08:30";"25.4";"738.4";"760.0";"";"40";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"18.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.8";"";"";"";"";"";"";
"14.03.2016 17:30";"33.6";"736.1";"757.1";"";"26";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"35.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.6";"";"";"";"";"";"";
"14.03.2016 08:30";"22.6";"739.9";"761.8";"";"60";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"13.03.2016 17:30";"36.6";"733.9";"754.6";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"13.03.2016 08:30";"24.0";"738.3";"760.0";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.9";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"12.03.2016 17:30";"36.4";"733.9";"754.6";"";"29";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"";"38.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"12.03.2016 08:30";"27.0";"737.3";"758.8";"";"46";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.3";"";"";"";"";"";"";
"11.03.2016 17:30";"39.0";"735.0";"755.6";"";"23";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"40.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.0";"";"";"";"";"";"";
"11.03.2016 08:30";"26.6";"739.2";"760.7";"";"42";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.3";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"10.03.2016 17:30";"";"";"756.1";"";"";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"10.03.2016 08:30";"25.0";"738.4";"760.0";"";"47";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"09.03.2016 17:30";"35.0";"735.3";"756.1";"";"25";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"09.03.2016 08:30";"25.6";"737.5";"759.1";"";"42";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"19.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.6";"";"";"";"";"";"";
"08.03.2016 17:30";"34.6";"735.0";"755.8";"";"26";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.7";"";"";"";"";"";"";
"08.03.2016 08:30";"23.4";"737.6";"759.3";"";"45";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.7";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"07.03.2016 17:30";"34.0";"734.9";"755.8";"";"25";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"38.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.3";"";"";"";"";"";"";
"06.03.2016 17:30";"36.0";"734.8";"755.5";"";"23";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"38.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.0";"";"";"";"";"";"";
"06.03.2016 08:30";"24.4";"737.6";"759.2";"";"52";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.9";"";"";"";"";"";"";
"05.03.2016 17:30";"35.8";"";"";"";"17";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"38.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.3";"";"";"";"";"";"";
"05.03.2016 08:30";"23.4";"737.7";"759.4";"";"58";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"04.03.2016 17:30";"35.2";"736.2";"757.0";"";"30";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"37.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.1";"";"";"";"";"";"";
"04.03.2016 08:30";"24.6";"739.6";"761.3";"";"61";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"19.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.5";"";"";"";"";"";"";
"03.03.2016 17:30";"32.0";"737.9";"759.0";"";"35";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"35.3";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.5";"";"";"";"";"";"";
"03.03.2016 08:30";"23.6";"740.4";"762.2";"";"54";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"19.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.7";"";"";"";"";"";"";
"02.03.2016 17:30";"35.6";"736.2";"757.0";"";"35";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"38.8";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.8";"";"";"";"";"";"";
"02.03.2016 08:30";"22.2";"739.3";"761.2";"";"68";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"01.03.2016 17:30";"28.0";"737.2";"758.6";"";"47";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"36.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.7";"";"";"";"";"";"";
"01.03.2016 08:30";"23.0";"739.1";"760.9";"";"70";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"19.3";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"29.02.2016 17:30";"35.4";"737.0";"757.8";"";"38";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"";"37.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.1";"";"";"";"";"";"";
"29.02.2016 08:30";"24.4";"741.2";"763.0";"";"51";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"28.02.2016 17:30";"34.0";"738.0";"759.0";"";"42";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.5";"";"";"";"";"";"";
"28.02.2016 08:30";"22.2";"741.4";"763.3";"";"52";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"27.02.2016 17:30";"34.2";"737.8";"758.8";"";"30";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
