# Weather station Gondia, India, WMO_ID=42871,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42871&lang=en
#
"Local time in Gondia";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.03.2017 17:30";"33.2";"";"";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"05.03.2017 14:30";"34.4";"";"";"";"22";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"05.03.2017 11:30";"21.4";"";"";"";"49";"Wind blowing from the south-west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"05.03.2017 08:30";"24.4";"";"";"";"47";"Wind blowing from the south";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.2";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"04.03.2017 17:30";"33.0";"";"";"";"33";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"04.03.2017 14:30";"34.4";"";"";"";"22";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"04.03.2017 11:30";"30.8";"";"";"";"31";"Wind blowing from the south";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"04.03.2017 08:30";"24.2";"";"";"";"48";"Wind blowing from the south-east";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.5";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"03.03.2017 17:30";"32.6";"";"";"";"27";"Wind blowing from the south";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"34.8";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"03.03.2017 14:30";"34.2";"";"";"";"23";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"03.03.2017 11:30";"31.4";"";"";"";"31";"Wind blowing from the south";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"03.03.2017 08:30";"24.8";"";"";"";"52";"Wind blowing from the south";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.8";"";"";"";"";"";"";"2.0";"14.4";"";"";"";"";"";"";
"02.03.2017 17:30";"33.0";"";"";"";"26";"Wind blowing from the south";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"35.2";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"02.03.2017 14:30";"35.2";"";"";"";"25";"Wind blowing from the south-west";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"02.03.2017 11:30";"31.6";"";"";"";"31";"Wind blowing from the south-southeast";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"02.03.2017 08:30";"23.4";"";"";"";"51";"Wind blowing from the east-southeast";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.0";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"01.03.2017 17:30";"35.0";"";"";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"01.03.2017 14:30";"35.8";"";"";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"01.03.2017 11:30";"32.0";"";"";"";"24";"Wind blowing from the east-southeast";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"01.03.2017 08:30";"22.8";"";"";"";"49";"Wind blowing from the east-southeast";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.5";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"28.02.2017 17:30";"33.8";"";"";"";"15";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"3.5";"";"";"";"";"";"";
"28.02.2017 14:30";"34.0";"";"";"";"16";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.6";"";"";"";"";"";"";
"28.02.2017 11:30";"30.4";"";"";"";"24";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"28.02.2017 08:30";"21.2";"";"";"";"46";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.0";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"27.02.2017 17:30";"32.4";"";"";"";"16";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"3.2";"";"";"";"";"";"";
"27.02.2017 14:30";"33.0";"";"";"";"10";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-3.0";"";"";"";"";"";"";
"27.02.2017 11:30";"30.0";"";"";"";"25";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"27.02.2017 08:30";"21.0";"";"";"";"57";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.0";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"26.02.2017 17:30";"29.2";"";"";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"4.3";"";"";"";"";"";"";
"26.02.2017 14:30";"30.6";"";"";"";"15";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"1.4";"";"";"";"";"";"";
"26.02.2017 11:30";"28.4";"";"";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"26.02.2017 08:30";"18.2";"";"";"";"45";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.2";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"25.02.2017 17:30";"30.0";"";"";"";"18";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"3.1";"";"";"";"";"";"";
"25.02.2017 14:30";"31.0";"";"";"";"13";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-1.0";"";"";"";"";"";"";
"25.02.2017 11:30";"28.0";"";"";"";"17";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"1.0";"";"";"";"";"";"";
"25.02.2017 08:30";"18.6";"";"";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"5.0";"";"";"";"";"";"";
"24.02.2017 17:30";"29.8";"";"";"";"25";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"24.02.2017 14:30";"33.4";"";"";"";"17";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.8";"";"";"";"";"";"";
"24.02.2017 11:30";"28.2";"";"";"";"25";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.2";"";"";"";"";"";"";
"24.02.2017 08:30";"20.6";"";"";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"23.02.2017 17:30";"31.8";"";"";"";"22";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"23.02.2017 14:30";"33.0";"";"";"";"23";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"23.02.2017 11:30";"29.2";"";"";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"23.02.2017 08:30";"20.6";"";"";"";"56";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.2";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"22.02.2017 17:30";"33.4";"";"";"";"16";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"4.0";"";"";"";"";"";"";
"22.02.2017 11:30";"29.4";"";"";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"22.02.2017 08:30";"21.8";"";"";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"21.02.2017 17:30";"33.6";"";"";"";"19";"Wind blowing from the south-southwest";"3";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"21.02.2017 14:30";"34.2";"";"";"";"20";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"21.02.2017 11:30";"30.4";"";"";"";"29";"Wind blowing from the west-southwest";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"21.02.2017 08:30";"22.4";"";"";"";"55";"Wind blowing from the east-southeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.5";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"20.02.2017 17:30";"33.4";"";"";"";"22";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"20.02.2017 14:30";"34.8";"";"";"";"16";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.7";"";"";"";"";"";"";
"20.02.2017 11:30";"30.0";"";"";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"20.02.2017 08:30";"21.4";"";"";"";"53";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.5";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"19.02.2017 17:30";"29.8";"";"";"";"57";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"19.02.2017 14:30";"30.6";"";"";"";"34";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"19.02.2017 11:30";"29.0";"";"";"";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"19.02.2017 08:30";"20.2";"";"";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.1";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"18.02.2017 17:30";"31.4";"";"";"";"27";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"18.02.2017 14:30";"32.6";"";"";"";"22";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"18.02.2017 11:30";"29.0";"";"";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"18.02.2017 08:30";"20.4";"";"";"";"45";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"17.02.2017 17:30";"31.2";"";"";"";"32";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"17.02.2017 14:30";"32.4";"";"";"";"23";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"17.02.2017 11:30";"29.8";"";"";"";"57";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"17.02.2017 08:30";"21.0";"";"";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"16.02.2017 17:30";"30.4";"";"";"";"63";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"16.02.2017 14:30";"30.4";"";"";"";"48";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"16.02.2017 11:30";"28.0";"";"";"";"43";"Wind blowing from the north-northeast";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"16.02.2017 08:30";"19.0";"";"";"";"65";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.4";"";"";"";"";"";"";"2.0";"12.2";"";"";"";"";"";"";
"15.02.2017 17:30";"28.4";"";"";"";"35";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.8";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"15.02.2017 14:30";"30.0";"";"";"";"31";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"15.02.2017 11:30";"28.0";"";"";"";"43";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"15.02.2017 08:30";"20.0";"";"";"";"62";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.8";"";"";"";"";"";"";"2.0";"12.5";"";"";"";"";"";"";
"14.02.2017 17:30";"29.4";"";"";"";"34";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.8";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"14.02.2017 14:30";"30.2";"";"";"";"35";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"14.02.2017 11:30";"27.8";"";"";"";"46";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"14.02.2017 08:30";"20.4";"";"";"";"75";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.2";"";"";"";"";"";"";"1.0";"15.7";"";"";"";"";"";"";
"13.02.2017 17:30";"29.0";"";"";"";"38";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"13.2";"";"";"";"";"";"";
"13.02.2017 14:30";"30.6";"";"";"";"34";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.8";"";"";"";"";"";"";
"13.02.2017 11:30";"26.6";"";"";"";"44";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"13.02.2017 08:30";"16.2";"";"";"";"75";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.0";"";"";"";"";"";"";"2.0";"11.8";"";"";"";"";"";"";
"12.02.2017 17:30";"25.6";"";"";"";"40";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.4";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"12.02.2017 14:30";"28.6";"";"";"";"41";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.0";"";"";"";"";"";"";
"12.02.2017 11:30";"21.4";"";"";"";"47";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"9.5";"";"";"";"";"";"";
"12.02.2017 08:30";"14.6";"";"";"";"89";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"12.8";"";"";"";"";"";"";
"11.02.2017 17:30";"28.0";"";"";"";"43";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.4";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"11.02.2017 14:30";"29.0";"";"";"";"35";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"11.02.2017 11:30";"27.2";"";"";"";"40";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"11.02.2017 08:30";"19.0";"";"";"";"67";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.3";"";"";"";"";"";"";"2.0";"12.6";"";"";"";"";"";"";
"10.02.2017 17:30";"28.8";"";"";"";"33";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.7";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"10.02.2017 14:30";"29.0";"";"";"";"25";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"10.02.2017 11:30";"25.4";"";"";"";"41";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"10.02.2017 08:30";"18.8";"";"";"";"63";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.0";"";"";"";"";"";"";"2.0";"11.5";"";"";"";"";"";"";
"09.02.2017 17:30";"31.2";"";"";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"09.02.2017 14:30";"32.4";"";"";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"09.02.2017 11:30";"29.0";"";"";"";"29";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"09.02.2017 08:30";"18.0";"";"";"";"60";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.0";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"08.02.2017 17:30";"30.0";"";"";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.3";"";"";"";"";"";"4.0";"5.2";"";"";"";"";"";"";
"08.02.2017 14:30";"30.8";"";"";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"08.02.2017 11:30";"28.0";"";"";"";"31";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"08.02.2017 08:30";"17.8";"";"";"";"65";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.0";"";"";"";"";"";"";"2.0";"11.2";"";"";"";"";"";"";
"07.02.2017 17:30";"28.6";"";"";"";"28";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.0";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"07.02.2017 14:30";"31.0";"";"";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"07.02.2017 11:30";"26.6";"";"";"";"39";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"07.02.2017 08:30";"18.4";"";"";"";"68";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.5";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
