# Weather station Hoshangabad, India, WMO_ID=42763,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42763&lang=en
#
"Local time in Hoshangabad";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"13.01.2016 11:30";"24.6";"735.5";"761.2";"0.0";"48";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.9";"";"";"";"";"";"";
"13.01.2016 08:30";"16.6";"735.5";"761.9";"";"70";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"15.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.0";"";"";"";"";"";"";
"12.01.2016 17:30";"25.0";"733.5";"759.1";"-0.2";"51";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.2";"";"";"";"";"";"";
"12.01.2016 14:30";"28.2";"733.7";"759.0";"-2.8";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"12.01.2016 11:30";"23.2";"736.5";"762.3";"-0.5";"46";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"12.01.2016 08:30";"16.2";"737.0";"763.4";"";"62";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"11.01.2016 17:30";"26.6";"735.0";"760.5";"-0.2";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"11.01.2016 14:30";"26.8";"735.2";"760.7";"-2.6";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"11.01.2016 11:30";"23.4";"737.8";"763.7";"-0.7";"40";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"11.01.2016 08:30";"14.6";"738.5";"765.2";"";"62";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"10.01.2016 17:30";"23.4";"735.5";"761.0";"0.0";"56";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"29.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.0";"";"";"";"";"";"";
"10.01.2016 14:30";"29.0";"735.5";"760.8";"-2.5";"38";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.2";"";"";"";"";"";"";
"10.01.2016 11:30";"24.6";"738.0";"763.7";"1.7";"44";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.6";"";"";"";"";"";"";
"10.01.2016 08:30";"15.6";"736.3";"764.7";"";"83";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"12.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.7";"";"";"";"";"";"";
"09.01.2016 17:30";"25.6";"734.7";"760.3";"-0.1";"48";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"29.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.8";"";"";"";"";"";"";
"09.01.2016 14:30";"28.4";"734.8";"760.1";"-1.9";"44";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"09.01.2016 11:30";"25.0";"736.7";"762.4";"-0.2";"47";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"09.01.2016 08:30";"17.6";"736.9";"763.3";"";"75";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"13.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.0";"";"";"";"";"";"";
"08.01.2016 17:30";"27.2";"735.9";"761.3";"";"42";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"30.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.3";"";"";"";"";"";"";
"08.01.2016 14:30";"29.0";"";"761.2";"";"33";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.3";"";"";"";"";"";"";
"08.01.2016 11:30";"24.8";"738.6";"764.3";"0.6";"51";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.0";"";"";"";"";"";"";
"08.01.2016 08:30";"17.2";"738.0";"764.4";"";"74";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"14.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.5";"";"";"";"";"";"";
"07.01.2016 17:30";"27.4";"736.0";"761.5";"-0.2";"45";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.5";"";"";"";"";"";"";
"07.01.2016 14:30";"30.0";"736.2";"761.5";"-2.2";"36";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.3";"";"";"";"";"";"";
"07.01.2016 11:30";"25.4";"738.4";"764.1";"0.2";"52";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.8";"";"";"";"";"";"";
"07.01.2016 08:30";"16.2";"738.2";"764.7";"";"90";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"13.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.5";"";"";"";"";"";"";
"06.01.2016 17:30";"26.6";"734.8";"760.3";"-0.3";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.7";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"06.01.2016 14:30";"29.0";"735.1";"760.4";"-2.4";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"06.01.2016 11:30";"25.0";"737.5";"763.2";"-0.5";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"06.01.2016 08:30";"15.6";"738.0";"764.5";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"05.01.2016 17:30";"26.0";"735.1";"760.6";"-0.3";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.7";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"05.01.2016 14:30";"29.0";"735.4";"760.7";"-2.9";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"05.01.2016 11:30";"23.0";"738.3";"764.2";"";"42";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"05.01.2016 08:30";"15.6";"";"765.0";"";"69";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"04.01.2016 17:30";"28.0";"736.3";"761.7";"-0.2";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"04.01.2016 14:30";"27.0";"736.5";"762.0";"-2.7";"39";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.7";"";"";"";"";"";"";
"04.01.2016 11:30";"23.4";"739.2";"765.1";"0.2";"49";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.2";"";"";"";"";"";"";
"04.01.2016 08:30";"15.6";"739.0";"765.7";"";"73";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"12.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.7";"";"";"";"";"";"";
"03.01.2016 17:30";"25.4";"736.1";"761.8";"-0.5";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"03.01.2016 14:30";"26.0";"736.6";"762.3";"-2.4";"37";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"03.01.2016 11:30";"23.0";"739.0";"765.1";"0.0";"45";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.3";"";"";"";"";"";"";
"03.01.2016 08:30";"16.4";"739.0";"765.6";"";"62";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"12.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.1";"";"";"";"";"";"";
"02.01.2016 17:30";"26.0";"736.9";"762.6";"0.9";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"02.01.2016 14:30";"27.0";"736.0";"761.5";"-3.3";"39";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"02.01.2016 11:30";"24.0";"739.3";"765.8";"-0.1";"46";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"02.01.2016 08:30";"17.6";"739.4";"765.9";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"01.01.2016 17:30";"27.0";"736.3";"761.8";"-0.3";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.7";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"01.01.2016 14:30";"29.0";"736.6";"761.9";"-3.0";"40";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"01.01.2016 11:30";"25.0";"739.6";"765.4";"0.7";"47";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"01.01.2016 08:30";"17.6";"738.9";"765.3";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"31.12.2015 17:30";"27.6";"736.3";"761.7";"1.1";"50";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"31.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.3";"";"";"";"";"";"";
"31.12.2015 14:30";"29.4";"735.2";"760.4";"-3.1";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"31.12.2015 11:30";"26.4";"738.3";"763.9";"-3.7";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"31.12.2015 08:30";"19.4";"742.0";"764.5";"";"55";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"30.12.2015 17:30";"28.0";"735.1";"760.6";"-0.1";"43";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.4";"";"";"";"";"";"";
"30.12.2015 14:30";"29.4";"735.2";"760.4";"-2.9";"35";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.4";"";"";"";"";"";"";
"30.12.2015 11:30";"25.0";"738.1";"763.9";"0.0";"43";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"30.12.2015 08:30";"17.2";"738.1";"764.5";"";"72";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"15.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.1";"";"";"";"";"";"";
"29.12.2015 17:30";"27.8";"736.5";"761.9";"-0.3";"43";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.1";"";"";"";"";"";"";
"29.12.2015 14:30";"30.4";"736.8";"762.0";"-2.4";"34";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.9";"";"";"";"";"";"";
"29.12.2015 11:30";"26.0";"739.2";"764.9";"-0.4";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"29.12.2015 08:30";"15.0";"739.6";"766.3";"";"79";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"10.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.3";"";"";"";"";"";"";
"28.12.2015 17:30";"27.8";"736.8";"763.8";"-2.0";"37";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.9";"";"";"";"";"";"";
"28.12.2015 14:30";"27.2";"738.8";"764.4";"-2.0";"32";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"28.12.2015 11:30";"24.0";"740.8";"766.7";"0.0";"33";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"6.7";"";"";"";"";"";"";
"28.12.2015 08:30";"15.6";"740.8";"767.5";"";"61";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"10.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.1";"";"";"";"";"";"";
"27.12.2015 17:30";"25.0";"737.8";"763.6";"-0.6";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.3";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
"27.12.2015 14:30";"27.2";"738.4";"763.9";"-1.8";"20";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"2.3";"";"";"";"";"";"";
"27.12.2015 11:30";"24.0";"740.2";"766.1";"-0.1";"29";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.8";"";"";"";"";"";"";
"27.12.2015 08:30";"15.0";"740.3";"767.0";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"26.12.2015 17:30";"23.4";"737.8";"763.7";"-0.9";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.7";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"26.12.2015 14:30";"24.0";"738.7";"";"1.7";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.9";"";"";"";"";"";"";
"26.12.2015 11:30";"20.8";"737.0";"766.3";"-2.9";"33";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.8";"";"";"";"";"";"";
"26.12.2015 08:30";"13.4";"739.9";"766.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"4.9";"";"";"";"";"";"";
"25.12.2015 17:30";"20.4";"738.2";"764.3";"-1.7";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.6";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"25.12.2015 14:30";"23.0";"739.9";"766.0";"-1.2";"38";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"25.12.2015 11:30";"19.6";"741.1";"767.5";"0.0";"41";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"25.12.2015 08:30";"11.4";"741.1";"768.1";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"4.8";"";"";"";"";"";"";
"24.12.2015 17:30";"20.4";"737.6";"763.7";"-0.8";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"24.5";"";"";"";"";"";"4.0";"4.3";"";"";"";"";"";"";
"24.12.2015 14:30";"24.2";"738.4";"764.1";"-1.2";"40";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"24.12.2015 11:30";"21.1";"739.6";"765.7";"0.3";"41";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"24.12.2015 08:30";"13.0";"739.3";"765.5";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.9";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"23.12.2015 17:30";"20.2";"736.1";"762.1";"-0.6";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.7";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"23.12.2015 14:30";"23.2";"736.7";"764.0";"-2.0";"48";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"23.12.2015 11:30";"20.6";"738.7";"764.8";"";"50";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"22.12.2015 17:30";"23.4";"735.2";"760.9";"-0.6";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"22.12.2015 14:30";"25.4";"735.8";"761.4";"-0.1";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"22.12.2015 11:30";"22.0";"735.9";"764.2";"-2.0";"43";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"22.12.2015 08:30";"14.0";"737.9";"764.7";"";"61";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"6.6";"";"";"";"";"";"";
"21.12.2015 17:30";"23.4";"734.5";"760.3";"-0.1";"49";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"26.7";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"21.12.2015 14:30";"25.4";"734.6";"760.2";"-2.4";"40";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"21.12.2015 11:30";"22.0";"737.0";"763.0";"0.3";"38";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
