# Weather station Khandwa, India, WMO_ID=42855,selection from 31.05.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42855&lang=en
#
"Local time in Khandwa";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.10.2017 17:30";"31.0";"";"";"";"44";"";"";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"24.10.2017 08:30";"24.4";"";"";"";"74";"";"";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"23.10.2017 17:30";"33.0";"";"";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.1";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"23.10.2017 08:30";"26.0";"";"";"";"67";"";"";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"22.10.2017 17:30";"33.4";"";"";"";"44";"";"";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"22.10.2017 08:30";"27.0";"";"";"";"76";"";"";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"21.10.2017 17:30";"34.0";"";"";"";"45";"";"";"";"";"no clouds";" ";"";"";"";"35.1";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"21.10.2017 08:30";"25.4";"";"";"";"74";"";"";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"20.10.2017 17:30";"32.0";"";"";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.1";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"20.10.2017 08:30";"26.0";"";"";"";"67";"";"";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"19.10.2017 17:30";"32.4";"";"";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"19.10.2017 08:30";"25.4";"";"";"";"67";"";"";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"18.10.2017 17:30";"34.0";"";"";"";"41";"";"";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"18.10.2017 08:30";"26.0";"";"";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"17.10.2017 17:30";"34.4";"";"";"";"48";"";"";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"17.10.2017 08:30";"27.0";"";"";"";"83";"";"";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"16.10.2017 17:30";"34.4";"";"";"";"48";"";"";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"16.10.2017 08:30";"27.4";"";"";"";"76";"";"";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"15.10.2017 17:30";"24.0";"";"";"";"89";"";"";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"15.10.2017 08:30";"28.0";"";"";"";"76";"";"";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"14.10.2017 17:30";"31.4";"";"";"";"64";"";"";"";"";"100%.";" ";"";"";"";"31.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"14.10.2017 08:30";"27.0";"";"";"";"83";"";"";"";"";"100%.";" ";"";"";"22.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.8";"";"";"";"";"";"";
"13.10.2017 17:30";"30.0";"";"";"";"66";"";"";"";"";"100%.";" ";"";"";"";"33.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"13.10.2017 08:30";"27.4";"";"";"";"83";"";"";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"24.2";"";"";"";"";"";"";
"12.10.2017 08:30";"27.0";"";"";"";"83";"";"";"";"";"100%.";" ";"";"";"22.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.8";"";"";"";"";"";"";
"11.10.2017 17:30";"28.0";"";"";"";"76";"";"";"";"";"70 – 80%.";" ";"";"";"";"32.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"11.10.2017 08:30";"25.4";"";"";"";"87";"";"";"";"";"70 – 80%.";" ";"";"";"21.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.0";"";"";"";"";"";"";
"10.10.2017 17:30";"29.4";"";"";"";"69";"";"";"";"";"70 – 80%.";" ";"";"";"";"30.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"10.10.2017 08:30";"27.4";"";"";"";"73";"";"";"";"";"100%.";" ";"";"";"22.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.1";"";"";"";"";"";"";
"09.10.2017 17:30";"34.0";"";"";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.1";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"09.10.2017 08:30";"27.0";"";"";"";"76";"";"";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"08.10.2017 17:30";"34.0";"";"";"";"52";"";"";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"08.10.2017 08:30";"28.0";"";"";"";"78";"";"";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"07.10.2017 17:30";"34.0";"";"";"";"52";"";"";"";"";"no clouds";" ";"";"";"";"35.1";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"07.10.2017 08:30";"27.4";"";"";"";"80";"";"";"";"";"70 – 80%.";" ";"";"";"22.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.6";"";"";"";"";"";"";
"06.10.2017 17:30";"33.4";"";"";"";"49";"";"";"";"";"70 – 80%.";" ";"";"";"";"34.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.3";"";"";"";"";"";"";
"06.10.2017 08:30";"26.4";"";"";"";"80";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"21.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.6";"";"";"";"";"";"";
"05.10.2017 17:30";"34.0";"";"";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.1";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"05.10.2017 08:30";"26.0";"";"";"";"70";"";"";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"04.10.2017 17:30";"33.0";"";"";"";"44";"";"";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"04.10.2017 08:30";"27.0";"";"";"";"68";"";"";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"03.10.2017 17:30";"34.4";"";"";"";"45";"";"";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"03.10.2017 08:30";"27.4";"";"";"";"73";"";"";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"02.10.2017 17:30";"34.0";"";"";"";"40";"";"";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"02.10.2017 08:30";"26.4";"";"";"";"72";"";"";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"01.10.2017 17:30";"33.4";"";"";"";"49";"";"";"";"";"no clouds";" ";"";"";"";"35.1";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"01.10.2017 08:30";"27.0";"";"";"";"83";"";"";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"30.09.2017 17:30";"33.0";"";"";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"30.09.2017 08:30";"28.4";"";"";"";"78";"";"";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"29.09.2017 17:30";"33.0";"";"";"";"60";"";"";"";"";"no clouds";" ";"";"";"";"34.1";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"29.09.2017 08:30";"29.0";"";"";"";"76";"";"";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"28.09.2017 17:30";"32.4";"";"";"";"59";"";"";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"28.09.2017 08:30";"28.0";"";"";"";"83";"";"";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"27.09.2017 17:30";"32.0";"";"";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"27.09.2017 08:30";"27.0";"";"";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"26.09.2017 17:30";"31.4";"";"";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"26.09.2017 08:30";"28.4";"";"";"";"73";"";"";"";"";"no clouds";" ";"";"";"22.1";"";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"25.09.2017 17:30";"31.0";"";"";"";"64";"";"";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"25.09.2017 08:30";"28.0";"";"";"";"76";"";"";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"24.09.2017 17:30";"30.0";"";"";"";"73";"";"";"";"";"70 – 80%.";" ";"";"";"";"31.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"24.09.2017 08:30";"26.4";"";"";"";"83";"";"";"";"";"70 – 80%.";" ";"";"";"20.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"23.09.2017 17:30";"28.4";"";"";"";"76";"";"";"";"";"70 – 80%.";" ";"";"";"";"29.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"23.09.2017 08:30";"25.0";"";"";"";"85";"";"";"";"";"70 – 80%.";" ";"";"";"19.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.3";"";"";"";"";"";"";
"22.09.2017 17:30";"26.4";"";"";"";"78";"";"";"";"";"70 – 80%.";" ";"";"";"";"27.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"22.09.2017 08:30";"24.4";"";"";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.0";"";"";"";"";"";"";
"21.09.2017 17:30";"28.0";"";"";"";"75";"";"";"";"";"100%.";" ";"";"";"";"29.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"21.09.2017 08:30";"25.4";"";"";"";"90";"";"";"";"";"100%.";" ";"";"";"22.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.7";"";"";"";"";"";"";
"20.09.2017 17:30";"32.0";"";"";"";"62";"";"";"";"";"70 – 80%.";" ";"";"";"";"33.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"20.09.2017 08:30";"28.0";"";"";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.8";"";"";"";"";"";"";
"19.09.2017 17:30";"31.0";"";"";"";"64";"";"";"";"";"70 – 80%.";" ";"";"";"";"32.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"19.09.2017 08:30";"26.4";"";"";"";"88";"";"";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.3";"";"";"";"";"";"";
"18.09.2017 17:30";"28.4";"";"";"";"73";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"18.09.2017 08:30";"27.0";"";"";"";"86";"";"";"";"";"100%.";" ";"";"";"23.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.4";"";"";"";"";"";"";
"17.09.2017 17:30";"30.4";"";"";"";"64";"";"";"";"";"100%.";" ";"";"";"";"31.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"17.09.2017 08:30";"26.4";"";"";"";"83";"";"";"";"";"100%.";" ";"";"";"23.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.2";"";"";"";"";"";"";
"16.09.2017 17:30";"30.0";"";"";"";"73";"";"";"";"";"100%.";" ";"";"";"";"31.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"16.09.2017 08:30";"25.0";"";"";"";"91";"";"";"";"";"100%.";" ";"";"";"22.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.4";"";"";"";"";"";"";
"15.09.2017 17:30";"27.4";"";"";"";"80";"";"";"";"";"100%.";" ";"";"";"";"28.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"15.09.2017 08:30";"25.4";"";"";"";"87";"";"";"";"";"100%.";" ";"";"";"22.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.0";"";"";"";"";"";"";
"14.09.2017 17:30";"30.0";"";"";"";"65";"";"";"";"";"70 – 80%.";" ";"";"";"";"31.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"14.09.2017 08:30";"26.0";"";"";"";"86";"";"";"";"";"100%.";" ";"";"";"23.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.4";"";"";"";"";"";"";
"13.09.2017 17:30";"29.0";"";"";"";"76";"";"";"";"";"100%.";" ";"";"";"";"30.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"13.09.2017 08:30";"26.4";"";"";"";"87";"";"";"";"";"100%.";" ";"";"";"22.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.1";"";"";"";"";"";"";
"12.09.2017 17:30";"32.0";"";"";"";"55";"";"";"";"";"70 – 80%.";" ";"";"";"";"33.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"12.09.2017 08:30";"27.0";"";"";"";"90";"";"";"";"";"100%.";" ";"";"";"23.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.3";"";"";"";"";"";"";
"11.09.2017 17:30";"33.4";"";"";"";"54";"";"";"";"";"70 – 80%.";" ";"";"";"";"34.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"11.09.2017 08:30";"27.4";"";"";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.2";"";"";"";"";"";"";
"10.09.2017 17:30";"33.0";"";"";"";"60";"";"";"";"";"70 – 80%.";" ";"";"";"";"34.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"10.09.2017 08:30";"29.4";"";"";"";"70";"";"";"";"";"70 – 80%.";" ";"";"";"24.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"09.09.2017 17:30";"32.4";"";"";"";"65";"";"";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"09.09.2017 08:30";"29.0";"";"";"";"79";"";"";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"08.09.2017 17:30";"31.4";"";"";"";"64";"";"";"";"";"70 – 80%.";" ";"";"";"";"32.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"08.09.2017 08:30";"26.4";"";"";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"07.09.2017 17:30";"31.0";"";"";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"07.09.2017 08:30";"27.0";"";"";"";"71";"";"";"";"";"100%.";" ";"";"";"23.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.3";"";"";"";"";"";"";
