# Weather station Khandwa, India, WMO_ID=42855,selection from 31.05.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42855&lang=en
#
"Local time in Khandwa";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.02.2017 17:30";"32.0";"";"";"";"28";"";"";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"08.02.2017 08:30";"16.0";"";"";"";"71";"";"";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"07.02.2017 17:30";"29.0";"";"";"";"28";"";"";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"07.02.2017 08:30";"15.0";"";"";"";"77";"";"";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"06.02.2017 17:30";"30.0";"";"";"";"30";"";"";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"06.02.2017 08:30";"19.0";"";"";"";"70";"";"";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"05.02.2017 17:30";"31.0";"";"";"";"33";"";"";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"05.02.2017 08:30";"20.4";"";"";"";"68";"";"";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"04.02.2017 17:30";"32.4";"";"";"";"31";"";"";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"04.02.2017 08:30";"20.0";"";"";"";"63";"";"";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"03.02.2017 17:30";"32.0";"";"";"";"28";"";"";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"03.02.2017 08:30";"16.0";"";"";"";"77";"";"";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"02.02.2017 17:30";"31.0";"";"";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"02.02.2017 08:30";"16.0";"";"";"";"77";"";"";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"01.02.2017 17:30";"30.0";"";"";"";"27";"";"";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"01.02.2017 08:30";"15.4";"";"";"";"75";"";"";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"31.01.2017 17:30";"29.0";"";"";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"31.01.2017 08:30";"15.0";"";"";"";"66";"";"";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"10.0";"8.7";"";"";"";"";"";"";
"30.01.2017 17:30";"28.0";"";"";"";"27";"";"";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"30.01.2017 08:30";"12.0";"";"";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"9.0";"";"";"";"";"";"";
"29.01.2017 17:30";"27.0";"";"";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.1";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"29.01.2017 08:30";"12.0";"";"";"";"82";"";"";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"10.0";"9.0";"";"";"";"";"";"";
"28.01.2017 17:30";"28.0";"";"";"";"16";"";"";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"0.2";"";"";"";"";"";"";
"28.01.2017 08:30";"19.0";"";"";"";"70";"";"";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"27.01.2017 17:30";"30.0";"";"";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"27.01.2017 08:30";"19.0";"";"";"";"70";"";"";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"26.01.2017 17:30";"33.0";"";"";"";"29";"";"";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"26.01.2017 08:30";"19.0";"";"";"";"70";"";"";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"25.01.2017 17:30";"33.0";"";"";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"25.01.2017 08:30";"18.4";"";"";"";"79";"";"";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"24.01.2017 17:30";"30.4";"";"";"";"35";"";"";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"24.01.2017 08:30";"18.0";"";"";"";"79";"";"";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"23.01.2017 17:30";"31.0";"";"";"";"31";"";"";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"23.01.2017 08:30";"17.0";"";"";"";"88";"";"";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"22.01.2017 17:30";"30.0";"";"";"";"40";"";"";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"22.01.2017 08:30";"19.0";"";"";"";"70";"";"";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"21.01.2017 17:30";"29.0";"";"";"";"39";"";"";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"21.01.2017 08:30";"16.4";"";"";"";"77";"";"";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"20.01.2017 17:30";"27.4";"";"";"";"43";"";"";"";"";"no clouds";" ";"";"";"";"29.1";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"20.01.2017 08:30";"16.0";"";"";"";"77";"";"";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"19.01.2017 17:30";"27.0";"";"";"";"36";"";"";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"19.01.2017 08:30";"16.4";"";"";"";"77";"";"";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"18.01.2017 17:30";"26.0";"";"";"";"54";"";"";"";"";"no clouds";" ";"";"";"";"28.1";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"18.01.2017 08:30";"15.0";"";"";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"17.01.2017 17:30";"28.0";"";"";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"17.01.2017 08:30";"17.0";"";"";"";"68";"";"";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"16.01.2017 17:30";"29.0";"";"";"";"33";"";"";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"16.01.2017 08:30";"16.4";"";"";"";"77";"";"";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"15.01.2017 17:30";"26.4";"";"";"";"39";"";"";"";"";"no clouds";" ";"";"";"";"28.1";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"15.01.2017 08:30";"11.5";"";"";"";"83";"";"";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"10.0";"8.7";"";"";"";"";"";"";
"14.01.2017 17:30";"25.0";"";"";"";"33";"";"";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"14.01.2017 08:30";"14.4";"";"";"";"61";"";"";"";"";"no clouds";" ";"";"";"7.4";"";"";"";"";"";"";"10.0";"6.8";"";"";"";"";"";"";
"13.01.2017 17:30";"22.0";"";"";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.1";"";"";"";"";"";"4.0";"2.6";"";"";"";"";"";"";
"13.01.2017 08:30";"10.4";"";"";"";"80";"";"";"";"";"no clouds";" ";"";"";"7.0";"";"";"";"";"";"";"10.0";"7.0";"";"";"";"";"";"";
"12.01.2017 17:30";"23.0";"";"";"";"32";"";"";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"12.01.2017 08:30";"12.4";"";"";"";"74";"";"";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"10.0";"7.9";"";"";"";"";"";"";
"11.01.2017 17:30";"25.0";"";"";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"11.01.2017 08:30";"15.0";"";"";"";"66";"";"";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"10.0";"8.7";"";"";"";"";"";"";
"10.01.2017 17:30";"27.4";"";"";"";"37";"";"";"";"";"no clouds";" ";"";"";"";"27.4";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"10.01.2017 08:30";"15.4";"";"";"";"77";"";"";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"09.01.2017 20:30";"28.0";"";"";"";"38";"";"";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"09.01.2017 17:30";"28.0";"";"";"";"38";"";"";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"09.01.2017 08:30";"16.0";"";"";"";"62";"";"";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"10.0";"8.6";"";"";"";"";"";"";
"08.01.2017 17:30";"27.4";"";"";"";"37";"";"";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"08.01.2017 11:30";"16.4";"";"";"";"64";"";"";"";"";"no clouds";" ";"";"";"11.0";"29.1";"";"";"";"";"";"10.0";"9.5";"";"";"";"";"";"";
"08.01.2017 08:30";"16.4";"";"";"";"64";"";"";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"9.5";"";"";"";"";"";"";
"07.01.2017 17:30";"28.0";"";"";"";"27";"";"";"";"";"no clouds";" ";"";"";"";"29.1";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"07.01.2017 08:30";"16.4";"";"";"";"58";"";"";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"10.0";"8.1";"";"";"";"";"";"";
"06.01.2017 17:30";"29.4";"";"";"";"27";"";"";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"06.01.2017 08:30";"16.0";"";"";"";"58";"";"";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"05.01.2017 17:30";"28.4";"";"";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"05.01.2017 08:30";"14.4";"";"";"";"76";"";"";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"04.01.2017 17:30";"27.4";"";"";"";"35";"";"";"";"";"no clouds";" ";"";"";"";"29.1";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"04.01.2017 08:30";"15.0";"";"";"";"66";"";"";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"10.0";"8.7";"";"";"";"";"";"";
"03.01.2017 17:30";"26.0";"";"";"";"35";"";"";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"03.01.2017 08:30";"15.0";"";"";"";"";"";"";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.01.2017 17:30";"28.4";"";"";"";"30";"";"";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"02.01.2017 08:30";"17.0";"";"";"";"72";"";"";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"01.01.2017 17:30";"30.0";"";"";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"01.01.2017 08:30";"17.4";"";"";"";"68";"";"";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"31.12.2016 17:30";"30.0";"";"";"";"32";"";"";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"31.12.2016 08:30";"17.0";"";"";"";"68";"";"";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"30.12.2016 17:30";"29.0";"";"";"";"30";"";"";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"30.12.2016 08:30";"18.0";"";"";"";"60";"";"";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"29.12.2016 17:30";"28.0";"";"";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"29.12.2016 08:30";"14.0";"";"";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"28.12.2016 17:30";"27.0";"";"";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.1";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"28.12.2016 08:30";"14.4";"";"";"";"72";"";"";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"27.12.2016 17:30";"28.0";"";"";"";"29";"";"";"";"";"no clouds";" ";"";"";"";"29.1";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"27.12.2016 08:30";"18.0";"";"";"";"58";"";"";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"26.12.2016 17:30";"29.0";"";"";"";"28";"";"";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"26.12.2016 08:30";"16.0";"";"";"";"67";"";"";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"25.12.2016 17:30";"29.4";"";"";"";"29";"";"";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"25.12.2016 08:30";"15.4";"";"";"";"67";"";"";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"10.0";"9.2";"";"";"";"";"";"";
"24.12.2016 17:30";"29.0";"";"";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"24.12.2016 08:30";"16.4";"";"";"";"58";"";"";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"8.1";"";"";"";"";"";"";
"23.12.2016 17:30";"27.0";"";"";"";"25";"";"";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"23.12.2016 08:30";"16.0";"";"";"";"58";"";"";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"22.12.2016 17:30";"28.0";"";"";"";"27";"";"";"";"";"no clouds";" ";"";"";"";"29.1";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"22.12.2016 08:30";"14.4";"";"";"";"72";"";"";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"21.12.2016 17:30";"27.0";"";"";"";"33";"";"";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"21.12.2016 08:30";"15.0";"";"";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"10.0";"9.0";"";"";"";"";"";"";
"20.12.2016 17:30";"26.0";"";"";"";"35";"";"";"";"";"no clouds";" ";"";"";"";"27.1";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"20.12.2016 08:30";"15.4";"";"";"";"67";"";"";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"10.0";"9.2";"";"";"";"";"";"";
"19.12.2016 17:30";"25.0";"";"";"";"33";"";"";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"19.12.2016 08:30";"16.0";"";"";"";"67";"";"";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"18.12.2016 17:30";"27.0";"";"";"";"31";"";"";"";"";"no clouds";" ";"";"";"";"28.1";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"18.12.2016 08:30";"16.4";"";"";"";"73";"";"";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"17.12.2016 17:30";"27.4";"";"";"";"35";"";"";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"17.12.2016 08:30";"17.4";"";"";"";"65";"";"";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"16.12.2016 17:30";"29.0";"";"";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"16.12.2016 08:30";"18.0";"";"";"";"64";"";"";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"15.12.2016 17:30";"27.0";"";"";"";"36";"";"";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"15.12.2016 08:30";"17.0";"";"";"";"78";"";"";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"14.12.2016 17:30";"28.4";"";"";"";"30";"";"";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"14.12.2016 08:30";"18.0";"";"";"";"69";"";"";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"13.12.2016 17:30";"29.0";"";"";"";"30";"";"";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"13.12.2016 08:30";"18.0";"";"";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"12.12.2016 17:30";"28.0";"";"";"";"29";"";"";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"12.12.2016 08:30";"17.0";"";"";"";"72";"";"";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"11.12.2016 17:30";"27.4";"";"";"";"35";"";"";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"11.12.2016 08:30";"15.0";"";"";"";"87";"";"";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"10.12.2016 17:30";"27.0";"";"";"";"25";"";"";"";"";"no clouds";" ";"";"";"";"29.1";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"10.12.2016 08:30";"15.4";"";"";"";"83";"";"";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"09.12.2016 17:30";"27.4";"";"";"";"31";"";"";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"09.12.2016 08:30";"18.0";"";"";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"08.12.2016 17:30";"27.0";"";"";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.1";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"08.12.2016 08:30";"18.4";"";"";"";"61";"";"";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"07.12.2016 17:30";"28.0";"";"";"";"32";"";"";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"07.12.2016 08:30";"18.0";"";"";"";"60";"";"";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"06.12.2016 17:30";"28.0";"";"";"";"32";"";"";"";"";"no clouds";" ";"";"";"";"29.1";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"06.12.2016 08:30";"15.0";"";"";"";"77";"";"";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"05.12.2016 17:30";"27.0";"";"";"";"33";"";"";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"05.12.2016 08:30";"15.4";"";"";"";"87";"";"";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"04.12.2016 17:30";"28.0";"";"";"";"32";"";"";"";"";"no clouds";" ";"";"";"";"29.1";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"04.12.2016 08:30";"19.0";"";"";"";"79";"";"";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"03.12.2016 17:30";"27.4";"";"";"";"45";"";"";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"03.12.2016 08:30";"19.4";"";"";"";"70";"";"";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"02.12.2016 17:30";"28.0";"";"";"";"27";"";"";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"02.12.2016 08:30";"19.0";"";"";"";"70";"";"";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"01.12.2016 17:30";"30.4";"";"";"";"25";"";"";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"01.12.2016 08:30";"20.0";"";"";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"30.11.2016 17:30";"31.0";"";"";"";"26";"";"";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"30.11.2016 08:30";"21.0";"";"";"";"48";"";"";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"9.5";"";"";"";"";"";"";
"29.11.2016 17:30";"30.4";"";"";"";"25";"";"";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"29.11.2016 08:30";"19.0";"";"";"";"53";"";"";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"9.1";"";"";"";"";"";"";
"28.11.2016 17:30";"30.0";"";"";"";"25";"";"";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"28.11.2016 08:30";"22.0";"";"";"";"49";"";"";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"27.11.2016 17:30";"29.4";"";"";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"27.11.2016 08:30";"21.0";"";"";"";"55";"";"";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"26.11.2016 17:30";"30.0";"";"";"";"22";"";"";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"26.11.2016 08:30";"18.4";"";"";"";"70";"";"";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"25.11.2016 17:30";"30.0";"";"";"";"27";"";"";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"25.11.2016 08:30";"22.0";"";"";"";"60";"";"";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"24.11.2016 17:30";"30.4";"";"";"";"23";"";"";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
