# Weather station Damoh, India, WMO_ID=42674,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42674&lang=en
#
"Local time in Damoh";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.06.2017 08:30";"34.6";"720.6";"750.9";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"02.06.2017 17:30";"42.0";"717.3";"746.7";"";"27";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"02.06.2017 08:30";"34.0";"720.5";"750.9";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"01.06.2017 17:30";"39.0";"717.3";"747.0";"";"43";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"01.06.2017 08:30";"30.0";"720.3";"751.0";"";"67";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"31.05.2017 17:30";"40.6";"715.5";"745.0";"";"36";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"42.0";"";"";"600-1000";"";"";"10.0";"22.6";"";"";"";"";"";"";
"31.05.2017 08:30";"32.6";"717.8";"748.2";"";"59";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"30.05.2017 17:30";"37.6";"714.4";"744.1";"";"35";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"30.05.2017 08:30";"30.0";"717.8";"748.4";"";"67";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"29.05.2017 17:30";"37.4";"715.6";"745.4";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"22.8";"";"";"";"";"";"";
"29.05.2017 08:30";"30.0";"719.5";"750.2";"";"61";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"28.05.2017 17:30";"28.6";"718.0";"748.8";"";"68";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"";"43.0";"";"";"600-1000";"";"";"10.0";"22.1";"";"";"";"";"";"";
"28.05.2017 08:30";"35.4";"719.1";"749.3";"";"37";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"27.05.2017 17:30";"45.0";"714.6";"743.6";"";"17";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"47.0";"";"";"600-1000";"";"";"10.0";"14.9";"";"";"";"";"";"";
"27.05.2017 08:30";"37.6";"718.2";"748.1";"";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"26.05.2017 17:30";"43.8";"715.8";"745.0";"";"21";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"46.0";"";"";"600-1000";"";"";"10.0";"16.7";"";"";"";"";"";"";
"26.05.2017 08:30";"37.0";"719.8";"749.8";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"";"21.5";"";"";"";"";"";"";
"25.05.2017 17:30";"44.0";"716.6";"745.8";"";"20";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"45.5";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"25.05.2017 11:30";"36.6";"719.7";"749.8";"";"34";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.6";"44.5";"";"";"";"";"";"";"18.3";"";"";"";"";"";"";
"25.05.2017 08:30";"36.6";"719.7";"749.8";"";"34";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"24.05.2017 17:30";"42.2";"716.9";"746.3";"";"22";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"24.05.2017 08:30";"34.0";"721.6";"752.0";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"23.05.2017 17:30";"40.6";"719.2";"748.8";"";"26";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"23.05.2017 08:30";"34.0";"723.1";"753.6";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"22.05.2017 17:30";"41.0";"718.5";"748.1";"";"29";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"43.0";"";"";"600-1000";"";"";"10.0";"19.7";"";"";"";"";"";"";
"22.05.2017 08:30";"32.6";"722.3";"752.9";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"18.5";"";"";"";"";"";"";
"21.05.2017 17:30";"42.0";"717.4";"746.8";"";"22";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"43.0";"";"";"600-1000";"";"";"10.0";"16.5";"";"";"";"";"";"";
"21.05.2017 08:30";"36.0";"720.5";"750.7";"";"29";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"20.05.2017 17:30";"41.4";"717.2";"746.7";"";"24";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"44.2";"";"";"600-1000";"";"";"10.0";"16.9";"";"";"";"";"";"";
"20.05.2017 08:30";"34.6";"721.7";"752.0";"";"29";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"19.05.2017 17:30";"40.2";"719.1";"748.8";"";"33";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"44.0";"";"";"600-1000";"";"";"10.0";"20.9";"";"";"";"";"";"";
"19.05.2017 08:30";"35.4";"721.6";"751.9";"";"34";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"18.05.2017 17:30";"41.6";"718.2";"747.7";"";"28";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"43.5";"";"";"600-1000";"";"";"10.0";"19.4";"";"";"";"";"";"";
"18.05.2017 08:30";"33.6";"721.2";"751.6";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"17.05.2017 17:30";"42.0";"717.1";"746.5";"";"15";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"44.5";"";"";"600-1000";"";"";"10.0";"10.3";"";"";"";"";"";"";
"17.05.2017 08:30";"36.0";"719.7";"749.8";"";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"16.05.2017 17:30";"42.4";"716.7";"746.1";"";"17";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"16.05.2017 08:30";"36.6";"720.0";"750.1";"";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"15.05.2017 17:30";"43.4";"716.9";"746.2";"";"23";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"45.2";"";"";"600-1000";"";"";"10.0";"17.8";"";"";"";"";"";"";
"15.05.2017 08:30";"35.0";"720.2";"750.4";"";"46";"Wind blowing from the north-west";"1";"";"";"50%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"26.0";"";"";"";"600-1000";"";"";"10.0";"21.9";"";"";"";"";"";"";
"14.05.2017 17:30";"43.6";"717.7";"747.0";"";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"45.8";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"14.05.2017 08:30";"35.0";"721.5";"751.8";"";"42";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"13.05.2017 17:30";"42.6";"718.6";"748.0";"";"23";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"13.05.2017 08:30";"35.0";"722.7";"753.0";"";"49";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"12.05.2017 17:30";"42.0";"720.1";"749.7";"";"28";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"45.0";"";"";"600-1000";"";"";"10.0";"19.9";"";"";"";"";"";"";
"12.05.2017 08:30";"34.0";"723.8";"754.3";"";"51";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"10.0";"22.4";"";"";"";"";"";"";
"11.05.2017 17:30";"40.4";"720.4";"750.1";"";"38";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"44.0";"";"";"600-1000";"";"";"10.0";"23.4";"";"";"";"";"";"";
"11.05.2017 08:30";"34.0";"723.5";"754.0";"";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"10.05.2017 17:30";"40.4";"720.7";"750.4";"";"32";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"42.5";"";"";"600-1000";"";"";"10.0";"20.8";"";"";"";"";"";"";
"10.05.2017 08:30";"33.0";"723.2";"753.8";"";"45";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"25.6";"";"";"";"600-1000";"";"";"10.0";"19.4";"";"";"";"";"";"";
"09.05.2017 17:30";"38.0";"720.1";"750.0";"";"42";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"43.5";"";"";"600-1000";"";"";"10.0";"22.8";"";"";"";"";"";"";
"09.05.2017 08:30";"38.0";"723.4";"753.5";"";"40";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"10.0";"22.2";"";"";"";"";"";"";
"08.05.2017 17:30";"39.6";"720.3";"750.1";"";"27";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"45.0";"";"";"600-1000";"";"";"10.0";"17.3";"";"";"";"";"";"";
"08.05.2017 08:30";"35.0";"723.9";"754.3";"";"33";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"07.05.2017 17:30";"43.0";"720.2";"749.7";"";"22";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"07.05.2017 08:30";"33.0";"724.9";"755.5";"";"32";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"06.05.2017 17:30";"38.0";"721.7";"751.7";"";"23";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"44.5";"";"";"600-1000";"";"";"10.0";"13.4";"";"";"";"";"";"";
"06.05.2017 08:30";"33.6";"724.7";"755.3";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"05.05.2017 17:30";"41.4";"720.8";"750.4";"";"30";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"43.5";"";"";"600-1000";"";"";"10.0";"20.3";"";"";"";"";"";"";
"05.05.2017 08:30";"34.0";"724.5";"755.0";"";"45";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"04.05.2017 17:30";"41.2";"721.4";"751.1";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"04.05.2017 08:30";"34.6";"724.7";"755.2";"";"35";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"03.05.2017 17:30";"40.6";"721.5";"751.2";"";"32";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"03.05.2017 08:30";"33.6";"724.9";"755.5";"";"28";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"02.05.2017 17:30";"39.4";"722.9";"752.8";"";"33";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"02.05.2017 08:30";"31.2";"725.5";"756.4";"";"55";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"01.05.2017 17:30";"39.6";"720.9";"750.7";"";"24";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"42.5";"";"";"600-1000";"";"";"10.0";"15.4";"";"";"";"";"";"";
"01.05.2017 08:30";"30.0";"723.8";"754.7";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"30.04.2017 17:30";"38.6";"720.7";"750.6";"";"23";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"41.0";"";"";"600-1000";"";"";"10.0";"14.3";"";"";"";"";"";"";
"30.04.2017 08:30";"34.0";"724.0";"754.5";"";"36";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"29.04.2017 17:30";"40.6";"720.1";"749.8";"";"19";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"29.04.2017 08:30";"31.0";"723.9";"754.7";"";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"28.04.2017 17:30";"40.2";"720.2";"749.9";"";"22";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"28.04.2017 08:30";"31.6";"724.4";"755.2";"";"32";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"27.04.2017 17:30";"39.2";"721.7";"751.6";"";"15";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"8.3";"";"";"";"";"";"";
"27.04.2017 08:30";"30.4";"724.8";"755.7";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"26.04.2017 17:30";"39.0";"727.8";"758.0";"";"19";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"26.04.2017 08:30";"31.0";"723.8";"754.6";"";"42";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"21.6";"";"";"";"600-1000";"";"";"10.0";"16.8";"";"";"";"";"";"";
"25.04.2017 17:30";"38.6";"720.1";"750.0";"";"31";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"40.5";"";"";"600-1000";"";"";"10.0";"18.7";"";"";"";"";"";"";
"25.04.2017 08:30";"31.2";"723.2";"754.0";"";"44";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"24.04.2017 17:30";"39.0";"720.1";"749.9";"";"25";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"24.04.2017 08:30";"32.0";"723.0";"753.7";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"23.04.2017 17:30";"39.0";"719.1";"748.9";"";"25";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"23.04.2017 08:30";"33.2";"723.2";"753.7";"";"32";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"22.04.2017 17:30";"40.6";"719.3";"748.9";"";"21";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"42.5";"";"";"600-1000";"";"";"10.0";"14.2";"";"";"";"";"";"";
"22.04.2017 08:30";"33.0";"722.3";"752.8";"";"33";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"21.04.2017 17:30";"42.4";"717.7";"747.1";"";"15";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"44.2";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"21.04.2017 08:30";"33.4";"721.1";"751.5";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"20.04.2017 17:30";"41.0";"717.8";"747.3";"";"27";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"10.0";"18.5";"";"";"";"";"";"";
"20.04.2017 08:30";"32.4";"721.4";"751.9";"";"39";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"19.04.2017 17:30";"42.0";"718.8";"748.3";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"44.6";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"19.04.2017 08:30";"33.8";"722.2";"752.6";"";"25";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"18.04.2017 17:30";"42.0";"719.4";"748.9";"";"21";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"18.04.2017 08:30";"32.0";"723.0";"753.7";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"17.04.2017 17:30";"41.6";"719.7";"749.3";"";"25";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"44.2";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"17.04.2017 08:30";"29.0";"723.3";"754.3";"";"46";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"16.04.2017 17:30";"41.4";"718.7";"748.3";"";"19";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"16.04.2017 08:30";"29.6";"721.5";"752.3";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"15.04.2017 17:30";"41.8";"717.9";"747.4";"";"15";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"15.04.2017 08:30";"30.2";"722.0";"752.8";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"14.04.2017 17:30";"41.4";"719.9";"749.5";"";"22";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"14.04.2017 08:30";"31.0";"724.4";"755.2";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"13.04.2017 17:30";"40.6";"720.7";"750.4";"";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"13.04.2017 08:30";"29.6";"724.5";"755.5";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"12.04.2017 17:30";"39.8";"721.2";"751.0";"";"16";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"10.0";"9.5";"";"";"";"";"";"";
"12.04.2017 08:30";"28.2";"724.8";"755.9";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"11.04.2017 17:30";"37.0";"722.1";"752.2";"";"16";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"11.04.2017 08:30";"26.6";"725.3";"756.6";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"10.04.2017 17:30";"35.4";"723.0";"753.3";"";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"10.04.2017 08:30";"26.6";"726.8";"758.2";"";"30";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"09.04.2017 17:30";"36.4";"723.1";"753.3";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"09.04.2017 08:30";"26.0";"726.8";"758.2";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"08.04.2017 17:30";"37.6";"722.6";"752.7";"";"21";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"08.04.2017 08:30";"28.0";"725.2";"756.4";"";"51";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"07.04.2017 17:30";"38.6";"720.6";"750.5";"";"20";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"07.04.2017 08:30";"29.8";"724.3";"755.2";"";"42";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"06.04.2017 17:30";"40.2";"719.8";"749.5";"";"37";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"42.0";"";"";"600-1000";"";"";"10.0";"22.8";"";"";"";"";"";"";
"06.04.2017 08:30";"30.6";"723.5";"754.3";"";"44";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"05.04.2017 17:30";"39.6";"719.9";"749.7";"";"25";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"05.04.2017 08:30";"29.2";"723.2";"754.2";"";"47";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"04.04.2017 17:30";"40.0";"720.7";"750.5";"";"24";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"04.04.2017 08:30";"30.0";"724.0";"754.9";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"03.04.2017 17:30";"40.2";"720.8";"750.6";"";"24";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"03.04.2017 08:30";"32.6";"724.2";"754.9";"";"35";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"02.04.2017 17:30";"39.8";"720.6";"750.4";"";"21";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"02.04.2017 08:30";"30.0";"723.2";"754.1";"";"34";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"01.04.2017 17:30";"40.0";"720.9";"750.7";"";"19";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"01.04.2017 08:30";"29.4";"724.8";"755.8";"";"48";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
