# Weather station Damoh, India, WMO_ID=42674,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42674&lang=en
#
"Local time in Damoh";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"16.11.2016 17:30";"26.4";"728.2";"759.7";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"16.11.2016 08:30";"17.0";"730.4";"763.0";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"15.11.2016 17:30";"26.6";"727.5";"758.9";"";"54";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"15.11.2016 08:30";"16.0";"729.8";"762.5";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"14.11.2016 17:30";"27.0";"727.5";"758.9";"";"56";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"14.11.2016 08:30";"16.0";"730.1";"762.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.2";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"13.11.2016 17:30";"27.0";"728.3";"759.7";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"13.11.2016 08:30";"15.8";"730.4";"763.1";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"12.11.2016 17:30";"27.0";"727.4";"758.8";"";"63";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"12.11.2016 08:30";"16.4";"729.2";"761.8";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"11.11.2016 17:30";"29.0";"726.3";"757.4";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"11.11.2016 08:30";"16.6";"728.6";"761.2";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"10.11.2016 17:30";"28.0";"726.4";"757.6";"";"51";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"10.11.2016 08:30";"16.0";"729.1";"761.8";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"09.11.2016 17:30";"26.0";"727.3";"758.8";"";"59";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"09.11.2016 08:30";"16.0";"729.5";"762.2";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"08.11.2016 17:30";"27.0";"726.9";"758.3";"";"52";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"08.11.2016 08:30";"17.4";"728.7";"761.2";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"07.11.2016 17:30";"29.0";"725.6";"756.7";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"07.11.2016 08:30";"17.8";"727.9";"760.3";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"06.11.2016 08:30";"18.0";"726.6";"758.9";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"05.11.2016 17:30";"27.8";"723.7";"754.8";"";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"05.11.2016 08:30";"19.4";"726.1";"758.2";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"04.11.2016 17:30";"28.4";"724.3";"755.4";"";"64";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.8";"";"";"600-1000";"";"";"10.0";"20.9";"";"";"";"";"";"";
"04.11.2016 08:30";"21.0";"730.2";"762.4";"";"75";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"15.0";"";"";"";"600-1000";"";"";"10.0";"16.4";"";"";"";"";"";"";
"03.11.2016 17:30";"28.0";"727.0";"758.2";"";"67";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"32.2";"";"";"600-1000";"";"";"10.0";"21.4";"";"";"";"";"";"";
"03.11.2016 08:30";"19.6";"729.7";"762.0";"";"71";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"13.0";"";"";"";"600-1000";"";"";"10.0";"14.1";"";"";"";"";"";"";
"02.11.2016 17:30";"28.4";"727.0";"758.2";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"02.11.2016 08:30";"18.6";"729.4";"761.8";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"01.11.2016 17:30";"28.6";"726.9";"758.1";"";"56";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"01.11.2016 08:30";"17.8";"730.0";"762.5";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"31.10.2016 17:30";"28.4";"727.8";"759.0";"";"59";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"31.10.2016 08:30";"18.6";"730.6";"763.0";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"30.10.2016 17:30";"29.4";"726.6";"757.7";"";"50";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"30.10.2016 08:30";"18.2";"728.8";"761.2";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"29.10.2016 17:30";"29.8";"725.6";"756.6";"";"42";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"29.10.2016 08:30";"19.0";"727.8";"760.1";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"28.10.2016 17:30";"30.0";"725.4";"756.4";"";"47";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"28.10.2016 08:30";"19.6";"728.5";"760.7";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"27.10.2016 17:30";"30.0";"726.5";"757.5";"";"41";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"27.10.2016 08:30";"20.6";"728.4";"760.5";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"26.10.2016 17:30";"30.6";"725.0";"755.9";"";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"26.10.2016 08:30";"22.2";"726.4";"758.2";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"25.10.2016 17:30";"30.6";"723.0";"753.8";"";"53";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"34.5";"";"";"600-1000";"";"";"10.0";"20.0";"";"";"";"";"";"";
"25.10.2016 08:30";"22.4";"725.1";"756.9";"";"71";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"24.10.2016 17:30";"31.6";"723.0";"753.7";"";"51";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"24.10.2016 08:30";"22.6";"725.5";"757.3";"";"65";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"23.10.2016 17:30";"31.8";"723.4";"754.1";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"23.10.2016 08:30";"21.6";"726.1";"758.0";"";"69";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"22.10.2016 17:30";"31.8";"723.9";"754.6";"";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"22.10.2016 08:30";"22.0";"726.0";"757.9";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"21.10.2016 17:30";"31.4";"723.0";"753.7";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"21.10.2016 08:30";"22.0";"725.1";"756.9";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"20.10.2016 17:30";"31.2";"722.1";"752.8";"";"47";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"20.10.2016 08:30";"21.4";"724.5";"756.4";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"19.10.2016 17:30";"31.8";"722.4";"753.1";"";"40";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"19.10.2016 08:30";"21.6";"725.1";"757.0";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"18.10.2016 17:30";"31.2";"722.9";"753.6";"";"54";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"18.10.2016 08:30";"22.4";"725.8";"757.6";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"17.10.2016 17:30";"31.0";"724.3";"755.1";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"17.10.2016 08:30";"22.0";"726.6";"758.5";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"16.10.2016 08:30";"22.4";"726.7";"758.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"15.10.2016 17:30";"32.4";"724.0";"754.7";"";"47";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"15.10.2016 08:30";"23.0";"726.3";"758.1";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"14.10.2016 17:30";"31.8";"724.0";"754.7";"";"52";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"14.10.2016 08:30";"23.4";"725.9";"757.6";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"13.10.2016 17:30";"31.6";"723.2";"753.9";"";"65";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.5";"";"";"600-1000";"";"";"10.0";"24.2";"";"";"";"";"";"";
"13.10.2016 08:30";"24.0";"725.5";"757.1";"";"71";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"12.10.2016 17:30";"31.6";"722.3";"753.0";"";"47";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"12.10.2016 08:30";"24.4";"723.8";"755.3";"";"76";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"11.10.2016 17:30";"31.4";"721.8";"752.5";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"11.10.2016 08:30";"25.0";"724.1";"755.5";"";"79";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"10.10.2016 17:30";"32.0";"721.0";"751.6";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"10.10.2016 08:30";"25.4";"723.2";"754.6";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"09.10.2016 17:30";"31.4";"720.7";"751.3";"";"56";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"09.10.2016 08:30";"25.0";"723.2";"754.6";"";"91";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"22.2";"";"";"";"600-1000";"";"";"10.0";"23.5";"";"";"";"";"";"";
"08.10.2016 17:30";"25.8";"721.4";"752.6";"";"93";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"24.6";"";"";"";"";"";"";
"08.10.2016 08:30";"25.6";"723.7";"755.1";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"21.6";"";"";"";"600-1000";"";"";"10.0";"24.7";"";"";"";"";"";"";
"07.10.2016 17:30";"27.0";"721.4";"752.5";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.8";"";"";"600-1000";"";"";"10.0";"25.0";"";"";"";"";"";"";
"07.10.2016 08:30";"27.0";"723.8";"755.0";"";"92";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"21.8";"";"";"";"600-1000";"";"";"10.0";"25.6";"";"";"";"";"";"";
"06.10.2016 17:30";"26.4";"722.2";"753.4";"";"95";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"25.5";"";"";"";"";"";"";
"06.10.2016 08:30";"27.0";"723.2";"754.4";"";"87";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"22.2";"";"";"";"600-1000";"";"";"10.0";"24.7";"";"";"";"";"";"";
"05.10.2016 17:30";"33.2";"719.1";"749.5";"";"68";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"36.0";"";"";"600-1000";"";"";"10.0";"26.6";"";"";"";"";"";"";
"05.10.2016 08:30";"27.6";"722.8";"753.9";"";"83";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"04.10.2016 17:30";"32.8";"720.4";"750.9";"";"63";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"35.0";"";"";"600-1000";"";"";"10.0";"24.9";"";"";"";"";"";"";
"04.10.2016 08:30";"27.2";"723.4";"754.6";"";"84";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"22.4";"";"";"";"600-1000";"";"";"10.0";"24.3";"";"";"";"";"";"";
"03.10.2016 17:30";"32.6";"720.6";"751.1";"";"62";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"35.0";"";"";"600-1000";"";"";"10.0";"24.3";"";"";"";"";"";"";
"03.10.2016 08:30";"28.0";"724.3";"755.4";"";"82";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"22.8";"";"";"";"600-1000";"";"";"10.0";"24.6";"";"";"";"";"";"";
"02.10.2016 17:30";"32.6";"721.4";"751.9";"";"75";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"35.5";"";"";"600-1000";"";"";"10.0";"27.7";"";"";"";"";"";"";
"02.10.2016 08:30";"28.0";"724.8";"756.0";"";"87";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"22.5";"";"";"";"600-1000";"";"";"10.0";"25.7";"";"";"";"";"";"";
"01.10.2016 17:30";"32.4";"720.4";"750.9";"";"64";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"35.0";"";"";"600-1000";"";"";"10.0";"24.7";"";"";"";"";"";"";
"01.10.2016 08:30";"27.4";"722.7";"753.8";"";"89";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";" ";"";"";"22.0";"";"";"";"600-1000";"";"";"10.0";"25.4";"";"";"";"";"";"";
"30.09.2016 17:30";"28.2";"719.4";"750.3";"";"91";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"32.0";"";"";"600-1000";"";"";"10.0";"26.5";"";"";"";"";"";"";
"30.09.2016 08:30";"26.0";"721.7";"752.9";"";"98";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"20.6";"";"";"";"600-1000";"";"";"10.0";"25.7";"";"";"";"";"";"";
"29.09.2016 17:30";"26.0";"720.1";"751.3";"";"100";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"31.5";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"29.09.2016 08:30";"26.0";"722.0";"753.2";"";"90";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"20.6";"";"";"";"600-1000";"";"";"10.0";"24.3";"";"";"";"";"";"";
"28.09.2016 17:30";"31.2";"719.8";"750.4";"";"73";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"10.0";"25.9";"";"";"";"";"";"";
"27.09.2016 17:30";"31.0";"720.4";"751.0";"";"69";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"32.6";"";"";"600-1000";"";"";"10.0";"24.7";"";"";"";"";"";"";
"27.09.2016 08:30";"25.0";"723.2";"754.6";"";"95";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"20.6";"";"";"";"600-1000";"";"";"10.0";"24.1";"";"";"";"";"";"";
"26.09.2016 17:30";"29.4";"720.2";"751.0";"";"78";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"33.5";"";"";"600-1000";"";"";"10.0";"25.1";"";"";"";"";"";"";
"26.09.2016 08:30";"27.4";"722.4";"753.5";"";"84";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"21.8";"";"";"";"600-1000";"";"";"10.0";"24.5";"";"";"";"";"";"";
"25.09.2016 17:30";"29.8";"719.2";"749.9";"";"74";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"31.0";"";"";"600-1000";"";"";"10.0";"24.7";"";"";"";"";"";"";
"25.09.2016 08:30";"25.6";"721.0";"752.2";"";"90";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"20.8";"";"";"";"600-1000";"";"";"10.0";"23.9";"";"";"";"";"";"";
"24.09.2016 17:30";"28.6";"718.7";"749.5";"";"82";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"30.5";"";"";"600-1000";"";"";"10.0";"25.2";"";"";"";"";"";"";
"24.09.2016 08:30";"26.8";"720.9";"752.0";"";"90";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"22.0";"";"";"";"600-1000";"";"";"10.0";"25.1";"";"";"";"";"";"";
"23.09.2016 17:30";"31.4";"718.7";"749.2";"";"70";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"10.0";"25.2";"";"";"";"";"";"";
"23.09.2016 08:30";"27.4";"722.2";"753.3";"";"92";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"22.2";"";"";"";"600-1000";"";"";"10.0";"26.0";"";"";"";"";"";"";
"22.09.2016 17:30";"29.8";"721.0";"751.8";"";"90";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"33.5";"";"";"600-1000";"";"";"10.0";"27.9";"";"";"";"";"";"";
"22.09.2016 08:30";"27.0";"724.1";"755.3";"";"87";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"21.2";"";"";"";"600-1000";"";"";"10.0";"24.7";"";"";"";"";"";"";
"21.09.2016 17:30";"30.4";"721.0";"751.7";"";"78";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"33.5";"";"";"600-1000";"";"";"10.0";"26.2";"";"";"";"";"";"";
"21.09.2016 08:30";"26.2";"722.8";"754.1";"";"94";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"21.6";"";"";"";"600-1000";"";"";"10.0";"25.1";"";"";"";"";"";"";
"20.09.2016 17:30";"25.4";"719.9";"751.1";"";"100";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"33.6";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"20.09.2016 08:30";"28.0";"721.8";"752.8";"";"87";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"19.09.2016 17:30";"27.4";"719.7";"750.7";"";"93";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"26.2";"";"";"";"";"";"";
"19.09.2016 08:30";"28.4";"722.1";"753.1";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"22.2";"";"";"";"600-1000";"";"";"10.0";"24.1";"";"";"";"";"";"";
"18.09.2016 17:30";"32.4";"719.6";"750.1";"";"77";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"36.0";"";"";"600-1000";"";"";"10.0";"27.8";"";"";"";"";"";"";
"18.09.2016 08:30";"28.0";"722.3";"753.3";"";"83";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"22.0";"";"";"";"600-1000";"";"";"10.0";"24.9";"";"";"";"";"";"";
"17.09.2016 17:30";"31.4";"718.6";"749.1";"";"73";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"36.5";"";"";"600-1000";"";"";"10.0";"26.1";"";"";"";"";"";"";
"17.09.2016 08:30";"29.0";"721.3";"752.2";"";"85";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"23.5";"";"";"";"600-1000";"";"";"10.0";"26.2";"";"";"";"";"";"";
"16.09.2016 17:30";"33.4";"718.9";"749.2";"";"62";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"35.2";"";"";"600-1000";"";"";"10.0";"25.2";"";"";"";"";"";"";
"16.09.2016 08:30";"27.6";"722.0";"753.1";"";"89";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"22.6";"";"";"";"600-1000";"";"";"10.0";"25.6";"";"";"";"";"";"";
"15.09.2016 17:30";"28.8";"720.0";"750.9";"";"82";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"25.4";"";"";"";"";"";"";
"15.09.2016 08:30";"28.0";"722.2";"753.2";"";"85";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"21.6";"";"";"";"600-1000";"";"";"10.0";"25.2";"";"";"";"";"";"";
"14.09.2016 17:30";"30.6";"720.6";"751.3";"";"70";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"35.2";"";"";"600-1000";"";"";"10.0";"24.6";"";"";"";"";"";"";
"14.09.2016 08:30";"28.0";"723.1";"754.2";"";"82";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"22.0";"";"";"";"600-1000";"";"";"10.0";"24.6";"";"";"";"";"";"";
"13.09.2016 17:30";"32.6";"720.5";"751.0";"";"69";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"35.0";"";"";"600-1000";"";"";"10.0";"26.2";"";"";"";"";"";"";
"13.09.2016 08:30";"28.0";"722.7";"753.8";"";"80";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"12.09.2016 17:30";"33.0";"720.0";"750.4";"";"67";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"34.5";"";"";"600-1000";"";"";"10.0";"26.0";"";"";"";"";"";"";
"12.09.2016 08:30";"26.8";"722.7";"753.9";"";"78";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"11.09.2016 17:30";"32.4";"719.9";"750.4";"";"62";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"10.0";"24.1";"";"";"";"";"";"";
