# Weather station Mandla, India, WMO_ID=42776,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42776&lang=en
#
"Local time in Mandla";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.08.2017 08:30";"27.6";"717.9";"754.9";"";"78";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"24.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.5";"";"";"";"";"";"";
"16.08.2017 17:30";"25.6";"716.8";"754.0";"";"88";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.5";"";"";"";"";"";"";
"16.08.2017 08:30";"27.4";"717.8";"754.9";"";"81";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.9";"";"";"";"";"";"";
"15.08.2017 17:30";"24.2";"716.6";"754.0";"";"94";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.2";"";"";"";"";"";"";
"15.08.2017 08:30";"26.0";"719.0";"756.3";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.1";"";"";"";"";"";"";
"14.08.2017 17:30";"25.0";"717.3";"754.6";"";"93";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.7";"";"";"";"";"";"";
"14.08.2017 08:30";"26.4";"719.7";"757.0";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.5";"";"";"";"";"";"";
"13.08.2017 17:30";"24.5";"716.1";"753.5";"";"96";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"29.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.8";"";"";"";"";"";"";
"13.08.2017 08:30";"27.0";"717.6";"754.7";"";"80";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"23.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"12.08.2017 17:30";"24.6";"715.1";"752.4";"";"92";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"100%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"12.08.2017 08:30";"26.4";"717.6";"754.8";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"11.08.2017 17:30";"29.0";"715.0";"751.7";"";"76";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"31.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.3";"";"";"";"";"";"";
"11.08.2017 08:30";"27.0";"715.0";"752.0";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.5";"";"";"";"";"";"";
"10.08.2017 17:30";"30.0";"715.9";"752.5";"";"72";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.3";"";"";"";"";"";"";
"10.08.2017 08:30";"24.6";"714.6";"751.9";"";"87";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"22.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"09.08.2017 08:30";"26.0";"715.6";"752.7";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"08.08.2017 17:30";"29.0";"715.0";"751.7";"";"79";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.0";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"08.08.2017 08:30";"26.0";"715.7";"752.8";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"07.08.2017 17:30";"26.6";"714.0";"751.0";"";"90";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"27.4";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"07.08.2017 08:30";"25.6";"715.4";"752.6";"";"90";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"22.6";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"06.08.2017 17:30";"26.4";"717.8";"755.0";"";"84";"Wind blowing from the north-northwest";"1";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"06.08.2017 08:30";"26.5";"714.8";"751.8";"";"88";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.3";"";"";"";"";"";"";
"05.08.2017 17:30";"28.0";"715.0";"751.8";"";"84";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"29.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.0";"";"";"";"";"";"";
"05.08.2017 08:30";"26.8";"714.1";"751.0";"";"86";"Wind blowing from the north-northwest";"1";"";"";"100%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.2";"";"";"";"";"";"";
"04.08.2017 17:30";"27.2";"715.0";"751.9";"";"83";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"29.2";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"04.08.2017 08:30";"26.2";"714.2";"751.2";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"03.08.2017 17:30";"28.6";"712.3";"748.9";"";"78";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"30.5";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"03.08.2017 08:30";"26.6";"715.4";"752.4";"";"78";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"23.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"02.08.2017 17:30";"31.4";"713.7";"750.1";"";"64";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"31.6";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"02.08.2017 08:30";"27.4";"716.4";"753.4";"";"74";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"23.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"22.3";"";"";"";"";"";"";
"01.08.2017 17:30";"31.4";"714.2";"750.6";"";"63";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"32.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"01.08.2017 08:30";"28.0";"717.9";"754.9";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"31.07.2017 17:30";"27.5";"714.2";"751.1";"";"79";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"31.07.2017 08:30";"27.8";"716.3";"753.2";"";"83";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"22.8";"";"Stratocumulus cumulogenitus.";"90  or more, but not 100%";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.6";"";"";"";"";"";"";
"30.07.2017 17:30";"29.0";"715.8";"752.6";"";"72";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"30.07.2017 08:30";"27.4";"716.5";"753.5";"";"80";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"29.07.2017 17:30";"29.0";"714.6";"751.3";"";"71";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.2";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"29.07.2017 08:30";"25.5";"716.7";"753.9";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.6";"";"";"";"";"";"";
"28.07.2017 17:30";"26.2";"713.2";"750.2";"";"89";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"28.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.2";"";"";"";"";"";"";
"28.07.2017 08:30";"24.8";"714.4";"751.6";"";"90";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"22.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"27.07.2017 17:30";"26.0";"711.2";"748.1";"";"86";"Wind blowing from the south-southwest";"1";"";"";"100%.";" ";"";"";"";"27.0";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"27.07.2017 08:30";"24.0";"712.6";"749.8";"";"93";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"26.07.2017 17:30";"26.2";"710.7";"747.6";"";"90";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"27.4";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"26.07.2017 11:30";"24.0";"712.9";"750.1";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"22.5";"";"";"";"";"";"";
"26.07.2017 08:30";"24.0";"712.9";"750.1";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"25.07.2017 17:30";"28.4";"710.5";"747.1";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"29.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"25.07.2017 08:30";"25.6";"709.2";"746.0";"";"85";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"21.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"24.07.2017 17:30";"28.2";"711.2";"747.8";"";"74";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"29.4";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.2";"";"";"";"";"";"";
"24.07.2017 08:30";"26.4";"713.0";"749.9";"";"83";"Wind blowing from the south-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.4";"";"Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"23.07.2017 17:30";"28.6";"710.6";"747.1";"";"82";"Wind blowing from the south-southeast";"1";"";"";"70 – 80%.";" ";"";"";"";"31.2";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"23.07.2017 08:30";"24.8";"712.4";"749.5";"";"90";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"23.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"22.07.2017 17:30";"28.2";"711.3";"747.9";"";"80";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"29.5";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"22.07.2017 08:30";"27.2";"712.4";"749.2";"";"81";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"23.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"21.07.2017 17:30";"28.4";"710.8";"747.4";"";"79";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"30.6";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"21.07.2017 08:30";"26.0";"712.5";"749.5";"";"89";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"22.6";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.0";"";"";"";"";"";"";
"20.07.2017 17:30";"25.5";"708.4";"745.2";"";"94";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"24.4";"";"";"";"";"";"";
"20.07.2017 08:30";"24.8";"710.5";"747.5";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.5";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"19.07.2017 17:30";"31.8";"707.5";"743.5";"";"71";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"19.07.2017 08:30";"29.2";"711.0";"747.5";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"18.07.2017 17:30";"33.0";"708.8";"744.7";"";"64";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.4";"";"";"";"";"";"";
"18.07.2017 08:30";"25.2";"712.7";"749.8";"";"90";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"21.5";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"17.07.2017 17:30";"24.6";"714.0";"751.2";"";"96";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"17.07.2017 08:30";"26.5";"713.3";"750.3";"";"89";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"16.07.2017 17:30";"28.0";"711.9";"748.6";"";"79";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"28.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"16.07.2017 08:30";"25.0";"713.8";"751.0";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"15.07.2017 17:30";"26.5";"712.0";"748.9";"";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"15.07.2017 08:30";"26.0";"713.7";"750.7";"";"89";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"21.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"14.07.2017 17:30";"28.4";"713.1";"749.8";"";"82";"Wind blowing from the north-northwest";"1";"";"";"100%.";" ";"";"";"";"31.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"13.07.2017 17:30";"27.8";"711.9";"748.6";"";"92";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"31.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"13.07.2017 08:30";"26.0";"716.6";"753.8";"";"89";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";" ";"";"";"21.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"12.07.2017 17:30";"25.2";"712.7";"749.8";"";"91";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.7";"";"";"";"";"";"";
"12.07.2017 08:30";"26.2";"716.3";"753.4";"";"86";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"21.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"11.07.2017 17:30";"26.2";"712.9";"749.9";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
