# Weather station Sundargarh, India, WMO_ID=42792,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42792&lang=en
#
"Local time in Sundargarh";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"21.01.2017 17:30";"25.4";"739.6";"760.3";"";"52";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"21.01.2017 08:30";"15.4";"739.7";"761.1";"";"55";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"20.01.2017 17:30";"25.0";"739.6";"760.3";"";"54";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"20.01.2017 08:30";"15.2";"739.7";"761.1";"";"";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"19.01.2017 08:30";"15.0";"739.7";"761.1";"";"58";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"18.01.2017 17:30";"25.4";"739.5";"760.2";"";"52";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"17.01.2017 17:30";"25.2";"739.5";"760.2";"";"53";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"17.01.2017 08:30";"14.0";"739.7";"761.2";"";"57";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"16.01.2017 17:30";"25.0";"739.6";"760.3";"";"54";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"15.01.2017 17:30";"24.8";"739.7";"760.4";"";"55";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"15.01.2017 08:30";"12.4";"739.9";"761.5";"";"61";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"7.0";"";"";"";"";"";"";"4.0";"5.1";"";"";"";"";"";"";
"14.01.2017 17:30";"24.2";"739.0";"759.7";"";"59";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"14.01.2017 08:30";"11.4";"739.8";"761.5";"";"71";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"6.0";"";"";"";"";"";"";"4.0";"6.3";"";"";"";"";"";"";
"13.01.2017 17:30";"25.0";"739.5";"760.2";"";"54";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"13.01.2017 08:30";"13.0";"739.5";"761.1";"";"56";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"7.0";"";"";"";"";"";"";"4.0";"4.3";"";"";"";"";"";"";
"12.01.2017 17:30";"24.8";"739.6";"760.3";"";"55";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"12.01.2017 08:30";"14.6";"";"";"";"52";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"4.8";"";"";"";"";"";"";
"11.01.2017 17:30";"24.2";"739.5";"760.3";"";"59";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.6";"";"";"";"";"";"";
"11.01.2017 08:30";"14.8";"739.6";"761.0";"";"50";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"8.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"4.5";"";"";"";"";"";"";
"10.01.2017 17:30";"24.0";"739.5";"760.3";"";"60";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"29.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.8";"";"";"";"";"";"";
"10.01.2017 08:30";"15.0";"739.5";"760.9";"";"58";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"9.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"6.8";"";"";"";"";"";"";
"09.01.2017 17:30";"25.0";"739.5";"760.2";"";"54";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"09.01.2017 08:30";"14.0";"739.5";"761.0";"";"57";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"08.01.2017 17:30";"24.2";"739.5";"760.3";"";"59";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"08.01.2017 11:30";"13.4";"739.5";"761.1";"0.0";"52";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"7.5";"";"";"";"";"";"";"4.0";"3.7";"";"";"";"";"";"";
"08.01.2017 08:30";"13.4";"739.5";"761.1";"";"52";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"7.5";"";"";"";"";"";"";"4.0";"3.7";"";"";"";"";"";"";
"07.01.2017 17:30";"24.8";"739.6";"760.3";"";"55";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"07.01.2017 08:30";"13.0";"739.5";"761.1";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.0";"";"";"";"";"";"";"4.0";"4.5";"";"";"";"";"";"";
"06.01.2017 17:30";"25.0";"739.5";"760.2";"";"54";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"06.01.2017 08:30";"14.0";"739.5";"761.0";"";"57";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"05.01.2017 17:30";"24.2";"739.5";"760.3";"";"59";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"05.01.2017 08:30";"13.0";"739.5";"761.1";"";"56";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"7.5";"";"";"";"";"";"";"4.0";"4.3";"";"";"";"";"";"";
"04.01.2017 17:30";"24.4";"739.6";"760.3";"";"58";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"03.01.2017 17:30";"24.0";"739.5";"760.3";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"03.01.2017 08:30";"14.0";"739.5";"761.0";"";"57";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"8.0";"";"";"";"600-1000";"";"";"4.0";"5.6";"";"";"";"";"";"";
"02.01.2017 17:30";"23.0";"739.5";"760.3";"";"59";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"02.01.2017 08:30";"15.0";"739.5";"760.9";"";"50";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"4.5";"";"";"";"";"";"";
"01.01.2017 17:30";"24.2";"739.5";"760.3";"";"59";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"01.01.2017 08:30";"14.8";"739.6";"761.0";"";"50";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"4.0";"4.5";"";"";"";"";"";"";
"31.12.2016 17:30";"24.0";"739.5";"760.3";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"31.12.2016 08:30";"14.4";"739.5";"761.0";"";"55";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
"30.12.2016 17:30";"23.2";"739.5";"760.3";"";"58";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"30.12.2016 08:30";"14.2";"739.5";"761.0";"";"56";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"29.12.2016 17:30";"23.0";"739.5";"760.3";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"29.12.2016 08:30";"14.0";"739.5";"761.0";"";"57";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"28.12.2016 17:30";"24.0";"739.5";"760.3";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"28.12.2016 08:30";"13.0";"739.2";"760.8";"";"56";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"7.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"4.3";"";"";"";"";"";"";
"27.12.2016 08:30";"12.4";"739.6";"761.2";"";"61";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"7.5";"";"";"";"";"";"";"4.0";"5.1";"";"";"";"";"";"";
"26.12.2016 17:30";"23.2";"739.5";"760.3";"";"60";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"26.12.2016 08:30";"12.2";"739.6";"761.2";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"7.0";"";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"25.12.2016 17:30";"23.0";"739.5";"760.3";"";"59";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"25.12.2016 08:30";"12.0";"739.5";"761.2";"";"65";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"7.0";"";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"24.12.2016 17:30";"24.0";"739.5";"760.3";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"24.12.2016 08:30";"11.4";"739.5";"761.2";"";"60";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"4.0";"3.8";"";"";"";"";"";"";
"23.12.2016 17:30";"22.0";"739.5";"760.4";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"23.12.2016 08:30";"12.4";"739.6";"761.2";"";"61";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"7.5";"";"";"";"";"";"";"4.0";"5.1";"";"";"";"";"";"";
"22.12.2016 17:30";"24.8";"739.6";"760.3";"";"62";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"22.12.2016 08:30";"13.0";"739.5";"761.1";"";"56";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"4.3";"";"";"";"";"";"";
"21.12.2016 17:30";"24.0";"739.5";"760.3";"";"66";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"21.12.2016 08:30";"11.4";"739.5";"761.2";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"4.0";"3.8";"";"";"";"";"";"";
"20.12.2016 17:30";"24.0";"739.0";"759.8";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"20.12.2016 08:30";"12.4";"739.6";"761.2";"";"61";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"7.5";"";"";"";"";"";"";"4.0";"5.1";"";"";"";"";"";"";
"19.12.2016 17:30";"23.4";"739.5";"760.3";"";"64";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"19.12.2016 08:30";"12.2";"739.6";"761.2";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"7.0";"";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"18.12.2016 08:30";"12.0";"739.5";"761.2";"";"65";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"7.0";"";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"17.12.2016 17:30";"24.0";"739.5";"760.3";"";"60";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"17.12.2016 08:30";"14.2";"739.5";"761.0";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"16.12.2016 17:30";"24.6";"739.6";"760.3";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"16.12.2016 08:30";"14.0";"739.5";"761.0";"";"57";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"15.12.2016 17:30";"25.0";"739.5";"760.2";"";"76";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"15.12.2016 08:30";"14.8";"739.6";"761.0";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"14.12.2016 17:30";"24.8";"739.7";"760.4";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"14.12.2016 08:30";"15.1";"739.5";"760.9";"";"68";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"13.12.2016 17:30";"27.0";"739.5";"760.1";"";"63";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"13.12.2016 08:30";"16.0";"739.5";"760.9";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"12.12.2016 17:30";"26.4";"739.5";"760.1";"";"66";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"12.12.2016 08:30";"15.4";"739.5";"760.9";"";"55";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"11.12.2016 17:30";"25.0";"739.5";"760.2";"";"76";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"29.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.4";"";"";"";"";"";"";
"11.12.2016 08:30";"14.6";"739.5";"761.0";"";"61";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"9.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"7.1";"";"";"";"";"";"";
"10.12.2016 17:30";"26.0";"739.5";"760.1";"";"69";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"10.12.2016 08:30";"15.0";"739.5";"760.9";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"09.12.2016 17:30";"27.0";"739.5";"760.1";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"09.12.2016 08:30";"14.8";"739.6";"761.0";"";"60";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"08.12.2016 17:30";"26.4";"740.3";"760.9";"";"66";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"08.12.2016 08:30";"25.4";"740.2";"760.9";"";"35";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"07.12.2016 17:30";"26.0";"740.2";"760.9";"";"69";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"07.12.2016 08:30";"15.0";"739.5";"760.9";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"06.12.2016 17:30";"25.0";"737.6";"758.2";"";"61";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"06.12.2016 08:30";"16.2";"737.5";"758.8";"";"68";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"05.12.2016 17:30";"27.0";"737.1";"757.6";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"05.12.2016 08:30";"16.0";"737.3";"758.6";"";"69";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"04.12.2016 17:30";"28.0";"732.4";"752.7";"";"51";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"04.12.2016 08:30";"16.6";"732.5";"753.6";"";"55";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"03.12.2016 17:30";"27.2";"732.4";"752.8";"";"62";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.2";"";"";"";"";"";"";
"03.12.2016 08:30";"17.0";"732.4";"753.5";"";"61";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"12.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"9.4";"";"";"";"";"";"";
"02.12.2016 17:30";"29.0";"732.6";"752.8";"";"56";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"02.12.2016 08:30";"16.0";"732.4";"753.6";"";"60";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"01.12.2016 17:30";"26.4";"732.4";"752.8";"";"53";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"29.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.0";"";"";"";"";"";"";
"01.12.2016 08:30";"15.0";"732.1";"753.3";"";"58";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"30.11.2016 17:30";"27.2";"732.4";"752.8";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"30.11.2016 08:30";"15.8";"732.5";"753.7";"";"52";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"29.11.2016 17:30";"28.0";"732.4";"752.7";"";"51";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"29.11.2016 08:30";"17.0";"732.0";"753.1";"";"52";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"7.0";"";"";"";"";"";"";
"28.11.2016 17:30";"27.4";"732.5";"752.8";"";"48";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"28.11.2016 08:30";"16.0";"732.4";"753.6";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"27.11.2016 17:30";"27.2";"732.4";"752.8";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"27.11.2016 08:30";"15.8";"732.5";"753.7";"";"52";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"26.11.2016 17:30";"28.0";"732.4";"752.7";"";"50";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"26.11.2016 08:30";"15.4";"732.4";"753.6";"";"55";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"25.11.2016 17:30";"27.0";"732.4";"752.8";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"25.11.2016 08:30";"16.0";"732.4";"753.6";"";"60";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"24.11.2016 17:30";"26.4";"732.4";"752.8";"";"53";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"24.11.2016 08:30";"16.2";"732.5";"753.6";"";"58";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"23.11.2016 17:30";"27.2";"732.4";"752.8";"";"62";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"23.11.2016 08:30";"16.0";"733.9";"755.1";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"22.11.2016 17:30";"27.0";"732.4";"752.8";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"21.11.2016 17:30";"26.4";"732.4";"752.8";"";"53";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"21.11.2016 08:30";"16.2";"732.5";"753.6";"";"58";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"20.11.2016 17:30";"27.0";"732.4";"752.8";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"20.11.2016 08:30";"16.0";"732.4";"753.6";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"19.11.2016 17:30";"26.0";"732.4";"752.8";"";"62";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"18.11.2016 17:30";"25.2";"732.3";"752.8";"";"60";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"18.11.2016 08:30";"18.2";"732.4";"753.4";"";"70";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"17.11.2016 17:30";"25.0";"732.3";"752.8";"";"61";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"17.11.2016 08:30";"18.0";"732.4";"753.4";"";"71";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"16.11.2016 17:30";"26.2";"732.4";"752.8";"";"61";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"29.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.0";"";"";"";"";"";"";
"16.11.2016 08:30";"19.4";"732.5";"753.4";"";"69";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"12.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"13.5";"";"";"";"";"";"";
"15.11.2016 17:30";"26.0";"732.4";"752.8";"";"61";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"29.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.0";"";"";"";"";"";"";
"15.11.2016 08:30";"19.0";"732.5";"753.4";"";"64";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"12.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"12.0";"";"";"";"";"";"";
"14.11.2016 17:30";"27.2";"732.4";"752.8";"";"69";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
