# Weather station Bilaspur, India, WMO_ID=42782,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42782&lang=en
#
"Local time in Bilaspur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.08.2016 14:30";"33.2";"";"";"";"66";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"29.08.2016 11:30";"32.8";"";"";"";"58";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"29.08.2016 08:30";"31.4";"";"";"";"75";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"27.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"28.08.2016 17:30";"31.6";"";"";"";"67";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"28.08.2016 14:30";"32.8";"";"";"";"59";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"28.08.2016 11:30";"32.0";"";"";"";"66";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"28.08.2016 08:30";"29.2";"";"";"";"78";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"26.3";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"27.08.2016 17:30";"30.2";"";"";"";"74";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.1";"";"";"";"";"";"";
"27.08.2016 14:30";"31.6";"";"";"";"68";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.1";"";"";"";"";"";"";
"27.08.2016 11:30";"29.8";"";"";"";"75";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"";"4.0";"25.0";"";"";"";"";"";"";
"27.08.2016 08:30";"28.2";"";"";"";"83";"Wind blowing from the south-east";"1";"";"";"60%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"24.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.1";"";"";"";"";"";"";
"26.08.2016 17:30";"30.4";"";"";"";"73";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"26.08.2016 14:30";"31.8";"";"";"";"68";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.3";"";"";"";"";"";"";
"26.08.2016 11:30";"31.0";"";"";"";"72";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.4";"";"";"";"";"";"";
"26.08.2016 08:30";"27.4";"";"";"";"86";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus translucidus.";"";"4.0";"24.8";"";"";"";"";"";"";
"25.08.2016 17:30";"28.4";"";"";"";"76";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Thunderstorm, but no precipitation at the time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"32.7";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"25.08.2016 11:30";"32.2";"";"";"";"69";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"25.08.2016 08:30";"27.8";"";"";"";"90";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"25.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.1";"";"";"";"";"";"";
"24.08.2016 17:30";"31.0";"";"";"";"76";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.4";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.3";"";"";"";"";"";"";
"24.08.2016 14:30";"32.0";"";"";"";"67";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"24.08.2016 11:30";"30.0";"";"";"";"74";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"24.08.2016 08:30";"25.8";"";"";"";"90";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"23.08.2016 17:30";"29.8";"";"";"";"75";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.1";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"23.08.2016 14:30";"28.6";"";"";"";"79";"Wind blowing from the west";"1";"";"";"60%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"23.08.2016 11:30";"27.2";"";"";"";"89";"Wind blowing from the south-west";"1";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus translucidus.";"";"4.0";"25.2";"";"";"";"";"";"";
"23.08.2016 08:30";"26.6";"";"";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"";"4.0";"24.6";"";"";"";"";"";"";
"22.08.2016 17:30";"27.4";"";"";"";"86";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"";"29.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.8";"";"";"";"";"";"";
"22.08.2016 14:30";"27.8";"";"";"";"90";"Wind blowing from the west";"1";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"26.1";"";"";"";"";"";"";
"22.08.2016 11:30";"28.6";"";"";"";"78";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"";"4.0";"24.3";"";"";"";"";"";"";
"22.08.2016 08:30";"27.2";"";"";"";"83";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.0";"";"";"";"";"";"";
"21.08.2016 17:30";"30.6";"";"";"";"65";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"32.7";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.4";"";"";"";"";"";"";
"21.08.2016 14:30";"32.0";"";"";"";"59";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"21.08.2016 11:30";"30.0";"";"";"";"65";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.7";"";"";"";"";"";"";
"21.08.2016 08:30";"28.2";"";"";"";"73";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"24.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.9";"";"";"";"";"";"";
"20.08.2016 17:30";"31.2";"";"";"";"60";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"32.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"20.08.2016 14:30";"32.6";"";"";"";"56";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"20.08.2016 11:30";"31.4";"";"";"";"61";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"20.08.2016 08:30";"29.0";"";"";"";"72";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"19.08.2016 17:30";"29.6";"";"";"";"67";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"32.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.9";"";"";"";"";"";"";
"19.08.2016 14:30";"31.4";"";"";"";"60";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.7";"";"";"";"";"";"";
"19.08.2016 11:30";"31.0";"";"";"";"66";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.8";"";"";"";"";"";"";
"19.08.2016 08:30";"27.8";"";"";"";"78";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"18.08.2016 17:30";"26.2";"";"";"";"86";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"28.2";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altostratus translucidus.";"";"4.0";"23.6";"";"";"";"";"";"";
"18.08.2016 14:30";"28.0";"";"";"";"76";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altostratus translucidus.";"";"4.0";"23.3";"";"";"";"";"";"";
"18.08.2016 11:30";"27.2";"";"";"";"80";"Wind blowing from the west";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.4";"";"";"";"";"";"";
"18.08.2016 08:30";"25.8";"";"";"";"89";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.8";"";"";"";"";"";"";
"17.08.2016 17:30";"26.4";"";"";"";"86";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"27.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"";"4.0";"23.8";"";"";"";"";"";"";
"17.08.2016 14:30";"27.6";"";"";"";"83";"Wind blowing from the west";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.4";"";"";"";"";"";"";
"17.08.2016 11:30";"24.0";"";"";"";"96";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.4";"";"";"";"";"";"";
"17.08.2016 08:30";"23.8";"";"";"";"93";"Wind blowing from the west";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"22.6";"";"";"";"";"";"";
"16.08.2016 17:30";"28.2";"";"";"";"77";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"29.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"";"4.0";"23.7";"";"";"";"";"";"";
"16.08.2016 14:30";"28.0";"";"";"";"85";"Wind blowing from the west";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.2";"";"";"";"";"";"";
"16.08.2016 11:30";"27.8";"";"";"";"77";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"";"4.0";"23.4";"";"";"";"";"";"";
"16.08.2016 08:30";"26.8";"";"";"";"86";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"25.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"";"4.0";"24.2";"";"";"";"";"";"";
"15.08.2016 17:30";"27.8";"";"";"";"80";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"29.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"";"4.0";"24.0";"";"";"";"";"";"";
"15.08.2016 14:30";"29.0";"";"";"";"78";"Wind blowing from the west";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"";"4.0";"24.7";"";"";"";"";"";"";
"15.08.2016 11:30";"28.0";"";"";"";"80";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"";"4.0";"24.3";"";"";"";"";"";"";
"15.08.2016 08:30";"27.2";"";"";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"";"4.0";"24.9";"";"";"";"";"";"";
"14.08.2016 17:30";"29.2";"";"";"";"86";"Calm, no wind";"0";"";"";"50%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"31.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"14.08.2016 14:30";"27.2";"";"";"";"89";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.2";"";"";"";"";"";"";
"14.08.2016 11:30";"28.8";"";"";"";"83";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"14.08.2016 08:30";"28.4";"";"";"";"85";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"13.08.2016 17:30";"29.6";"";"";"";"81";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"31.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"13.08.2016 14:30";"29.8";"";"";"";"81";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"13.08.2016 11:30";"28.2";"";"";"";"87";"Wind blowing from the west";"1";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.9";"";"";"";"";"";"";
"13.08.2016 08:30";"27.2";"";"";"";"83";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"25.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"";"4.0";"24.1";"";"";"";"";"";"";
"12.08.2016 17:30";"27.2";"";"";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"28.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"";"4.0";"24.0";"";"";"";"";"";"";
"12.08.2016 14:30";"27.6";"";"";"";"81";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"";"4.0";"24.1";"";"";"";"";"";"";
"12.08.2016 11:30";"27.0";"";"";"";"84";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.1";"";"";"";"";"";"";
"12.08.2016 08:30";"25.8";"";"";"";"93";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"25.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.6";"";"";"";"";"";"";
"11.08.2016 17:30";"27.2";"";"";"";"87";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"29.8";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"11.08.2016 14:30";"28.6";"";"";"";"80";"Calm, no wind";"0";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"11.08.2016 11:30";"28.8";"";"";"";"78";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"11.08.2016 08:30";"27.2";"";"";"";"89";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"25.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"";"4.0";"25.2";"";"";"";"";"";"";
"10.08.2016 17:30";"28.4";"";"";"";"80";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"29.2";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"10.08.2016 14:30";"29.0";"";"";"";"85";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"10.08.2016 11:30";"27.0";"";"";"";"92";"Calm, no wind";"0";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.6";"";"";"";"";"";"";
"10.08.2016 08:30";"25.2";"";"";"";"95";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"24.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.3";"";"";"";"";"";"";
"09.08.2016 17:30";"29.2";"";"";"";"76";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"09.08.2016 14:30";"29.8";"";"";"";"77";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altostratus translucidus.";"";"4.0";"25.3";"";"";"";"";"";"";
"09.08.2016 11:30";"29.6";"";"";"";"74";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"";"4.0";"24.5";"";"";"";"";"";"";
