# Weather station Rajnandgaon, India, WMO_ID=42948,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42948&lang=en
#
"Local time in Rajnandgaon";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.03.2016 17:30";"33.0";"729.6";"757.0";"";"47";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"34.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.2";"";"";"";"";"";"";
"08.03.2016 08:30";"24.0";"732.9";"761.2";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"07.03.2016 17:30";"32.2";"729.9";"757.4";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"07.03.2016 08:30";"24.2";"732.9";"761.2";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.1";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"06.03.2016 17:30";"32.0";"729.7";"757.2";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"06.03.2016 08:30";"24.0";"732.9";"761.2";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"05.03.2016 08:30";"23.2";"733.1";"761.5";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"04.03.2016 08:30";"23.0";"733.0";"761.4";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"03.03.2016 17:30";"33.2";"733.6";"761.1";"";"34";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.2";"";"";"";"";"";"";
"03.03.2016 08:30";"23.4";"734.2";"762.6";"";"73";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.3";"";"";"";"";"";"";
"02.03.2016 08:30";"23.0";"734.2";"762.7";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"01.03.2016 08:30";"22.8";"735.6";"764.2";"";"75";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.2";"";"";"";"";"";"";
"29.02.2016 17:30";"26.2";"732.8";"760.9";"";"66";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"27.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.4";"";"";"";"";"";"";
"29.02.2016 08:30";"23.0";"735.7";"764.2";"";"95";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"19.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.1";"";"";"";"";"";"";
"28.02.2016 17:30";"32.0";"728.5";"755.9";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"28.02.2016 08:30";"21.0";"735.5";"764.2";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"27.02.2016 08:30";"21.8";"735.8";"764.5";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"19.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.3";"";"";"";"";"";"";
"26.02.2016 08:30";"23.2";"733.5";"761.9";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.2";"";"";"";"";"";"";
"25.02.2016 17:30";"31.2";"729.9";"757.4";"";"47";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.6";"";"";"";"";"";"";
"25.02.2016 08:30";"23.0";"733.0";"761.4";"";"79";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"20.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.1";"";"";"";"";"";"";
"24.02.2016 17:30";"32.0";"728.4";"755.8";"";"44";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"18.1";"";"";"";"";"";"";
"24.02.2016 08:30";"24.4";"732.8";"761.1";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"23.02.2016 17:30";"32.0";"731.0";"758.5";"";"45";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.8";"";"";"";"";"";"";
"23.02.2016 08:30";"24.8";"732.6";"760.9";"";"87";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.4";"";"";"";"";"";"";
"22.02.2016 17:30";"32.0";"731.3";"758.8";"";"49";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.9";"";"";"";"";"";"";
"22.02.2016 08:30";"23.0";"733.0";"761.4";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"20.02.2016 17:30";"34.0";"731.7";"759.1";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"20.02.2016 08:30";"24.2";"734.3";"762.7";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"19.02.2016 08:30";"22.2";"734.1";"762.7";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"18.02.2016 17:30";"32.0";"731.4";"758.9";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"18.02.2016 08:30";"22.0";"734.1";"762.7";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"17.02.2016 17:30";"30.0";"733.1";"760.9";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"17.02.2016 08:30";"23.2";"735.9";"764.4";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"16.02.2016 17:30";"31.2";"732.4";"760.0";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"16.02.2016 08:30";"23.8";"733.6";"762.0";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"15.02.2016 17:30";"31.6";"731.4";"759.0";"";"48";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.3";"";"";"";"";"";"";
"15.02.2016 08:30";"22.4";"731.3";"759.7";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"14.02.2016 17:30";"31.0";"731.4";"759.0";"";"47";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.3";"";"";"";"";"";"";
"14.02.2016 08:30";"22.2";"731.3";"759.7";"";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.7";"";"";"";"";"";"";
"13.02.2016 17:30";"29.4";"728.3";"755.9";"";"45";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.2";"";"";"";"";"";"";
"13.02.2016 08:30";"23.2";"731.7";"760.1";"";"73";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.1";"";"";"";"";"";"";
"12.02.2016 17:30";"29.4";"728.4";"756.0";"";"47";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.8";"";"";"";"";"";"";
"12.02.2016 08:30";"21.8";"731.6";"760.1";"";"64";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"16.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.7";"";"";"";"";"";"";
"11.02.2016 08:30";"23.8";"730.3";"758.6";"";"53";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"16.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.5";"";"";"";"";"";"";
"10.02.2016 17:30";"27.0";"730.0";"757.9";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"10.02.2016 08:30";"18.4";"733.4";"762.3";"";"79";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.0";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"09.02.2016 08:30";"21.6";"732.9";"761.5";"";"64";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"17.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.4";"";"";"";"";"";"";
"08.02.2016 17:30";"27.0";"730.0";"757.9";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"08.02.2016 08:30";"21.8";"733.3";"761.9";"";"68";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"17.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"07.02.2016 08:30";"19.0";"733.5";"762.4";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"06.02.2016 17:30";"28.0";"731.5";"759.4";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"06.02.2016 08:30";"17.8";"732.1";"761.0";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"05.02.2016 17:30";"27.6";"731.5";"759.4";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"05.02.2016 08:30";"17.4";"734.9";"764.0";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"04.02.2016 17:30";"27.0";"733.2";"761.3";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"04.02.2016 08:30";"17.2";"735.4";"764.5";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"03.02.2016 17:30";"28.8";"731.4";"759.2";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"03.02.2016 08:30";"20.2";"733.3";"762.0";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"02.02.2016 17:30";"31.2";"731.8";"759.4";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"02.02.2016 08:30";"20.2";"734.8";"763.6";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"01.02.2016 17:30";"30.2";"730.3";"758.0";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"01.02.2016 08:30";"19.6";"734.9";"763.8";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"31.01.2016 08:30";"19.8";"733.5";"762.3";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"30.01.2016 17:30";"28.0";"731.6";"759.5";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"30.01.2016 08:30";"18.2";"";"";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"29.01.2016 17:30";"26.0";"732.9";"761.0";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"29.01.2016 08:30";"16.2";"736.3";"765.6";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"28.01.2016 17:30";"28.0";"730.4";"758.3";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"28.01.2016 08:30";"19.0";"733.5";"762.4";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"27.01.2016 17:30";"26.8";"730.0";"758.0";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"27.01.2016 08:30";"18.0";"733.7";"762.7";"";"92";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"11.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.7";"";"";"";"";"";"";
"26.01.2016 17:30";"25.6";"732.4";"760.6";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.8";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"26.01.2016 08:30";"13.2";"733.8";"763.3";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"25.01.2016 17:30";"25.6";"732.4";"760.6";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.8";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"25.01.2016 08:30";"11.6";"735.4";"765.1";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.6";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"24.01.2016 08:30";"13.0";"735.4";"765.0";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.6";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"23.01.2016 17:30";"23.8";"735.3";"763.8";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.8";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"23.01.2016 08:30";"12.0";"736.7";"766.4";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.2";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"22.01.2016 17:30";"22.8";"733.6";"762.1";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.8";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"22.01.2016 08:30";"12.4";"736.7";"766.4";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"21.01.2016 17:30";"24.0";"733.6";"762.0";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"21.01.2016 08:30";"16.2";"731.7";"760.8";"";"88";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.2";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"19.01.2016 17:30";"22.0";"729.0";"757.4";"";"91";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"24.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.5";"";"";"";"";"";"";
"19.01.2016 08:30";"18.4";"";"760.8";"";"88";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"15.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.4";"";"";"";"";"";"";
"18.01.2016 17:30";"27.2";"";"758.5";"";"62";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"28.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.3";"";"";"";"";"";"";
"18.01.2016 08:30";"20.2";"";"762.4";"";"91";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"14.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"17.01.2016 17:30";"27.0";"";"758.5";"";"59";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"28.2";"";"";"600-1000";"";"";"4.0";"18.3";"";"";"";"";"";"";
"17.01.2016 08:30";"20.2";"";"762.2";"";"92";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"14.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.9";"";"";"";"";"";"";
"16.01.2016 08:30";"16.2";"";"761.2";"";"89";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"11.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.3";"";"";"";"";"";"";
"15.01.2016 17:30";"27.2";"";"758.3";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"15.01.2016 08:30";"16.0";"";"761.2";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"13.01.2016 17:30";"26.8";"";"760.4";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"13.01.2016 08:30";"16.6";"";"762.7";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"12.01.2016 08:30";"13.8";"";"763.0";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"11.01.2016 17:30";"26.0";"";"760.3";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"11.01.2016 08:30";"14.8";"";"764.5";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"10.01.2016 17:30";"26.2";"";"763.7";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"10.01.2016 08:30";"16.4";"";"765.1";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"09.01.2016 08:30";"17.2";"";"762.6";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"08.01.2016 17:30";"26.2";"";"762.8";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"08.01.2016 08:30";"16.2";"";"765.1";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"07.01.2016 17:30";"26.6";"";"761.5";"";"65";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"29.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.5";"";"";"";"";"";"";
