# Weather station Pilani, India, WMO_ID=42174,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42174&lang=en
#
"Local time in Pilani";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"13.11.2017 08:30";"17.2";"734.1";"760.6";"";"76";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"12.7";"";"";"";"";"";"";"2.0";"12.9";"";"";"";"";"";"";
"12.11.2017 17:30";"28.8";"732.1";"757.5";"";"42";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"12.11.2017 08:30";"15.2";"735.1";"761.8";"";"85";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"11.11.2017 17:30";"27.8";"734.0";"759.5";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"11.11.2017 08:30";"17.6";"736.8";"763.3";"";"67";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"12.9";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"10.11.2017 17:30";"28.8";"734.1";"759.5";"";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"10.11.2017 08:30";"18.2";"735.8";"762.2";"";"59";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"13.1";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"09.11.2017 17:30";"28.4";"732.7";"758.1";"";"48";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"09.11.2017 08:30";"18.2";"735.6";"762.0";"";"62";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"14.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.8";"";"";"";"";"";"";
"08.11.2017 17:30";"31.6";"733.8";"759.0";"";"36";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"33.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.7";"";"";"";"";"";"";
"08.11.2017 08:30";"20.2";"736.4";"762.7";"";"59";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"14.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.0";"";"";"";"";"";"";
"07.11.2017 08:30";"19.2";"736.1";"762.4";"";"68";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"06.11.2017 17:30";"29.8";"734.3";"759.7";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"06.11.2017 08:30";"18.8";"736.7";"763.1";"";"68";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"14.7";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"05.11.2017 17:30";"26.8";"735.1";"760.7";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.7";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"05.11.2017 08:30";"20.8";"737.1";"763.3";"";"73";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.9";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"04.11.2017 08:30";"18.6";"736.5";"762.9";"";"88";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"16.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.6";"";"";"";"";"";"";
"03.11.2017 17:30";"29.6";"733.7";"759.0";"";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"03.11.2017 08:30";"21.2";"735.5";"761.6";"";"70";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.3";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"02.11.2017 17:30";"30.8";"725.5";"750.5";"";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"02.11.2017 08:30";"20.4";"735.6";"761.8";"";"53";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"17.3";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"01.11.2017 17:30";"32.2";"733.7";"758.8";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.1";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"01.11.2017 08:30";"21.8";"736.3";"762.4";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"17.1";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"31.10.2017 17:30";"32.6";"733.4";"758.5";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.7";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"31.10.2017 08:30";"31.2";"735.3";"760.6";"";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"30.10.2017 17:30";"33.6";"734.2";"759.2";"";"22";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"30.10.2017 08:30";"21.6";"737.5";"763.7";"";"67";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"18.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.2";"";"";"";"";"";"";
"29.10.2017 17:30";"32.2";"734.4";"759.6";"";"30";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.1";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"29.10.2017 08:30";"21.4";"736.0";"762.1";"";"60";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"28.10.2017 17:30";"33.4";"732.9";"757.9";"";"25";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"35.1";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"28.10.2017 08:30";"21.8";"735.1";"761.2";"";"56";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"16.3";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"27.10.2017 17:30";"30.4";"732.4";"757.6";"";"33";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"35.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.5";"";"";"";"";"";"";
"27.10.2017 08:30";"21.4";"735.4";"761.5";"";"56";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"17.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.2";"";"";"";"";"";"";
"26.10.2017 17:30";"31.8";"733.4";"758.6";"";"43";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"26.10.2017 08:30";"21.6";"735.7";"761.8";"";"59";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"17.3";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"25.10.2017 17:30";"31.4";"734.2";"759.4";"";"32";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"25.10.2017 08:30";"20.2";"735.9";"762.1";"";"53";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"16.1";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"24.10.2017 17:30";"32.4";"725.3";"750.1";"";"33";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"24.10.2017 08:30";"20.6";"733.9";"760.0";"";"46";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"16.1";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"23.10.2017 17:30";"34.4";"730.0";"754.8";"";"25";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"22.10.2017 08:30";"24.2";"730.0";"755.7";"";"40";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.3";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"21.10.2017 17:30";"34.8";"728.5";"753.2";"";"23";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"36.7";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"21.10.2017 08:30";"23.6";"731.8";"757.6";"";"55";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.9";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"20.10.2017 08:30";"28.8";"732.1";"757.5";"";"47";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"19.9";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"19.10.2017 17:30";"34.6";"729.9";"754.7";"";"22";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"36.7";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"19.10.2017 08:30";"22.6";"732.7";"758.6";"";"64";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"17.9";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"18.10.2017 17:30";"33.6";"730.0";"754.9";"";"28";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"18.10.2017 08:30";"23.8";"732.8";"758.6";"";"54";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"17.9";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"17.10.2017 17:30";"35.2";"729.6";"754.3";"";"31";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"17.10.2017 08:30";"23.4";"732.0";"757.8";"";"54";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"16.10.2017 17:30";"35.6";"728.6";"753.3";"";"25";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"16.10.2017 08:30";"24.6";"730.4";"756.1";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.1";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"15.10.2017 17:30";"37.6";"727.7";"752.2";"";"31";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.7";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"15.10.2017 08:30";"25.1";"729.7";"755.3";"";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.3";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"14.10.2017 17:30";"37.6";"726.5";"750.9";"";"18";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"14.10.2017 08:30";"25.2";"729.6";"755.2";"";"32";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.9";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"13.10.2017 17:30";"35.6";"726.5";"751.1";"";"25";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"13.10.2017 08:30";"25.6";"729.9";"755.5";"";"56";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"12.10.2017 17:30";"28.4";"728.6";"753.9";"";"56";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"12.10.2017 08:30";"28.2";"731.4";"756.8";"";"59";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"11.10.2017 17:30";"33.8";"729.5";"754.4";"";"34";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"11.10.2017 08:30";"27.4";"731.2";"756.6";"";"57";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.1";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"10.10.2017 17:30";"34.8";"728.4";"753.1";"";"29";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"37.1";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"10.10.2017 08:30";"27.4";"731.2";"756.6";"";"51";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.3";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"09.10.2017 17:30";"34.8";"729.1";"753.9";"";"29";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"36.7";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"09.10.2017 08:30";"28.6";"731.3";"756.7";"";"48";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"20.9";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"08.10.2017 17:30";"35.2";"728.8";"753.5";"";"24";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"37.1";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"08.10.2017 08:30";"30.4";"732.2";"757.4";"";"51";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"07.10.2017 17:30";"35.4";"729.0";"753.7";"";"31";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"07.10.2017 08:30";"25.4";"732.4";"758.1";"";"57";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"21.1";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"06.10.2017 17:30";"35.8";"730.2";"754.9";"";"29";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"37.1";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"05.10.2017 17:30";"35.8";"730.2";"754.9";"";"27";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"05.10.2017 08:30";"29.8";"732.6";"757.9";"";"49";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.7";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"04.10.2017 17:30";"36.8";"730.1";"754.7";"";"27";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"38.7";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"03.10.2017 17:30";"36.8";"729.2";"753.8";"";"24";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"03.10.2017 08:30";"28.4";"731.9";"757.3";"";"42";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"21.9";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"02.10.2017 17:30";"37.2";"728.5";"753.0";"";"25";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"02.10.2017 08:30";"29.6";"730.9";"756.1";"";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.1";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"01.10.2017 17:30";"36.8";"728.6";"753.2";"";"26";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.7";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"01.10.2017 08:30";"29.8";"732.4";"757.7";"";"39";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"22.3";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"30.09.2017 17:30";"38.2";"729.7";"754.2";"";"22";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"39.1";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"30.09.2017 08:30";"30.0";"731.8";"757.0";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.3";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"29.09.2017 08:30";"24.4";"729.4";"755.0";"";"52";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"22.3";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"28.09.2017 17:30";"36.8";"727.8";"752.4";"";"24";"Wind blowing from the west-northwest";"1";"";"";"40%.";" ";"";"";"";"38.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.9";"";"";"";"";"";"";
"28.09.2017 08:30";"29.6";"730.1";"755.3";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"27.09.2017 17:30";"35.4";"728.1";"752.8";"";"30";"Wind blowing from the west-northwest";"1";"";"";"50%.";" ";"";"";"";"38.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.3";"";"";"";"";"";"";
"27.09.2017 08:30";"29.6";"731.1";"756.4";"";"54";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.1";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"26.09.2017 17:30";"35.6";"728.7";"753.4";"";"39";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"38.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.7";"";"";"";"";"";"";
"26.09.2017 08:30";"28.6";"730.9";"756.2";"";"59";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.9";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"25.09.2017 17:30";"37.2";"727.9";"752.4";"";"37";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"38.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.3";"";"";"";"";"";"";
"25.09.2017 08:30";"29.4";"730.5";"755.8";"";"64";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"24.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"24.09.2017 17:30";"35.8";"729.3";"754.0";"";"40";"Wind blowing from the west-northwest";"1";"";"";"40%.";" ";"";"";"";"37.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.0";"";"";"";"";"";"";
"24.09.2017 08:30";"27.8";"731.4";"756.8";"";"76";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.7";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"23.09.2017 17:30";"31.2";"728.7";"753.7";"";"62";"Wind blowing from the east-northeast";"1";"";"";"40%.";" ";"";"";"";"33.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"23.09.2017 08:30";"25.8";"729.4";"754.9";"";"82";"Wind blowing from the west-northwest";"1";"";"";"60%.";" ";"";"";"23.7";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"22.09.2017 17:30";"32.8";"726.1";"750.9";"";"54";"Wind blowing from the north-northeast";"1";"";"";"40%.";" ";"";"";"";"34.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"22.09.2017 08:30";"30.4";"728.0";"753.1";"";"63";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"25.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"21.09.2017 17:30";"36.4";"724.9";"749.4";"";"31";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"21.09.2017 08:30";"30.8";"727.7";"752.7";"";"57";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"20.09.2017 17:30";"37.2";"732.6";"757.3";"";"26";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"20.09.2017 08:30";"30.6";"727.9";"753.0";"";"34";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"22.9";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"19.09.2017 17:30";"35.8";"726.2";"750.8";"";"35";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
