# Weather station Pilani, India, WMO_ID=42174,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42174&lang=en
#
"Local time in Pilani";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.12.2016 08:30";"14.4";"737.1";"763.9";"";"87";"Wind blowing from the east-southeast";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.8";"";"";"";"";"";"";"1.0";"12.2";"";"";"";"";"";"";
"30.11.2016 17:30";"26.2";"734.8";"760.5";"";"40";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"30.11.2016 08:30";"16.2";"736.8";"763.5";"";"60";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"12.3";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"29.11.2016 08:30";"14.6";"736.0";"762.8";"";"60";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"10.1";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"28.11.2016 17:30";"27.4";"733.9";"759.4";"";"30";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"28.11.2016 08:30";"14.6";"735.6";"762.4";"";"64";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"27.11.2016 17:30";"26.8";"734.1";"759.7";"";"32";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"27.11.2016 08:30";"14.2";"729.4";"756.0";"";"66";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"11.1";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"26.11.2016 17:30";"28.4";"734.2";"759.7";"";"35";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"26.11.2016 08:30";"14.4";"736.1";"762.9";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"11.3";"";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"25.11.2016 17:30";"27.2";"733.4";"758.9";"";"30";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"25.11.2016 08:30";"13.8";"737.0";"763.9";"";"67";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"24.11.2016 17:30";"26.2";"734.3";"760.0";"";"44";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"27.7";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"24.11.2016 08:30";"15.6";"736.8";"763.5";"";"69";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"11.1";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"23.11.2016 17:30";"26.2";"733.7";"759.3";"";"50";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"29.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.0";"";"";"";"";"";"";
"23.11.2016 08:30";"14.2";"735.0";"761.8";"";"67";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"11.3";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"22.11.2016 17:30";"27.8";"733.0";"758.5";"";"42";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"22.11.2016 08:30";"16.8";"735.5";"762.1";"";"53";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"21.11.2016 17:30";"26.2";"733.2";"758.8";"";"57";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"21.11.2016 08:30";"16.2";"735.9";"762.5";"";"58";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"11.7";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"20.11.2016 17:30";"31.2";"732.6";"757.8";"";"31";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"20.11.2016 08:30";"19.0";"734.2";"760.5";"";"46";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"19.11.2016 17:30";"30.4";"732.1";"757.3";"";"28";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"19.11.2016 08:30";"15.2";"734.5";"761.2";"";"57";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"4.0";"6.6";"";"";"";"";"";"";
"18.11.2016 08:30";"12.4";"737.4";"764.4";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"9.9";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"17.11.2016 17:30";"26.2";"736.1";"761.8";"";"41";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"17.11.2016 08:30";"13.4";"";"";"";"69";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"16.11.2016 17:30";"27.4";"735.9";"761.5";"";"31";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"28.1";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"16.11.2016 08:30";"13.4";"737.6";"764.5";"";"80";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"15.11.2016 17:30";"21.2";"735.2";"761.3";"";"62";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"27.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.6";"";"";"";"";"";"";
"15.11.2016 08:30";"13.8";"737.3";"764.2";"";"78";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"11.7";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"14.11.2016 17:30";"27.2";"734.8";"760.4";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"14.11.2016 08:30";"15.4";"737.4";"764.1";"";"81";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"12.1";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"13.11.2016 17:30";"28.6";"731.7";"757.1";"";"42";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"13.11.2016 08:30";"14.2";"737.4";"764.3";"";"80";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"12.1";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"12.11.2016 17:30";"29.2";"733.4";"758.8";"";"38";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"12.11.2016 08:30";"18.8";"735.7";"762.1";"";"63";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.9";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"11.11.2016 17:30";"30.2";"732.9";"758.2";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.3";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"11.11.2016 08:30";"17.6";"735.0";"761.5";"";"56";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"12.9";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"10.11.2016 17:30";"31.6";"733.6";"758.8";"";"28";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"33.7";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"10.11.2016 08:30";"17.4";"735.5";"762.0";"";"74";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"09.11.2016 17:30";"30.8";"734.2";"759.5";"";"32";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"09.11.2016 08:30";"17.8";"736.5";"763.0";"";"50";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"12.3";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"08.11.2016 17:30";"26.6";"734.5";"760.1";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"08.11.2016 08:30";"14.8";"735.8";"762.6";"";"79";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"11.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"11.1";"";"";"";"";"";"";
"07.11.2016 17:30";"25.4";"733.8";"759.5";"";"44";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"29.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.2";"";"";"";"";"";"";
"07.11.2016 08:30";"15.2";"735.1";"761.8";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"06.11.2016 17:30";"23.4";"731.8";"757.6";"";"69";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"05.11.2016 08:30";"17.6";"733.8";"760.2";"";"62";"Wind blowing from the south-southwest";"16";"";"";"40%.";" ";"";"";"14.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.1";"";"";"";"";"";"";
"04.11.2016 17:30";"23.6";"732.5";"758.3";"";"72";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"04.11.2016 08:30";"17.6";"735.7";"762.2";"";"79";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"13.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.8";"";"";"";"";"";"";
"03.11.2016 17:30";"27.8";"735.3";"760.9";"";"53";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"30.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.3";"";"";"";"";"";"";
"02.11.2016 17:30";"28.8";"735.0";"760.5";"";"50";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"30.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.4";"";"";"";"";"";"";
"02.11.2016 08:30";"19.2";"737.5";"763.9";"";"68";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"14.8";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"13.2";"";"";"";"";"";"";
"01.11.2016 17:30";"27.4";"735.4";"761.0";"";"49";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"30.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.7";"";"";"";"";"";"";
"01.11.2016 08:30";"18.8";"737.8";"764.2";"";"68";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"15.1";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"31.10.2016 08:30";"20.2";"738.1";"764.4";"";"59";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"30.10.2016 17:30";"32.8";"734.4";"759.5";"";"28";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"34.3";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"30.10.2016 08:30";"20.2";"735.9";"762.1";"";"61";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"15.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.4";"";"";"";"";"";"";
"29.10.2016 08:30";"20.6";"733.5";"759.6";"";"58";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.3";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"28.10.2016 08:30";"20.0";"735.4";"761.7";"";"57";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.9";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"27.10.2016 17:30";"31.6";"734.1";"759.3";"";"27";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"27.10.2016 08:30";"20.4";"736.7";"763.0";"";"68";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"16.1";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"26.10.2016 17:30";"31.2";"732.7";"757.9";"";"25";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.1";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"26.10.2016 08:30";"24.8";"733.6";"759.4";"";"58";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"19.1";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"25.10.2016 17:30";"31.8";"730.3";"755.3";"";"35";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"33.7";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"25.10.2016 08:30";"23.6";"732.3";"758.1";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"24.10.2016 17:30";"32.4";"729.7";"754.7";"";"37";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"24.10.2016 08:30";"24.6";"732.3";"758.0";"";"51";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.3";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"23.10.2016 17:30";"32.6";"730.5";"755.5";"";"26";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"23.10.2016 08:30";"24.4";"733.2";"759.0";"";"49";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.1";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"22.10.2016 17:30";"31.2";"730.9";"756.0";"";"34";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"35.3";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"22.10.2016 08:30";"24.8";"732.8";"758.5";"";"55";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"19.1";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"21.10.2016 17:30";"33.4";"730.2";"755.1";"";"38";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"21.10.2016 08:30";"22.4";"732.3";"758.2";"";"57";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"18.7";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"20.10.2016 17:30";"33.2";"729.1";"754.0";"";"30";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"20.10.2016 08:30";"24.8";"731.5";"757.2";"";"43";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"19.10.2016 17:30";"33.8";"730.0";"754.9";"";"30";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"19.10.2016 08:30";"23.8";"732.4";"758.2";"";"69";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"18.1";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"18.10.2016 17:30";"34.2";"730.4";"755.2";"";"30";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"18.10.2016 08:30";"23.4";"732.7";"758.5";"";"54";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"17.10.2016 17:30";"33.4";"731.4";"756.4";"";"31";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"17.10.2016 08:30";"24.4";"733.4";"759.2";"";"55";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"19.1";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"16.10.2016 17:30";"33.8";"732.3";"757.2";"";"35";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"35.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.5";"";"";"";"";"";"";
"16.10.2016 08:30";"24.4";"734.0";"759.8";"";"57";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"15.10.2016 08:30";"23.6";"733.4";"759.3";"";"55";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"18.9";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"14.10.2016 17:30";"33.4";"730.8";"755.7";"";"24";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"13.10.2016 08:30";"26.4";"732.3";"757.9";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.9";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"12.10.2016 17:30";"33.4";"728.6";"753.5";"";"30";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.7";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"12.10.2016 08:30";"23.6";"730.5";"756.3";"";"61";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.3";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"11.10.2016 17:30";"35.4";"728.7";"753.4";"";"26";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"36.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.0";"";"";"";"";"";"";
"11.10.2016 08:30";"23.2";"731.0";"756.8";"";"80";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"21.7";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"10.10.2016 17:30";"34.4";"728.3";"753.1";"";"36";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.3";"";"";"";"";"";"";
"10.10.2016 08:30";"25.2";"730.2";"755.8";"";"61";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"23.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.2";"";"";"";"";"";"";
"09.10.2016 08:30";"25.6";"730.2";"755.8";"";"73";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"08.10.2016 17:30";"35.2";"728.1";"752.8";"";"37";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"08.10.2016 08:30";"30.6";"731.7";"756.9";"";"59";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"07.10.2016 17:30";"32.8";"728.7";"753.6";"";"62";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"35.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"06.10.2016 17:30";"33.2";"728.8";"753.7";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"06.10.2016 08:30";"26.4";"731.2";"756.7";"";"87";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"23.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"05.10.2016 08:30";"25.6";"729.1";"754.6";"";"89";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"23.5";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"04.10.2016 17:30";"24.2";"735.1";"761.0";"";"91";"Wind blowing from the north-northeast";"2";"";"";"60%.";" ";"";"";"";"36.9";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"04.10.2016 08:30";"29.4";"729.9";"755.1";"";"74";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"26.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"03.10.2016 17:30";"29.6";"729.3";"754.5";"";"70";"Wind blowing from the west-northwest";"2";"";"";"60%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"03.10.2016 08:30";"28.8";"731.8";"757.1";"";"79";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"27.5";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"02.10.2016 17:30";"33.8";"729.3";"754.1";"";"55";"Wind blowing from the east-northeast";"1";"";"";"50%.";" ";"";"";"";"35.4";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"02.10.2016 08:30";"30.2";"732.9";"758.2";"";"74";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"27.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.1";"";"";"";"";"";"";
"01.10.2016 08:30";"29.8";"731.1";"756.3";"";"72";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"26.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"30.09.2016 17:30";"34.4";"727.3";"752.0";"0.0";"54";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
