# Weather station Sikar, India, WMO_ID=42249,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42249&lang=en
#
"Local time in Sikar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.11.2017 08:30";"19.2";"724.6";"761.8";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"31.10.2017 17:30";"30.0";"721.1";"756.8";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"5.2";"";"";"";"";"";"";
"31.10.2017 08:30";"20.6";"723.8";"760.8";"";"36";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"4.9";"";"";"";"";"";"";
"30.10.2017 17:30";"29.8";"722.1";"757.9";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"30.10.2017 08:30";"21.0";"725.3";"762.4";"";"51";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"29.10.2017 17:30";"30.0";"721.1";"756.8";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"29.10.2017 08:30";"31.0";"725.0";"760.8";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"28.10.2017 08:30";"19.8";"723.7";"760.8";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"27.10.2017 17:30";"31.0";"721.0";"756.6";"";"23";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.7";"";"";"";"";"";"";
"27.10.2017 08:30";"22.4";"724.0";"760.8";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"5.8";"";"";"";"";"";"";
"26.10.2017 17:30";"32.0";"721.5";"757.0";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"6.5";"";"";"";"";"";"";
"26.10.2017 08:30";"21.6";"723.9";"760.8";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"25.10.2017 17:30";"13.6";"719.4";"757.1";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"25.10.2017 08:30";"17.6";"724.0";"761.4";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"24.10.2017 17:30";"32.6";"721.0";"756.4";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"24.10.2017 08:30";"20.0";"721.8";"758.8";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"23.10.2017 17:30";"32.2";"718.7";"754.0";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"5.7";"";"";"";"";"";"";
"22.10.2017 08:30";"24.8";"718.7";"754.9";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"21.10.2017 17:30";"33.0";"717.0";"752.2";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"21.10.2017 08:30";"22.6";"720.1";"756.7";"";"41";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"20.10.2017 17:30";"34.0";"717.8";"752.9";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"20.10.2017 08:30";"26.0";"720.2";"756.4";"";"48";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"19.10.2017 17:30";"33.4";"718.5";"753.7";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"19.10.2017 08:30";"19.4";"720.9";"757.9";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"18.10.2017 17:30";"33.0";"718.8";"754.0";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"18.10.2017 08:30";"21.0";"720.8";"757.6";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"17.10.2017 17:30";"33.6";"718.4";"753.6";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"17.10.2017 08:30";"21.0";"720.3";"757.1";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"16.10.2017 17:30";"34.6";"716.6";"751.6";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"16.10.2017 08:30";"27.4";"720.1";"756.1";"";"30";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"15.10.2017 17:30";"34.8";"716.5";"751.4";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"15.10.2017 08:30";"27.4";"718.7";"754.6";"";"39";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"14.10.2017 17:30";"34.0";"715.8";"750.8";"";"19";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"14.10.2017 08:30";"27.0";"719.2";"755.2";"";"37";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"13.10.2017 17:30";"34.0";"715.8";"750.8";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"13.10.2017 08:30";"24.0";"718.9";"755.2";"";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"12.10.2017 08:30";"25.0";"720.2";"756.5";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"11.10.2017 17:30";"34.6";"717.3";"752.3";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"11.10.2017 08:30";"27.0";"720.6";"756.7";"";"43";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"10.10.2017 17:30";"34.6";"717.1";"752.1";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"10.10.2017 08:30";"23.0";"719.9";"756.4";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"09.10.2017 17:30";"34.6";"717.2";"752.2";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"09.10.2017 08:30";"26.6";"720.3";"756.4";"";"42";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"08.10.2017 17:30";"34.6";"717.2";"752.2";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"08.10.2017 08:30";"25.0";"723.0";"759.4";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"07.10.2017 17:30";"35.0";"718.3";"753.3";"";"25";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"07.10.2017 08:30";"25.0";"721.7";"758.1";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"06.10.2017 17:30";"34.8";"718.3";"753.3";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"05.10.2017 17:30";"35.0";"718.2";"753.2";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"05.10.2017 08:30";"25.6";"721.1";"757.4";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"04.10.2017 17:30";"35.2";"718.2";"753.2";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"03.10.2017 17:30";"35.2";"717.6";"752.5";"";"23";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"03.10.2017 08:30";"26.6";"720.6";"756.7";"";"42";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"02.10.2017 17:30";"35.2";"717.2";"752.1";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"02.10.2017 08:30";"27.0";"719.8";"755.8";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"01.10.2017 17:30";"35.2";"717.9";"752.8";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"01.10.2017 08:30";"26.6";"720.6";"756.7";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"30.09.2017 17:30";"35.0";"718.5";"753.5";"";"33";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"30.09.2017 08:30";"28.0";"720.5";"756.4";"";"39";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"29.09.2017 17:30";"34.0";"716.0";"751.0";"";"30";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"29.09.2017 08:30";"28.0";"718.6";"754.4";"";"43";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"28.09.2017 17:30";"35.2";"716.7";"751.6";"";"37";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"28.09.2017 08:30";"27.8";"719.7";"755.6";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"27.09.2017 17:30";"35.0";"717.4";"752.3";"";"38";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"37.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.7";"";"";"";"";"";"";
"27.09.2017 08:30";"27.6";"719.6";"755.5";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"26.09.2017 17:30";"34.4";"717.5";"752.5";"";"39";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.5";"";"";"";"";"";"";
"26.09.2017 08:30";"26.6";"";"755.7";"";"64";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"25.09.2017 17:30";"34.2";"";"752.5";"";"39";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"36.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.4";"";"";"";"";"";"";
"25.09.2017 08:30";"27.6";"";"755.3";"";"59";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.9";"";"";"";"";"";"";
"24.09.2017 17:30";"34.6";"";"753.1";"";"38";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.4";"";"";"";"";"";"";
"24.09.2017 08:30";"26.8";"";"755.7";"";"62";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"23.09.2017 17:30";"34.0";"";"750.5";"";"41";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.8";"";"";"";"";"";"";
"23.09.2017 08:30";"28.2";"";"753.7";"";"56";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.7";"";"";"";"";"";"";
"22.09.2017 17:30";"34.0";"";"749.1";"";"35";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.4";"";"";"";"";"";"";
"22.09.2017 08:30";"28.2";"";"752.8";"";"66";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.3";"";"";"";"";"";"";
"21.09.2017 17:30";"35.0";"";"751.0";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"26.1";"";"";"";"";"";"";
"21.09.2017 08:30";"28.0";"";"752.9";"";"47";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"20.09.2017 17:30";"35.0";"";"749.5";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"20.09.2017 08:30";"28.4";"";"753.1";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"19.09.2017 17:30";"35.2";"";"751.0";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"19.09.2017 08:30";"27.6";"718.0";"753.9";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.9";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"18.09.2017 17:30";"35.0";"716.1";"751.0";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"18.09.2017 08:30";"27.0";"718.5";"754.5";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"14.09.2017 17:30";"33.0";"716.9";"752.0";"";"47";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"14.09.2017 08:30";"25.0";"720.1";"756.4";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.0";"";"";"";"";"";"";
"13.09.2017 08:30";"28.2";"720.0";"755.9";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"12.09.2017 17:30";"34.0";"717.2";"752.2";"";"43";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"37.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.9";"";"";"";"";"";"";
"12.09.2017 08:30";"27.4";"719.5";"755.5";"";"69";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.3";"";"";"";"";"";"";
"11.09.2017 17:30";"30.2";"717.9";"753.4";"";"54";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"37.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.9";"";"";"";"";"";"";
"10.09.2017 17:30";"35.0";"717.1";"752.0";"";"43";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"10.09.2017 08:30";"28.2";"718.5";"754.3";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"09.09.2017 17:30";"32.0";"717.5";"752.8";"";"53";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.3";"";"";"";"";"";"";
"09.09.2017 08:30";"27.4";"719.1";"755.0";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"08.09.2017 08:30";"27.2";"718.8";"754.7";"";"72";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"07.09.2017 17:30";"31.0";"716.4";"751.8";"";"59";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"07.09.2017 08:30";"26.4";"718.4";"754.4";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"06.09.2017 17:30";"29.4";"716.4";"752.0";"";"62";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.4";"";"";"";"";"";"";
"06.09.2017 08:30";"25.6";"716.9";"752.9";"";"79";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"05.09.2017 17:30";"32.0";"716.1";"751.3";"";"52";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"05.09.2017 08:30";"25.4";"717.4";"753.5";"";"81";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"04.09.2017 17:30";"32.0";"716.1";"751.3";"";"55";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"04.09.2017 08:30";"25.4";"717.4";"753.5";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"03.09.2017 17:30";"21.2";"713.9";"750.3";"";"";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"";"";"";"";"";"";"";
"03.09.2017 08:30";"25.0";"716.2";"752.3";"";"93";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.7";"";"";"";"";"";"";
"02.09.2017 17:30";"29.0";"714.3";"749.8";"";"67";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.3";"";"";"";"";"";"";
"02.09.2017 08:30";"25.0";"716.1";"752.2";"";"89";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.1";"";"";"";"";"";"";
"01.09.2017 08:30";"25.0";"715.9";"752.0";"";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.9";"";"";"";"";"";"";
"31.08.2017 17:30";"25.6";"713.9";"749.8";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"29.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.9";"";"";"";"";"";"";
"31.08.2017 08:30";"26.6";"715.2";"751.0";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.1";"";"";"";"";"";"";
"30.08.2017 08:30";"26.8";"714.0";"749.8";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.2";"";"";"";"";"";"";
"29.08.2017 17:30";"27.6";"711.9";"747.5";"";"77";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.2";"";"";"";"";"";"";
"29.08.2017 08:30";"27.0";"714.5";"750.3";"";"84";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"28.08.2017 17:30";"32.0";"711.8";"746.8";"";"54";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.7";"";"";"";"";"";"";
