# Weather station Sikar, India, WMO_ID=42249,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42249&lang=en
#
"Local time in Sikar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.08.2016 08:30";"26.0";"715.8";"751.7";"";"89";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"25.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"2.0";"24.0";"";"";"";"";"";"";
"23.08.2016 17:30";"32.0";"715.1";"750.3";"";"72";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"";"34.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.4";"";"";"";"";"";"";
"23.08.2016 08:30";"";"";"752.3";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"24.9";"";"";"";"";"";"";
"22.08.2016 08:30";"26.8";"716.6";"752.5";"";"83";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.6";"";"";"";"";"";"";
"21.08.2016 17:30";"26.2";"713.1";"748.9";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.5";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"";"";"4.0";"24.5";"";"";"";"";"";"";
"20.08.2016 17:30";"31.8";"713.5";"748.6";"";"59";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.5";"";"";"600-1000";"";"";"2.0";"22.7";"";"";"";"";"";"";
"20.08.2016 08:30";"27.8";"714.7";"750.4";"";"93";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.5";"";"";"";"";"";"";
"19.08.2016 17:30";"32.0";"713.5";"748.6";"";"74";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"19.08.2016 08:30";"28.0";"714.8";"750.4";"";"89";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"18.08.2016 08:30";"27.0";"714.6";"750.4";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"17.08.2016 17:30";"31.0";"713.2";"748.4";"";"66";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"4.0";"23.8";"";"";"";"";"";"";
"16.08.2016 17:30";"31.8";"713.2";"748.3";"";"67";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"16.08.2016 08:30";"27.0";"714.0";"749.7";"";"78";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"4.0";"22.8";"";"";"";"";"";"";
"15.08.2016 08:30";"37.0";"716.3";"751.0";"";"43";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"14.08.2016 17:30";"32.0";"713.9";"749.0";"";"62";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"14.08.2016 08:30";"27.0";"716.4";"752.2";"";"77";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"4.0";"22.6";"";"";"";"";"";"";
"13.08.2016 17:30";"31.0";"714.1";"749.4";"";"72";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.5";"";"";"600-1000";"";"";"2.0";"25.4";"";"";"";"";"";"";
"13.08.2016 08:30";"27.0";"716.6";"752.5";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.8";"";"";"";"";"";"";
"12.08.2016 17:30";"30.2";"715.8";"751.2";"";"74";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.5";"";"";"600-1000";"";"";"4.0";"25.1";"";"";"";"";"";"";
"12.08.2016 08:30";"25.4";"717.6";"753.7";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"11.08.2016 17:30";"28.8";"714.0";"749.5";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"29.0";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"11.08.2016 08:30";"25.2";"715.4";"751.4";"";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"4.0";"23.1";"";"";"";"";"";"";
"10.08.2016 08:30";"26.8";"714.3";"750.1";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"4.0";"25.1";"";"";"";"";"";"";
"09.08.2016 17:30";"30.0";"711.9";"747.2";"";"77";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.5";"";"";"";"";"";"";
"09.08.2016 08:30";"27.8";"714.4";"750.0";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.4";"";"";"";"";"";"";
"07.08.2016 17:30";"34.6";"713.3";"748.1";"";"56";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"35.5";"";"";"600-1000";"";"";"4.0";"24.7";"";"";"";"";"";"";
"07.08.2016 08:30";"30.0";"714.4";"749.8";"";"75";"Wind blowing from the east";"3";"";"";"50%.";" ";"";"";"27.0";"";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"06.08.2016 17:30";"32.0";"713.2";"748.3";"";"64";"Wind blowing from the east-southeast";"2";"";"";"50%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"4.0";"24.3";"";"";"";"";"";"";
"06.08.2016 08:30";"31.0";"711.2";"746.3";"";"66";"Wind blowing from the east";"3";"";"";"50%.";" ";"";"";"27.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"05.08.2016 17:30";"30.8";"711.9";"747.1";"";"68";"Wind blowing from the east-southeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"24.3";"";"";"";"";"";"";
"05.08.2016 08:30";"30.4";"714.5";"749.8";"";"76";"Wind blowing from the east-southeast";"2";"";"";"20–30%.";" ";"";"";"27.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.6";"";"";"";"";"";"";
"04.08.2016 17:30";"30.8";"712.7";"747.9";"";"70";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"2.0";"24.8";"";"";"";"";"";"";
"04.08.2016 08:30";"27.8";"714.0";"749.6";"";"84";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"2.0";"24.9";"";"";"";"";"";"";
"03.08.2016 17:30";"28.0";"712.1";"747.6";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"23.7";"";"";"";"";"";"";
"03.08.2016 08:30";"27.8";"713.7";"749.3";"";"84";"Wind blowing from the east-southeast";"2";"";"";"70 – 80%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"4.0";"24.9";"";"";"";"";"";"";
"02.08.2016 17:30";"25.0";"711.4";"747.2";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"23.5";"";"";"";"";"";"";
"02.08.2016 08:30";"26.8";"713.5";"749.2";"";"84";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"2.0";"23.9";"";"";"";"";"";"";
"01.08.2016 17:30";"27.0";"712.6";"748.3";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"22.9";"";"";"";"";"";"";
"01.08.2016 08:30";"28.0";"714.2";"749.8";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"31.07.2016 17:30";"31.0";"714.9";"750.2";"";"67";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"2.0";"24.2";"";"";"";"";"";"";
"31.07.2016 08:30";"27.0";"715.9";"751.7";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"30.07.2016 17:30";"31.0";"714.9";"750.2";"";"69";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"34.0";"Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"Altocumulus translucidus at a single level.";"";"2.0";"24.7";"";"";"";"";"";"";
"30.07.2016 08:30";"26.8";"715.9";"751.7";"";"93";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"2.0";"25.6";"";"";"";"";"";"";
"29.07.2016 17:30";"28.2";"713.9";"749.5";"";"81";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"29.07.2016 08:30";"26.0";"716.0";"751.9";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.1";"";"";"";"";"";"";
"28.07.2016 17:30";"27.0";"714.9";"750.7";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"25.0";"";"";"";"";"";"";
"28.07.2016 08:30";"26.8";"716.6";"752.5";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.2";"";"";"";"";"";"";
"27.07.2016 08:30";"29.6";"717.6";"753.2";"";"80";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"26.4";"";"";"";"600-1000";"";"";"4.0";"25.8";"";"";"";"";"";"";
"26.07.2016 17:30";"32.0";"714.2";"749.3";"";"67";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"26.07.2016 08:30";"31.6";"717.2";"752.5";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"25.07.2016 17:30";"31.8";"714.3";"749.5";"";"61";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"36.0";"";"";"600-1000";"";"";"4.0";"23.4";"";"";"";"";"";"";
"25.07.2016 08:30";"29.8";"717.2";"752.7";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"24.07.2016 17:30";"32.0";"713.8";"748.9";"";"62";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"";"36.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.7";"";"";"";"";"";"";
"24.07.2016 08:30";"29.4";"717.6";"753.2";"";"75";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"23.07.2016 17:30";"35.6";"713.7";"748.4";"";"49";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"23.07.2016 08:30";"29.8";"716.2";"751.7";"";"60";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"22.07.2016 08:30";"30.0";"715.7";"751.2";"";"65";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"21.07.2016 08:30";"29.8";"717.0";"752.5";"";"63";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"20.07.2016 17:30";"35.6";"714.6";"749.3";"";"47";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"20.07.2016 08:30";"28.8";"717.0";"752.7";"";"72";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"19.07.2016 17:30";"34.0";"714.9";"749.8";"";"50";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"19.07.2016 08:30";"28.0";"";"752.2";"";"78";"Wind blowing from the south-west";"3";"";"";"60%.";" ";"";"";"24.5";"";"";"";"600-1000";"";"";"4.0";"23.7";"";"";"";"";"";"";
"18.07.2016 08:30";"28.0";"";"752.7";"";"87";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"24.5";"";"";"";"600-1000";"";"";"2.0";"25.6";"";"";"";"";"";"";
"17.07.2016 17:30";"27.2";"";"749.7";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"24.2";"";"";"";"";"";"";
"17.07.2016 08:30";"27.0";"";"752.3";"";"84";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"2.0";"24.1";"";"";"";"";"";"";
"16.07.2016 17:30";"27.0";"";"749.7";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"29.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.1";"";"";"";"";"";"";
"16.07.2016 08:30";"27.0";"";"750.4";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"";"";"2.0";"24.7";"";"";"";"";"";"";
"15.07.2016 17:30";"30.0";"";"748.7";"";"75";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.5";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"15.07.2016 08:30";"28.8";"";"751.3";"";"76";"Wind blowing from the north-northwest";"1";"";"";"100%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"14.07.2016 17:30";"31.6";"";"748.2";"";"66";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"35.5";"Stratocumulus cumulogenitus.";"100%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.5";"";"";"";"";"";"";
"13.07.2016 08:30";"29.8";"";"750.4";"";"80";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"12.07.2016 17:30";"31.0";"";"747.7";"";"72";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.0";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"12.07.2016 08:30";"28.0";"714.9";"750.5";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"4.0";"23.9";"";"";"";"";"";"";
"11.07.2016 08:30";"29.8";"713.9";"749.3";"";"66";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"27.5";"";"";"";"1000-1500";"";"";"4.0";"22.8";"";"";"";"";"";"";
"10.07.2016 17:30";"30.0";"710.7";"745.9";"";"69";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"36.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.7";"";"";"";"";"";"";
"09.07.2016 17:30";"";"";"747.4";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"37.5";"";"";"600-1000";"";"";"2.0";"";"";"";"";"";"";"";
"09.07.2016 08:30";"31.0";"713.0";"748.2";"";"63";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"08.07.2016 17:30";"37.4";"711.2";"745.6";"";"43";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"38.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"08.07.2016 08:30";"30.4";"715.4";"750.8";"";"69";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"07.07.2016 08:30";"31.6";"714.6";"749.8";"";"62";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"05.07.2016 17:30";"37.0";"711.2";"745.6";"";"42";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"05.07.2016 08:30";"29.8";"";"749.6";"";"69";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"04.07.2016 17:30";"36.2";"";"745.6";"";"46";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"36.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.7";"";"";"";"";"";"";
"04.07.2016 08:30";"28.4";"";"750.1";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"03.07.2016 17:30";"29.4";"";"745.0";"";"71";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"31.5";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"03.07.2016 08:30";"24.0";"";"749.8";"";"98";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"21.5";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"23.7";"";"";"";"";"";"";
"02.07.2016 17:30";"30.0";"";"747.7";"";"74";"Wind blowing from the east-southeast";"3";"";"";"100%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.8";"";"";"";"";"";"";
"02.07.2016 08:30";"26.6";"";"749.3";"";"80";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"4.0";"22.8";"";"";"";"";"";"";
"01.07.2016 17:30";"37.6";"";"745.6";"";"46";"Wind blowing from the west-southwest";"3";"";"";"60%.";" ";"";"";"";"40.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.0";"";"";"";"";"";"";
"01.07.2016 08:30";"29.2";"";"750.8";"";"81";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"27.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"25.6";"";"";"";"";"";"";
"30.06.2016 17:30";"40.2";"";"746.8";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"30.06.2016 08:30";"35.0";"";"750.9";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"29.06.2016 08:30";"34.6";"";"751.9";"";"59";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"28.06.2016 17:30";"34.0";"";"749.2";"";"51";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"38.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.4";"";"";"";"";"";"";
"28.06.2016 08:30";"29.0";"716.0";"751.6";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"27.06.2016 17:30";"34.6";"713.1";"747.9";"";"46";"Wind blowing from the north";"6";"";"";"70 – 80%.";" ";"";"";"";"41.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"27.06.2016 08:30";"31.6";"714.9";"750.1";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"25.06.2016 08:30";"32.6";"716.5";"751.7";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"24.06.2016 17:30";"35.0";"713.5";"748.3";"";"41";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"41.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.7";"";"";"";"";"";"";
"24.06.2016 08:30";"32.0";"716.9";"752.2";"";"54";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"23.06.2016 08:30";"32.6";"716.8";"752.0";"";"61";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"22.06.2016 08:30";"29.8";"716.4";"751.9";"";"69";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"21.06.2016 17:30";"31.8";"713.7";"748.8";"";"59";"Wind blowing from the north-east";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.9";"";"";"";"";"";"";
"21.06.2016 08:30";"33.0";"715.4";"750.5";"";"52";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"20.06.2016 08:30";"34.0";"716.5";"751.5";"";"52";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"28.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"19.06.2016 17:30";"43.0";"714.1";"748.0";"";"26";"Wind blowing from the north-east";"3";"";"";"70 – 80%.";" ";"";"";"";"43.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.9";"";"";"";"";"";"";
"19.06.2016 08:30";"34.8";"716.5";"751.4";"";"48";"Wind blowing from the east-southeast";"3";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"18.06.2016 17:30";"41.8";"714.1";"748.1";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"17.06.2016 08:30";"34.0";"715.9";"750.9";"";"45";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"16.06.2016 17:30";"40.0";"712.9";"747.1";"";"26";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"16.06.2016 08:30";"32.0";"715.5";"750.7";"";"45";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"15.06.2016 08:30";"34.0";"715.9";"750.9";"";"41";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"14.06.2016 17:30";"38.0";"712.7";"747.1";"";"31";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
