# Weather station Udaipur-Dabok, India, WMO_ID=42542,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42542&lang=en
#
"Local time in Udaipur-Dabok";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.01.2015 17:30";"21.0";"718.9";"762.5";"";"37";"Wind blowing from the north-east";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"22.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"5.7";"";"";"";"";"";"";
"04.01.2015 11:30";"19.4";"721.2";"765.1";"";"54";"Wind blowing from the north";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.7";"";"";"";"";"";"";
"04.01.2015 05:30";"11.6";"718.7";"763.9";"";"84";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"8.9";"";"";"";"";"";"";
"03.01.2015 23:30";"15.6";"719.4";"764.0";"";"88";"Wind blowing from the north-east";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"13.6";"";"";"";"";"";"";
"03.01.2015 17:30";"18.4";"717.1";"761.0";"";"67";"Wind blowing from the east-northeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"20.2";"";"";"";"";"";"2.0";"12.2";"";"";"";"";"";"";
"03.01.2015 11:30";"16.2";"719.7";"764.2";"";"71";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"10.9";"";"";"";"";"";"";
"03.01.2015 05:30";"14.0";"718.4";"763.2";"";"89";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"12.2";"";"";"";"";"";"";
"02.01.2015 23:30";"15.4";"718.9";"763.5";"";"86";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"13.0";"";"";"";"";"";"";
"02.01.2015 17:30";"18.2";"716.7";"760.5";"";"69";"Wind blowing from the north-east";"3";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"20.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"12.4";"";"";"";"";"";"";
"02.01.2015 11:30";"18.8";"718.3";"762.2";"";"61";"Wind blowing from the north-northeast";"3";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.1";"";"";"";"";"";"";
"02.01.2015 05:30";"14.0";"717.0";"761.8";"";"84";"Wind blowing from the north-east";"2";"";"";"40%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"11.3";"";"";"";"";"";"";
"01.01.2015 23:30";"15.0";"718.0";"762.6";"";"90";"Wind blowing from the north-east";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"13.3";"";"";"";"";"";"";
"01.01.2015 17:30";"14.4";"716.0";"760.5";"";"94";"Wind blowing from the north-northeast";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"14.8";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"13.4";"";"";"";"";"";"";
"01.01.2015 11:30";"13.4";"717.8";"760.3";"";"89";"Wind blowing from the north-east";"2";"";"";"50%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"11.6";"";"";"";"";"";"";
"01.01.2015 05:30";"13.4";"715.0";"759.6";"";"85";"Wind blowing from the north";"4";"";"";"60%.";"Mist. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"10.9";"";"";"";"";"";"";
"31.12.2014 23:30";"13.6";"716.2";"760.9";"";"72";"Wind blowing from the north";"3";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"8.7";"";"";"";"";"";"";
"31.12.2014 17:30";"19.0";"714.2";"757.9";"";"42";"Wind blowing from the north-east";"3";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"20.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"5.9";"";"";"";"";"";"";
"31.12.2014 11:30";"16.6";"716.4";"760.6";"";"48";"Wind blowing from the north-northeast";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"31.12.2014 05:30";"7.0";"715.3";"761.1";"";"73";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"2.5";"";"";"";"";"";"";
"30.12.2014 23:30";"10.0";"715.0";"760.3";"";"64";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"3.5";"";"";"";"";"";"";
"30.12.2014 17:30";"18.0";"713.6";"757.5";"";"36";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"20.2";"";"";"";"";"";"4.0";"2.7";"";"";"";"";"";"";
"30.12.2014 11:30";"16.2";"717.1";"761.4";"";"44";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"4.0";"";"";"";"";"";"";
"30.12.2014 05:30";"5.0";"715.9";"760.5";"";"71";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"0.1";"";"";"";"";"";"";
"29.12.2014 23:30";"8.0";"716.9";"762.6";"";"62";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"1.0";"";"";"";"";"";"";
"29.12.2014 17:30";"19.0";"715.9";"759.5";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"20.4";"";"";"";"";"";"4.0";"2.0";"";"";"";"";"";"";
"29.12.2014 11:30";"18.0";"719.2";"763.3";"";"32";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"0.9";"";"";"";"";"";"";
"29.12.2014 05:30";"4.6";"718.0";"764.3";"";"83";"Wind blowing from the south-southwest";"2";"";"";"40%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"1.9";"";"";"";"";"";"";
"28.12.2014 23:30";"8.4";"719.1";"764.7";"";"77";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"4.6";"";"";"";"";"";"";
"28.12.2014 17:30";"20.4";"717.7";"761.3";"";"25";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"21.4";"";"";"";"";"";"4.0";"-0.2";"";"";"";"";"";"";
"28.12.2014 11:30";"19.0";"720.7";"764.8";"";"34";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.6";"";"";"";"";"";"";
"28.12.2014 05:30";"7.0";"718.6";"764.6";"";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"2.5";"";"";"";"";"";"";
"27.12.2014 23:30";"10.0";"719.1";"764.5";"";"64";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"3.5";"";"";"";"";"";"";
"27.12.2014 17:30";"21.6";"717.9";"761.4";"";"24";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"23.8";"";"";"";"";"";"4.0";"0.0";"";"";"";"";"";"";
"27.12.2014 11:30";"20.4";"719.8";"763.6";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"1.8";"";"";"";"";"";"";
"27.12.2014 05:30";"7.2";"717.7";"763.3";"";"71";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"2.2";"";"";"";"";"";"";
"26.12.2014 23:30";"10.0";"718.6";"764.1";"";"76";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"26.12.2014 17:30";"22.4";"717.6";"760.9";"";"23";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"0.2";"";"";"";"";"";"";
"26.12.2014 11:30";"20.4";"720.4";"764.2";"";"28";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"1.2";"";"";"";"";"";"";
"26.12.2014 05:30";"7.0";"718.9";"764.9";"";"65";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"0.9";"";"";"";"";"";"";
"25.12.2014 23:30";"12.0";"719.8";"765.0";"";"56";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"3.5";"";"";"";"";"";"";
"25.12.2014 17:30";"22.6";"718.5";"761.8";"";"21";"";"3";"";"";"40%.";" ";"";"";"";"24.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"-0.8";"";"";"";"";"";"";
"25.12.2014 11:30";"20.4";"720.7";"764.5";"";"38";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
"25.12.2014 05:30";"9.8";"719.5";"765.0";"";"85";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"7.4";"";"";"";"";"";"";
"24.12.2014 23:30";"12.0";"720.4";"765.7";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"6.4";"";"";"";"";"";"";
"24.12.2014 17:30";"23.0";"718.2";"761.4";"";"34";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"24.2";"";"";"";"";"";"4.0";"6.2";"";"";"";"";"";"";
"24.12.2014 11:30";"19.0";"720.7";"763.9";"";"56";"Wind blowing from the north-east";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"24.12.2014 05:30";"10.0";"718.3";"763.8";"";"76";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"5.9";"";"";"";"";"";"";
"23.12.2014 23:30";"11.0";"718.1";"763.4";"";"77";"Wind blowing from the north-east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"7.0";"";"";"";"";"";"";
"23.12.2014 17:30";"23.4";"715.7";"758.8";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"5.2";"";"";"";"";"";"";
"23.12.2014 11:30";"19.0";"718.2";"762.0";"";"49";"Wind blowing from the north";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"7.9";"";"";"";"";"";"";
"23.12.2014 05:30";"8.0";"715.9";"761.5";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"5.9";"";"";"";"";"";"";
"22.12.2014 23:30";"12.0";"716.5";"761.5";"";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"7.3";"";"";"";"";"";"";
"22.12.2014 17:30";"23.4";"715.0";"758.0";"";"34";"Wind blowing from the south-east";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.2";"";"";"";"";"";"2.0";"6.8";"";"";"";"";"";"";
"22.12.2014 11:30";"19.4";"717.9";"761.5";"";"45";"Wind blowing from the south";"1";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"7.0";"";"";"";"";"";"";
"22.12.2014 05:30";"6.0";"716.4";"762.4";"";"86";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"3.8";"";"";"";"";"";"";
"21.12.2014 23:30";"10.4";"717.8";"763.0";"";"69";"Wind blowing from the west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"5.0";"";"";"";"";"";"";
"21.12.2014 17:30";"21.2";"716.1";"759.4";"";"29";"Wind blowing from the east";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"24.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"2.6";"";"";"";"";"";"";
"21.12.2014 11:30";"19.0";"719.0";"763.0";"";"38";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"4.3";"";"";"";"";"";"";
"21.12.2014 05:30";"5.0";"717.1";"763.3";"";"94";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"4.1";"";"";"";"";"";"";
"20.12.2014 23:30";"8.8";"718.7";"764.3";"";"82";"Wind blowing from the west";"2";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"5.9";"";"";"";"";"";"";
"20.12.2014 17:30";"19.4";"717.8";"761.6";"";"42";"Wind blowing from the east";"1";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"20.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"6.0";"";"";"";"";"";"";
"20.12.2014 11:30";"18.2";"720.8";"764.8";"";"41";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"4.7";"";"";"";"";"";"";
"20.12.2014 05:30";"9.2";"719.5";"765.1";"";"82";"Wind blowing from the west";"2";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"6.3";"";"";"";"";"";"";
"19.12.2014 23:30";"11.4";"721.0";"766.3";"";"73";"Wind blowing from the west";"2";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"6.6";"";"";"";"";"";"";
"19.12.2014 17:30";"20.8";"720.1";"763.9";"";"38";"Wind blowing from the north-east";"1";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"22.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"6.0";"";"";"";"";"";"";
"19.12.2014 11:30";"18.6";"722.5";"766.7";"";"39";"Wind blowing from the east-southeast";"3";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"4.3";"";"";"";"";"";"";
"19.12.2014 05:30";"6.0";"720.7";"766.9";"";"86";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"3.8";"";"";"";"";"";"";
"18.12.2014 23:30";"9.0";"721.4";"767.2";"";"75";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"4.8";"";"";"";"";"";"";
"18.12.2014 17:30";"19.0";"719.6";"763.6";"";"40";"Wind blowing from the north-east";"2";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"20.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"4.9";"";"";"";"";"";"";
"18.12.2014 11:30";"18.6";"721.6";"765.7";"";"36";"Wind blowing from the north-east";"2";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"3.1";"";"";"";"";"";"";
"18.12.2014 05:30";"5.0";"719.8";"766.3";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"2.7";"";"";"";"";"";"";
"17.12.2014 23:30";"9.4";"720.8";"766.3";"";"73";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"4.8";"";"";"";"";"";"";
"17.12.2014 17:30";"20.0";"719.4";"763.3";"";"34";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"21.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"3.6";"";"";"";"";"";"";
"17.12.2014 11:30";"18.6";"722.0";"766.1";"";"36";"Wind blowing from the east";"3";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"3.1";"";"";"";"";"";"";
