# Weather station Chittorgarh, India, WMO_ID=42546,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42546&lang=en
#
"Local time in Chittorgarh";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.01.2017 08:30";"9.8";"725.5";"761.8";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.6";"";"";"";"";"";"";"2.0";"9.4";"";"";"";"";"";"";
"30.01.2017 17:30";"26.4";"723.8";"757.9";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"30.01.2017 08:30";"11.0";"727.1";"763.3";"";"95";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.5";"";"";"";"";"";"";"1.0";"10.2";"";"";"";"";"";"";
"29.01.2017 17:30";"25.4";"725.5";"759.8";"";"57";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"29.01.2017 08:30";"10.0";"728.4";"764.8";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"8.0";"";"";"";"";"";"";"2.0";"10.0";"";"";"";"";"";"";
"28.01.2017 17:30";"21.8";"726.8";"761.6";"";"63";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"23.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"14.3";"";"";"";"";"";"";
"28.01.2017 08:30";"9.6";"729.5";"766.0";"";"100";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"8.0";"";"";"";"";"";"";"2.0";"9.6";"";"";"";"";"";"";
"27.01.2017 17:30";"20.6";"727.1";"762.1";"";"56";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"27.01.2017 08:30";"10.4";"728.3";"764.6";"";"100";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.0";"";"";"";"";"";"";"0.5";"10.4";"";"";"";"";"";"";
"26.01.2017 17:30";"19.0";"725.2";"760.3";"";"83";"Wind blowing from the north-northeast";"2";"";"";"20–30%.";" ";"";"";"";"20.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.0";"";"";"";"";"";"";
"26.01.2017 08:30";"17.0";"726.9";"762.3";"";"82";"Wind blowing from the north-east";"2";"";"";"60%.";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Drizzle.";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"13.8";"";"";"";"";"";"";
"25.01.2017 17:30";"28.8";"725.2";"759.1";"";"51";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"30.3";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"25.01.2017 08:30";"17.2";"727.5";"762.9";"";"90";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.5";"";"";"";"";"";"";
"24.01.2017 17:30";"28.6";"725.5";"759.5";"";"58";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"29.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"19.5";"";"";"";"";"";"";
"24.01.2017 08:30";"13.6";"728.1";"764.0";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"12.4";"";"";"";"";"";"";"0.5";"13.6";"";"";"";"";"";"";
"23.01.2017 17:30";"27.4";"726.1";"760.2";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"23.01.2017 08:30";"13.8";"732.1";"768.2";"";"100";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.7";"";"";"";"";"";"";"0.5";"13.8";"";"";"";"";"";"";
"22.01.2017 17:30";"25.8";"727.0";"761.4";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"22.01.2017 08:30";"13.8";"730.6";"766.6";"";"93";"Wind blowing from the north-east";"1";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"12.7";"";"";"";"";"";"";
"21.01.2017 17:30";"24.6";"726.8";"761.3";"";"71";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"25.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.0";"";"";"";"";"";"";
"21.01.2017 08:30";"9.8";"729.2";"765.7";"";"100";"Calm, no wind";"0";"";"";"50%.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"8.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"9.8";"";"";"";"";"";"";
"20.01.2017 17:30";"19.0";"724.3";"759.3";"";"65";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"";"19.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.2";"";"";"";"";"";"";
"20.01.2017 08:30";"11.2";"730.8";"767.1";"";"88";"Wind blowing from the north-east";"1";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.3";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"9.2";"";"";"";"";"";"";
"19.01.2017 17:30";"19.2";"728.7";"763.9";"";"58";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"20.5";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"19.01.2017 08:30";"9.0";"731.3";"768.0";"";"97";"Wind blowing from the north-east";"1";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"8.0";"";"";"";"";"";"";"0.5";"8.6";"";"";"";"";"";"";
"18.01.2017 17:30";"20.8";"727.5";"762.5";"";"66";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"21.1";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"18.01.2017 08:30";"7.4";"729.5";"766.3";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"5.9";"";"";"";"";"";"";"0.5";"7.4";"";"";"";"";"";"";
"17.01.2017 17:30";"20.0";"725.8";"760.8";"";"56";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"21.4";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"17.01.2017 08:30";"7.9";"727.8";"764.4";"";"91";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"5.7";"";"";"";"";"";"";"2.0";"6.5";"";"";"";"";"";"";
"16.01.2017 17:30";"22.0";"725.6";"760.3";"";"55";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"22.1";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"16.01.2017 08:30";"9.2";"727.5";"763.9";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"7.9";"";"";"";"";"";"";"0.2";"9.2";"";"";"";"";"";"";
"15.01.2017 17:30";"23.0";"725.3";"759.9";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.1";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"15.01.2017 08:30";"8.4";"727.6";"764.2";"";"97";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"6.5";"";"";"";"";"";"";"2.0";"8.0";"";"";"";"";"";"";
"14.01.2017 17:30";"20.4";"725.5";"760.4";"";"42";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"22.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"7.1";"";"";"";"";"";"";
"14.01.2017 08:30";"9.6";"727.4";"763.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"3.2";"";"";"";"";"";"";"2.0";"6.4";"";"";"";"";"";"";
"13.01.2017 08:30";"4.0";"726.9";"764.0";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"2.5";"";"";"";"";"";"";"0.5";"4.0";"";"";"";"";"";"";
"12.01.2017 17:30";"18.0";"724.5";"759.7";"";"43";"Wind blowing from the north-northeast";"1";"";"";"40%.";" ";"";"";"";"19.3";"";"";"2500 or more, or no clouds.";"";"";"4.0";"5.2";"";"";"";"";"";"";
"12.01.2017 08:30";"4.4";"726.8";"763.8";"";"100";"Wind blowing from the north";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"2.2";"";"";"";"";"";"";"0.5";"4.4";"";"";"";"";"";"";
"11.01.2017 17:30";"18.0";"725.1";"760.3";"";"43";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"19.8";"";"";"";"";"";"4.0";"5.2";"";"";"";"";"";"";
"11.01.2017 08:30";"4.6";"727.3";"764.4";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"3.6";"";"";"";"";"";"";"1.0";"4.6";"";"";"";"";"";"";
"10.01.2017 17:30";"19.0";"725.1";"760.2";"";"56";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"20.1";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"10.01.2017 08:30";"9.0";"725.1";"761.5";"";"100";"Wind blowing from the north-northeast";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"7.5";"";"";"";"";"";"";"0.5";"9.0";"";"";"";"";"";"";
"09.01.2017 17:30";"19.4";"723.5";"758.5";"";"74";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"20.6";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"09.01.2017 08:30";"11.6";"725.2";"761.2";"";"100";"Wind blowing from the north-east";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.0";"";"";"";"";"";"";"0.5";"11.6";"";"";"";"";"";"";
"08.01.2017 17:30";"21.0";"722.6";"757.3";"";"84";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"23.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.1";"";"";"";"";"";"";
"08.01.2017 11:30";"13.0";"723.9";"759.7";"0.0";"97";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.6";"22.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"12.6";"";"";"";"";"";"";
"08.01.2017 08:30";"13.0";"723.9";"759.7";"";"97";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"12.6";"";"";"";"";"";"";
"07.01.2017 17:30";"22.4";"721.0";"755.5";"";"74";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"";"22.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.6";"";"";"";"";"";"";
"07.01.2017 08:30";"13.0";"723.4";"759.1";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.6";"";"";"";"";"";"";"0.5";"13.0";"";"";"";"";"";"";
"06.01.2017 08:30";"11.8";"724.5";"760.5";"";"97";"Wind blowing from the south";"1";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.0";"";"";"";"";"";"";"0.5";"11.4";"";"";"";"";"";"";
"05.01.2017 17:30";"24.6";"723.3";"757.6";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.7";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"05.01.2017 08:30";"10.2";"726.4";"762.7";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"8.2";"";"";"";"";"";"";"0.5";"10.2";"";"";"";"";"";"";
"04.01.2017 17:30";"24.0";"724.7";"759.1";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.7";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"04.01.2017 08:30";"10.2";"727.0";"763.3";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"8.4";"";"";"";"";"";"";"0.2";"9.4";"";"";"";"";"";"";
"03.01.2017 17:30";"22.4";"725.9";"760.6";"";"63";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"24.4";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"03.01.2017 08:30";"9.6";"728.7";"765.2";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"8.4";"";"";"";"";"";"";"0.2";"9.6";"";"";"";"";"";"";
"02.01.2017 17:30";"21.4";"726.7";"761.6";"";"74";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"22.8";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"02.01.2017 08:30";"11.4";"727.4";"763.5";"";"100";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.5";"";"";"";"";"";"";"0.2";"11.4";"";"";"";"";"";"";
"01.01.2017 17:30";"22.6";"724.2";"758.8";"";"81";"Wind blowing from the north-east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"23.4";"";"";"";"";"";"2.0";"19.2";"";"";"";"";"";"";
"01.01.2017 08:30";"13.8";"725.6";"761.3";"";"100";"Wind blowing from the north";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"13.0";"";"";"";"";"";"";"0.05";"13.8";"";"";"";"";"";"";
"31.12.2016 17:30";"26.0";"722.9";"757.0";"";"58";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"31.12.2016 08:30";"11.2";"725.5";"761.6";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.2";"";"";"";"";"";"";"0.5";"11.2";"";"";"";"";"";"";
"30.12.2016 17:30";"26.4";"724.4";"758.6";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"30.12.2016 08:30";"11.0";"726.7";"762.9";"";"100";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.8";"";"";"";"";"";"";"2.0";"11.0";"";"";"";"";"";"";
"29.12.2016 17:30";"26.4";"724.5";"758.7";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.6";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"29.12.2016 08:30";"10.0";"727.3";"763.6";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"8.8";"";"";"";"";"";"";"0.5";"10.0";"";"";"";"";"";"";
"28.12.2016 17:30";"24.2";"724.7";"759.1";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.7";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"28.12.2016 08:30";"9.9";"727.5";"763.9";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"8.4";"";"";"";"";"";"";"0.5";"9.9";"";"";"";"";"";"";
"27.12.2016 17:30";"24.0";"725.5";"760.0";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.1";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"27.12.2016 08:30";"8.4";"728.2";"764.8";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"7.2";"";"";"";"";"";"";"0.2";"8.4";"";"";"";"";"";"";
"26.12.2016 17:30";"21.4";"726.0";"760.8";"";"64";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"22.5";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"26.12.2016 08:30";"8.0";"727.9";"764.5";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"7.2";"";"";"";"";"";"";"0.5";"7.4";"";"";"";"";"";"";
"25.12.2016 17:30";"24.0";"724.7";"759.2";"";"30";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"25.7";"";"";"";"";"";"4.0";"5.5";"";"";"";"";"";"";
"25.12.2016 08:30";"10.4";"725.4";"761.6";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.1";"";"";"";"";"";"";"2.0";"9.6";"";"";"";"";"";"";
"24.12.2016 17:30";"25.2";"721.2";"755.3";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"24.12.2016 08:30";"10.2";"724.0";"760.1";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.2";"";"";"";"";"";"";"2.0";"9.8";"";"";"";"";"";"";
"23.12.2016 17:30";"24.4";"723.6";"757.9";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"23.12.2016 08:30";"9.0";"726.4";"762.8";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.7";"";"";"";"";"";"";"2.0";"8.6";"";"";"";"";"";"";
"22.12.2016 17:30";"25.2";"725.6";"760.0";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.6";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"22.12.2016 08:30";"8.6";"727.5";"764.0";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"7.3";"";"";"";"";"";"";"2.0";"8.6";"";"";"";"";"";"";
"21.12.2016 17:30";"24.4";"726.1";"760.6";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.6";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"21.12.2016 08:30";"8.8";"728.4";"764.9";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.0";"";"";"";"";"";"";"2.0";"8.4";"";"";"";"";"";"";
"20.12.2016 17:30";"23.0";"726.2";"760.8";"";"47";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"20.12.2016 08:30";"10.0";"728.1";"764.5";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.0";"";"";"";"";"";"";"0.5";"10.0";"";"";"";"";"";"";
"19.12.2016 17:30";"23.6";"726.2";"760.8";"";"53";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"18.12.2016 17:30";"23.8";"726.3";"760.9";"";"56";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"25.8";"";"";"";"";"";"2.0";"14.4";"";"";"";"";"";"";
"18.12.2016 08:30";"12.0";"727.8";"763.9";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.0";"";"";"";"";"";"";"2.0";"12.0";"";"";"";"";"";"";
"17.12.2016 17:30";"24.4";"725.6";"760.0";"";"51";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"26.3";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"17.12.2016 08:30";"10.4";"728.1";"764.4";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.4";"";"";"";"";"";"";"1.0";"10.0";"";"";"";"";"";"";
"16.12.2016 17:30";"23.6";"726.6";"761.2";"";"51";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"26.4";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"16.12.2016 08:30";"11.2";"728.1";"764.3";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.9";"";"";"";"";"";"";"1.0";"10.8";"";"";"";"";"";"";
"15.12.2016 17:30";"23.8";"725.5";"760.0";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.4";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"15.12.2016 08:30";"11.8";"727.5";"763.6";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.6";"";"";"";"";"";"";"2.0";"11.4";"";"";"";"";"";"";
