# Weather station Amreli, India, WMO_ID=42834,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42834&lang=en
#
"Local time in Amreli";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.05.2017 08:30";"32.2";"741.9";"751.5";"";"70";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"28.4";"";"";"";"";"";"";"4.0";"26.1";"";"";"";"";"";"";
"30.05.2017 17:30";"37.2";"738.0";"747.4";"";"46";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"";"39.1";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"30.05.2017 08:30";"31.8";"741.4";"751.0";"";"71";"Wind blowing from the south-west";"4";"";"";"70 – 80%.";" ";"";"";"28.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"29.05.2017 17:30";"35.0";"739.1";"748.6";"";"50";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"";"38.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.2";"";"";"";"";"";"";
"29.05.2017 08:30";"31.8";"741.9";"751.5";"";"71";"Wind blowing from the south-west";"6";"";"";"50%.";" ";"";"";"28.1";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"28.05.2017 17:30";"35.6";"740.6";"750.1";"";"47";"Wind blowing from the south-west";"6";"";"";"20–30%.";" ";"";"";"";"39.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.6";"";"";"";"";"";"";
"28.05.2017 08:30";"31.2";"743.3";"753.0";"";"70";"Wind blowing from the south-southwest";"5";"";"";"70 – 80%.";" ";"";"";"28.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"27.05.2017 17:30";"37.8";"740.4";"749.8";"";"42";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"27.05.2017 08:30";"32.0";"743.8";"753.4";"";"70";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"27.7";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"26.05.2017 17:30";"39.2";"741.1";"750.5";"";"37";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"26.05.2017 08:30";"31.6";"744.2";"753.9";"";"72";"Wind blowing from the west-southwest";"5";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"";"26.0";"";"";"";"";"";"";
"25.05.2017 17:30";"40.8";"740.8";"750.1";"";"25";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"25.05.2017 11:30";"32.2";"744.7";"754.3";"";"70";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"";"26.1";"";"";"";"";"";"";
"25.05.2017 08:30";"32.2";"744.7";"754.3";"";"70";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"26.1";"";"";"";"";"";"";
"24.05.2017 17:30";"40.0";"741.7";"751.1";"";"27";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"24.05.2017 08:30";"30.8";"745.5";"755.2";"";"70";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"23.05.2017 17:30";"41.2";"742.6";"751.9";"";"18";"Wind blowing from the west-northwest";"4";"";"";"no clouds";" ";"";"";"";"42.7";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"23.05.2017 08:30";"31.2";"746.5";"756.2";"";"72";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"26.3";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"22.05.2017 17:30";"40.0";"743.1";"752.5";"";"24";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"41.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"16.1";"";"";"";"";"";"";
"22.05.2017 08:30";"30.6";"746.6";"756.3";"";"74";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"21.05.2017 08:30";"31.4";"744.9";"754.6";"";"71";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"20.05.2017 08:30";"30.8";"746.1";"755.8";"";"72";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"25.7";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"19.05.2017 17:30";"39.2";"744.0";"753.4";"";"23";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"19.05.2017 08:30";"31.8";"746.2";"755.9";"";"70";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"18.05.2017 17:30";"40.0";"742.8";"752.2";"";"24";"Wind blowing from the south-west";"4";"";"";"70 – 80%.";" ";"";"";"";"42.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"15.7";"";"";"";"";"";"";
"18.05.2017 08:30";"31.0";"745.6";"755.3";"";"72";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"17.05.2017 17:30";"40.2";"742.1";"751.5";"";"18";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"17.05.2017 08:30";"30.4";"744.6";"754.3";"";"77";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"16.05.2017 17:30";"41.2";"741.1";"750.4";"";"24";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"42.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"16.6";"";"";"";"";"";"";
"16.05.2017 08:30";"31.2";"745.3";"755.0";"";"73";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"15.05.2017 17:30";"40.0";"742.0";"751.4";"";"22";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"";"42.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"14.7";"";"";"";"";"";"";
"15.05.2017 08:30";"31.2";"747.1";"756.8";"";"72";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"14.05.2017 17:30";"41.2";"742.5";"751.8";"";"16";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"14.05.2017 08:30";"31.6";"745.5";"755.2";"";"62";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"13.05.2017 17:30";"41.6";"743.2";"752.5";"";"14";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"";"42.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"9.5";"";"";"";"";"";"";
"13.05.2017 08:30";"29.4";"746.7";"756.5";"";"68";"Wind blowing from the north-west";"3";"";"";"70 – 80%.";" ";"";"";"27.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.0";"";"";"";"";"";"";
"12.05.2017 17:30";"41.0";"744.5";"753.9";"";"14";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"43.1";"";"";"";"";"";"10.0";"8.3";"";"";"";"";"";"";
"12.05.2017 08:30";"31.6";"747.4";"757.1";"";"68";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"11.05.2017 17:30";"41.2";"743.7";"753.1";"";"13";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"43.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"7.4";"";"";"";"";"";"";
"11.05.2017 08:30";"30.0";"746.7";"756.4";"";"73";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"10.05.2017 17:30";"40.0";"743.4";"752.8";"";"19";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"43.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"12.2";"";"";"";"";"";"";
"10.05.2017 08:30";"30.2";"745.8";"755.5";"";"74";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"09.05.2017 17:30";"39.8";"742.9";"752.3";"";"23";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"42.7";"";"";"2500 or more, or no clouds.";"";"";"10.0";"14.9";"";"";"";"";"";"";
"09.05.2017 08:30";"29.8";"746.3";"756.0";"";"79";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"08.05.2017 17:30";"39.0";"743.6";"753.0";"";"25";"Wind blowing from the south";"7";"";"";"50%.";" ";"";"";"";"43.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"15.4";"";"";"";"";"";"";
"08.05.2017 08:30";"29.2";"747.9";"757.7";"";"71";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"24.7";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"07.05.2017 17:30";"41.0";"744.5";"753.9";"";"11";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"42.9";"";"";"";"";"";"10.0";"5.5";"";"";"";"";"";"";
"07.05.2017 08:30";"27.4";"748.2";"758.0";"";"73";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"06.05.2017 17:30";"41.0";"744.9";"754.3";"";"14";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"9.0";"";"";"";"";"";"";
"06.05.2017 08:30";"32.0";"748.2";"757.9";"";"42";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"05.05.2017 17:30";"41.0";"744.7";"754.1";"";"12";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"6.9";"";"";"";"";"";"";
"05.05.2017 08:30";"31.8";"747.7";"757.4";"";"45";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"04.05.2017 17:30";"42.0";"745.2";"754.5";"";"11";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"10.0";"6.4";"";"";"";"";"";"";
"04.05.2017 08:30";"29.4";"747.7";"757.5";"";"68";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"03.05.2017 17:30";"41.6";"744.9";"754.3";"";"13";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"03.05.2017 08:30";"28.4";"747.7";"757.5";"";"73";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"02.05.2017 17:30";"38.4";"745.1";"754.6";"";"26";"Wind blowing from the south";"5";"";"";"50%.";" ";"";"";"";"42.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"15.4";"";"";"";"";"";"";
"02.05.2017 08:30";"28.2";"748.0";"757.8";"";"74";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"01.05.2017 17:30";"40.0";"744.3";"753.7";"";"12";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"41.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"6.1";"";"";"";"";"";"";
"01.05.2017 08:30";"27.2";"747.2";"757.0";"";"77";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"24.1";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"30.04.2017 17:30";"40.0";"744.3";"753.7";"";"14";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"10.0";"8.1";"";"";"";"";"";"";
"30.04.2017 08:30";"27.0";"747.5";"757.3";"";"80";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"29.04.2017 17:30";"36.8";"745.4";"754.9";"";"38";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"40.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.2";"";"";"";"";"";"";
"29.04.2017 08:30";"26.4";"748.7";"758.6";"";"80";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"23.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"28.04.2017 17:30";"39.2";"744.6";"754.0";"";"17";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"28.04.2017 08:30";"26.8";"748.0";"757.9";"";"74";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"27.04.2017 17:30";"39.0";"745.2";"754.6";"";"11";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"3.6";"";"";"";"";"";"";
"27.04.2017 08:30";"25.6";"748.8";"758.7";"";"82";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"22.7";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"26.04.2017 17:30";"38.8";"745.3";"754.7";"";"11";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"10.0";"3.9";"";"";"";"";"";"";
"26.04.2017 08:30";"26.4";"748.3";"758.2";"";"76";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"25.04.2017 17:30";"36.4";"744.7";"754.2";"";"26";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"38.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"13.7";"";"";"";"";"";"";
"25.04.2017 08:30";"26.6";"748.1";"758.0";"";"75";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"24.04.2017 17:30";"35.2";"745.0";"754.6";"";"27";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"24.04.2017 08:30";"26.8";"747.3";"757.2";"";"75";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"23.04.2017 17:30";"35.4";"744.0";"753.5";"";"28";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"23.04.2017 08:30";"27.2";"746.8";"756.6";"";"77";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"23.7";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"22.04.2017 17:30";"35.8";"743.9";"753.4";"";"29";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"22.04.2017 08:30";"26.6";"746.7";"756.6";"";"78";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"21.04.2017 17:30";"37.2";"743.0";"752.5";"";"19";"Wind blowing from the north-northwest";"3";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"21.04.2017 08:30";"27.2";"745.9";"755.7";"";"81";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"20.04.2017 17:30";"39.8";"742.6";"752.0";"";"16";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"20.04.2017 08:30";"27.8";"745.0";"754.8";"";"78";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"19.04.2017 17:30";"39.2";"743.0";"752.4";"";"15";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"10.0";"7.7";"";"";"";"";"";"";
"19.04.2017 08:30";"27.0";"746.3";"756.1";"";"77";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"23.7";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"18.04.2017 17:30";"40.4";"744.1";"753.5";"";"15";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"9.5";"";"";"";"";"";"";
"18.04.2017 08:30";"25.8";"747.7";"757.6";"";"49";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"17.04.2017 17:30";"40.2";"744.6";"754.0";"";"9";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"10.0";"1.8";"";"";"";"";"";"";
"17.04.2017 08:30";"27.6";"747.6";"757.4";"";"72";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"16.04.2017 17:30";"40.8";"743.5";"752.9";"";"9";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"1.7";"";"";"";"";"";"";
"16.04.2017 08:30";"29.0";"746.1";"755.9";"";"44";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"15.04.2017 17:30";"41.6";"742.5";"751.8";"";"10";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"10.0";"3.9";"";"";"";"";"";"";
"15.04.2017 08:30";"29.2";"745.8";"755.6";"";"38";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"14.04.2017 17:30";"42.2";"743.2";"752.5";"";"8";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"44.3";"";"";"";"";"";"10.0";"2.1";"";"";"";"";"";"";
"14.04.2017 08:30";"28.8";"746.6";"756.4";"";"25";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"6.7";"";"";"";"";"";"";
"13.04.2017 17:30";"43.4";"744.1";"753.4";"";"8";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"10.0";"2.0";"";"";"";"";"";"";
"13.04.2017 08:30";"28.6";"747.4";"757.2";"";"17";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"1.5";"";"";"";"";"";"";
"12.04.2017 17:30";"41.8";"744.7";"754.0";"";"7";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"43.8";"";"";"";"";"";"10.0";"-1.1";"";"";"";"";"";"";
"12.04.2017 08:30";"28.4";"747.8";"757.6";"";"19";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"24.9";"";"";"";"";"";"";"4.0";"2.6";"";"";"";"";"";"";
"11.04.2017 17:30";"40.6";"744.9";"754.3";"";"8";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"10.0";"1.1";"";"";"";"";"";"";
"11.04.2017 08:30";"23.6";"747.8";"757.8";"";"21";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"0.0";"";"";"";"";"";"";
"10.04.2017 17:30";"39.6";"745.3";"754.7";"";"9";"Wind blowing from the north-east";"4";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"0.9";"";"";"";"";"";"";
"10.04.2017 08:30";"29.2";"747.8";"757.6";"";"11";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"-4.2";"";"";"";"";"";"";
"09.04.2017 17:30";"38.8";"745.7";"755.1";"";"8";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"-0.5";"";"";"";"";"";"";
"09.04.2017 08:30";"24.0";"748.5";"758.5";"";"21";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"20.3";"";"";"";"";"";"";"4.0";"0.0";"";"";"";"";"";"";
"08.04.2017 17:30";"36.6";"746.5";"756.0";"";"11";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"10.0";"1.5";"";"";"";"";"";"";
"08.04.2017 08:30";"23.0";"748.6";"758.6";"";"56";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"07.04.2017 17:30";"35.0";"745.6";"755.2";"";"12";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"1.6";"";"";"";"";"";"";
"07.04.2017 08:30";"23.6";"748.4";"758.4";"";"62";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"06.04.2017 17:30";"36.2";"743.8";"753.3";"";"20";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"9.7";"";"";"";"";"";"";
"06.04.2017 08:30";"25.4";"746.6";"756.5";"";"46";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"22.1";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"12.8";"";"";"";"";"";"";
"05.04.2017 17:30";"37.0";"744.0";"753.5";"";"29";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"05.04.2017 08:30";"26.0";"748.9";"758.8";"";"79";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"21.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.1";"";"";"";"";"";"";
"04.04.2017 17:30";"36.8";"744.2";"753.7";"";"35";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"04.04.2017 08:30";"26.4";"747.7";"757.6";"";"78";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"03.04.2017 17:30";"37.2";"744.5";"754.0";"";"26";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"03.04.2017 08:30";"26.2";"747.3";"757.2";"";"79";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"23.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.3";"";"";"";"";"";"";
"02.04.2017 17:30";"38.6";"744.0";"753.4";"";"19";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"02.04.2017 08:30";"26.4";"747.6";"757.5";"";"76";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"01.04.2017 17:30";"39.6";"745.2";"754.6";"";"12";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"5.1";"";"";"";"";"";"";
"01.04.2017 08:30";"26.8";"748.5";"758.4";"";"65";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"31.03.2017 17:30";"39.2";"745.8";"755.2";"";"12";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"10.0";"4.9";"";"";"";"";"";"";
"31.03.2017 08:30";"26.2";"749.5";"759.4";"";"59";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
