# Weather station Amreli, India, WMO_ID=42834,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42834&lang=en
#
"Local time in Amreli";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.11.2016 08:30";"18.4";"";"762.6";"";"59";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"13.11.2016 17:30";"30.2";"";"760.0";"";"35";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"13.11.2016 08:30";"20.6";"";"761.4";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"12.11.2016 17:30";"30.4";"";"760.1";"";"29";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"33.7";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"12.11.2016 08:30";"23.6";"";"761.2";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"11.11.2016 08:30";"19.8";"";"760.8";"";"64";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"10.11.2016 08:30";"18.2";"";"759.0";"";"70";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"09.11.2016 08:30";"18.8";"";"758.1";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"07.11.2016 08:30";"19.2";"750.6";"760.8";"";"58";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"06.11.2016 08:30";"22.0";"748.8";"758.8";"";"58";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"05.11.2016 17:30";"30.6";"746.8";"756.5";"";"25";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"05.11.2016 08:30";"21.0";"749.3";"759.4";"";"57";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"04.11.2016 08:30";"19.6";"751.0";"761.1";"";"55";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"30.10.2016 08:30";"22.2";"749.4";"759.4";"";"73";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"29.10.2016 08:30";"21.8";"749.6";"759.7";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"28.10.2016 17:30";"33.4";"747.9";"757.5";"";"26";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"28.10.2016 08:30";"23.4";"750.6";"760.6";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"27.10.2016 17:30";"33.0";"748.8";"758.5";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"27.10.2016 08:30";"23.6";"751.2";"761.2";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"10.0";"18.5";"";"";"";"";"";"";
"26.10.2016 17:30";"30.2";"748.4";"758.2";"";"37";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"26.10.2016 08:30";"23.6";"749.1";"759.1";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.2";"";"";"";"";"";"";
"25.10.2016 17:30";"30.4";"747.0";"756.7";"";"59";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"25.10.2016 08:30";"21.8";"749.0";"759.0";"";"82";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"24.10.2016 17:30";"30.4";"747.0";"756.7";"";"59";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"24.10.2016 08:30";"23.0";"749.6";"759.6";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"23.10.2016 17:30";"31.4";"743.6";"753.3";"";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"23.10.2016 08:30";"23.8";"750.0";"760.0";"";"83";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"22.10.2016 17:30";"31.8";"747.5";"757.2";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"22.10.2016 08:30";"23.2";"749.3";"759.3";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"21.10.2016 17:30";"32.4";"746.1";"755.8";"";"37";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"21.10.2016 08:30";"24.0";"748.2";"758.2";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.1";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"20.10.2016 17:30";"31.4";"745.7";"755.4";"";"32";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"20.10.2016 08:30";"24.2";"747.8";"757.7";"";"80";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"19.10.2016 17:30";"32.4";"746.4";"756.1";"";"29";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"34.7";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"19.10.2016 08:30";"25.2";"748.8";"758.7";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"18.10.2016 17:30";"32.8";"746.2";"755.8";"";"67";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.3";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.8";"";"";"";"";"";"";
"18.10.2016 08:30";"24.8";"749.5";"759.4";"";"72";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"23.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.5";"";"";"";"";"";"";
"17.10.2016 08:30";"26.8";"749.5";"759.4";"";"72";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"23.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"16.10.2016 17:30";"33.2";"747.3";"756.9";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.3";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"16.10.2016 08:30";"23.8";"748.8";"758.8";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"15.10.2016 17:30";"32.0";"747.1";"756.8";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.9";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"15.10.2016 08:30";"24.0";"748.8";"758.8";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"14.10.2016 17:30";"32.0";"746.9";"756.6";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.3";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"14.10.2016 08:30";"22.4";"748.4";"758.4";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"13.10.2016 17:30";"31.4";"744.0";"753.7";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.3";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"13.10.2016 08:30";"23.0";"749.2";"759.2";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"12.10.2016 17:30";"30.8";"745.8";"755.5";"";"57";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.3";"";"";"";"";"";"";
"12.10.2016 08:30";"25.0";"748.0";"757.9";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"11.10.2016 17:30";"31.0";"746.6";"756.3";"";"67";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"11.10.2016 08:30";"25.8";"747.9";"757.8";"";"89";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"23.1";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.8";"";"";"";"";"";"";
"10.10.2016 17:30";"31.0";"745.4";"755.1";"";"67";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"10.10.2016 08:30";"26.2";"747.4";"757.3";"";"89";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"23.6";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.2";"";"";"";"";"";"";
"09.10.2016 17:30";"30.6";"745.2";"754.9";"";"68";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"09.10.2016 08:30";"26.4";"746.9";"756.8";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"08.10.2016 17:30";"29.6";"745.2";"754.9";"";"67";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.9";"";"";"";"";"";"";
"08.10.2016 08:30";"25.8";"747.1";"757.0";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.8";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.4";"";"";"";"";"";"";
"07.10.2016 17:30";"26.8";"745.0";"754.8";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.8";"";"";"";"";"";"";
"07.10.2016 08:30";"26.2";"746.6";"756.5";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.2";"";"";"";"";"";"";
"06.10.2016 17:30";"27.0";"744.4";"754.2";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.6";"";"";"";"";"";"";
"06.10.2016 08:30";"26.8";"746.6";"756.4";"";"88";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"23.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"05.10.2016 17:30";"27.0";"743.6";"753.4";"";"81";"Wind blowing from the west-southwest";"4";"";"";"70 – 80%.";" ";"";"";"";"27.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.5";"";"";"";"";"";"";
"05.10.2016 08:30";"24.4";"745.3";"755.2";"";"91";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.9";"";"";"";"";"";"";
"04.10.2016 17:30";"26.6";"743.6";"753.4";"";"87";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.3";"";"";"";"";"";"";
"04.10.2016 08:30";"26.8";"745.1";"754.9";"";"90";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"24.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.1";"";"";"";"";"";"";
"03.10.2016 17:30";"25.8";"744.2";"754.0";"";"92";"Wind blowing from the south-southwest";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.4";"";"";"";"";"";"";
"03.10.2016 08:30";"27.0";"746.1";"755.9";"";"83";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.8";"";"";"";"";"";"";
"02.10.2016 08:30";"26.8";"746.8";"756.6";"";"83";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"01.10.2016 17:30";"28.6";"744.3";"754.1";"";"75";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"";"30.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.7";"";"";"";"";"";"";
"01.10.2016 08:30";"25.2";"745.8";"755.7";"";"85";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.5";"";"";"";"";"";"";
"30.09.2016 17:30";"31.4";"743.8";"753.5";"";"52";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"30.09.2016 08:30";"25.6";"746.2";"756.1";"";"87";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"29.09.2016 17:30";"30.8";"744.2";"753.9";"";"55";"Wind blowing from the west-northwest";"2";"";"";"20–30%.";" ";"";"";"";"33.3";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.6";"";"";"";"";"";"";
"29.09.2016 08:30";"25.6";"746.5";"756.4";"";"87";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"22.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.3";"";"";"";"";"";"";
"28.09.2016 17:30";"31.6";"744.6";"754.3";"";"57";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"28.09.2016 08:30";"26.4";"746.8";"756.7";"";"87";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"27.09.2016 17:30";"31.8";"745.2";"754.9";"";"58";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"27.09.2016 08:30";"26.6";"747.2";"757.1";"";"86";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"23.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.0";"";"";"";"";"";"";
"26.09.2016 17:30";"31.4";"744.7";"754.4";"";"63";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.6";"";"";"";"";"";"";
"26.09.2016 08:30";"27.0";"746.6";"756.4";"";"83";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"25.09.2016 08:30";"26.6";"745.1";"754.9";"";"87";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"24.09.2016 17:30";"31.2";"742.3";"751.9";"";"71";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"32.9";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.3";"";"";"";"";"";"";
"24.09.2016 08:30";"26.6";"744.2";"754.0";"";"86";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"24.1";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.1";"";"";"";"";"";"";
"23.09.2016 17:30";"30.4";"743.0";"752.7";"";"76";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.6";"";"";"";"";"";"";
"23.09.2016 08:30";"27.2";"745.6";"755.4";"";"86";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"22.09.2016 17:30";"30.4";"744.5";"754.2";"";"77";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"31.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.9";"";"";"";"";"";"";
"22.09.2016 08:30";"27.0";"746.3";"756.1";"";"86";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"24.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"21.09.2016 17:30";"30.8";"744.0";"753.7";"";"72";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.1";"";"";"";"";"";"";
"21.09.2016 08:30";"26.8";"746.2";"756.0";"";"89";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"24.1";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.8";"";"";"";"";"";"";
"20.09.2016 17:30";"27.8";"743.3";"753.1";"";"86";"Wind blowing from the west-northwest";"1";"";"";"70 – 80%.";" ";"";"";"";"31.3";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.2";"";"";"";"";"";"";
"20.09.2016 08:30";"25.8";"745.3";"755.2";"";"90";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"22.1";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.1";"";"";"";"";"";"";
"19.09.2016 17:30";"24.6";"744.5";"754.4";"";"93";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"25.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.4";"";"";"";"";"";"";
"19.09.2016 08:30";"23.4";"745.5";"755.4";"";"95";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"22.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.5";"";"";"";"";"";"";
"18.09.2016 17:30";"23.4";"744.0";"753.9";"";"93";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.2";"";"";"";"";"";"";
"18.09.2016 08:30";"23.2";"744.3";"754.2";"";"91";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"22.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.7";"";"";"";"";"";"";
"17.09.2016 17:30";"31.0";"745.4";"755.1";"";"75";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"31.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.0";"";"";"";"";"";"";
"17.09.2016 08:30";"27.2";"744.3";"754.1";"";"83";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"25.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.0";"";"";"";"";"";"";
"16.09.2016 17:30";"31.2";"742.8";"752.5";"";"73";"Wind blowing from the north-west";"3";"";"";"50%.";" ";"";"";"";"31.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.9";"";"";"";"";"";"";
"16.09.2016 08:30";"26.4";"745.0";"754.8";"";"87";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"23.3";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.1";"";"";"";"";"";"";
"15.09.2016 08:30";"26.8";"746.4";"756.2";"";"86";"Wind blowing from the west-northwest";"2";"";"";"50%.";" ";"";"";"24.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.2";"";"";"";"";"";"";
"14.09.2016 17:30";"33.4";"743.5";"753.1";"";"55";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"35.1";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.3";"";"";"";"";"";"";
"14.09.2016 08:30";"26.4";"746.9";"756.8";"";"81";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"24.3";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.9";"";"";"";"";"";"";
"13.09.2016 17:30";"33.0";"744.6";"754.2";"";"47";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.7";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"13.09.2016 08:30";"26.6";"744.6";"754.4";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"12.09.2016 17:30";"31.4";"743.9";"753.6";"";"53";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.3";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.6";"";"";"";"";"";"";
"12.09.2016 08:30";"25.8";"745.9";"755.8";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"11.09.2016 17:30";"32.0";"744.0";"753.6";"";"55";"Wind blowing from the west-northwest";"3";"";"";"50%.";" ";"";"";"";"33.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.0";"";"";"";"";"";"";
"11.09.2016 08:30";"26.2";"746.8";"756.7";"";"84";"Wind blowing from the south-southwest";"2";"";"";"20–30%.";" ";"";"";"22.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.3";"";"";"";"";"";"";
"10.09.2016 17:30";"31.2";"745.0";"754.7";"";"57";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.8";"";"";"";"";"";"";
"10.09.2016 08:30";"26.8";"747.9";"757.8";"";"84";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"09.09.2016 17:30";"31.4";"746.1";"755.8";"";"63";"Wind blowing from the north-west";"3";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.6";"";"";"";"";"";"";
"09.09.2016 08:30";"26.2";"748.4";"758.3";"";"88";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"23.1";"";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"08.09.2016 17:30";"29.2";"746.3";"756.1";"";"74";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.0";"";"";"";"";"";"";
"08.09.2016 08:30";"26.8";"747.2";"757.1";"";"86";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"07.09.2016 17:30";"31.6";"744.4";"754.1";"";"59";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"07.09.2016 08:30";"26.6";"746.6";"756.4";"";"86";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"06.09.2016 17:30";"27.4";"745.4";"755.2";"";"76";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"30.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.7";"";"";"";"";"";"";
"06.09.2016 08:30";"26.0";"747.2";"757.1";"";"86";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"05.09.2016 17:30";"31.0";"745.4";"755.1";"";"54";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.5";"";"";"";"";"";"";
"05.09.2016 08:30";"26.4";"746.8";"756.7";"";"84";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"23.1";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"04.09.2016 17:30";"30.8";"745.2";"754.9";"";"65";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"";"32.7";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.6";"";"";"";"";"";"";
"04.09.2016 08:30";"26.2";"746.2";"756.1";"";"87";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"03.09.2016 17:30";"30.6";"743.0";"752.7";"";"59";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"03.09.2016 08:30";"25.6";"744.9";"754.8";"";"89";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"02.09.2016 17:30";"30.8";"742.8";"752.5";"";"67";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.9";"";"";"";"";"";"";
"02.09.2016 08:30";"27.0";"745.1";"754.9";"";"86";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"23.7";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
