# Weather station Surendranagar, India, WMO_ID=42740,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42740&lang=en
#
"Local time in Surendranagar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.10.2016 08:30";"24.0";"753.6";"760.0";"";"83";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.4";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"24.10.2016 17:30";"30.6";"751.3";"757.6";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"24.10.2016 08:30";"24.2";"754.0";"760.4";"";"81";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.8";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"23.10.2016 17:30";"31.6";"751.7";"758.0";"";"39";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"33.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.9";"";"";"";"";"";"";
"23.10.2016 08:30";"24.8";"754.3";"760.7";"";"83";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.8";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"22.10.2016 17:30";"32.4";"751.9";"758.1";"";"39";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.6";"";"";"";"";"";"";
"22.10.2016 08:30";"24.6";"753.7";"760.1";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.6";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"21.10.2016 17:30";"31.8";"750.5";"756.7";"";"44";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.2";"";"";"";"";"";"";
"21.10.2016 08:30";"24.8";"752.7";"759.1";"";"80";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.6";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"20.10.2016 17:30";"32.2";"749.9";"756.1";"";"34";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"34.7";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"20.10.2016 08:30";"24.8";"753.0";"759.4";"";"70";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"19.10.2016 17:30";"32.2";"750.8";"757.0";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.7";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"19.10.2016 08:30";"24.8";"753.4";"759.8";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.3";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"18.10.2016 17:30";"33.6";"751.1";"757.3";"";"34";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.3";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"18.10.2016 08:30";"26.6";"753.9";"760.3";"";"61";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"17.10.2016 17:30";"32.8";"752.0";"758.2";"";"40";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"37.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.6";"";"";"";"";"";"";
"17.10.2016 08:30";"27.4";"753.9";"760.3";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"16.10.2016 17:30";"35.8";"751.8";"758.0";"";"31";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"37.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.4";"";"";"";"";"";"";
"16.10.2016 08:30";"25.8";"754.1";"760.5";"";"76";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"15.10.2016 17:30";"33.2";"751.6";"757.8";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"15.10.2016 08:30";"26.6";"753.7";"760.1";"";"76";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"14.10.2016 17:30";"32.8";"751.4";"757.6";"";"50";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.9";"";"";"";"";"";"";
"14.10.2016 08:30";"25.8";"753.2";"759.6";"";"89";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.4";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"13.10.2016 17:30";"32.0";"751.0";"757.2";"";"49";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"34.7";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"13.10.2016 08:30";"25.8";"753.3";"759.7";"";"84";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.8";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"12.10.2016 17:30";"32.2";"749.9";"756.1";"";"69";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.8";"";"";"";"";"";"";
"12.10.2016 08:30";"25.6";"753.0";"759.4";"";"85";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.3";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"11.10.2016 17:30";"31.6";"750.1";"756.3";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.3";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"11.10.2016 08:30";"25.8";"752.6";"759.0";"";"87";"Wind blowing from the south-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.5";"";"";"";"";"";"";
"10.10.2016 17:30";"32.6";"749.3";"755.5";"";"57";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"34.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.1";"";"";"";"";"";"";
"10.10.2016 08:30";"26.6";"751.8";"758.2";"";"86";"Wind blowing from the south-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"09.10.2016 17:30";"33.0";"749.2";"755.4";"";"62";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.8";"";"";"";"";"";"";
"09.10.2016 08:30";"26.6";"751.9";"758.3";"";"90";"Wind blowing from the south-west";"1";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"08.10.2016 17:30";"33.0";"749.2";"755.4";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.3";"";"";"";"";"";"10.0";"24.2";"";"";"";"";"";"";
"08.10.2016 08:30";"26.2";"751.3";"757.7";"";"100";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.2";"";"";"";"";"";"";
"07.10.2016 17:30";"31.4";"748.0";"754.2";"";"71";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.5";"";"";"";"";"";"";
"07.10.2016 08:30";"27.0";"751.3";"757.7";"";"94";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"06.10.2016 17:30";"28.8";"748.6";"754.9";"";"83";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.7";"";"";"";"";"";"";
"06.10.2016 08:30";"26.4";"750.7";"757.1";"";"92";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"05.10.2016 17:30";"26.2";"748.0";"754.3";"";"92";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.8";"";"";"";"";"";"";
"05.10.2016 08:30";"24.6";"749.7";"756.1";"";"96";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"04.10.2016 17:30";"25.8";"747.6";"753.9";"";"98";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.5";"";"";"";"";"";"";
"04.10.2016 08:30";"26.0";"749.4";"755.8";"";"98";"Wind blowing from the west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"03.10.2016 17:30";"28.0";"748.0";"754.3";"";"95";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.2";"";"";"";"";"";"";
"03.10.2016 08:30";"28.2";"750.4";"756.7";"";"85";"Wind blowing from the north-west";"1";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"02.10.2016 17:30";"33.2";"748.3";"754.5";"";"59";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.1";"";"";"";"";"";"";
"02.10.2016 08:30";"26.8";"751.5";"757.9";"";"86";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"01.10.2016 17:30";"30.2";"748.5";"754.8";"";"65";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"31.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.9";"";"";"";"";"";"";
"01.10.2016 08:30";"25.8";"750.4";"756.8";"";"82";"Wind blowing from the north-west";"2";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.5";"";"";"";"";"";"";
"30.09.2016 17:30";"33.0";"748.5";"754.7";"";"51";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"30.09.2016 08:30";"26.6";"750.7";"757.1";"";"83";"Wind blowing from the north-west";"2";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.4";"";"";"";"";"";"";
"29.09.2016 17:30";"33.2";"748.0";"754.2";"";"50";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"29.09.2016 08:30";"25.6";"750.5";"756.9";"";"89";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.4";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"28.09.2016 17:30";"34.2";"748.3";"754.5";"";"49";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"28.09.2016 08:30";"25.8";"751.5";"757.9";"";"84";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.7";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"27.09.2016 17:30";"33.2";"749.3";"755.5";"";"52";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"35.7";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"27.09.2016 08:30";"26.2";"751.9";"758.3";"";"86";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.5";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"26.09.2016 17:30";"33.0";"748.9";"755.1";"";"53";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"26.09.2016 08:30";"27.2";"751.2";"757.5";"";"77";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.6";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"25.09.2016 17:30";"33.4";"747.4";"753.6";"";"54";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"35.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.0";"";"";"";"";"";"";
"25.09.2016 08:30";"27.4";"749.8";"756.1";"";"81";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.3";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"24.09.2016 17:30";"33.4";"746.0";"752.2";"";"59";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"24.09.2016 08:30";"27.6";"749.0";"755.3";"";"80";"Wind blowing from the north-west";"2";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"23.09.2016 17:30";"33.4";"746.1";"752.3";"";"58";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"23.09.2016 08:30";"27.8";"750.1";"756.4";"";"76";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"22.09.2016 17:30";"31.4";"748.9";"755.1";"";"68";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"22.09.2016 08:30";"27.4";"751.8";"758.1";"";"81";"Wind blowing from the north";"1";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"21.09.2016 17:30";"33.0";"748.0";"754.2";"";"56";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"35.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.2";"";"";"";"";"";"";
"21.09.2016 08:30";"27.6";"750.5";"756.8";"";"80";"Wind blowing from the north-west";"2";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"20.09.2016 17:30";"32.8";"747.1";"753.3";"";"54";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"34.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.3";"";"";"";"";"";"";
"20.09.2016 08:30";"27.0";"749.9";"756.2";"";"89";"Wind blowing from the north-west";"1";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"19.09.2016 17:30";"29.8";"747.7";"754.0";"";"66";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"";"32.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.8";"";"";"";"";"";"";
"19.09.2016 08:30";"27.0";"749.7";"756.0";"";"89";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"18.09.2016 17:30";"29.0";"747.2";"753.5";"";"76";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.4";"";"";"";"";"";"";
"18.09.2016 08:30";"28.2";"748.7";"755.0";"";"82";"Wind blowing from the south-west";"2";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"17.09.2016 17:30";"33.4";"745.5";"751.7";"";"54";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"35.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.0";"";"";"";"";"";"";
"17.09.2016 08:30";"27.8";"747.9";"754.2";"";"81";"Wind blowing from the north-west";"2";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
