# Weather station Surendranagar, India, WMO_ID=42740,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42740&lang=en
#
"Local time in Surendranagar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.06.2017 17:30";"41.4";"744.2";"750.2";"";"37";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"42.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.0";"";"";"";"";"";"";
"03.06.2017 08:30";"31.8";"748.3";"754.5";"";"74";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"02.06.2017 17:30";"41.4";"743.7";"749.7";"";"33";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"43.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.2";"";"";"";"";"";"";
"02.06.2017 08:30";"32.0";"747.5";"753.7";"";"67";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"29.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.2";"";"";"";"";"";"";
"01.06.2017 17:30";"42.4";"742.9";"748.9";"";"31";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"";"43.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.1";"";"";"";"";"";"";
"01.06.2017 08:30";"31.8";"746.0";"752.2";"";"66";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"29.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.7";"";"";"";"";"";"";
"31.05.2017 17:30";"42.6";"741.0";"747.0";"";"25";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"43.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.6";"";"";"";"";"";"";
"31.05.2017 08:30";"31.8";"744.4";"750.6";"";"66";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"29.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.7";"";"";"";"";"";"";
"30.05.2017 17:30";"41.8";"741.1";"747.1";"";"33";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"43.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.4";"";"";"";"";"";"";
"30.05.2017 08:30";"31.6";"744.9";"751.1";"";"68";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"29.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.1";"";"";"";"";"";"";
"29.05.2017 17:30";"39.6";"742.0";"748.0";"";"39";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"";"41.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.1";"";"";"";"";"";"";
"29.05.2017 08:30";"31.2";"745.7";"751.9";"";"64";"Wind blowing from the south-west";"3";"";"";"60%.";" ";"";"";"29.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"28.05.2017 17:30";"41.4";"743.2";"749.2";"";"30";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"42.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.7";"";"";"";"";"";"";
"28.05.2017 08:30";"31.0";"746.9";"753.1";"";"67";"Wind blowing from the south-west";"3";"";"";"40%.";" ";"";"";"28.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.1";"";"";"";"";"";"";
"27.05.2017 17:30";"41.2";"743.4";"749.4";"";"36";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"27.05.2017 08:30";"31.0";"747.6";"753.8";"";"68";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"26.05.2017 17:30";"41.4";"744.7";"750.7";"";"26";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"26.05.2017 08:30";"30.4";"748.1";"754.4";"";"72";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"27.7";"";"";"";"";"";"";"";"24.7";"";"";"";"";"";"";
"25.05.2017 17:30";"40.2";"744.7";"750.7";"";"36";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"25.05.2017 11:30";"30.6";"748.3";"754.6";"";"73";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"";"25.2";"";"";"";"";"";"";
"25.05.2017 08:30";"30.6";"748.3";"754.6";"";"73";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"24.05.2017 17:30";"41.4";"745.2";"751.2";"";"34";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"42.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.6";"";"";"";"";"";"";
"24.05.2017 08:30";"30.2";"749.2";"755.5";"";"74";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"27.3";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"23.05.2017 17:30";"40.8";"746.3";"752.3";"";"30";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"23.05.2017 08:30";"29.6";"750.7";"757.0";"";"70";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"22.05.2017 17:30";"41.2";"747.1";"753.1";"";"26";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"42.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.9";"";"";"";"";"";"";
"22.05.2017 08:30";"30.2";"750.7";"757.0";"";"70";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"28.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"21.05.2017 17:30";"38.6";"745.5";"751.6";"";"38";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"40.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.8";"";"";"";"";"";"";
"21.05.2017 08:30";"30.0";"748.9";"755.2";"";"70";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"27.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"20.05.2017 17:30";"40.0";"745.7";"751.7";"";"34";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"42.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.4";"";"";"";"";"";"";
"20.05.2017 08:30";"29.6";"750.1";"756.4";"";"69";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"19.05.2017 17:30";"40.4";"747.4";"753.4";"";"18";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"";"42.7";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"19.05.2017 08:30";"30.6";"750.4";"756.7";"";"68";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"26.9";"";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"18.05.2017 17:30";"40.6";"746.9";"752.9";"";"21";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"18.05.2017 08:30";"29.8";"749.7";"756.0";"";"70";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"17.05.2017 17:30";"41.6";"745.9";"751.9";"";"19";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"17.05.2017 08:30";"29.8";"748.9";"755.2";"";"73";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"16.05.2017 17:30";"40.6";"745.3";"751.3";"";"18";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"42.3";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"16.05.2017 08:30";"29.6";"748.6";"754.9";"";"72";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"15.05.2017 17:30";"40.8";"746.2";"752.2";"";"21";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"42.3";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"15.05.2017 08:30";"29.8";"749.1";"755.4";"";"73";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"14.05.2017 17:30";"41.2";"746.8";"752.8";"";"20";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.7";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"14.05.2017 08:30";"30.8";"749.6";"755.9";"";"62";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"13.05.2017 17:30";"42.0";"747.4";"753.4";"";"21";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"";"43.7";"";"";"2500 or more, or no clouds.";"";"";"10.0";"15.6";"";"";"";"";"";"";
"13.05.2017 08:30";"29.6";"750.7";"757.0";"";"62";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"28.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
"12.05.2017 17:30";"42.6";"748.0";"754.0";"";"20";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"43.3";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"12.05.2017 08:30";"30.2";"751.6";"757.9";"";"70";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"26.9";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"11.05.2017 17:30";"42.6";"747.8";"753.8";"";"21";"Wind blowing from the north-west";"3";"";"";"20–30%.";" ";"";"";"";"43.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.7";"";"";"";"";"";"";
"11.05.2017 08:30";"30.8";"750.6";"756.9";"";"64";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"10.05.2017 17:30";"41.8";"746.7";"752.7";"";"26";"Wind blowing from the north-west";"3";"";"";"40%.";" ";"";"";"";"44.0";"";"";"600-1000";"";"";"10.0";"18.4";"";"";"";"";"";"";
"10.05.2017 08:30";"30.2";"750.0";"756.3";"";"64";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.7";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"09.05.2017 17:30";"43.4";"748.2";"754.2";"";"18";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"44.3";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"09.05.2017 08:30";"29.2";"751.3";"757.6";"";"56";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"08.05.2017 17:30";"43.8";"747.8";"753.8";"";"16";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"44.8";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"08.05.2017 08:30";"30.2";"751.9";"758.2";"";"58";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"07.05.2017 17:30";"42.8";"748.5";"754.5";"";"18";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"07.05.2017 08:30";"29.8";"751.7";"758.0";"";"60";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"06.05.2017 17:30";"41.8";"749.0";"755.0";"";"17";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"06.05.2017 08:30";"29.6";"752.6";"758.9";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"05.05.2017 17:30";"41.6";"748.7";"754.7";"";"16";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"43.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.3";"";"";"";"";"";"";
"05.05.2017 08:30";"31.8";"751.9";"758.2";"";"36";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"27.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.0";"";"";"";"";"";"";
"04.05.2017 17:30";"42.8";"749.5";"755.5";"";"16";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"04.05.2017 08:30";"30.8";"752.3";"758.6";"";"55";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"03.05.2017 17:30";"41.8";"749.2";"755.2";"";"19";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"03.05.2017 08:30";"29.4";"752.2";"758.5";"";"68";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"02.05.2017 17:30";"41.8";"749.2";"755.2";"";"18";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"42.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.3";"";"";"";"";"";"";
"02.05.2017 08:30";"29.2";"752.5";"758.8";"";"66";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"01.05.2017 17:30";"41.4";"748.6";"754.6";"";"20";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.3";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"01.05.2017 08:30";"28.2";"751.4";"757.7";"";"72";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"30.04.2017 17:30";"39.8";"748.2";"754.3";"";"21";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"30.04.2017 08:30";"28.0";"751.6";"757.9";"";"74";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"29.04.2017 17:30";"39.0";"748.9";"755.0";"";"28";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"29.04.2017 08:30";"27.8";"752.2";"758.5";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.7";"";"";"";"";"";"";
"28.04.2017 17:30";"38.0";"748.4";"754.5";"";"27";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"28.04.2017 08:30";"27.8";"752.5";"758.8";"";"76";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"27.04.2017 17:30";"40.6";"749.2";"755.3";"";"15";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"42.3";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"27.04.2017 08:30";"26.0";"752.3";"758.7";"";"73";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"26.04.2017 17:30";"39.2";"749.1";"755.2";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.3";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"26.04.2017 08:30";"27.2";"752.6";"759.0";"";"72";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"25.04.2017 17:30";"37.8";"748.8";"754.9";"";"21";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"25.04.2017 08:30";"27.8";"752.7";"759.0";"";"73";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"24.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"24.04.2017 17:30";"38.0";"748.4";"754.5";"";"32";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"38.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.5";"";"";"";"";"";"";
"24.04.2017 08:30";"27.6";"751.9";"758.2";"";"67";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"24.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"23.04.2017 17:30";"38.2";"747.5";"753.6";"";"43";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"23.04.2017 08:30";"28.0";"751.4";"757.7";"";"67";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"26.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.4";"";"";"";"";"";"";
"22.04.2017 17:30";"39.0";"746.8";"752.9";"";"22";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"40.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.5";"";"";"";"";"";"";
