# Weather station New Kandla, India, WMO_ID=42639,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42639&lang=en
#
"Local time in New Kandla";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.11.2017 08:30";"23.0";"759.1";"761.1";"";"78";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"08.11.2017 17:30";"32.2";"757.0";"759.0";"";"46";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"35.1";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"08.11.2017 08:30";"22.4";"759.8";"761.8";"";"71";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"07.11.2017 17:30";"32.4";"757.2";"759.1";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"07.11.2017 08:30";"22.0";"759.3";"761.3";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"06.11.2017 17:30";"32.0";"757.0";"759.0";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.7";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"06.11.2017 08:30";"22.4";"759.9";"761.9";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"05.11.2017 17:30";"32.0";"757.0";"759.0";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"05.11.2017 08:30";"23.6";"759.7";"761.7";"";"67";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"04.11.2017 17:30";"33.0";"757.5";"759.4";"";"35";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"04.11.2017 08:30";"23.0";"759.5";"761.5";"";"67";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"03.11.2017 17:30";"33.6";"756.6";"758.5";"";"33";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"35.9";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"03.11.2017 08:30";"24.0";"759.3";"761.3";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"02.11.2017 17:30";"34.2";"757.0";"758.9";"";"32";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"02.11.2017 08:30";"22.8";"759.8";"761.8";"";"62";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"01.11.2017 17:30";"32.0";"757.5";"759.5";"";"36";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"01.11.2017 08:30";"21.6";"759.8";"761.8";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.3";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"31.10.2017 17:30";"32.6";"756.5";"758.4";"";"41";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"31.10.2017 08:30";"22.8";"758.9";"760.9";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"30.10.2017 17:30";"34.2";"757.7";"759.6";"";"45";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"30.10.2017 08:30";"23.0";"760.8";"762.8";"";"79";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"29.10.2017 17:30";"33.4";"758.1";"760.0";"";"49";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"29.10.2017 08:30";"24.6";"759.4";"761.4";"";"87";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"28.10.2017 17:30";"32.6";"757.3";"759.2";"";"52";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"28.10.2017 08:30";"24.4";"759.4";"761.4";"";"80";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"21.9";"";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"27.10.2017 17:30";"32.4";"756.7";"758.6";"";"51";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"27.10.2017 08:30";"23.8";"759.3";"761.3";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"26.10.2017 17:30";"32.8";"757.0";"758.9";"";"51";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"26.10.2017 08:30";"26.6";"759.7";"761.7";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"25.10.2017 17:30";"33.6";"757.6";"759.5";"";"49";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"36.7";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"25.10.2017 08:30";"25.4";"759.9";"761.9";"";"88";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"24.10.2017 17:30";"31.2";"756.9";"758.9";"";"81";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"35.3";"";"";"";"";"";"10.0";"27.6";"";"";"";"";"";"";
"24.10.2017 08:30";"22.2";"759.3";"761.3";"";"95";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"23.10.2017 17:30";"32.8";"755.2";"757.1";"";"68";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"10.0";"26.1";"";"";"";"";"";"";
"23.10.2017 08:30";"25.4";"757.8";"759.8";"";"90";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"22.10.2017 17:30";"35.2";"753.8";"755.7";"";"28";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"";"38.7";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"22.10.2017 08:30";"25.8";"756.0";"758.0";"";"86";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"21.10.2017 17:30";"33.6";"753.2";"755.1";"";"65";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"40.7";"";"";"";"";"";"10.0";"26.1";"";"";"";"";"";"";
"21.10.2017 08:30";"25.8";"755.8";"757.8";"";"70";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"20.10.2017 17:30";"33.6";"753.4";"755.3";"";"53";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"20.10.2017 13:30";"25.8";"755.8";"757.8";"";"70";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"20.10.2017 08:30";"25.6";"755.3";"757.3";"";"76";"Wind blowing from the north-northwest";"3";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"19.10.2017 17:30";"33.8";"753.6";"755.5";"";"52";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"39.1";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"19.10.2017 08:30";"26.4";"755.9";"757.9";"";"78";"Wind blowing from the north-northeast";"3";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"18.10.2017 17:30";"36.0";"753.9";"755.8";"";"47";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"18.10.2017 08:30";"25.0";"756.4";"758.4";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"17.10.2017 17:30";"33.2";"753.6";"755.5";"";"52";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"17.10.2017 08:30";"25.4";"756.2";"758.2";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"16.10.2017 17:30";"32.6";"753.0";"754.9";"";"65";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"10.0";"25.3";"";"";"";"";"";"";
"16.10.2017 08:30";"26.0";"755.5";"757.5";"";"89";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"15.10.2017 17:30";"34.0";"752.0";"753.9";"";"49";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"36.7";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"15.10.2017 08:30";"26.0";"754.7";"756.7";"";"75";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"14.10.2017 17:30";"33.0";"751.3";"753.2";"";"61";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"35.9";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"14.10.2017 08:30";"27.6";"754.3";"756.3";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.1";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"13.10.2017 17:30";"33.0";"751.2";"753.1";"";"57";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"36.3";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"13.10.2017 08:30";"28.4";"754.4";"756.4";"";"83";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"25.5";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.3";"";"";"";"";"";"";
"12.10.2017 17:30";"31.0";"752.7";"754.6";"";"73";"Wind blowing from the north-northeast";"1";"";"";"100%.";" ";"";"";"";"32.8";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"25.7";"";"";"";"";"";"";
"12.10.2017 08:30";"29.8";"754.5";"756.5";"";"77";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"28.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"25.3";"";"";"";"";"";"";
"11.10.2017 17:30";"35.0";"752.1";"754.0";"";"56";"Wind blowing from the south-southeast";"3";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"11.10.2017 08:30";"29.8";"753.5";"755.5";"";"70";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"10.10.2017 17:30";"37.2";"751.1";"753.0";"";"48";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"39.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.5";"";"";"";"";"";"";
"10.10.2017 08:30";"26.6";"753.5";"755.5";"";"69";"Wind blowing from the north-northwest";"2";"";"";"40%.";" ";"";"";"24.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.5";"";"";"";"";"";"";
"09.10.2017 17:30";"37.6";"751.7";"753.6";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.3";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"09.10.2017 08:30";"28.2";"753.5";"755.5";"";"70";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"08.10.2017 17:30";"36.0";"751.6";"753.5";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.1";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"08.10.2017 08:30";"29.0";"753.8";"755.8";"";"66";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"07.10.2017 17:30";"37.2";"752.3";"754.2";"";"41";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"39.9";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"07.10.2017 08:30";"28.6";"755.4";"757.4";"";"67";"Wind blowing from the north-northwest";"3";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"06.10.2017 17:30";"35.2";"753.3";"755.2";"";"47";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"37.7";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"06.10.2017 08:30";"28.0";"755.7";"757.7";"";"74";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"05.10.2017 17:30";"35.0";"753.6";"755.5";"";"49";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"37.9";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"05.10.2017 08:30";"27.4";"755.8";"757.8";"";"83";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"25.1";"";"";"";"";"";"";"10.0";"24.2";"";"";"";"";"";"";
"04.10.2017 17:30";"33.2";"754.3";"756.2";"";"54";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"04.10.2017 08:30";"27.0";"756.8";"758.8";"";"83";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"24.3";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"03.10.2017 17:30";"32.2";"754.0";"755.9";"";"60";"Wind blowing from the south-southwest";"3";"";"";"no clouds";" ";"";"";"";"34.1";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"03.10.2017 08:30";"27.2";"756.0";"758.0";"";"89";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"02.10.2017 17:30";"32.0";"752.9";"754.8";"";"60";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"02.10.2017 08:30";"27.0";"755.1";"757.1";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"01.10.2017 17:30";"32.8";"755.0";"756.9";"";"57";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"01.10.2017 08:30";"26.2";"756.9";"758.9";"";"84";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"30.09.2017 17:30";"32.8";"754.8";"756.7";"";"56";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"30.09.2017 08:30";"27.4";"756.4";"758.4";"";"77";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"29.09.2017 17:30";"32.0";"752.8";"754.7";"";"62";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"29.09.2017 08:30";"27.2";"755.4";"757.4";"";"80";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"28.09.2017 17:30";"32.0";"753.4";"755.3";"";"60";"Wind blowing from the south-southwest";"3";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"";"23.3";"";"";"";"";"";"";
"28.09.2017 08:30";"26.6";"755.4";"757.4";"";"81";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"27.09.2017 17:30";"32.4";"754.0";"755.9";"";"58";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"";"34.1";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"27.09.2017 08:30";"27.0";"756.4";"758.4";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"26.09.2017 17:30";"32.4";"753.8";"755.7";"";"55";"Wind blowing from the south-southwest";"6";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"26.09.2017 08:30";"27.6";"755.3";"757.3";"";"77";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"25.09.2017 17:30";"32.0";"753.4";"755.3";"";"54";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"33.9";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"25.09.2017 08:30";"27.6";"755.9";"757.9";"";"80";"Wind blowing from the west-southwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"25.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.8";"";"";"";"";"";"";
"24.09.2017 17:30";"32.4";"754.9";"756.8";"";"53";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"34.3";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"24.09.2017 08:30";"27.6";"756.5";"758.5";"";"80";"Wind blowing from the west-southwest";"2";"";"";"20–30%.";" ";"";"";"25.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.8";"";"";"";"";"";"";
"23.09.2017 17:30";"32.6";"754.2";"756.1";"";"58";"Wind blowing from the west-southwest";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"33.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.4";"";"";"";"";"";"";
"23.09.2017 08:30";"28.0";"755.1";"757.1";"";"82";"Wind blowing from the south-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"26.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"10.0";"24.6";"";"";"";"";"";"";
"22.09.2017 17:30";"32.4";"752.1";"754.0";"";"64";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"34.1";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"22.09.2017 08:30";"27.6";"752.9";"754.9";"";"84";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"21.09.2017 17:30";"31.2";"750.5";"752.4";"";"66";"Wind blowing from the west-southwest";"4";"";"";"70 – 80%.";" ";"";"";"";"33.3";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.0";"";"";"";"";"";"";
"21.09.2017 08:30";"28.4";"751.7";"753.7";"";"85";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"26.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.6";"";"";"";"";"";"";
"20.09.2017 17:30";"31.8";"749.7";"751.6";"";"78";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"10.0";"27.4";"";"";"";"";"";"";
"20.09.2017 08:30";"27.6";"751.7";"753.7";"";"87";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"26.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.3";"";"";"";"";"";"";
"19.09.2017 17:30";"32.6";"750.3";"752.2";"";"75";"Wind blowing from the south-west";"3";"";"";"40%.";" ";"";"";"";"34.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.7";"";"";"";"";"";"";
"19.09.2017 08:30";"28.0";"752.8";"754.8";"";"85";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"27.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"25.2";"";"";"";"";"";"";
"18.09.2017 17:30";"28.4";"751.1";"753.1";"";"68";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"21.9";"";"";"";"";"";"";
"18.09.2017 08:30";"29.0";"753.3";"755.3";"";"86";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"27.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"26.5";"";"";"";"";"";"";
"17.09.2017 17:30";"33.4";"750.8";"752.7";"";"74";"Wind blowing from the south-west";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"35.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"28.2";"";"";"";"";"";"";
"17.09.2017 08:30";"28.0";"753.2";"755.2";"";"86";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"26.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"25.4";"";"";"";"";"";"";
