# Weather station Disa, India, WMO_ID=42539,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42539&lang=en
#
"Local time in Disa";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.05.2016 08:30";"30.4";"745.8";"757.3";"";"62";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"09.05.2016 17:30";"40.8";"741.2";"752.3";"-2.2";"27";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"41.7";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"09.05.2016 14:30";"39.2";"743.4";"754.5";"-1.7";"28";"variable wind direction";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"09.05.2016 11:30";"35.2";"745.1";"756.4";"-0.4";"47";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"09.05.2016 08:30";"30.0";"745.5";"757.0";"";"66";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"08.05.2016 17:30";"40.4";"742.5";"753.6";"-1.5";"25";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"08.05.2016 14:30";"39.0";"744.0";"755.2";"-1.5";"32";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"08.05.2016 11:30";"35.4";"745.5";"756.8";"0.2";"46";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"08.05.2016 08:30";"29.4";"745.3";"756.8";"";"72";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"27.1";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"07.05.2016 17:30";"40.4";"741.7";"752.8";"-1.2";"23";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"07.05.2016 14:30";"39.0";"742.9";"754.0";"-1.9";"31";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"07.05.2016 11:30";"34.4";"744.8";"756.1";"0.2";"44";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"07.05.2016 08:30";"29.0";"744.6";"756.1";"";"71";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"06.05.2016 17:30";"38.0";"741.9";"753.1";"-1.7";"24";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"06.05.2016 14:30";"39.0";"743.6";"754.7";"-1.7";"19";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"06.05.2016 11:30";"35.2";"745.3";"756.6";"0.0";"29";"Wind blowing from the north-west";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.6";"";"";"";"";"";"";
"06.05.2016 08:30";"29.4";"745.3";"756.8";"";"46";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"05.05.2016 17:30";"37.0";"743.0";"754.2";"-1.1";"24";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"05.05.2016 14:30";"37.2";"744.1";"755.3";"-1.7";"24";"Wind blowing from the north-west";"4";"";"";"no clouds";"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"05.05.2016 11:30";"34.0";"745.8";"757.2";"0.7";"28";"Wind blowing from the west";"3";"";"";"no clouds";"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"13.2";"";"";"";"";"";"";
"05.05.2016 08:30";"27.4";"745.1";"756.7";"";"63";"Wind blowing from the west";"3";"";"";"no clouds";"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.6";"";"";"";"";"";"";"2.0";"19.7";"";"";"";"";"";"";
"04.05.2016 17:30";"38.6";"741.1";"752.2";"-1.5";"34";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"39.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.3";"";"";"";"";"";"";
"04.05.2016 14:30";"37.2";"742.6";"753.8";"-1.8";"41";"Wind blowing from the south-southwest";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.8";"";"";"";"";"";"";
"04.05.2016 11:30";"32.4";"744.4";"755.8";"0.1";"54";"Wind blowing from the south-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.8";"";"";"";"";"";"";
"04.05.2016 08:30";"28.6";"744.3";"755.8";"";"74";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"03.05.2016 17:30";"39.8";"741.4";"752.5";"-1.7";"27";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"03.05.2016 14:30";"38.4";"743.1";"754.3";"-1.7";"34";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"03.05.2016 11:30";"34.4";"744.8";"756.1";"0.1";"42";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"03.05.2016 08:30";"28.8";"744.7";"756.2";"";"75";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"02.05.2016 17:30";"40.0";"740.9";"752.0";"-1.1";"24";"Wind blowing from the south-west";"3";"";"";"no clouds";"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"40.6";"";"";"";"";"";"2.0";"16.1";"";"";"";"";"";"";
"02.05.2016 14:30";"40.2";"742.0";"753.1";"-2.1";"23";"Wind blowing from the south-west";"4";"";"";"no clouds";"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"15.5";"";"";"";"";"";"";
"02.05.2016 11:30";"34.4";"744.1";"755.4";"0.1";"42";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.7";"";"";"";"";"";"";
"02.05.2016 08:30";"28.0";"744.0";"755.6";"";"72";"Wind blowing from the south-west";"3";"";"";"60%.";" ";"";"";"26.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.4";"";"";"";"";"";"";
"01.05.2016 17:30";"41.8";"741.2";"752.2";"-0.9";"24";"Wind blowing from the west-southwest";"2";"";"";"40%.";" ";"";"";"";"42.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.6";"";"";"";"";"";"";
"01.05.2016 14:30";"40.2";"742.1";"753.2";"-2.1";"28";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"01.05.2016 11:30";"35.0";"744.2";"755.5";"-0.4";"42";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"01.05.2016 08:30";"29.6";"744.6";"756.1";"";"63";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"26.7";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"30.04.2016 17:30";"41.4";"742.4";"753.4";"-0.9";"24";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"42.3";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"30.04.2016 14:30";"40.6";"743.3";"754.4";"-1.8";"24";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.6";"";"";"";"";"";"";
"30.04.2016 11:30";"36.0";"745.1";"756.4";"0.4";"37";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.1";"";"";"";"";"";"";
"30.04.2016 08:30";"29.2";"744.7";"756.2";"";"53";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"25.3";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"29.04.2016 17:30";"41.8";"742.0";"753.0";"-0.9";"20";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"43.8";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"29.04.2016 14:30";"42.6";"742.9";"753.9";"-1.6";"15";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"29.04.2016 11:30";"37.8";"744.5";"755.7";"0.1";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"29.04.2016 08:30";"29.6";"744.4";"755.9";"";"60";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"24.9";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"28.04.2016 17:30";"41.4";"741.6";"752.6";"-0.7";"17";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"28.04.2016 14:30";"41.2";"742.3";"753.4";"-2.1";"19";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"28.04.2016 11:30";"36.4";"744.4";"755.7";"0.2";"36";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"28.04.2016 08:30";"30.2";"744.2";"755.7";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"27.04.2016 17:30";"39.8";"742.9";"754.0";"-0.9";"20";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"40.7";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"27.04.2016 14:30";"39.6";"743.8";"754.9";"-1.9";"21";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"27.04.2016 11:30";"34.4";"745.7";"757.0";"0.0";"30";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"27.04.2016 08:30";"28.6";"745.7";"757.3";"";"51";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"26.04.2016 17:30";"36.4";"743.9";"755.1";"-1.0";"28";"Wind blowing from the south-southeast";"2";"";"";"40%.";" ";"";"";"";"37.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.1";"";"";"";"";"";"";
"26.04.2016 14:30";"36.2";"744.9";"756.2";"-1.4";"33";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.4";"";"";"";"";"";"";
"26.04.2016 11:30";"32.0";"746.3";"757.7";"0.3";"42";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.7";"";"";"";"";"";"";
"26.04.2016 08:30";"27.4";"746.0";"757.6";"";"60";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.0";"";"";"";"";"";"";
"25.04.2016 17:30";"37.8";"742.2";"753.4";"-0.8";"20";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"38.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.9";"";"";"";"";"";"";
"25.04.2016 14:30";"37.4";"743.0";"754.2";"-1.1";"20";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.7";"";"";"";"";"";"";
"25.04.2016 11:30";"32.8";"744.1";"755.5";"0.6";"40";"Wind blowing from the west-southwest";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.6";"";"";"";"";"";"";
"25.04.2016 08:30";"27.2";"743.5";"755.1";"";"69";"variable wind direction";"1";"";"";"60%.";" ";"";"";"24.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.9";"";"";"";"";"";"";
"24.04.2016 17:30";"38.2";"740.6";"751.7";"-1.2";"19";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"";"38.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.1";"";"";"";"";"";"";
"24.04.2016 14:30";"36.0";"741.8";"753.0";"-1.8";"29";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"24.04.2016 11:30";"32.2";"743.6";"755.0";"0.1";"43";"Wind blowing from the south-west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.9";"";"";"";"";"";"";
"24.04.2016 08:30";"27.0";"743.5";"755.1";"";"72";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"23.04.2016 17:30";"38.0";"740.4";"751.5";"-1.1";"24";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"23.04.2016 14:30";"38.0";"741.5";"752.7";"-1.9";"21";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"23.04.2016 11:30";"33.6";"743.4";"754.7";"0.0";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"23.04.2016 08:30";"27.2";"743.4";"755.0";"";"70";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"22.04.2016 17:30";"37.4";"741.0";"752.2";"-1.6";"36";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"22.04.2016 14:30";"36.0";"742.6";"753.8";"-2.1";"33";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"22.04.2016 11:30";"30.8";"744.7";"756.2";"0.1";"49";"Wind blowing from the south-southwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"22.04.2016 08:30";"25.0";"744.6";"756.3";"";"65";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"22.3";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"21.04.2016 17:30";"38.0";"742.5";"753.7";"-1.7";"18";"Wind blowing from the west-southwest";"4";"";"";"no clouds";" ";"";"";"";"38.7";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"21.04.2016 14:30";"36.8";"744.2";"755.4";"-1.8";"25";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"21.04.2016 11:30";"32.8";"746.0";"757.4";"0.0";"33";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"21.04.2016 08:30";"27.4";"746.0";"757.6";"";"66";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"20.04.2016 17:30";"37.8";"744.7";"755.9";"-1.2";"24";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"20.04.2016 14:30";"37.2";"745.9";"757.1";"-1.7";"25";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.0";"";"";"";"";"";"";
"20.04.2016 11:30";"34.0";"747.6";"759.0";"0.5";"36";"Wind blowing from the west-southwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.8";"";"";"";"";"";"";
"20.04.2016 08:30";"26.8";"747.1";"758.8";"";"68";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.4";"";"";"";"";"";"";
"19.04.2016 17:30";"33.6";"743.9";"755.3";"-1.1";"39";"Wind blowing from the west-northwest";"3";"";"";"70 – 80%.";" ";"";"";"";"34.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.8";"";"";"";"";"";"";
"19.04.2016 14:30";"33.6";"745.0";"756.4";"-1.1";"41";"Wind blowing from the west-northwest";"4";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"18.6";"";"";"";"";"";"";
"19.04.2016 11:30";"31.8";"746.1";"757.6";"0.3";"47";"Wind blowing from the west-southwest";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"19.3";"";"";"";"";"";"";
"19.04.2016 08:30";"26.8";"745.8";"757.4";"";"69";"Wind blowing from the north-northwest";"2";"";"";"50%.";" ";"";"";"23.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.7";"";"";"";"";"";"";
"18.04.2016 17:30";"35.6";"742.9";"754.2";"-1.4";"29";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.2";"";"";"";"";"";"";
"18.04.2016 14:30";"34.4";"744.3";"755.6";"-1.8";"33";"Wind blowing from the south-west";"3";"";"";"60%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.7";"";"";"";"";"";"";
"18.04.2016 11:30";"30.8";"746.1";"757.6";"0.0";"40";"Wind blowing from the south-west";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.8";"";"";"";"";"";"";
"18.04.2016 08:30";"26.6";"746.1";"757.8";"";"52";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.9";"";"";"";"";"";"";
"17.04.2016 17:30";"36.2";"741.4";"752.6";"-1.2";"23";"Wind blowing from the south-west";"3";"";"";"100%.";"Slight or moderate duststorm or sandstorm, no appreciable change during the preceding hour. ";"Storm";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"36.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"11.9";"";"";"";"";"";"";
"17.04.2016 14:30";"36.6";"742.6";"753.8";"-1.5";"13";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"3.9";"";"";"";"";"";"";
"17.04.2016 11:30";"33.2";"744.1";"755.5";"0.2";"42";"Wind blowing from the south-southwest";"3";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.5";"";"";"";"";"";"";
