# Weather station Disa, India, WMO_ID=42539,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42539&lang=en
#
"Local time in Disa";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.04.2016 08:30";"27.0";"743.9";"755.5";"";"74";"Wind blowing from the south-west";"3";"";"";"90  or more, but not 100%";" ";"";"";"24.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"21.9";"";"";"";"";"";"";
"16.04.2016 17:30";"38.2";"741.8";"753.0";"-1.4";"17";"Wind blowing from the west-southwest";"3";"";"";"60%.";" ";"";"";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.4";"";"";"";"";"";"";
"16.04.2016 14:30";"38.8";"743.2";"754.4";"-1.9";"21";"Wind blowing from the west-southwest";"3";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.7";"";"";"";"";"";"";
"16.04.2016 11:30";"34.8";"745.1";"756.4";"0.0";"31";"Wind blowing from the west-southwest";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.4";"";"";"";"";"";"";
"16.04.2016 08:30";"27.8";"745.1";"756.7";"";"62";"variable wind direction";"1";"";"";"20–30%.";" ";"";"";"24.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.9";"";"";"";"";"";"";
"15.04.2016 17:30";"38.4";"743.0";"754.2";"-1.2";"23";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"39.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.5";"";"";"";"";"";"";
"15.04.2016 14:30";"38.8";"744.2";"755.4";"-1.7";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"15.04.2016 11:30";"34.0";"745.9";"757.3";"0.2";"40";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.4";"";"";"";"";"";"";
"15.04.2016 08:30";"27.4";"745.7";"757.3";"";"70";"Wind blowing from the west-southwest";"2";"";"";"40%.";" ";"";"";"24.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.4";"";"";"";"";"";"";
"14.04.2016 17:30";"38.6";"742.5";"753.6";"-0.9";"20";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"39.7";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"14.04.2016 14:30";"38.4";"743.4";"754.6";"-1.7";"21";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"14.04.2016 11:30";"33.6";"745.1";"756.5";"0.3";"32";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"14.04.2016 08:30";"28.8";"744.8";"756.3";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.1";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"13.04.2016 17:30";"38.4";"742.1";"753.2";"-1.3";"19";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"39.7";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"13.04.2016 14:30";"39.0";"743.4";"754.5";"-2.2";"15";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.9";"";"";"";"";"";"";
"13.04.2016 11:30";"35.4";"745.6";"756.9";"0.1";"25";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"13.04.2016 08:30";"29.4";"745.5";"757.0";"";"38";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"12.04.2016 17:30";"38.6";"743.7";"754.9";"-0.9";"14";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"10.0";"6.4";"";"";"";"";"";"";
"12.04.2016 14:30";"38.8";"744.6";"755.8";"-2.1";"13";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.4";"";"";"";"";"";"";
"12.04.2016 11:30";"36.4";"746.7";"758.0";"0.3";"15";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.7";"";"";"";"";"";"";
"12.04.2016 08:30";"29.2";"746.4";"758.0";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"11.04.2016 17:30";"36.0";"745.4";"756.7";"-1.1";"21";"Wind blowing from the west-southwest";"3";"";"";"40%.";" ";"";"";"";"37.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.4";"";"";"";"";"";"";
"11.04.2016 14:30";"36.8";"746.5";"757.8";"-2.0";"22";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"11.04.2016 11:30";"32.2";"748.5";"760.0";"0.2";"42";"Wind blowing from the north-northeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.6";"";"";"";"";"";"";
"11.04.2016 08:30";"26.6";"748.3";"760.0";"";"64";"Wind blowing from the west-northwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"23.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.2";"";"";"";"";"";"";
"10.04.2016 17:30";"36.4";"745.7";"757.0";"-0.6";"20";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"";"38.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.0";"";"";"";"";"";"";
"10.04.2016 14:30";"36.8";"746.3";"757.6";"-1.5";"19";"Wind blowing from the west-northwest";"4";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.7";"";"";"";"";"";"";
"10.04.2016 11:30";"33.6";"747.8";"759.2";"0.4";"32";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.9";"";"";"";"";"";"";
"10.04.2016 08:30";"26.6";"747.4";"759.1";"";"53";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.2";"";"";"";"";"";"";
"09.04.2016 17:30";"35.8";"744.8";"756.1";"-0.7";"22";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"36.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.2";"";"";"";"";"";"";
"09.04.2016 14:30";"35.2";"745.5";"756.8";"-1.6";"23";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.2";"";"";"";"";"";"";
"09.04.2016 11:30";"32.2";"747.1";"758.6";"0.2";"34";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.2";"";"";"";"";"";"";
"09.04.2016 08:30";"27.0";"746.9";"758.6";"";"58";"Wind blowing from the north-northwest";"1";"";"";"60%.";" ";"";"";"21.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.9";"";"";"";"";"";"";
"08.04.2016 17:30";"35.4";"744.8";"756.1";"-1.1";"33";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"08.04.2016 14:30";"35.0";"745.9";"757.2";"-1.4";"36";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"08.04.2016 11:30";"31.0";"747.3";"758.8";"0.1";"51";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"08.04.2016 08:30";"25.2";"747.2";"758.9";"";"74";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"07.04.2016 17:30";"34.0";"744.5";"755.8";"-1.1";"38";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"07.04.2016 14:30";"34.4";"745.6";"756.9";"-2.1";"33";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"07.04.2016 11:30";"29.4";"747.7";"759.3";"0.4";"56";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"07.04.2016 08:30";"24.4";"747.3";"759.1";"";"68";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"06.04.2016 17:30";"34.6";"744.7";"756.0";"-1.0";"29";"Wind blowing from the west";"5";"";"";"70 – 80%.";" ";"";"";"";"35.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.2";"";"";"";"";"";"";
"06.04.2016 14:30";"35.0";"745.7";"757.0";"-1.4";"32";"Wind blowing from the west";"7";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"06.04.2016 11:30";"31.4";"747.1";"758.6";"0.4";"40";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"06.04.2016 08:30";"25.6";"746.7";"758.4";"";"66";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"23.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"05.04.2016 17:30";"35.2";"743.4";"754.7";"-1.2";"26";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"";"37.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.7";"";"";"";"";"";"";
"05.04.2016 14:30";"35.4";"744.6";"755.9";"-1.8";"16";"Wind blowing from the west-southwest";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"6.3";"";"";"";"";"";"";
"05.04.2016 11:30";"30.4";"746.4";"757.9";"0.4";"35";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.4";"";"";"";"";"";"";
"05.04.2016 08:30";"25.8";"746.0";"757.7";"";"58";"Wind blowing from the west-southwest";"2";"";"";"50%.";" ";"";"";"22.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.8";"";"";"";"";"";"";
"04.04.2016 17:30";"35.8";"743.7";"755.0";"-1.9";"25";"Wind blowing from the west-southwest";"4";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"04.04.2016 14:30";"34.6";"745.6";"756.9";"-2.0";"28";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.7";"";"";"";"";"";"";
"04.04.2016 11:30";"30.4";"747.6";"759.1";"0.7";"41";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.6";"";"";"";"";"";"";
"04.04.2016 08:30";"25.8";"746.9";"758.6";"";"70";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"23.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.0";"";"";"";"";"";"";
"03.04.2016 17:30";"36.0";"745.4";"756.7";"-0.6";"23";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"38.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.0";"";"";"";"";"";"";
"03.04.2016 14:30";"37.0";"746.0";"757.3";"-2.0";"25";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.7";"";"";"";"";"";"";
"03.04.2016 11:30";"32.2";"748.0";"759.5";"0.4";"40";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.8";"";"";"";"";"";"";
"03.04.2016 08:30";"27.4";"747.6";"759.2";"";"67";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"25.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.8";"";"";"";"";"";"";
"02.04.2016 17:30";"37.4";"743.7";"754.9";"-1.2";"28";"Wind blowing from the west-southwest";"2";"";"";"60%.";" ";"";"";"";"38.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.1";"";"";"";"";"";"";
"02.04.2016 14:30";"37.4";"744.9";"756.1";"-1.9";"29";"Wind blowing from the west-southwest";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.6";"";"";"";"";"";"";
"02.04.2016 11:30";"32.8";"746.8";"758.2";"0.5";"38";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.8";"";"";"";"";"";"";
"02.04.2016 08:30";"26.8";"746.3";"757.9";"";"64";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.4";"";"";"";"";"";"";
"01.04.2016 17:30";"36.4";"743.1";"754.3";"-0.9";"29";"Wind blowing from the west-southwest";"3";"";"";"20–30%.";" ";"";"";"";"37.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.5";"";"";"";"";"";"";
"01.04.2016 14:30";"36.6";"744.0";"755.2";"-2.2";"27";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.9";"";"";"";"";"";"";
"01.04.2016 11:30";"31.8";"746.2";"757.7";"0.0";"40";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"01.04.2016 08:30";"26.4";"746.2";"757.9";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"31.03.2016 17:30";"35.8";"744.5";"755.8";"-1.5";"35";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"37.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.0";"";"";"";"";"";"";
"31.03.2016 14:30";"36.6";"746.0";"757.3";"-2.2";"19";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.3";"";"";"";"";"";"";
"31.03.2016 11:30";"32.0";"748.2";"759.7";"-0.1";"27";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.5";"";"";"";"";"";"";
"31.03.2016 08:30";"25.4";"748.3";"760.0";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"30.03.2016 17:30";"36.8";"746.0";"757.3";"-0.9";"29";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"38.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.1";"";"";"";"";"";"";
