# Weather station Gandhinagar, India, WMO_ID=42654,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42654&lang=en
#
"Local time in Gandhinagar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.04.2016 17:30";"38.0";"747.4";"754.2";"";"20";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"17.04.2016 08:30";"29.0";"749.9";"756.9";"";"61";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"16.04.2016 17:30";"38.4";"747.5";"754.3";"";"17";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"10.0";"9.2";"";"";"";"";"";"";
"16.04.2016 08:30";"29.4";"750.7";"757.7";"";"50";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"15.04.2016 17:30";"39.4";"748.6";"755.3";"";"18";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"15.04.2016 08:30";"28.4";"751.1";"758.1";"";"64";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"14.04.2016 17:30";"39.0";"748.1";"754.8";"";"18";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"14.04.2016 08:30";"28.4";"750.2";"757.2";"";"51";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"13.04.2016 17:30";"38.4";"747.5";"754.3";"";"19";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"13.04.2016 08:30";"29.0";"750.9";"757.9";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"12.04.2016 17:30";"38.0";"748.7";"755.5";"";"20";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"12.04.2016 08:30";"28.0";"752.1";"759.1";"";"63";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"11.04.2016 17:30";"36.0";"750.9";"757.7";"";"21";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"11.04.2016 08:30";"27.0";"753.6";"760.7";"";"59";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"10.04.2016 17:30";"37.4";"750.5";"757.3";"";"23";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"10.04.2016 08:30";"28.4";"753.5";"760.5";"";"61";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"09.04.2016 17:30";"36.4";"750.0";"756.8";"";"22";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"09.04.2016 08:30";"26.0";"752.4";"759.5";"";"55";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"08.04.2016 17:30";"36.0";"749.8";"756.6";"";"17";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"7.5";"";"";"";"";"";"";
"08.04.2016 08:30";"26.0";"752.6";"759.7";"";"62";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"07.04.2016 17:30";"26.0";"749.7";"756.8";"";"45";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"07.04.2016 08:30";"25.0";"752.9";"760.0";"";"57";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"06.04.2016 17:30";"36.0";"750.1";"756.9";"";"21";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"06.04.2016 08:30";"26.4";"752.1";"759.2";"";"60";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"05.04.2016 17:30";"36.0";"749.0";"755.8";"";"25";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"05.04.2016 08:30";"26.0";"751.6";"758.7";"";"62";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"04.04.2016 17:30";"35.4";"749.3";"756.1";"";"24";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"04.04.2016 08:30";"26.0";"752.6";"759.7";"";"62";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"03.04.2016 17:30";"37.0";"750.8";"757.6";"";"22";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"03.04.2016 08:30";"29.4";"753.1";"760.1";"";"52";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"02.04.2016 17:30";"39.0";"748.8";"755.5";"";"28";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"02.04.2016 08:30";"28.0";"752.0";"759.0";"";"66";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"01.04.2016 17:30";"37.4";"748.7";"755.5";"";"23";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"01.04.2016 08:30";"27.0";"751.7";"758.7";"";"70";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"31.03.2016 17:30";"37.0";"749.9";"756.7";"";"22";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"31.03.2016 08:30";"26.0";"753.6";"760.7";"";"51";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"30.03.2016 17:30";"37.4";"750.9";"757.7";"";"14";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"5.8";"";"";"";"";"";"";
"30.03.2016 08:30";"26.4";"755.5";"762.6";"";"31";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"7.8";"";"";"";"";"";"";
"29.03.2016 17:30";"38.0";"750.7";"757.5";"";"16";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"8.4";"";"";"";"";"";"";
"29.03.2016 08:30";"27.0";"753.8";"760.9";"";"32";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"8.7";"";"";"";"";"";"";
"28.03.2016 17:30";"36.4";"751.1";"757.9";"";"18";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"8.3";"";"";"";"";"";"";
"28.03.2016 08:30";"29.0";"753.6";"760.6";"";"24";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"6.5";"";"";"";"";"";"";
"27.03.2016 17:30";"36.0";"751.1";"757.9";"";"21";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"27.03.2016 08:30";"28.0";"753.9";"760.9";"";"45";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"26.03.2016 17:30";"37.0";"751.1";"757.9";"";"22";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"26.03.2016 08:30";"27.0";"753.5";"760.6";"";"46";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"25.03.2016 17:30";"37.4";"751.4";"758.2";"";"19";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"25.03.2016 08:30";"28.0";"754.4";"761.5";"";"39";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"24.03.2016 17:30";"38.0";"750.8";"757.6";"";"18";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"24.03.2016 08:30";"27.4";"753.5";"760.6";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"6.6";"";"";"";"";"";"";
"23.03.2016 17:30";"38.0";"750.1";"756.9";"";"16";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"8.4";"";"";"";"";"";"";
"23.03.2016 08:30";"26.0";"752.7";"759.8";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"4.1";"";"";"";"";"";"";
"22.03.2016 17:30";"36.0";"750.5";"757.3";"";"14";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"4.1";"";"";"";"";"";"";
"22.03.2016 08:30";"28.0";"753.0";"760.0";"";"30";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"8.7";"";"";"";"";"";"";
"21.03.2016 17:30";"36.0";"751.1";"757.9";"";"17";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"7.5";"";"";"";"";"";"";
"21.03.2016 08:30";"24.4";"753.6";"760.7";"";"68";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"20.03.2016 17:30";"36.0";"751.2";"758.0";"";"17";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"10.0";"7.5";"";"";"";"";"";"";
"20.03.2016 08:30";"26.4";"750.0";"757.0";"";"60";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"19.03.2016 17:30";"35.4";"750.3";"757.1";"";"23";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"19.03.2016 08:30";"26.4";"753.4";"760.5";"";"62";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"18.03.2016 17:30";"36.0";"750.3";"757.1";"";"21";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"18.03.2016 08:30";"27.0";"753.5";"760.6";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"17.03.2016 17:30";"35.0";"750.4";"757.3";"";"25";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"17.03.2016 08:30";"25.4";"753.2";"760.3";"";"59";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"16.03.2016 17:30";"35.0";"751.0";"757.9";"";"20";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"10.0";"8.6";"";"";"";"";"";"";
"16.03.2016 08:30";"24.4";"754.0";"761.1";"";"44";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"15.03.2016 17:30";"34.0";"751.5";"758.4";"";"22";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"9.7";"";"";"";"";"";"";
"15.03.2016 08:30";"24.4";"754.4";"761.5";"";"40";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"14.03.2016 17:30";"32.0";"752.2";"759.1";"";"24";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"8.9";"";"";"";"";"";"";
"14.03.2016 08:30";"24.0";"754.9";"762.0";"";"49";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"13.03.2016 17:30";"32.0";"751.5";"758.4";"";"29";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"13.03.2016 08:30";"23.4";"754.0";"761.2";"";"64";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"12.03.2016 17:30";"32.0";"750.2";"757.1";"";"29";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"12.03.2016 08:30";"23.4";"753.0";"760.1";"";"75";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"11.03.2016 17:30";"35.0";"751.7";"758.6";"";"32";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"11.03.2016 08:30";"25.4";"754.3";"761.4";"";"54";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"10.03.2016 17:30";"34.4";"752.1";"759.0";"";"27";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"10.03.2016 08:30";"23.4";"754.5";"761.7";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"09.03.2016 17:30";"34.0";"751.5";"758.4";"";"24";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"09.03.2016 08:30";"24.4";"753.2";"760.3";"";"51";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"08.03.2016 17:30";"32.4";"750.7";"757.6";"";"24";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"08.03.2016 08:30";"25.4";"753.8";"760.9";"";"41";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"07.03.2016 17:30";"31.4";"751.7";"758.6";"";"28";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"07.03.2016 08:30";"25.0";"753.5";"760.6";"";"41";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"06.03.2016 17:30";"32.4";"751.5";"758.4";"";"24";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"06.03.2016 08:30";"23.4";"752.9";"760.0";"";"57";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"05.03.2016 17:30";"33.0";"750.1";"757.0";"";"30";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"05.03.2016 08:30";"23.4";"753.4";"760.6";"";"57";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"04.03.2016 17:30";"35.0";"751.5";"758.4";"";"32";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"04.03.2016 08:30";"22.4";"755.1";"762.3";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"03.03.2016 17:30";"35.0";"753.5";"760.4";"";"28";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"03.03.2016 08:30";"23.0";"755.8";"763.0";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"02.03.2016 17:30";"34.4";"751.5";"758.4";"";"34";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"02.03.2016 08:30";"23.4";"754.2";"761.4";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"01.03.2016 17:30";"34.4";"752.2";"759.1";"";"23";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"01.03.2016 08:30";"23.0";"754.9";"762.1";"";"40";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"10.0";"8.8";"";"";"";"";"";"";
"29.02.2016 17:30";"35.0";"753.1";"760.0";"";"17";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"6.7";"";"";"";"";"";"";
"29.02.2016 08:30";"23.4";"757.0";"764.2";"";"36";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"7.4";"";"";"";"";"";"";
"28.02.2016 17:30";"33.4";"754.2";"761.1";"";"13";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"1.7";"";"";"";"";"";"";
"28.02.2016 08:30";"21.0";"757.7";"764.9";"";"45";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"8.5";"";"";"";"";"";"";
"27.02.2016 17:30";"33.4";"754.4";"761.3";"";"17";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"10.0";"5.4";"";"";"";"";"";"";
"27.02.2016 08:30";"21.0";"757.0";"764.2";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"5.9";"";"";"";"";"";"";
"26.02.2016 17:30";"33.0";"753.7";"760.6";"";"18";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"5.9";"";"";"";"";"";"";
"26.02.2016 08:30";"20.4";"756.2";"763.4";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"8.1";"";"";"";"";"";"";
"24.02.2016 17:30";"32.0";"751.0";"757.9";"";"19";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"5.9";"";"";"";"";"";"";
"24.02.2016 08:30";"17.0";"754.0";"761.3";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"23.02.2016 08:30";"19.0";"755.4";"762.7";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"22.02.2016 17:30";"29.4";"754.0";"761.0";"";"25";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"7.2";"";"";"";"";"";"";
"22.02.2016 08:30";"20.0";"756.1";"763.4";"";"43";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"7.1";"";"";"";"";"";"";
"21.02.2016 17:30";"29.0";"753.4";"760.4";"";"29";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"21.02.2016 08:30";"20.0";"756.4";"763.7";"";"56";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"20.02.2016 17:30";"29.0";"754.4";"761.4";"";"40";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"19.02.2016 17:30";"30.0";"752.9";"759.9";"";"53";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"19.02.2016 08:30";"22.0";"755.2";"762.4";"";"66";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"18.02.2016 17:30";"33.0";"752.0";"758.9";"";"39";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"18.02.2016 08:30";"21.4";"754.4";"761.6";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"17.02.2016 17:30";"30.0";"752.7";"759.7";"";"44";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"17.02.2016 08:30";"21.0";"755.4";"762.6";"";"57";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"16.02.2016 17:30";"27.4";"753.2";"760.3";"";"42";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"16.02.2016 08:30";"20.0";"755.7";"763.0";"";"56";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"15.02.2016 17:30";"28.4";"752.9";"759.9";"";"34";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"15.02.2016 08:30";"18.4";"756.0";"763.3";"";"51";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"10.6";"";"";"";"";"";"";"10.0";"7.9";"";"";"";"";"";"";
"14.02.2016 17:30";"27.0";"753.5";"760.6";"";"26";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"5.9";"";"";"";"";"";"";
"14.02.2016 08:30";"15.0";"756.8";"764.2";"";"58";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"10.0";"6.8";"";"";"";"";"";"";
"13.02.2016 17:30";"27.0";"752.5";"759.6";"";"34";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"29.3";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"13.02.2016 08:30";"17.0";"755.4";"762.7";"";"64";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"12.02.2016 17:30";"26.4";"751.9";"759.0";"";"34";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"12.02.2016 08:30";"17.4";"754.1";"761.4";"";"62";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
