# Weather station Gandhinagar, India, WMO_ID=42654,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42654&lang=en
#
"Local time in Gandhinagar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.11.2017 08:30";"20.8";"753.8";"761.0";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"01.11.2017 17:30";"30.0";"751.8";"758.8";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"01.11.2017 08:30";"22.0";"754.1";"761.3";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"31.10.2017 17:30";"30.0";"751.2";"758.2";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"31.10.2017 08:30";"22.0";"753.4";"760.6";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"30.10.2017 17:30";"31.0";"751.7";"758.7";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"30.10.2017 08:30";"21.4";"754.9";"762.1";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"29.10.2017 17:30";"30.0";"751.8";"758.8";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"29.10.2017 08:30";"23.6";"753.8";"760.9";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"28.10.2017 17:30";"30.0";"751.4";"758.4";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"28.10.2017 08:30";"22.8";"752.5";"759.7";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"27.10.2017 17:30";"28.6";"750.9";"757.9";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"27.10.2017 08:30";"21.4";"753.9";"761.1";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"26.10.2017 17:30";"30.0";"750.9";"757.9";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"26.10.2017 08:30";"21.0";"753.9";"761.1";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.3";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"25.10.2017 17:30";"30.0";"751.7";"758.7";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"25.10.2017 08:30";"25.0";"754.1";"761.2";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"24.10.2017 17:30";"32.0";"751.1";"758.0";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"24.10.2017 08:30";"26.0";"748.8";"755.8";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"23.10.2017 17:30";"31.0";"747.1";"754.0";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"23.10.2017 08:30";"23.4";"747.8";"754.9";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"22.10.2017 17:30";"32.4";"747.1";"754.0";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"22.10.2017 08:30";"24.0";"748.6";"755.7";"";"75";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"20.10.2017 17:30";"29.0";"746.3";"753.3";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"20.10.2017 08:30";"24.0";"747.8";"754.9";"";"60";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"19.10.2017 17:30";"30.0";"747.2";"754.1";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"19.10.2017 08:30";"25.0";"748.5";"755.6";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"18.10.2017 17:30";"34.0";"747.1";"753.9";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"18.10.2017 08:30";"26.0";"748.6";"755.6";"";"62";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"17.10.2017 17:30";"33.4";"748.9";"755.8";"";"51";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"17.10.2017 08:30";"25.0";"748.4";"755.5";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"16.10.2017 17:30";"33.0";"747.1";"754.0";"";"50";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"16.10.2017 08:30";"25.0";"747.8";"754.9";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"15.10.2017 17:30";"33.0";"746.9";"753.8";"";"69";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"";"39.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.6";"";"";"";"";"";"";
"15.10.2017 08:30";"25.0";"747.0";"754.1";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.0";"";"";"";"";"";"";
"14.10.2017 17:30";"32.4";"746.2";"753.1";"";"58";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"38.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.2";"";"";"";"";"";"";
"14.10.2017 08:30";"26.0";"747.9";"754.9";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.1";"";"";"";"";"";"";
"13.10.2017 17:30";"32.0";"746.3";"753.2";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"13.10.2017 08:30";"28.0";"747.1";"754.1";"";"78";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.7";"";"";"";"";"";"";
"12.10.2017 17:30";"31.0";"747.6";"754.5";"";"72";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.4";"";"";"";"";"";"";
"12.10.2017 08:30";"26.4";"747.9";"754.9";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.4";"";"";"";"";"";"";
"11.10.2017 17:30";"30.0";"747.6";"754.5";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"34.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.8";"";"";"";"";"";"";
"11.10.2017 08:30";"26.4";"747.7";"754.7";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"10.10.2017 17:30";"33.0";"746.2";"753.1";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"10.10.2017 08:30";"27.0";"747.1";"754.1";"";"72";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"09.10.2017 17:30";"33.0";"745.4";"752.3";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"09.10.2017 08:30";"23.0";"747.1";"754.2";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"08.10.2017 17:30";"32.0";"746.2";"753.1";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"08.10.2017 08:30";"25.6";"747.9";"754.9";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"07.10.2017 17:30";"33.0";"747.3";"754.2";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"07.10.2017 08:30";"26.0";"748.5";"755.5";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"06.10.2017 17:30";"32.4";"748.1";"755.0";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"06.10.2017 08:30";"26.0";"748.8";"755.8";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"05.10.2017 17:30";"31.4";"747.7";"754.6";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"05.10.2017 08:30";"28.0";"747.1";"754.1";"";"87";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.7";"";"";"";"";"";"";
"04.10.2017 17:30";"33.0";"746.8";"753.7";"";"63";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"39.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.1";"";"";"";"";"";"";
"04.10.2017 08:30";"26.0";"746.1";"753.1";"";"79";"Wind blowing from the north-northeast";"1";"";"";"50%.";" ";"";"";"22.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.1";"";"";"";"";"";"";
"03.10.2017 17:30";"34.0";"746.3";"753.1";"";"64";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"39.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.2";"";"";"";"";"";"";
"03.10.2017 08:30";"26.0";"747.1";"754.1";"";"69";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"19.9";"";"";"";"";"";"";
"02.10.2017 17:30";"32.6";"746.8";"753.7";"";"49";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"36.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.7";"";"";"";"";"";"";
"02.10.2017 08:30";"27.0";"747.9";"754.9";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"01.10.2017 17:30";"34.4";"747.9";"754.7";"";"45";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"38.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.8";"";"";"";"";"";"";
"01.10.2017 08:30";"27.0";"750.1";"757.1";"";"66";"Wind blowing from the north-northwest";"1";"";"";"50%.";" ";"";"";"21.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.0";"";"";"";"";"";"";
"30.09.2017 17:30";"34.0";"748.3";"755.2";"";"56";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"38.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.0";"";"";"";"";"";"";
"30.09.2017 08:30";"26.5";"748.6";"755.6";"";"77";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"22.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.1";"";"";"";"";"";"";
"29.09.2017 17:30";"34.0";"746.9";"753.7";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"29.09.2017 08:30";"27.0";"747.9";"754.9";"";"77";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.6";"";"";"";"";"";"";
"28.09.2017 17:30";"31.0";"747.3";"754.2";"";"68";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"36.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.4";"";"";"";"";"";"";
"28.09.2017 08:30";"27.4";"748.4";"755.4";"";"74";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.4";"";"";"";"";"";"";
"27.09.2017 17:30";"33.0";"747.7";"754.6";"";"63";"Wind blowing from the east-northeast";"1";"";"";"50%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.1";"";"";"";"";"";"";
"27.09.2017 08:30";"27.0";"749.4";"756.4";"";"77";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.6";"";"";"";"";"";"";
"26.09.2017 17:30";"33.0";"749.3";"756.2";"";"61";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"26.09.2017 08:30";"27.0";"748.8";"755.8";"";"77";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.6";"";"";"";"";"";"";
"25.09.2017 17:30";"33.0";"747.7";"754.6";"";"62";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.8";"";"";"";"";"";"";
"25.09.2017 08:30";"27.0";"748.7";"755.7";"";"77";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.6";"";"";"";"";"";"";
"24.09.2017 17:30";"32.0";"748.6";"755.5";"";"66";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.9";"";"";"";"";"";"";
"24.09.2017 08:30";"28.0";"749.4";"756.4";"";"80";"Wind blowing from the east-northeast";"1";"";"";"50%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.3";"";"";"";"";"";"";
"23.09.2017 17:30";"31.2";"748.0";"754.9";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"25.3";"";"";"";"";"";"";
"23.09.2017 08:30";"27.0";"748.6";"755.6";"";"86";"Wind blowing from the north-northeast";"1";"";"";"50%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.4";"";"";"";"";"";"";
"22.09.2017 17:30";"30.0";"745.3";"752.2";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.8";"";"";"";"";"";"";
"22.09.2017 08:30";"28.0";"747.0";"754.0";"";"82";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.6";"";"";"";"";"";"";
"21.09.2017 17:30";"31.0";"743.3";"750.2";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.8";"";"";"";"";"";"";
"21.09.2017 08:30";"28.6";"744.6";"751.5";"";"80";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.9";"";"";"";"";"";"";
"20.09.2017 17:30";"34.0";"742.5";"749.3";"";"67";"Wind blowing from the north-northeast";"1";"";"";"50%.";" ";"";"";"";"35.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"27.1";"";"";"";"";"";"";
"20.09.2017 08:30";"29.0";"744.9";"751.8";"";"78";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.7";"";"";"";"";"";"";
"19.09.2017 17:30";"34.0";"743.9";"750.7";"";"57";"Wind blowing from the north-northeast";"1";"";"";"50%.";" ";"";"";"";"36.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.2";"";"";"";"";"";"";
"19.09.2017 08:30";"29.0";"745.6";"752.5";"";"85";"Wind blowing from the east-northeast";"1";"";"";"50%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.2";"";"";"";"";"";"";
"18.09.2017 17:30";"29.4";"744.0";"750.9";"";"90";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"27.5";"";"";"";"";"";"";
"18.09.2017 08:30";"28.0";"747.0";"754.0";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.2";"";"";"";"";"";"";
"17.09.2017 17:30";"29.0";"745.6";"752.5";"";"85";"Wind blowing from the south-southwest";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.2";"";"";"";"";"";"";
"17.09.2017 08:30";"28.4";"746.9";"753.9";"";"82";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"16.09.2017 17:30";"27.2";"744.8";"751.8";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.5";"";"";"";"";"";"";
"16.09.2017 08:30";"26.0";"747.2";"754.2";"";"92";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.2";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.6";"";"";"";"";"";"";
"15.09.2017 17:30";"34.0";"745.4";"752.2";"";"67";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"";"36.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"27.1";"";"";"";"";"";"";
"15.09.2017 08:30";"28.4";"747.6";"754.6";"";"82";"Wind blowing from the north-northeast";"1";"";"";"50%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.0";"";"";"";"";"";"";
"14.09.2017 17:30";"33.0";"745.4";"752.3";"";"67";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.0";"";"";"";"";"";"";
"14.09.2017 08:30";"28.0";"749.2";"756.2";"";"86";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.4";"";"";"";"";"";"";
"13.09.2017 17:30";"27.0";"748.5";"755.5";"";"90";"Wind blowing from the south-southwest";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.3";"";"";"";"";"";"";
"13.09.2017 08:30";"29.0";"748.6";"755.6";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.2";"";"";"";"";"";"";
"12.09.2017 17:30";"29.6";"746.9";"753.8";"";"81";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.0";"";"";"";"";"";"";
"12.09.2017 08:30";"29.6";"747.9";"754.9";"";"81";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.0";"";"";"";"";"";"";
"11.09.2017 17:30";"32.0";"747.8";"754.7";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"36.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"29.3";"";"";"";"";"";"";
"11.09.2017 08:30";"29.0";"747.8";"754.8";"";"85";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"10.09.2017 17:30";"33.0";"745.5";"752.4";"";"84";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"30.0";"";"";"";"";"";"";
"10.09.2017 08:30";"29.0";"747.1";"754.1";"";"85";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"09.09.2017 17:30";"33.5";"746.2";"753.0";"";"82";"";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"30.0";"";"";"";"";"";"";
"09.09.2017 08:30";"28.2";"747.9";"754.9";"";"91";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"26.5";"";"";"";"";"";"";
"08.09.2017 17:30";"34.0";"745.0";"751.8";"";"67";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"27.1";"";"";"";"";"";"";
"08.09.2017 08:30";"28.0";"747.9";"754.9";"";"85";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"22.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.2";"";"";"";"";"";"";
"07.09.2017 17:30";"31.0";"745.6";"752.5";"";"78";"Wind blowing from the east-northeast";"1";"";"";"50%.";" ";"";"";"34.2";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.8";"";"";"";"";"";"";
"07.09.2017 08:30";"28.0";"747.9";"754.9";"";"80";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"06.09.2017 17:30";"31.0";"748.4";"755.3";"";"75";"Wind blowing from the east-northeast";"1";"";"";"50%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.0";"";"";"";"";"";"";
"06.09.2017 08:30";"27.0";"748.8";"755.8";"";"87";"Wind blowing from the north-northeast";"1";"";"";"50%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.7";"";"";"";"";"";"";
"05.09.2017 17:30";"32.0";"747.7";"754.6";"";"79";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"27.9";"";"";"";"";"";"";
"05.09.2017 08:30";"28.0";"748.9";"755.9";"";"92";"Wind blowing from the south-southwest";"1";"";"";"100%.";" ";"";"";"24.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.6";"";"";"";"";"";"";
"04.09.2017 17:30";"30.0";"749.2";"756.2";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"04.09.2017 08:30";"26.0";"748.8";"755.8";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.6";"";"";"";"";"";"";
"03.09.2017 17:30";"28.4";"746.5";"753.5";"";"95";"Wind blowing from the north-northwest";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"27.5";"";"";"";"";"";"";
"03.09.2017 08:30";"26.0";"747.2";"754.2";"";"92";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.6";"";"";"";"";"";"";
"02.09.2017 17:30";"26.0";"745.0";"752.0";"";"99";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"25.8";"";"";"";"";"";"";
"02.09.2017 08:30";"26.2";"746.4";"753.4";"";"90";"Wind blowing from the south-southwest";"1";"";"";"100%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.5";"";"";"";"";"";"";
"01.09.2017 17:30";"31.0";"746.8";"753.7";"";"86";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"28.3";"";"";"";"";"";"";
"01.09.2017 08:30";"27.0";"743.4";"750.4";"";"92";"Wind blowing from the west-southwest";"1";"";"";"100%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.6";"";"";"";"";"";"";
"31.08.2017 17:30";"26.4";"746.0";"753.0";"";"97";"Wind blowing from the north-northeast";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"31.08.2017 08:30";"26.0";"744.8";"751.8";"";"92";"Wind blowing from the south-southwest";"1";"";"";"100%.";" ";"";"";"24.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.6";"";"";"";"";"";"";
