# Weather station Malegaon, India, WMO_ID=42925,selection from 28.05.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42925&lang=en
#
"Local time in Malegaon";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.11.2016 17:30";"28.2";"721.1";"757.7";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"24.11.2016 08:30";"16.2";"724.3";"762.6";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"23.11.2016 17:30";"27.6";"720.4";"757.1";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"23.11.2016 08:30";"17.0";"722.6";"760.8";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"22.11.2016 17:30";"28.4";"720.4";"757.0";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"22.11.2016 08:30";"15.2";"722.5";"760.9";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"21.11.2016 17:30";"28.2";"720.4";"757.0";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"21.11.2016 08:30";"15.6";"724.3";"762.7";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"20.11.2016 17:30";"27.8";"720.4";"757.0";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"20.11.2016 08:30";"17.6";"723.4";"761.5";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"19.11.2016 08:30";"16.6";"723.5";"761.7";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"18.11.2016 17:30";"27.8";"721.5";"758.2";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"18.11.2016 08:30";"16.0";"725.0";"763.4";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"17.11.2016 17:30";"28.0";"722.4";"759.1";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"17.11.2016 08:30";"18.4";"725.3";"763.4";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"16.11.2016 17:30";"29.0";"721.5";"758.0";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"16.11.2016 08:30";"19.0";"724.1";"762.1";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"15.11.2016 17:30";"28.4";"721.6";"758.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"15.11.2016 08:30";"18.0";"724.0";"762.1";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"14.11.2016 17:30";"28.4";"722.4";"759.1";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"14.11.2016 08:30";"16.8";"724.3";"762.6";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"13.11.2016 17:30";"27.2";"722.4";"759.2";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"13.11.2016 08:30";"15.4";"724.2";"762.7";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"12.11.2016 17:30";"28.8";"721.6";"758.2";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"9.5";"";"";"";"";"";"";
"12.11.2016 08:30";"16.6";"724.3";"762.6";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"11.11.2016 17:30";"27.6";"721.6";"758.3";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"11.11.2016 08:30";"16.0";"724.3";"762.7";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"10.11.2016 17:30";"28.4";"721.5";"758.1";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"10.11.2016 08:30";"16.0";"725.1";"763.5";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"09.11.2016 17:30";"27.8";"722.4";"759.1";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"09.11.2016 08:30";"16.8";"724.9";"763.2";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"08.11.2016 17:30";"29.4";"719.9";"756.3";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"08.11.2016 08:30";"16.8";"724.9";"763.2";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"07.11.2016 17:30";"29.2";"720.0";"756.4";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"07.11.2016 08:30";"17.0";"723.4";"761.6";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"06.11.2016 17:30";"28.6";"720.2";"756.7";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"06.11.2016 08:30";"18.8";"722.3";"760.2";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"05.11.2016 17:30";"28.6";"718.6";"755.0";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"05.11.2016 08:30";"18.0";"721.6";"759.6";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"04.11.2016 17:30";"28.8";"720.2";"756.7";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"04.11.2016 08:30";"18.0";"723.3";"761.3";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"03.11.2016 17:30";"28.8";"722.2";"758.8";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.3";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"03.11.2016 08:30";"16.2";"724.5";"762.9";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"02.11.2016 17:30";"28.2";"721.3";"757.9";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"02.11.2016 08:30";"17.8";"723.8";"761.9";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"01.11.2016 17:30";"28.8";"721.3";"757.9";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"01.11.2016 08:30";"19.0";"723.9";"761.9";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"31.10.2016 17:30";"30.2";"721.2";"757.6";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"31.10.2016 08:30";"19.8";"724.0";"761.8";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"30.10.2016 17:30";"29.4";"720.0";"756.4";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"30.10.2016 08:30";"17.6";"723.1";"761.2";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"29.10.2016 17:30";"29.2";"719.9";"756.3";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"29.10.2016 08:30";"18.0";"723.2";"761.2";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"28.10.2016 17:30";"29.2";"719.8";"756.2";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"28.10.2016 08:30";"20.8";"721.0";"758.6";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"27.10.2016 17:30";"31.2";"711.9";"756.4";"";"47";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"33.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.7";"";"";"";"";"";"";
"27.10.2016 08:30";"20.4";"723.7";"761.5";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"26.10.2016 17:30";"29.8";"719.7";"756.1";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"26.10.2016 08:30";"20.4";"722.0";"759.7";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"25.10.2016 17:30";"30.2";"719.0";"755.3";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"25.10.2016 08:30";"20.2";"722.0";"759.7";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"24.10.2016 17:30";"29.2";"718.9";"755.3";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"24.10.2016 08:30";"22.4";"722.0";"759.4";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"23.10.2016 17:30";"30.6";"719.0";"755.2";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"23.10.2016 08:30";"22.4";"722.0";"759.4";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"22.10.2016 17:30";"31.8";"726.4";"762.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"22.10.2016 08:30";"20.4";"721.2";"758.8";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.9";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"21.10.2016 17:30";"31.0";"718.9";"755.1";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"20.10.2016 17:30";"30.4";"718.1";"754.3";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"20.10.2016 08:30";"25.8";"720.8";"757.7";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"19.10.2016 17:30";"30.6";"719.0";"755.2";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"19.10.2016 08:30";"22.6";"721.2";"758.5";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"18.10.2016 17:30";"30.2";"718.9";"755.2";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"18.10.2016 08:30";"23.0";"721.6";"758.9";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"17.10.2016 17:30";"30.0";"720.6";"757.0";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"19.6";"";"";"";"";"";"";
"17.10.2016 08:30";"24.4";"722.0";"759.1";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"16.10.2016 17:30";"29.0";"720.5";"757.0";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"16.10.2016 08:30";"22.2";"715.7";"752.8";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"15.10.2016 17:30";"31.0";"719.0";"755.2";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"15.10.2016 08:30";"20.6";"721.2";"758.8";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"14.10.2016 17:30";"30.8";"719.0";"755.2";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"14.10.2016 08:30";"21.0";"721.3";"758.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"13.10.2016 17:30";"30.0";"719.0";"755.3";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"13.10.2016 08:30";"20.6";"721.2";"758.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"12.10.2016 17:30";"30.0";"718.9";"755.2";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"12.10.2016 08:30";"23.2";"722.5";"759.8";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"11.10.2016 17:30";"30.8";"717.3";"753.4";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"11.10.2016 08:30";"23.0";"721.1";"758.4";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"10.10.2016 17:30";"30.2";"716.8";"753.0";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"10.10.2016 08:30";"24.0";"719.8";"756.9";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"09.10.2016 17:30";"29.0";"717.0";"753.3";"";"70";"";"";"";"";"";" ";"";"";"";"32.1";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.9";"";"";"";"";"";"";
"09.10.2016 08:30";"24.8";"719.8";"756.8";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"08.10.2016 17:30";"26.0";"717.0";"753.7";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"08.10.2016 08:30";"24.4";"719.8";"756.8";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"07.10.2016 17:30";"29.0";"717.0";"753.3";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"07.10.2016 08:30";"24.2";"719.1";"756.1";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"06.10.2016 17:30";"27.0";"717.4";"754.0";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"06.10.2016 08:30";"24.0";"719.1";"756.1";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"05.10.2016 17:30";"27.6";"715.2";"751.6";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"05.10.2016 08:30";"25.0";"719.1";"756.0";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"04.10.2016 17:30";"27.4";"715.2";"751.6";"";"77";"";"";"";"";"";" ";"";"";"";"29.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.0";"";"";"";"";"";"";
"04.10.2016 08:30";"25.0";"718.0";"754.9";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"03.10.2016 17:30";"24.6";"717.2";"754.1";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.1";"";"";"";"";"";"";
"03.10.2016 08:30";"25.0";"719.1";"756.0";"";"88";"";"";"";"";"";" ";"";"";"22.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.9";"";"";"";"";"";"";
"02.10.2016 17:30";"27.8";"716.8";"753.3";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"10.0";"22.8";"";"";"";"";"";"";
"02.10.2016 08:30";"25.0";"719.8";"756.8";"";"85";"";"";"";"";"";" ";"";"";"22.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"01.10.2016 17:30";"28.0";"715.2";"751.5";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"01.10.2016 08:30";"25.0";"718.1";"755.0";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"30.09.2016 17:30";"29.4";"715.0";"751.2";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"30.09.2016 08:30";"23.4";"718.1";"755.2";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"29.09.2016 17:30";"30.4";"716.7";"752.8";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"29.09.2016 08:30";"24.2";"718.9";"755.9";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"28.09.2016 17:30";"30.4";"716.7";"752.8";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"28.09.2016 08:30";"26.0";"719.0";"755.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"27.09.2016 17:30";"31.0";"717.3";"753.4";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"27.09.2016 08:30";"26.2";"719.7";"756.5";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"26.09.2016 17:30";"29.2";"716.6";"752.9";"";"66";"";"";"";"";"";" ";"";"";"";"31.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.1";"";"";"";"";"";"";
"26.09.2016 08:30";"25.8";"718.1";"754.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"25.09.2016 17:30";"28.2";"715.1";"751.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"25.09.2016 08:30";"23.0";"717.4";"754.5";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"24.09.2016 17:30";"28.6";"713.5";"749.7";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"24.09.2016 08:30";"25.0";"717.0";"753.8";"";"90";"";"";"";"";"";" ";"";"";"21.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"23.09.2016 17:30";"29.6";"715.2";"751.3";"";"69";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.2";"";"";"";"";"";"";
"23.09.2016 08:30";"25.8";"717.4";"754.1";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"22.09.2016 17:30";"29.8";"717.2";"753.4";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"22.09.2016 08:30";"25.4";"718.9";"755.8";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"21.09.2016 17:30";"30.0";"715.2";"751.3";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"21.09.2016 08:30";"25.0";"718.2";"755.1";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"20.09.2016 17:30";"27.8";"715.2";"751.6";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"20.09.2016 08:30";"25.0";"718.2";"755.1";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"19.09.2016 17:30";"28.2";"715.1";"751.4";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
