# Weather station Parbhani, India, WMO_ID=43017,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43017&lang=en
#
"Local time in Parbhani";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.03.2016 17:30";"36.4";"721.4";"755.8";"";"21";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"38.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.6";"";"";"";"";"";"";
"10.03.2016 11:30";"35.2";"724.0";"758.7";"0.3";"19";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"8.4";"";"";"";"";"";"";
"10.03.2016 08:30";"26.2";"723.7";"759.4";"";"39";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.0";"";"";"";"";"";"";
"09.03.2016 17:30";"35.2";"721.0";"755.5";"";"26";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"37.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.2";"";"";"";"";"";"";
"09.03.2016 11:30";"34.2";"723.7";"758.4";"0.5";"22";"Wind blowing from the south-southeast";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.4";"";"";"";"";"";"";
"09.03.2016 08:30";"25.2";"723.2";"759.0";"";"37";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"23.6";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.6";"";"";"";"";"";"";
"08.03.2016 17:30";"36.2";"719.0";"753.3";"";"17";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"38.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.3";"";"";"";"";"";"";
"08.03.2016 11:30";"34.2";"723.0";"757.7";"0.0";"22";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"08.03.2016 08:30";"25.2";"723.0";"758.8";"";"40";"Wind blowing from the west-northwest";"1";"";"";"40%.";" ";"";"";"22.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.5";"";"";"";"";"";"";
"07.03.2016 17:30";"35.4";"720.0";"754.4";"";"25";"Wind blowing from the west-northwest";"1";"";"";"40%.";" ";"";"";"";"37.1";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.5";"";"";"";"";"";"";
"07.03.2016 11:30";"33.0";"723.6";"758.5";"-0.2";"28";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"07.03.2016 08:30";"25.2";"723.8";"759.6";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"06.03.2016 17:30";"34.6";"720.1";"754.6";"";"26";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"37.4";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.2";"";"";"";"";"";"";
"06.03.2016 11:30";"34.4";"723.5";"758.2";"0.3";"29";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"06.03.2016 08:30";"26.4";"723.2";"758.9";"";"50";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"21.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.2";"";"";"";"";"";"";
"05.03.2016 17:30";"33.2";"720.5";"755.2";"";"38";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"36.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.9";"";"";"";"";"";"";
"05.03.2016 11:30";"34.2";"724.0";"758.8";"-0.6";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"05.03.2016 08:30";"26.2";"724.6";"760.3";"";"55";"Wind blowing from the east-southeast";"1";"";"";"20–30%.";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.5";"";"";"";"";"";"";
"04.03.2016 17:30";"33.8";"722.3";"757.0";"";"31";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.3";"";"";"";"";"";"";
"04.03.2016 11:30";"30.4";"726.1";"761.4";"0.7";"39";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.1";"";"";"";"";"";"";
"04.03.2016 08:30";"26.0";"725.4";"761.2";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.1";"";"";"";"";"";"";"10.0";"15.9";"";"";"";"";"";"";
"03.03.2016 17:30";"33.2";"723.3";"758.2";"";"37";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.5";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.5";"";"";"";"";"";"";
"03.03.2016 11:30";"31.4";"726.5";"761.7";"0.2";"39";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.7";"";"";"";"";"";"";
"03.03.2016 08:30";"24.2";"726.3";"762.4";"";"65";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.1";"";"";"";"";"";"";
"02.03.2016 17:30";"32.8";"723.0";"757.9";"";"45";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"34.9";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.5";"";"";"";"";"";"";
"02.03.2016 11:30";"30.2";"726.1";"761.4";"0.6";"49";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"02.03.2016 08:30";"32.8";"723.0";"757.9";"";"45";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.5";"";"";"";"";"";"";
"01.03.2016 17:30";"32.8";"722.2";"757.0";"";"44";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.4";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.1";"";"";"";"";"";"";
"01.03.2016 11:30";"30.2";"726.2";"761.5";"0.0";"58";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.0";"";"";"";"";"";"";
"01.03.2016 08:30";"23.2";"726.2";"762.4";"";"81";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"19.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.8";"";"";"";"";"";"";
"29.02.2016 17:30";"";"";"758.5";"";"";"";"";"";"";"10%  or less, but not 0";"Drizzle, not freezing, continuous, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"36.6";"Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.4";"";"";"";"";"";"";
"29.02.2016 11:30";"33.2";"726.8";"761.8";"-0.3";"42";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.5";"";"";"";"";"";"";
"29.02.2016 08:30";"26.4";"727.1";"762.9";"";"60";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"21.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.9";"";"";"";"";"";"";
"28.02.2016 17:30";"35.0";"723.7";"758.4";"";"32";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"37.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.1";"";"";"";"";"";"";
"28.02.2016 11:30";"32.6";"727.0";"762.1";"-0.3";"41";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.7";"";"";"";"";"";"";
"28.02.2016 08:30";"26.2";"727.3";"763.2";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"27.02.2016 17:30";"35.2";"722.3";"756.9";"";"36";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"37.4";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.0";"";"";"";"";"";"";
"27.02.2016 11:30";"35.2";"725.7";"760.4";"-0.3";"36";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.0";"";"";"";"";"";"";
"27.02.2016 08:30";"29.0";"726.0";"761.5";"";"55";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"23.7";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"26.02.2016 17:30";"35.2";"721.9";"756.5";"";"26";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"38.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.2";"";"";"";"";"";"";
"26.02.2016 11:30";"33.6";"724.7";"759.6";"0.0";"23";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"10.0";"";"";"";"";"";"";
"26.02.2016 08:30";"22.8";"724.7";"760.9";"";"35";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"20.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"6.4";"";"";"";"";"";"";
"25.02.2016 17:30";"35.2";"721.0";"755.5";"";"20";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.0";"";"";"";"";"";"";
"25.02.2016 08:30";"24.2";"723.3";"759.2";"";"33";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"21.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.0";"";"";"";"";"";"";
"24.02.2016 17:30";"36.2";"719.6";"753.9";"";"20";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"24.02.2016 11:30";"34.8";"722.4";"757.0";"-0.2";"29";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"24.02.2016 08:30";"26.2";"722.6";"758.2";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"23.02.2016 17:30";"37.2";"719.8";"754.0";"";"28";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"23.02.2016 11:30";"32.6";"723.9";"758.8";"-0.3";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"23.02.2016 08:30";"25.2";"724.2";"760.0";"";"45";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"12.4";"";"";"";"";"";"";
"22.02.2016 17:30";"36.2";"721.7";"756.1";"";"37";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"39.2";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.4";"";"";"";"";"";"";
"22.02.2016 11:30";"34.2";"725.1";"759.9";"-0.5";"35";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.6";"";"";"";"";"";"";
"22.02.2016 08:30";"27.4";"725.6";"761.2";"";"48";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.3";"";"";"";"";"";"";
"21.02.2016 17:30";"35.2";"721.3";"755.8";"";"26";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.2";"";"";"";"";"";"";
"21.02.2016 11:30";"33.6";"725.1";"760.0";"-0.2";"28";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"21.02.2016 08:30";"24.4";"725.3";"761.3";"";"49";"Wind blowing from the west-southwest";"1";"";"";"50%.";" ";"";"";"21.6";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.1";"";"";"";"";"";"";
"20.02.2016 17:30";"33.8";"722.8";"757.6";"";"25";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"38.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.4";"";"";"";"";"";"";
"20.02.2016 11:30";"32.6";"726.4";"761.5";"-0.5";"27";"Wind blowing from the west-southwest";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.0";"";"";"";"";"";"";
"20.02.2016 08:30";"25.4";"726.9";"762.9";"";"30";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"18.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"6.7";"";"";"";"";"";"";
"19.02.2016 17:30";"35.2";"723.0";"757.6";"";"12";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"38.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"2.1";"";"";"";"";"";"";
"19.02.2016 11:30";"33.6";"726.2";"761.1";"-0.1";"14";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"3.0";"";"";"";"";"";"";
"19.02.2016 08:30";"22.2";"726.3";"762.6";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.7";"";"";"";"";"";"";"10.0";"8.7";"";"";"";"";"";"";
"18.02.2016 17:30";"34.2";"722.2";"756.9";"";"18";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"6.4";"";"";"";"";"";"";
"18.02.2016 11:30";"33.2";"725.9";"760.9";"0.0";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"18.02.2016 08:30";"22.8";"725.9";"762.1";"";"40";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"15.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.5";"";"";"";"";"";"";
"17.02.2016 17:30";"33.2";"722.8";"757.6";"";"15";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"10.0";"2.8";"";"";"";"";"";"";
"17.02.2016 11:30";"33.2";"726.2";"761.2";"0.0";"15";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"3.6";"";"";"";"";"";"";
"17.02.2016 08:30";"24.2";"726.2";"762.3";"";"33";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"18.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.0";"";"";"";"";"";"";
"16.02.2016 17:30";"33.8";"722.3";"757.0";"";"25";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"36.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.4";"";"";"";"";"";"";
"16.02.2016 11:30";"31.2";"725.4";"760.6";"0.2";"27";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"16.02.2016 08:30";"22.2";"725.2";"761.5";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"15.02.2016 17:30";"33.6";"722.4";"757.2";"";"23";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"36.6";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.0";"";"";"";"";"";"";
"15.02.2016 11:30";"32.2";"724.8";"759.8";"0.1";"29";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.9";"";"";"";"";"";"";
"15.02.2016 08:30";"24.2";"724.7";"760.7";"";"41";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"20.6";"";"Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.1";"";"";"";"";"";"";
"14.02.2016 17:30";"32.4";"721.5";"756.4";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"14.02.2016 11:30";"29.4";"724.2";"759.5";"-0.7";"25";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.2";"";"";"";"";"";"";
