# Weather station Amravati, India, WMO_ID=42937,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42937&lang=en
#
"Local time in Amravati";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.03.2017 17:30";"35.4";"723.4";"753.7";"";"24";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"02.03.2017 08:30";"25.8";"727.1";"758.5";"";"35";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"01.03.2017 17:30";"36.2";"725.0";"755.2";"";"23";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"01.03.2017 08:30";"23.2";"728.0";"759.7";"";"42";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"28.02.2017 17:30";"34.0";"725.7";"756.2";"";"24";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"28.02.2017 08:30";"24.2";"729.5";"761.2";"";"36";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"27.02.2017 17:30";"35.2";"725.9";"756.3";"";"28";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"27.02.2017 08:30";"25.0";"728.0";"759.5";"";"45";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"26.02.2017 17:30";"35.4";"724.4";"754.7";"";"21";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"26.02.2017 08:30";"22.4";"728.2";"760.0";"";"42";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"25.02.2017 17:30";"33.0";"726.8";"757.4";"";"21";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"25.02.2017 08:30";"21.2";"730.5";"762.5";"";"37";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"24.02.2017 17:30";"32.8";"726.8";"757.5";"";"26";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"24.02.2017 08:30";"23.4";"730.3";"762.1";"";"37";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"23.02.2017 17:30";"34.0";"726.0";"756.5";"";"20";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"23.02.2017 08:30";"22.2";"728.7";"760.6";"";"45";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"22.02.2017 17:30";"34.6";"724.5";"754.9";"";"22";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"22.02.2017 08:30";"21.6";"727.4";"759.3";"";"43";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"21.02.2017 17:30";"34.8";"722.2";"752.5";"";"22";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"21.02.2017 08:30";"22.8";"725.1";"756.7";"";"42";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"20.02.2017 17:30";"35.2";"723.0";"753.2";"";"21";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"20.02.2017 08:30";"22.6";"727.3";"759.1";"";"45";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"19.02.2017 17:30";"34.6";"726.0";"756.4";"";"24";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"19.02.2017 08:30";"27.4";"731.0";"762.4";"";"36";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"18.02.2017 17:30";"34.2";"727.6";"758.1";"";"23";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"18.02.2017 08:30";"24.0";"730.9";"762.7";"";"37";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"17.02.2017 17:30";"34.0";"726.8";"757.3";"";"30";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"17.02.2017 08:30";"24.4";"731.8";"763.6";"";"48";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"16.02.2017 17:30";"32.8";"728.4";"759.1";"";"36";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"16.02.2017 08:30";"23.2";"731.7";"763.6";"";"51";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"15.02.2017 17:30";"32.0";"730.6";"761.5";"";"32";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"15.02.2017 08:30";"22.4";"733.4";"765.4";"";"58";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"14.02.2017 17:30";"31.2";"730.6";"761.6";"";"44";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"14.02.2017 08:30";"23.2";"733.3";"765.2";"";"62";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"13.02.2017 17:30";"30.4";"730.0";"761.0";"";"34";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"13.02.2017 08:30";"15.2";"731.2";"764.0";"";"97";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"12.02.2017 17:30";"29.8";"727.9";"758.9";"";"33";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"12.02.2017 08:30";"21.0";"730.6";"762.7";"";"60";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"11.02.2017 17:30";"30.4";"725.5";"756.3";"";"32";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"11.02.2017 08:30";"21.2";"728.2";"760.1";"";"58";"Wind blowing from the east-northeast";"3";"";"";"60%.";" ";"";"";"15.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"12.6";"";"";"";"";"";"";
"10.02.2017 08:30";"20.4";"728.2";"760.2";"";"51";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"15.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"9.9";"";"";"";"";"";"";
"09.02.2017 08:30";"21.8";"728.2";"760.1";"";"50";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"08.02.2017 17:30";"30.4";"727.0";"757.9";"";"47";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"08.02.2017 08:30";"22.2";"729.0";"760.9";"";"49";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"07.02.2017 17:30";"31.2";"727.7";"758.6";"";"42";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"07.02.2017 08:30";"20.6";"729.1";"761.2";"";"47";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"06.02.2017 17:30";"30.6";"727.0";"757.9";"";"41";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"06.02.2017 08:30";"22.0";"729.0";"760.9";"";"56";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"05.02.2017 17:30";"31.2";"726.2";"757.0";"";"28";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"05.02.2017 08:30";"19.4";"728.2";"760.4";"";"58";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"04.02.2017 17:30";"29.8";"727.0";"758.0";"";"40";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"04.02.2017 08:30";"21.4";"729.8";"761.8";"";"52";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"03.02.2017 17:30";"31.0";"727.6";"758.5";"";"36";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"03.02.2017 08:30";"23.0";"730.5";"762.3";"";"50";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"02.02.2017 17:30";"31.8";"727.8";"758.6";"";"37";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"02.02.2017 08:30";"23.0";"730.5";"762.4";"";"56";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"01.02.2017 17:30";"31.4";"727.1";"757.9";"";"37";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"01.02.2017 08:30";"21.6";"729.2";"761.1";"";"49";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"31.01.2017 17:30";"31.4";"726.4";"757.2";"";"32";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"31.01.2017 08:30";"22.6";"728.3";"760.1";"";"45";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"30.01.2017 08:30";"19.4";"729.3";"761.5";"";"53";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"29.01.2017 08:30";"16.0";"730.8";"763.5";"";"63";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"28.01.2017 17:30";"29.2";"727.9";"759.0";"";"42";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"28.01.2017 08:30";"17.2";"730.8";"763.3";"";"64";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"27.01.2017 17:30";"27.6";"728.0";"759.2";"";"40";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"26.01.2017 17:30";"29.2";"727.3";"758.4";"";"43";"Wind blowing from the east-southeast";"1";"";"";"60%.";" ";"";"";"";"29.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.5";"";"";"";"";"";"";
"26.01.2017 08:30";"19.8";"730.6";"762.8";"";"53";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"25.01.2017 17:30";"29.4";"728.7";"759.8";"";"33";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"25.01.2017 08:30";"21.6";"732.1";"764.2";"";"51";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"24.01.2017 17:30";"30.2";"728.7";"759.7";"";"39";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"24.01.2017 08:30";"21.0";"731.3";"763.4";"";"52";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"23.01.2017 17:30";"29.8";"729.5";"760.6";"";"39";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"23.01.2017 08:30";"21.2";"732.0";"764.1";"";"52";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"22.01.2017 17:30";"29.6";"729.6";"760.7";"";"40";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"22.01.2017 08:30";"19.8";"730.7";"762.9";"";"60";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"21.01.2017 17:30";"29.8";"728.8";"759.8";"";"32";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"21.01.2017 08:30";"18.2";"731.4";"763.8";"";"72";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"20.01.2017 17:30";"28.4";"729.1";"760.3";"";"39";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"20.01.2017 08:30";"19.4";"731.4";"763.7";"";"65";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"19.01.2017 17:30";"27.6";"728.8";"760.1";"";"37";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"19.01.2017 08:30";"20.0";"732.2";"764.5";"";"62";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"18.01.2017 17:30";"28.6";"728.8";"760.0";"";"38";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"18.01.2017 08:30";"20.8";"730.8";"762.9";"";"56";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"17.01.2017 17:30";"29.0";"727.4";"758.5";"";"41";"Wind blowing from the south-southwest";"1";"";"";"60%.";" ";"";"";"";"29.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"14.3";"";"";"";"";"";"";
"17.01.2017 08:30";"19.2";"729.3";"761.5";"";"64";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"13.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"12.3";"";"";"";"";"";"";
"16.01.2017 17:30";"27.6";"727.6";"758.8";"";"44";"Wind blowing from the north-northwest";"1";"";"";"60%.";" ";"";"";"";"28.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"14.1";"";"";"";"";"";"";
"16.01.2017 08:30";"18.0";"730.2";"762.6";"";"59";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"15.01.2017 17:30";"27.0";"728.3";"759.6";"";"37";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"27.6";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"15.01.2017 08:30";"14.4";"730.4";"763.2";"";"71";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"14.01.2017 17:30";"25.8";"727.7";"759.1";"";"48";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"26.6";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"14.01.2017 08:30";"14.4";"729.8";"762.6";"";"52";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"8.8";"";"";"";"";"";"";"4.0";"4.5";"";"";"";"";"";"";
"13.01.2017 17:30";"22.6";"726.3";"758.0";"";"52";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"23.6";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"13.01.2017 08:30";"12.6";"729.1";"762.1";"";"73";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"12.01.2017 17:30";"23.0";"726.2";"757.9";"";"46";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"23.8";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"12.01.2017 08:30";"15.4";"729.7";"762.4";"";"52";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"11.01.2017 17:30";"24.0";"726.9";"758.5";"";"43";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"24.6";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"11.01.2017 08:30";"16.2";"729.5";"762.1";"";"65";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"9.2";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"10.01.2017 17:30";"26.4";"726.0";"757.3";"";"37";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"10.01.2017 08:30";"18.0";"728.6";"760.9";"";"76";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"11.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"13.6";"";"";"";"";"";"";
"09.01.2017 17:30";"26.6";"724.4";"755.6";"";"55";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"27.4";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"09.01.2017 08:30";"19.6";"726.3";"758.3";"";"77";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"14.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.4";"";"";"";"";"";"";
"08.01.2017 17:30";"27.6";"724.4";"755.5";"";"37";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"08.01.2017 11:30";"21.2";"727.2";"759.1";"0.0";"53";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"08.01.2017 08:30";"21.2";"727.2";"759.1";"";"53";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"07.01.2017 17:30";"27.2";"723.8";"754.9";"";"35";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"07.01.2017 08:30";"16.2";"727.2";"759.7";"";"55";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"06.01.2017 17:30";"29.0";"725.3";"756.3";"";"28";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"06.01.2017 08:30";"17.2";"728.8";"761.2";"";"57";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"05.01.2017 17:30";"28.6";"726.8";"757.9";"";"32";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"05.01.2017 08:30";"17.4";"729.6";"762.0";"";"59";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"04.01.2017 17:30";"27.2";"727.5";"758.8";"";"33";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"04.01.2017 08:30";"18.2";"730.3";"762.7";"";"54";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"03.01.2017 17:30";"28.0";"727.5";"758.7";"";"36";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"03.01.2017 08:30";"17.2";"730.9";"763.4";"";"74";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"10.8";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"02.01.2017 17:30";"28.4";"727.4";"758.5";"";"37";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"02.01.2017 08:30";"18.6";"729.3";"761.6";"";"66";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"01.01.2017 17:30";"28.6";"725.9";"757.0";"";"38";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"01.01.2017 08:30";"20.8";"729.3";"761.3";"";"60";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"31.12.2016 17:30";"29.2";"726.6";"757.6";"";"42";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"31.12.2016 08:30";"22.0";"730.0";"761.9";"";"46";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"30.12.2016 17:30";"30.4";"727.5";"758.4";"";"49";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"30.12.2016 08:30";"20.8";"730.9";"763.0";"";"47";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"29.12.2016 17:30";"29.2";"727.4";"758.5";"";"45";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
