# Weather station Sangli, India, WMO_ID=43158,selection from 28.05.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43158&lang=en
#
"Local time in Sangli";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.02.2016 17:30";"33.6";"712.6";"757.8";"";"21";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"35.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"8.2";"";"";"";"";"";"";
"02.02.2016 08:30";"20.0";"716.3";"763.0";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.9";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"01.02.2016 17:30";"32.4";"712.7";"757.1";"";"25";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"34.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"9.9";"";"";"";"";"";"";
"01.02.2016 08:30";"19.4";"715.7";"762.4";"";"72";"Calm, no wind";"0";"";"";"40%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"16.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"14.1";"";"";"";"";"";"";
"31.01.2016 17:30";"32.0";"712.3";"756.9";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"20.0";"10.7";"";"";"";"";"";"";
"31.01.2016 08:30";"19.0";"";"762.7";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.1";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"30.01.2016 17:30";"32.0";"712.2";"757.3";"";"29";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"33.7";"";"";"";"";"";"20.0";"11.7";"";"";"";"";"";"";
"30.01.2016 08:30";"18.6";"716.2";"763.1";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.7";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"29.01.2016 17:30";"32.0";"713.3";"757.9";"";"29";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"20.0";"11.7";"";"";"";"";"";"";
"29.01.2016 08:30";"18.0";"715.9";"762.9";"";"72";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"15.1";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"28.01.2016 17:30";"31.6";"712.4";"757.0";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"20.0";"10.2";"";"";"";"";"";"";
"28.01.2016 08:30";"17.8";"715.3";"762.3";"";"83";"Calm, no wind";"0";"";"";"40%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"16.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"14.8";"";"";"";"";"";"";
"27.01.2016 17:30";"31.0";"711.7";"756.4";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"27.01.2016 08:30";"18.4";"714.8";"761.6";"";"78";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.0";"";"";"";"";"";"";"2.0";"14.4";"";"";"";"";"";"";
"26.01.2016 17:30";"29.6";"711.2";"756.0";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"26.01.2016 08:30";"18.0";"714.7";"761.6";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"25.01.2016 17:30";"30.0";"711.8";"756.7";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"25.01.2016 08:30";"20.0";"715.3";"762.0";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.1";"";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"24.01.2016 17:30";"28.6";"712.7";"758.2";"";"42";"Wind blowing from the west-southwest";"1";"";"";"40%.";" ";"";"";"";"30.2";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.4";"";"";"";"";"";"";
"24.01.2016 08:30";"20.6";"716.5";"763.0";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"23.01.2016 17:30";"28.6";"713.1";"758.1";"";"38";"Wind blowing from the east-southeast";"1";"";"";"20–30%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.0";"";"";"";"";"";"";
"23.01.2016 08:30";"20.0";"716.4";"763.1";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"22.01.2016 17:30";"27.6";"712.4";"757.6";"";"38";"Wind blowing from the east-southeast";"1";"";"";"40%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.0";"";"";"";"";"";"";
"22.01.2016 08:30";"17.0";"716.3";"763.5";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"21.01.2016 17:30";"27.0";"712.4";"757.7";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"20.01.2016 17:30";"27.0";"711.5";"756.7";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"20.01.2016 08:30";"17.6";"714.9";"761.8";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"19.01.2016 17:30";"26.6";"710.9";"756.1";"";"36";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"28.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.1";"";"";"";"";"";"";
"18.01.2016 17:30";"26.8";"709.9";"755.0";"";"35";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"29.2";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.9";"";"";"";"";"";"";
"18.01.2016 08:30";"18.0";"713.2";"760.0";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.0";"";"";"";"";"";"";"2.0";"15.4";"";"";"";"";"";"";
"17.01.2016 17:30";"26.6";"710.5";"755.7";"";"37";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"27.6";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.7";"";"";"";"";"";"";
"17.01.2016 08:30";"17.6";"713.9";"760.8";"";"88";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.6";"";"";"";"";"";"";"2.0";"15.6";"";"";"";"";"";"";
"16.01.2016 17:30";"27.0";"710.5";"755.6";"";"43";"Wind blowing from the west-southwest";"1";"";"";"40%.";" ";"";"";"";"28.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.3";"";"";"";"";"";"";
"16.01.2016 08:30";"18.0";"713.8";"760.6";"";"92";"Calm, no wind";"0";"";"";"60%.";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"16.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"16.7";"";"";"";"";"";"";
"15.01.2016 17:30";"28.0";"711.1";"756.1";"";"41";"Wind blowing from the east-southeast";"1";"";"";"60%.";" ";"";"";"";"28.8";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.4";"";"";"";"";"";"";
"15.01.2016 08:30";"17.0";"714.5";"761.5";"";"73";"Calm, no wind";"0";"";"";"20–30%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"14.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"12.1";"";"";"";"";"";"";
"14.01.2016 17:30";"28.0";"710.9";"756.0";"";"36";"Wind blowing from the east-southeast";"1";"";"";"20–30%.";" ";"";"";"";"29.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"11.7";"";"";"";"";"";"";
"14.01.2016 08:30";"16.0";"714.6";"761.8";"";"88";"Calm, no wind";"0";"";"";"60%.";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"14.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"14.0";"";"";"";"";"";"";
"13.01.2016 17:30";"28.6";"710.7";"755.6";"";"33";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"30.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"10.7";"";"";"";"";"";"";
"13.01.2016 08:30";"15.8";"714.4";"761.6";"";"69";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"13.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.0";"";"";"";"";"";"";
"12.01.2016 17:30";"28.0";"711.8";"757.0";"";"30";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"8.8";"";"";"";"";"";"";
"12.01.2016 08:30";"15.8";"715.6";"762.8";"";"65";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"13.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.2";"";"";"";"";"";"";
"11.01.2016 17:30";"28.0";"713.3";"758.5";"";"30";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"8.8";"";"";"";"";"";"";
"11.01.2016 08:30";"16.6";"717.0";"764.2";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.1";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"10.01.2016 17:30";"27.6";"712.1";"757.6";"";"26";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"30.3";"";"";"";"";"";"10.0";"6.6";"";"";"";"";"";"";
"10.01.2016 08:30";"16.0";"716.1";"763.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.1";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"09.01.2016 17:30";"28.0";"712.1";"757.3";"";"33";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"10.3";"";"";"";"";"";"";
"09.01.2016 08:30";"17.0";"715.8";"762.9";"";"66";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"14.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.6";"";"";"";"";"";"";
"08.01.2016 17:30";"28.0";"713.9";"759.1";"";"35";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"11.2";"";"";"";"";"";"";
"08.01.2016 08:30";"17.6";"717.7";"764.8";"";"60";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"15.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.6";"";"";"";"";"";"";
"07.01.2016 17:30";"28.6";"714.0";"759.1";"";"33";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"30.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.7";"";"";"";"";"";"";
"07.01.2016 08:30";"18.0";"717.0";"764.0";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"06.01.2016 17:30";"28.6";"713.1";"758.1";"";"36";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"30.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.1";"";"";"";"";"";"";
"06.01.2016 08:30";"18.0";"716.7";"763.7";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"05.01.2016 17:30";"28.6";"713.2";"758.3";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"05.01.2016 08:30";"17.0";"716.8";"764.8";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"04.01.2016 17:30";"29.0";"714.1";"759.2";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"04.01.2016 08:30";"16.0";"717.4";"764.8";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"03.01.2016 17:30";"29.0";"714.0";"758.9";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"03.01.2016 08:30";"17.0";"717.4";"764.7";"";"72";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"14.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"11.8";"";"";"";"";"";"";
"02.01.2016 17:30";"29.4";"715.4";"760.4";"";"31";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"10.5";"";"";"";"";"";"";
"02.01.2016 08:30";"17.0";"718.8";"766.1";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"01.01.2016 17:30";"30.0";"715.1";"760.1";"";"23";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"6.8";"";"";"";"";"";"";
"01.01.2016 08:30";"17.4";"718.3";"765.4";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"31.12.2015 17:30";"";"712.6";"757.3";"";"";"Wind blowing from the north-northeast";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.5";"";"";"";"";"";"";
"31.12.2015 08:30";"18.0";"715.9";"763.3";"";"64";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"15.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.0";"";"";"";"";"";"";
"30.12.2015 17:30";"31.0";"712.9";"757.6";"";"22";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"33.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.9";"";"";"";"";"";"";
"30.12.2015 08:30";"16.4";"716.6";"763.9";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.1";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
