# Weather station Nanded, India, WMO_ID=43021,selection from 28.05.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43021&lang=en
#
"Local time in Nanded";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.03.2017 17:30";"34.5";"723.2";"752.5";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"04.03.2017 17:30";"35.5";"722.6";"751.8";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"04.03.2017 08:30";"22.5";"726.5";"757.2";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"03.03.2017 08:30";"25.5";"727.2";"757.6";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"02.03.2017 17:30";"37.0";"727.4";"756.7";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"02.03.2017 08:30";"24.5";"730.5";"761.1";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"01.03.2017 08:30";"23.5";"730.6";"761.3";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"28.02.2017 17:30";"37.0";"727.4";"756.7";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"28.02.2017 08:30";"25.0";"731.2";"761.8";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"27.02.2017 17:30";"35.0";"727.5";"757.0";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"27.02.2017 08:30";"21.5";"730.0";"760.9";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"26.02.2017 17:30";"35.0";"726.9";"756.3";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"26.02.2017 08:30";"20.5";"729.9";"760.9";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"25.02.2017 08:30";"20.5";"732.2";"763.3";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"24.02.2017 08:30";"20.5";"731.5";"762.6";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"23.02.2017 17:30";"32.0";"726.0";"755.7";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"23.02.2017 08:30";"20.8";"731.0";"762.1";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"22.02.2017 17:30";"36.5";"726.3";"755.6";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"22.02.2017 08:30";"22.0";"730.3";"761.2";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"21.02.2017 17:30";"37.5";"724.0";"753.1";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"21.02.2017 08:30";"23.5";"729.2";"759.9";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"20.02.2017 17:30";"37.0";"724.0";"753.1";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"20.02.2017 08:30";"20.0";"729.3";"760.4";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"19.02.2017 17:30";"36.0";"728.3";"757.7";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"19.02.2017 08:30";"21.0";"731.9";"763.0";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"18.02.2017 08:30";"21.5";"732.9";"764.0";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"17.02.2017 08:30";"23.0";"731.8";"762.7";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"16.02.2017 17:30";"33.0";"729.1";"758.8";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"16.02.2017 08:30";"23.0";"733.8";"764.7";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"15.02.2017 17:30";"31.0";"727.5";"757.3";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"15.02.2017 08:30";"23.0";"734.7";"765.7";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"14.02.2017 17:30";"31.0";"718.4";"762.7";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"14.02.2017 08:30";"23.0";"";"765.4";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"13.02.2017 17:30";"30.5";"";"753.5";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"13.02.2017 08:30";"22.0";"";"764.0";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"12.02.2017 17:30";"33.0";"";"756.1";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"12.02.2017 08:30";"24.0";"";"763.3";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"11.02.2017 17:30";"30.0";"";"756.9";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"10.02.2017 17:30";"34.0";"";"753.1";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"10.02.2017 08:30";"24.4";"";"755.2";"";"72";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"09.02.2017 08:30";"20.0";"";"762.1";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"08.02.2017 17:30";"34.0";"";"753.7";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"08.02.2017 08:30";"23.0";"";"762.4";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"07.02.2017 17:30";"32.0";"";"750.2";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"07.02.2017 08:30";"19.0";"";"762.1";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"06.02.2017 08:30";"19.0";"";"763.2";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"05.02.2017 17:30";"30.5";"";"758.7";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"05.02.2017 08:30";"21.0";"";"764.9";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"02.02.2017 08:30";"22.0";"";"763.4";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"01.02.2017 08:30";"21.0";"";"762.4";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"31.01.2017 08:30";"19.0";"";"762.2";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"30.01.2017 08:30";"18.0";"";"763.3";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"27.01.2017 08:30";"20.0";"";"764.1";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"26.01.2017 17:30";"28.0";"";"756.9";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"25.01.2017 08:30";"20.0";"";"765.2";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"24.01.2017 08:30";"22.0";"732.4";"763.4";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"23.01.2017 08:30";"21.0";"734.4";"765.6";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"22.01.2017 08:30";"22.0";"734.6";"765.7";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"21.01.2017 17:30";"29.6";"727.6";"757.6";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"21.01.2017 08:30";"18.0";"732.7";"764.1";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"20.01.2017 08:30";"20.0";"733.6";"764.9";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"19.01.2017 08:30";"19.0";"733.3";"764.6";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"18.01.2017 17:30";"30.5";"728.4";"758.3";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"28.0";"";"";"";"";"";"";
"17.01.2017 17:30";"29.5";"727.8";"757.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"17.01.2017 08:30";"20.0";"732.1";"763.3";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"16.01.2017 17:30";"30.5";"728.8";"758.8";"";"97";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"29.9";"";"";"";"";"";"";
"16.01.2017 08:30";"20.0";"731.9";"763.1";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"15.01.2017 17:30";"27.5";"729.9";"760.2";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"15.01.2017 08:30";"20.0";"733.0";"764.2";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"14.01.2017 08:30";"17.0";"731.7";"763.2";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"13.01.2017 08:30";"16.0";"731.2";"762.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"12.01.2017 08:30";"16.0";"731.4";"763.0";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"11.01.2017 17:30";"26.5";"727.9";"758.2";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"11.01.2017 08:30";"14.5";"731.2";"763.0";"";"94";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"10.01.2017 17:30";"29.0";"727.0";"757.0";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"10.01.2017 08:30";"18.0";"730.5";"761.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"09.01.2017 08:30";"18.0";"729.0";"760.3";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"08.01.2017 11:30";"16.0";"730.0";"761.5";"0.0";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"08.01.2017 08:30";"16.0";"730.0";"761.5";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"07.01.2017 17:30";"27.5";"725.9";"756.0";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"07.01.2017 08:30";"17.0";"730.9";"762.4";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"06.01.2017 17:30";"26.0";"729.3";"759.7";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"06.01.2017 08:30";"18.0";"731.3";"762.7";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"05.01.2017 17:30";"27.0";"728.0";"758.3";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"05.01.2017 08:30";"15.0";"732.3";"764.0";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"04.01.2017 17:30";"28.0";"728.1";"758.3";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"03.01.2017 08:30";"16.0";"733.4";"765.1";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"02.01.2017 08:30";"17.5";"731.9";"763.4";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"01.01.2017 17:30";"28.0";"728.3";"758.5";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"01.01.2017 08:30";"19.0";"732.4";"763.7";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"31.12.2016 17:30";"26.5";"728.8";"759.2";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"15.9";"";"";"";"";"";"";
"31.12.2016 08:30";"19.0";"732.2";"763.5";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"30.12.2016 17:30";"26.5";"729.0";"759.4";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"15.9";"";"";"";"";"";"";
"30.12.2016 08:30";"18.0";"732.8";"764.2";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"29.12.2016 08:30";"16.0";"733.1";"764.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"28.12.2016 17:30";"28.0";"728.9";"759.1";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"28.12.2016 08:30";"15.0";"731.3";"763.0";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"27.12.2016 17:30";"26.0";"728.7";"759.1";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"27.12.2016 08:30";"15.0";"731.4";"763.1";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"26.12.2016 17:30";"26.0";"728.9";"759.3";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"26.12.2016 08:30";"16.0";"731.5";"763.1";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"25.12.2016 17:30";"27.0";"727.9";"758.2";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"25.12.2016 08:30";"20.0";"730.7";"761.8";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"24.12.2016 17:30";"26.5";"728.0";"758.3";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"24.12.2016 08:30";"15.5";"729.2";"760.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"23.12.2016 17:30";"27.0";"728.1";"758.4";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"23.12.2016 08:30";"15.0";"731.3";"763.0";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"22.12.2016 17:30";"30.0";"732.3";"762.4";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"22.12.2016 08:30";"15.0";"732.1";"763.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"21.12.2016 08:30";"17.0";"732.6";"764.1";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"20.12.2016 17:30";"27.0";"729.8";"760.1";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"20.12.2016 08:30";"17.0";"731.9";"763.4";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"19.12.2016 17:30";"26.0";"730.5";"761.0";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"19.12.2016 08:30";"17.0";"732.9";"764.5";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"18.12.2016 17:30";"31.0";"729.8";"759.7";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"18.12.2016 08:30";"19.5";"732.6";"763.9";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"17.12.2016 17:30";"31.0";"729.5";"759.4";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"17.12.2016 08:30";"19.0";"719.1";"765.1";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"16.12.2016 17:30";"32.0";"729.6";"759.4";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"16.12.2016 08:30";"22.0";"732.5";"763.5";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"15.12.2016 17:30";"29.0";"729.0";"759.1";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"15.12.2016 08:30";"24.0";"731.7";"762.4";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"14.12.2016 17:30";"29.0";"728.9";"759.0";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"14.12.2016 08:30";"22.5";"731.2";"762.1";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"13.12.2016 17:30";"29.0";"727.6";"757.7";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"13.12.2016 08:30";"20.0";"";"761.2";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"12.12.2016 17:30";"30.0";"";"756.6";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"12.12.2016 08:30";"15.0";"";"761.5";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"11.12.2016 17:30";"25.0";"";"761.8";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"11.12.2016 08:30";"15.0";"";"761.8";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"10.12.2016 17:30";"26.5";"";"760.2";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"10.12.2016 08:30";"15.0";"";"761.5";"";"97";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"09.12.2016 17:30";"22.0";"";"761.8";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"09.12.2016 08:30";"16.0";"";"762.7";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"08.12.2016 08:30";"15.2";"";"763.2";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"07.12.2016 08:30";"17.0";"";"763.3";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
