# Weather station Nanded, India, WMO_ID=43021,selection from 28.05.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43021&lang=en
#
"Local time in Nanded";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.12.2016 08:30";"18.5";"731.8";"763.1";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"05.12.2016 17:30";"27.0";"729.9";"760.3";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"05.12.2016 08:30";"24.0";"732.3";"763.1";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"04.12.2016 17:30";"29.0";"729.9";"760.1";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"04.12.2016 08:30";"24.0";"734.3";"765.1";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"03.12.2016 17:30";"28.5";"729.1";"759.3";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"01.12.2016 08:30";"18.0";"731.3";"762.7";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"30.11.2016 08:30";"19.0";"732.8";"764.1";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"29.11.2016 08:30";"20.0";"731.4";"762.6";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"28.11.2016 08:30";"17.0";"731.6";"763.1";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"27.11.2016 17:30";"30.0";"728.2";"758.2";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"27.11.2016 08:30";"19.0";"730.9";"762.1";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"26.11.2016 17:30";"27.0";"728.8";"759.1";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"26.11.2016 08:30";"17.5";"731.6";"763.0";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"25.11.2016 08:30";"20.0";"731.2";"762.3";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"24.11.2016 17:30";"28.0";"729.0";"759.2";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"24.11.2016 08:30";"20.5";"730.9";"762.0";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"23.11.2016 08:30";"18.0";"731.3";"762.7";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"22.11.2016 17:30";"29.0";"728.6";"758.7";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"22.11.2016 08:30";"18.0";"731.4";"762.8";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"21.11.2016 08:30";"20.0";"731.1";"762.2";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"20.11.2016 17:30";"25.0";"728.6";"759.1";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"20.11.2016 08:30";"19.0";"731.3";"762.6";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"19.11.2016 17:30";"26.0";"727.7";"758.1";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"19.11.2016 08:30";"19.0";"730.2";"761.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"18.11.2016 17:30";"26.0";"729.5";"759.9";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"18.11.2016 08:30";"20.0";"731.6";"762.8";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"17.11.2016 17:30";"27.0";"730.6";"761.0";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"17.11.2016 08:30";"23.0";"731.6";"762.4";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"16.11.2016 08:30";"23.0";"731.2";"762.0";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"15.11.2016 17:30";"29.0";"729.3";"759.4";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"15.11.2016 08:30";"23.0";"731.1";"761.9";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"14.11.2016 17:30";"29.0";"729.5";"759.6";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"14.11.2016 08:30";"21.0";"731.7";"762.8";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"13.11.2016 17:30";"29.0";"730.2";"760.4";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"13.11.2016 08:30";"21.0";"731.9";"763.0";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"12.11.2016 17:30";"29.0";"727.9";"758.0";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"12.11.2016 08:30";"18.5";"731.7";"763.0";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"11.11.2016 17:30";"27.0";"727.9";"758.2";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"11.11.2016 08:30";"18.5";"732.0";"763.3";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"10.11.2016 17:30";"27.0";"729.6";"759.9";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"10.11.2016 08:30";"18.5";"731.7";"763.0";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"09.11.2016 08:30";"20.0";"731.8";"763.0";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"08.11.2016 17:30";"29.0";"729.5";"759.6";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"08.11.2016 08:30";"20.0";"731.8";"763.0";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"07.11.2016 08:30";"20.0";"729.5";"760.6";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"06.11.2016 08:30";"22.0";"729.4";"760.3";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"05.11.2016 17:30";"28.0";"726.1";"756.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"05.11.2016 08:30";"";"";"761.2";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"04.11.2016 17:30";"30.0";"729.7";"759.7";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"04.11.2016 08:30";"22.0";"731.6";"762.6";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"03.11.2016 17:30";"30.0";"727.8";"757.8";"";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"30.0";"";"";"";"";"";"";
"03.11.2016 08:30";"22.0";"731.7";"762.7";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"02.11.2016 17:30";"30.0";"729.5";"759.5";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"28.6";"";"";"";"";"";"";
"02.11.2016 08:30";"22.0";"731.6";"762.5";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"01.11.2016 17:30";"29.5";"728.4";"758.4";"";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"29.5";"";"";"";"";"";"";
"01.11.2016 08:30";"25.0";"731.8";"762.4";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"31.10.2016 17:30";"30.0";"729.4";"759.4";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"28.6";"";"";"";"";"";"";
"30.10.2016 08:30";"22.0";"729.8";"760.7";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"29.10.2016 08:30";"20.0";"730.3";"761.4";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"28.10.2016 17:30";"29.0";"726.8";"756.8";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"28.10.2016 08:30";"22.5";"730.1";"760.9";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"27.10.2016 17:30";"31.0";"728.1";"758.0";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"26.8";"";"";"";"";"";"";
"27.10.2016 08:30";"22.0";"730.2";"761.1";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"26.10.2016 17:30";"30.0";"727.6";"757.6";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"26.10.2016 08:30";"22.0";"729.2";"760.0";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"25.10.2016 17:30";"30.0";"725.9";"755.8";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"25.10.2016 08:30";"22.0";"";"760.0";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"24.10.2016 17:30";"29.0";"";"756.7";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"24.10.2016 08:30";"25.0";"";"759.9";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"23.10.2016 17:30";"29.5";"";"752.3";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"23.10.2016 08:30";"25.0";"";"759.7";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"22.10.2016 17:30";"30.0";"";"752.7";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"22.10.2016 08:30";"21.0";"";"760.1";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"21.10.2016 17:30";"31.5";"";"754.9";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"21.10.2016 08:30";"22.0";"";"758.6";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"20.10.2016 17:30";"30.0";"";"755.1";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"20.10.2016 08:30";"24.0";"";"759.4";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"19.10.2016 17:30";"29.0";"";"755.7";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"19.10.2016 08:30";"24.0";"";"759.1";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"18.10.2016 08:30";"26.0";"727.0";"757.3";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"17.10.2016 17:30";"31.0";"726.1";"755.9";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"15.10.2016 17:30";"31.0";"725.1";"754.8";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"28.6";"";"";"";"";"";"";
"15.10.2016 08:30";"25.0";"727.9";"758.4";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"14.10.2016 17:30";"30.0";"725.2";"755.1";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"13.10.2016 17:30";"30.5";"726.5";"756.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"13.10.2016 08:30";"25.0";"728.3";"758.8";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"10.10.2016 17:30";"30.0";"723.3";"753.1";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"10.10.2016 08:30";"27.0";"726.5";"756.7";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"09.10.2016 17:30";"30.0";"722.6";"752.3";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"09.10.2016 08:30";"27.0";"725.9";"756.1";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"08.10.2016 08:30";"27.0";"726.5";"756.7";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"07.10.2016 17:30";"31.0";"723.3";"753.0";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"26.8";"";"";"";"";"";"";
"07.10.2016 08:30";"26.0";"726.9";"757.2";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"06.10.2016 08:30";"25.0";"727.0";"757.4";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"05.10.2016 17:30";"32.0";"724.0";"753.6";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"05.10.2016 08:30";"25.5";"726.3";"756.7";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"04.10.2016 17:30";"32.0";"724.1";"753.7";"";"60";"";"";"";"";"";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.3";"";"";"";"";"";"";
"04.10.2016 08:30";"";"";"756.5";"";"";"Wind blowing from the north-northeast";"28";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.3";"";"";"";"";"";"";
"03.10.2016 17:30";"28.0";"724.0";"754.0";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"03.10.2016 08:30";"25.0";"726.0";"756.4";"";"100";"";"";"";"";"";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.0";"";"";"";"";"";"";
"02.10.2016 17:30";"26.0";"724.1";"754.3";"";"100";"";"";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.0";"";"";"";"";"";"";
"02.10.2016 08:30";"25.5";"726.3";"756.7";"";"95";"";"";"";"";"";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.7";"";"";"";"";"";"";
"01.10.2016 08:30";"24.0";"724.2";"754.6";"";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"30.09.2016 17:30";"22.0";"722.0";"752.5";"";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"30.09.2016 08:30";"24.5";"724.7";"755.1";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"29.09.2016 08:30";"25.0";"726.1";"756.5";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"28.09.2016 08:30";"25.0";"724.7";"755.0";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"27.09.2016 08:30";"23.0";"";"752.3";"";"94";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"26.09.2016 17:30";"30.5";"";"753.0";"";"72";"";"";"";"";"";" ";"";"";"";"31.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.9";"";"";"";"";"";"";
"26.09.2016 08:30";"24.0";"";"752.7";"";"94";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"25.09.2016 17:30";"25.0";"";"752.6";"";"97";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"25.09.2016 08:30";"24.5";"";"752.7";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"24.09.2016 17:30";"25.0";"";"751.2";"";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"24.09.2016 08:30";"23.5";"";"753.4";"";"100";"";"";"";"";"";" ";"";"";"22.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.5";"";"";"";"";"";"";
"23.09.2016 17:30";"26.0";"";"750.4";"";"100";"Calm, no wind";"0";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"";"27.0";"";"";"300-600";"";"";"10.0";"26.0";"";"";"";"";"";"";
"23.09.2016 08:30";"25.0";"";"754.2";"";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"22.09.2016 17:30";"28.0";"";"752.3";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"22.09.2016 08:30";"25.0";"";"753.8";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"21.09.2016 08:30";"24.5";"";"755.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"20.09.2016 17:30";"30.0";"";"752.8";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"20.09.2016 08:30";"26.0";"726.3";"756.6";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"19.09.2016 08:30";"25.0";"723.6";"753.9";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"18.09.2016 17:30";"28.0";"720.8";"750.7";"";"84";"";"";"";"";"";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.0";"";"";"";"";"";"";
"17.09.2016 08:30";"25.0";"723.4";"753.7";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"16.09.2016 17:30";"30.0";"721.0";"750.7";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"25.5";"";"";"";"";"";"";
"16.09.2016 08:30";"25.5";"723.8";"754.1";"";"95";"";"";"";"";"";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.7";"";"";"";"";"";"";
"15.09.2016 08:30";"25.5";"724.0";"754.3";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"14.09.2016 17:30";"24.0";"722.2";"752.5";"";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"14.09.2016 08:30";"25.0";"723.8";"754.1";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"12.09.2016 08:30";"26.0";"726.5";"756.8";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"11.09.2016 17:30";"28.5";"724.6";"754.6";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"11.09.2016 08:30";"25.5";"726.9";"757.3";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"10.09.2016 17:30";"29.0";"725.0";"754.9";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"09.09.2016 17:30";"29.0";"724.3";"754.2";"";"97";"";"";"";"";"";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"28.5";"";"";"";"";"";"";
"09.09.2016 08:30";"26.0";"727.6";"758.0";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
