# Weather station Buldana, India, WMO_ID=42931,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42931&lang=en
#
"Local time in Buldana";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.03.2017 17:30";"31.4";"700.7";"753.7";"";"23";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.7";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"06.03.2017 08:30";"23.6";"703.8";"758.5";"";"31";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"5.5";"";"";"";"";"";"";
"05.03.2017 17:30";"31.0";"700.8";"753.9";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"6.9";"";"";"";"";"";"";
"05.03.2017 08:30";"23.4";"702.9";"757.6";"";"36";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"04.03.2017 17:30";"32.2";"700.3";"753.1";"";"19";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"5.6";"";"";"";"";"";"";
"04.03.2017 08:30";"24.4";"702.6";"757.0";"";"32";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"03.03.2017 17:30";"34.0";"700.4";"752.9";"";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"03.03.2017 08:30";"24.2";"703.0";"757.5";"";"40";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"02.03.2017 17:30";"35.0";"701.6";"754.0";"";"23";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"02.03.2017 08:30";"25.4";"705.2";"759.7";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"01.03.2017 17:30";"34.0";"703.1";"755.8";"";"22";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"10.0";"9.5";"";"";"";"";"";"";
"01.03.2017 08:30";"24.6";"705.9";"760.6";"";"33";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"28.02.2017 17:30";"33.2";"703.9";"756.8";"";"19";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"6.3";"";"";"";"";"";"";
"28.02.2017 08:30";"24.0";"707.2";"762.1";"";"27";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"3.8";"";"";"";"";"";"";
"27.02.2017 17:30";"33.2";"704.3";"757.2";"";"15";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"3.0";"";"";"";"";"";"";
"27.02.2017 08:30";"25.0";"706.0";"760.6";"";"25";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"3.8";"";"";"";"";"";"";
"26.02.2017 17:30";"33.6";"703.2";"756.0";"";"17";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.7";"";"";"";"";"";"4.0";"5.2";"";"";"";"";"";"";
"26.02.2017 08:30";"23.4";"706.0";"760.9";"";"54";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"25.02.2017 17:30";"30.4";"704.7";"758.2";"";"20";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"10.0";"5.2";"";"";"";"";"";"";
"25.02.2017 08:30";"22.4";"708.1";"763.4";"";"25";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"1.5";"";"";"";"";"";"";
"24.02.2017 17:30";"30.6";"705.5";"759.0";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"6.8";"";"";"";"";"";"";
"24.02.2017 08:30";"22.4";"707.5";"762.7";"";"37";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"23.02.2017 17:30";"31.6";"704.6";"757.9";"";"20";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.7";"";"";"";"";"";"4.0";"6.3";"";"";"";"";"";"";
"23.02.2017 08:30";"23.6";"706.1";"761.0";"";"37";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"22.02.2017 17:30";"30.8";"703.5";"756.8";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.7";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"22.02.2017 08:30";"21.4";"705.0";"760.2";"";"42";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"21.02.2017 17:30";"32.0";"701.6";"754.6";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"21.02.2017 08:30";"25.0";"703.5";"757.9";"";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"20.02.2017 17:30";"33.0";"701.6";"754.4";"";"21";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.7";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"20.02.2017 08:30";"23.6";"705.1";"759.9";"";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"19.02.2017 17:30";"32.4";"705.0";"758.1";"";"21";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"7.2";"";"";"";"";"";"";
"19.02.2017 08:30";"22.6";"708.1";"763.3";"";"41";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"18.02.2017 17:30";"33.2";"706.1";"759.2";"";"23";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"34.7";"";"";"";"";"";"10.0";"9.1";"";"";"";"";"";"";
"18.02.2017 08:30";"23.8";"708.5";"763.5";"";"36";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"17.02.2017 17:30";"32.6";"705.4";"758.5";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"8.1";"";"";"";"";"";"";
"17.02.2017 08:30";"22.4";"708.4";"763.7";"";"43";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"16.02.2017 17:30";"31.0";"706.3";"759.8";"";"29";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"16.02.2017 08:30";"22.6";"709.6";"764.9";"";"49";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"15.02.2017 17:30";"31.0";"708.5";"762.2";"";"31";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"15.02.2017 08:30";"23.0";"710.4";"765.7";"";"52";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"14.02.2017 17:30";"30.0";"708.1";"761.9";"";"33";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"14.02.2017 08:30";"21.6";"710.1";"765.7";"";"64";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"13.02.2017 17:30";"31.0";"706.8";"760.3";"";"34";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"13.02.2017 08:30";"21.0";"708.8";"764.4";"";"81";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"12.02.2017 17:30";"30.6";"704.9";"758.4";"";"32";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"12.02.2017 08:30";"18.6";"706.7";"762.6";"";"74";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"11.02.2017 17:30";"30.0";"703.0";"756.4";"";"38";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.1";"";"";"";"";"";"";
"11.02.2017 08:30";"21.8";"704.9";"760.0";"";"53";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"10.02.2017 17:30";"29.4";"702.6";"756.1";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"10.02.2017 08:30";"20.2";"705.6";"761.1";"";"47";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"09.02.2017 17:30";"29.4";"704.1";"757.7";"";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"09.02.2017 08:30";"22.0";"706.3";"761.5";"";"39";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"08.02.2017 17:30";"31.0";"704.4";"757.8";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"08.02.2017 08:30";"21.4";"706.8";"762.1";"";"46";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"07.02.2017 17:30";"28.8";"704.5";"758.3";"";"30";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"07.02.2017 08:30";"19.0";"706.5";"762.3";"";"41";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
"06.02.2017 17:30";"29.4";"704.5";"758.2";"";"25";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"06.02.2017 08:30";"19.0";"706.6";"762.4";"";"68";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"05.02.2017 17:30";"30.0";"704.1";"757.6";"";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"05.02.2017 08:30";"21.2";"706.4";"761.8";"";"57";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"04.02.2017 17:30";"31.8";"703.8";"757.0";"";"31";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"04.02.2017 08:30";"22.4";"706.8";"761.9";"";"47";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"18.7";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"03.02.2017 17:30";"31.6";"705.2";"758.5";"";"32";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"03.02.2017 08:30";"22.0";"708.0";"763.3";"";"55";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"02.02.2017 17:30";"31.6";"705.5";"758.8";"";"32";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"02.02.2017 08:30";"20.4";"707.7";"763.3";"";"54";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"14.7";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"01.02.2017 17:30";"28.8";"705.0";"758.8";"";"28";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"01.02.2017 08:30";"19.4";"706.3";"762.0";"";"54";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"31.01.2017 17:30";"30.6";"706.4";"760.0";"";"26";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"31.01.2017 08:30";"19.4";"706.1";"761.8";"";"54";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"30.01.2017 17:30";"28.0";"704.4";"758.3";"";"33";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"30.01.2017 08:30";"19.0";"708.2";"764.1";"";"49";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"29.01.2017 17:30";"27.4";"706.0";"760.1";"";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"29.01.2017 08:30";"17.4";"708.0";"764.2";"";"50";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"6.7";"";"";"";"";"";"";
"28.01.2017 17:30";"26.0";"706.0";"760.4";"";"40";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"28.01.2017 08:30";"15.8";"708.1";"764.7";"";"65";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"27.01.2017 17:30";"25.4";"706.1";"760.6";"";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"26.6";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"27.01.2017 08:30";"19.0";"707.3";"763.2";"";"64";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"26.01.2017 17:30";"29.0";"705.0";"758.8";"";"41";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"26.01.2017 08:30";"19.0";"707.3";"763.2";"";"56";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"25.01.2017 17:30";"29.0";"706.4";"760.3";"";"31";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"25.01.2017 08:30";"20.0";"708.8";"764.6";"";"54";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"16.9";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"24.01.2017 17:30";"29.4";"706.5";"760.3";"";"30";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.7";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"24.01.2017 08:30";"21.4";"708.7";"764.2";"";"56";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"23.01.2017 17:30";"29.0";"706.5";"760.4";"";"37";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"23.01.2017 08:30";"20.4";"709.5";"765.3";"";"47";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"22.01.2017 17:30";"29.0";"706.7";"760.6";"";"37";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"22.01.2017 08:30";"20.0";"709.7";"765.5";"";"56";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"21.01.2017 17:30";"29.2";"706.6";"760.4";"";"35";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"21.01.2017 08:30";"19.2";"708.8";"764.7";"";"55";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"20.01.2017 17:30";"27.0";"706.4";"760.6";"";"34";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"20.01.2017 08:30";"18.6";"708.9";"765.0";"";"67";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"19.01.2017 17:30";"27.0";"706.5";"760.7";"";"34";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"19.01.2017 08:30";"18.6";"709.0";"765.1";"";"59";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"18.01.2017 17:30";"28.0";"706.0";"760.0";"";"40";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"18.01.2017 08:30";"19.4";"707.9";"763.7";"";"67";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"17.01.2017 17:30";"26.6";"704.8";"759.0";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"17.01.2017 08:30";"18.6";"707.0";"762.9";"";"73";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.6";"";"";"";"";"";"";
"16.01.2017 17:30";"26.8";"705.4";"759.6";"";"47";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"29.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.7";"";"";"";"";"";"";
"16.01.2017 08:30";"18.0";"707.8";"763.9";"";"66";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.4";"";"";"";"";"";"";
"15.01.2017 17:30";"26.0";"706.4";"760.8";"";"50";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"28.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.8";"";"";"";"";"";"";
"15.01.2017 08:30";"18.0";"707.6";"763.7";"";"55";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"16.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.8";"";"";"";"";"";"";
"14.01.2017 17:30";"25.6";"705.0";"759.4";"";"41";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"14.01.2017 08:30";"14.6";"706.3";"763.0";"";"47";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"3.3";"";"";"";"";"";"";
"13.01.2017 17:30";"21.4";"704.0";"759.1";"";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"13.01.2017 08:30";"13.4";"706.2";"763.1";"";"43";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"4.0";"1.0";"";"";"";"";"";"";
"12.01.2017 17:30";"20.4";"703.7";"759.0";"";"39";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"23.4";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"12.01.2017 08:30";"13.6";"706.2";"763.1";"";"53";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"8.8";"";"";"";"";"";"";"4.0";"4.1";"";"";"";"";"";"";
"11.01.2017 17:30";"20.6";"704.4";"759.7";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"23.4";"";"";"";"";"";"4.0";"6.2";"";"";"";"";"";"";
"11.01.2017 08:30";"14.0";"706.5";"763.3";"";"67";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"10.01.2017 17:30";"22.0";"704.6";"759.7";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"24.2";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"10.01.2017 08:30";"15.6";"705.3";"761.7";"";"86";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"09.01.2017 20:30";"25.0";"702.4";"756.7";"0.0";"45";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"09.01.2017 17:30";"25.0";"702.4";"756.7";"";"45";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"09.01.2017 08:30";"17.2";"704.1";"760.1";"";"63";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"08.01.2017 17:30";"27.4";"702.3";"756.1";"";"32";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"08.01.2017 11:30";"17.0";"704.7";"760.7";"0.0";"54";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"08.01.2017 08:30";"17.0";"704.7";"760.7";"";"54";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"07.01.2017 17:30";"24.6";"702.0";"756.4";"";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"07.01.2017 08:30";"17.6";"704.5";"760.4";"";"";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"06.01.2017 17:30";"27.6";"703.0";"756.9";"";"29";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"06.01.2017 08:30";"16.2";"706.1";"762.4";"";"51";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"6.0";"";"";"";"";"";"";
"05.01.2017 17:30";"28.4";"704.3";"758.1";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"05.01.2017 08:30";"16.0";"706.9";"763.3";"";"61";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
