# Weather station Buldana, India, WMO_ID=42931,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42931&lang=en
#
"Local time in Buldana";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.11.2017 17:30";"27.0";"704.7";"758.8";"-0.5";"34";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"29.11.2017 14:30";"29.6";"705.2";"758.9";"-1.7";"31";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"29.11.2017 11:30";"25.0";"706.9";"761.6";"0.7";"43";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"29.11.2017 08:30";"19.4";"706.2";"761.9";"";"52";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"28.11.2017 17:30";"27.4";"703.6";"757.6";"-2.8";"33";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"28.11.2017 14:30";"30.2";"706.4";"760.0";"0.2";"24";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"28.11.2017 11:30";"28.4";"706.2";"760.2";"0.2";"32";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"28.11.2017 08:30";"18.2";"706.0";"761.9";"";"51";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"27.11.2017 17:30";"27.0";"703.9";"758.0";"-1.3";"31";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"27.11.2017 14:30";"29.0";"705.2";"759.0";"-2.2";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"27.11.2017 11:30";"25.0";"707.4";"762.1";"0.7";"37";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"27.11.2017 08:30";"18.4";"706.7";"762.6";"";"57";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"26.11.2017 17:30";"26.8";"705.4";"759.6";"-0.3";"43";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"26.11.2017 14:30";"29.2";"705.7";"759.5";"-0.8";"34";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"26.11.2017 11:30";"27.6";"706.5";"760.6";"-1.5";"34";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"26.11.2017 08:30";"19.8";"708.0";"763.8";"";"51";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"25.11.2017 17:30";"26.2";"704.8";"759.1";"-1.3";"44";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"25.11.2017 14:30";"29.0";"706.1";"759.9";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"25.11.2017 08:30";"19.6";"707.0";"762.7";"";"55";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"24.11.2017 17:30";"27.6";"704.2";"758.2";"-1.0";"53";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"24.11.2017 14:30";"29.2";"705.2";"758.9";"-0.9";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"24.11.2017 11:30";"28.0";"706.1";"760.1";"-0.6";"51";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"24.11.2017 08:30";"21.0";"706.7";"762.1";"";"68";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"23.11.2017 17:30";"27.2";"702.6";"756.5";"-0.5";"51";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"23.11.2017 14:30";"29.6";"703.1";"756.6";"-1.7";"54";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"23.11.2017 11:30";"26.2";"704.8";"759.1";"-0.1";"66";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"23.11.2017 08:30";"21.6";"704.9";"760.0";"";"85";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"22.11.2017 17:30";"27.0";"703.1";"757.1";"-0.9";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"22.11.2017 14:30";"29.4";"704.0";"757.6";"-1.6";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"22.11.2017 11:30";"24.4";"705.6";"760.3";"0.6";"77";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.0";"";"";"";"";"";"";
"22.11.2017 08:30";"22.4";"705.0";"760.0";"";"88";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"19.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"20.3";"";"";"";"";"";"";
"21.11.2017 17:30";"29.4";"703.4";"757.0";"";"54";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.0";"";"";"";"";"";"";
"21.11.2017 11:30";"27.0";"706.2";"760.4";"0.2";"52";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"21.11.2017 08:30";"23.6";"706.0";"760.9";"";"61";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"20.11.2017 17:30";"27.0";"704.7";"758.8";"-1.0";"56";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"29.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.5";"";"";"";"";"";"";
"20.11.2017 14:30";"28.0";"705.7";"759.7";"-1.5";"55";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.0";"";"";"";"";"";"";
"20.11.2017 11:30";"24.0";"707.2";"762.1";"0.0";"69";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.9";"";"";"";"";"";"";
"20.11.2017 08:30";"21.0";"707.2";"762.7";"";"88";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"20.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"18.9";"";"";"";"";"";"";
"19.11.2017 17:30";"27.6";"703.9";"757.8";"-0.8";"53";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"19.11.2017 14:30";"28.6";"704.7";"758.5";"";"53";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"19.11.2017 08:30";"20.0";"705.4";"760.9";"";"67";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"18.11.2017 17:30";"27.0";"703.5";"757.5";"-0.9";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"18.11.2017 14:30";"28.8";"704.4";"758.1";"-1.2";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"18.11.2017 11:30";"26.4";"705.6";"759.9";"0.7";"53";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"18.11.2017 08:30";"21.4";"704.9";"760.1";"";"67";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"18.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.9";"";"";"";"";"";"";
"17.11.2017 17:30";"27.0";"702.7";"756.7";"-1.6";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"17.11.2017 14:30";"28.0";"704.3";"758.2";"-1.0";"50";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"17.11.2017 11:30";"25.0";"705.3";"759.8";"0.5";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"17.11.2017 08:30";"22.6";"704.8";"759.7";"";"49";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"16.11.2017 17:30";"26.2";"701.7";"755.7";"-1.4";"49";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.7";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"16.11.2017 14:30";"28.2";"703.1";"756.9";"-1.8";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"16.11.2017 11:30";"25.2";"704.9";"759.4";"0.4";"51";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"16.11.2017 08:30";"21.4";"704.5";"759.7";"";"49";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"15.11.2017 17:30";"26.6";"701.3";"755.2";"-1.5";"38";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"15.11.2017 14:30";"28.0";"702.8";"756.6";"-1.8";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"15.11.2017 11:30";"25.6";"704.6";"759.0";"0.0";"41";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"15.11.2017 08:30";"21.0";"704.6";"759.8";"";"53";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"15.7";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"14.11.2017 17:30";"26.8";"700.7";"754.5";"-1.4";"41";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"14.11.2017 14:30";"28.4";"702.1";"755.7";"-1.6";"38";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"14.11.2017 11:30";"27.6";"703.7";"757.6";"0.1";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"14.11.2017 08:30";"21.0";"703.6";"758.8";"";"59";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"13.11.2017 17:30";"25.0";"701.4";"755.6";"-1.4";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"13.11.2017 14:30";"29.0";"702.8";"756.4";"-1.8";"31";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"13.11.2017 11:30";"26.4";"704.6";"758.8";"0.0";"36";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"13.11.2017 08:30";"21.0";"704.6";"759.8";"";"54";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"12.11.2017 17:30";"26.4";"703.6";"757.7";"0.1";"36";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"12.11.2017 14:30";"28.4";"703.5";"757.3";"-2.0";"32";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"12.11.2017 11:30";"24.4";"705.5";"760.2";"0.3";"43";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"12.11.2017 08:30";"20.0";"705.2";"760.7";"";"47";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"11.11.2017 17:30";"26.6";"703.8";"757.9";"-1.4";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.3";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"11.11.2017 14:30";"28.6";"705.2";"759.1";"-1.3";"28";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"11.11.2017 11:30";"26.2";"706.5";"760.9";"0.1";"34";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"11.11.2017 08:30";"19.4";"706.4";"762.1";"";"62";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"10.11.2017 17:30";"26.4";"703.8";"758.0";"-0.6";"48";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"10.11.2017 14:30";"28.0";"704.4";"758.3";"-1.5";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"10.11.2017 11:30";"26.4";"705.9";"760.2";"0.0";"41";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"10.11.2017 08:30";"27.6";"705.9";"760.0";"";"31";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"09.11.2017 17:30";"26.8";"703.5";"757.6";"-1.4";"46";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"30.3";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"09.11.2017 14:30";"29.0";"704.9";"758.6";"-1.2";"37";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"09.11.2017 11:30";"27.0";"706.1";"760.3";"-0.2";"41";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"09.11.2017 08:30";"23.0";"706.3";"761.3";"";"53";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"08.11.2017 17:30";"27.6";"704.2";"758.2";"-1.2";"45";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"08.11.2017 14:30";"29.6";"705.4";"759.1";"-1.6";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"08.11.2017 11:30";"27.6";"707.0";"761.2";"0.0";"42";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"08.11.2017 08:30";"23.2";"707.0";"762.0";"";"59";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"17.3";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"07.11.2017 17:30";"27.6";"704.6";"758.6";"-1.1";"42";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.7";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"07.11.2017 14:30";"29.6";"705.7";"759.4";"-1.1";"41";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"07.11.2017 11:30";"27.2";"706.8";"761.0";"0.0";"44";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"07.11.2017 08:30";"22.8";"706.8";"761.9";"";"60";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"06.11.2017 17:30";"27.0";"704.5";"758.6";"-1.3";"43";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"06.11.2017 14:30";"29.0";"705.8";"759.6";"-1.2";"35";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"06.11.2017 11:30";"27.6";"707.0";"761.2";"0.4";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"06.11.2017 08:30";"23.8";"706.6";"761.5";"";"50";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"05.11.2017 17:30";"26.2";"704.2";"758.4";"-0.8";"49";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"05.11.2017 14:30";"29.0";"705.0";"758.8";"-1.6";"40";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"05.11.2017 11:30";"27.0";"706.6";"760.8";"0.2";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"05.11.2017 08:30";"22.6";"706.4";"761.5";"";"57";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"04.11.2017 08:30";"22.2";"706.1";"761.2";"";"51";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"03.11.2017 17:30";"28.0";"703.5";"757.3";"-0.6";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"03.11.2017 14:30";"30.0";"704.1";"757.6";"-1.6";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"03.11.2017 11:30";"28.0";"705.7";"759.7";"-0.3";"35";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"03.11.2017 08:30";"23.6";"706.0";"760.9";"";"50";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"02.11.2017 17:30";"29.8";"704.1";"757.6";"-0.7";"29";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"9.7";"";"";"";"";"";"";
"02.11.2017 14:30";"30.0";"704.8";"758.4";"-1.8";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"02.11.2017 11:30";"28.8";"706.6";"760.5";"-0.2";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"02.11.2017 08:30";"22.6";"706.8";"761.9";"";"57";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"01.11.2017 17:30";"27.8";"704.6";"758.5";"-1.0";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"01.11.2017 14:30";"29.4";"705.6";"759.3";"-1.4";"30";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"01.11.2017 11:30";"28.0";"707.0";"761.1";"0.0";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"01.11.2017 08:30";"22.8";"707.0";"762.1";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"31.10.2017 17:30";"29.0";"703.8";"757.5";"-0.8";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"31.10.2017 14:30";"30.4";"704.6";"758.1";"-1.7";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.5";"";"";"";"";"";"";
"31.10.2017 11:30";"28.0";"706.3";"760.3";"0.1";"31";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"31.10.2017 08:30";"23.2";"706.2";"761.1";"";"51";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"30.10.2017 17:30";"28.8";"704.8";"758.6";"";"32";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"30.10.2017 11:30";"27.2";"708.3";"762.6";"0.6";"48";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"30.10.2017 08:30";"23.4";"707.7";"762.7";"";"57";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"29.10.2017 17:30";"28.0";"705.5";"759.5";"0.2";"44";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"29.10.2017 14:30";"30.2";"705.3";"758.9";"-1.6";"43";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"29.10.2017 11:30";"29.2";"706.9";"760.8";"-0.1";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
