# Weather station Bramhapuri, India, WMO_ID=42946,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42946&lang=en
#
"Local time in Bramhapuri";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.11.2017 08:30";"17.0";"741.4";"762.1";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"2.0";"14.2";"";"";"";"";"";"";
"27.11.2017 17:30";"27.0";"738.1";"758.0";"-0.4";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.7";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"27.11.2017 14:30";"31.8";"738.5";"758.1";"-2.2";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"27.11.2017 11:30";"27.8";"740.7";"760.6";"-1.0";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"27.11.2017 08:30";"16.2";"741.7";"762.5";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"2.0";"12.6";"";"";"";"";"";"";
"26.11.2017 17:30";"27.0";"739.4";"759.4";"-0.3";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.3";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"26.11.2017 14:30";"31.4";"739.7";"759.4";"-2.0";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"26.11.2017 11:30";"28.4";"741.7";"761.6";"-1.4";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"26.11.2017 08:30";"17.0";"743.1";"763.9";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.7";"";"";"";"";"";"";"2.0";"11.9";"";"";"";"";"";"";
"25.11.2017 17:30";"25.0";"739.3";"759.4";"0.1";"50";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.8";"";"";"";"";"";"";
"25.11.2017 14:30";"31.0";"739.2";"758.9";"-2.3";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"25.11.2017 11:30";"27.6";"741.5";"761.5";"-0.7";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"25.11.2017 08:30";"17.6";"742.2";"762.9";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.3";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"24.11.2017 17:30";"26.8";"738.6";"758.5";"0.0";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"24.11.2017 14:30";"31.6";"738.6";"758.2";"-2.0";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"24.11.2017 11:30";"28.4";"740.6";"760.5";"-0.7";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"24.11.2017 08:30";"19.8";"741.3";"761.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.9";"";"";"";"";"";"";"2.0";"16.5";"";"";"";"";"";"";
"23.11.2017 17:30";"28.4";"736.9";"756.7";"0.6";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.9";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"23.11.2017 14:30";"32.4";"736.3";"755.8";"-1.7";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"23.11.2017 11:30";"30.4";"738.0";"757.7";"-1.6";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"23.11.2017 08:30";"21.6";"739.6";"759.9";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.3";"";"";"";"";"";"";"2.0";"17.7";"";"";"";"";"";"";
"22.11.2017 17:30";"28.6";"737.7";"757.5";"0.4";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"22.11.2017 14:30";"32.6";"737.3";"756.8";"-1.9";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"22.11.2017 11:30";"30.0";"739.2";"758.9";"-0.3";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"22.11.2017 08:30";"22.2";"739.5";"759.8";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.7";"";"";"";"";"";"";"2.0";"18.0";"";"";"";"";"";"";
"21.11.2017 17:30";"28.6";"738.0";"757.8";"0.2";"58";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.7";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.4";"";"";"";"";"";"";
"21.11.2017 14:30";"33.2";"737.8";"757.3";"-1.7";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"21.11.2017 11:30";"30.6";"739.5";"759.2";"-1.2";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"21.11.2017 08:30";"21.8";"740.7";"761.0";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"2.0";"17.6";"";"";"";"";"";"";
"20.11.2017 17:30";"30.0";"738.5";"758.2";"0.4";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.9";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"20.11.2017 14:30";"33.2";"738.1";"757.6";"-2.6";"50";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.4";"";"";"";"";"";"";
"20.11.2017 11:30";"30.4";"740.7";"760.5";"-0.8";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"20.11.2017 08:30";"23.0";"741.5";"761.8";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.3";"";"";"";"";"";"";"2.0";"19.9";"";"";"";"";"";"";
"19.11.2017 17:30";"30.4";"737.7";"757.4";"-0.2";"56";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"19.11.2017 14:30";"32.2";"737.9";"757.5";"-2.3";"50";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"19.11.2017 11:30";"30.0";"740.2";"760.0";"-0.1";"61";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.7";"";"";"";"";"";"";
"19.11.2017 08:30";"23.2";"740.3";"760.5";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"2.0";"20.8";"";"";"";"";"";"";
"18.11.2017 17:30";"30.6";"737.0";"756.7";"-0.4";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.3";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"18.11.2017 14:30";"31.8";"737.4";"757.0";"-1.9";"55";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"18.11.2017 11:30";"30.0";"739.3";"759.1";"-0.3";"62";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"18.11.2017 08:30";"22.6";"739.6";"759.9";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"2.0";"20.8";"";"";"";"";"";"";
"17.11.2017 17:30";"28.0";"736.3";"756.1";"3.5";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.7";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"17.11.2017 14:30";"31.4";"732.8";"752.3";"-5.6";"54";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"17.11.2017 11:30";"28.4";"738.4";"758.2";"-0.5";"68";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"17.11.2017 08:30";"24.4";"738.9";"759.0";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"19.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.7";"";"";"";"";"";"";
"16.11.2017 17:30";"27.6";"736.2";"756.0";"0.0";"70";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
"16.11.2017 14:30";"29.8";"736.2";"755.9";"-1.6";"61";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"16.11.2017 11:30";"28.8";"737.8";"757.6";"-0.5";"64";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.3";"";"";"";"";"";"";
"16.11.2017 08:30";"23.0";"738.3";"758.5";"";"81";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"19.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"19.6";"";"";"";"";"";"";
"15.11.2017 17:30";"28.0";"735.4";"755.2";"0.3";"62";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.1";"";"";"";"";"";"";
"15.11.2017 14:30";"33.6";"735.1";"754.5";"-2.1";"44";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.7";"";"";"";"";"";"";
"15.11.2017 11:30";"31.6";"737.2";"756.8";"-0.8";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"15.11.2017 08:30";"24.0";"738.0";"758.1";"";"77";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"19.8";"";"";"";"";"";"";
"14.11.2017 17:30";"29.2";"734.9";"754.6";"-0.1";"58";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.1";"";"";"";"";"";"";
"14.11.2017 14:30";"31.6";"735.0";"754.5";"-2.1";"50";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.8";"";"";"";"";"";"";
"14.11.2017 11:30";"30.8";"737.1";"756.7";"-0.9";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"14.11.2017 08:30";"20.2";"738.0";"758.4";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.9";"";"";"";"";"";"";"2.0";"16.6";"";"";"";"";"";"";
"13.11.2017 17:30";"27.2";"735.4";"755.2";"0.0";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"13.11.2017 14:30";"32.0";"735.4";"754.9";"-2.9";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"13.11.2017 11:30";"29.0";"738.3";"758.1";"-0.7";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"13.11.2017 08:30";"19.0";"739.0";"759.5";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.3";"";"";"";"";"";"";"2.0";"15.6";"";"";"";"";"";"";
"12.11.2017 17:30";"25.8";"736.5";"756.5";"0.1";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.9";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"12.11.2017 14:30";"30.4";"736.4";"756.1";"-2.6";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"12.11.2017 11:30";"28.0";"739.0";"758.9";"-0.9";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"12.11.2017 08:30";"18.6";"739.9";"760.5";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.9";"";"";"";"";"";"";"2.0";"15.2";"";"";"";"";"";"";
"11.11.2017 17:30";"26.2";"737.6";"757.6";"0.0";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"11.11.2017 14:30";"31.2";"737.6";"757.2";"-2.6";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"11.11.2017 11:30";"28.6";"740.2";"760.1";"-0.6";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"11.11.2017 08:30";"18.4";"740.8";"761.4";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"2.0";"14.6";"";"";"";"";"";"";
"10.11.2017 17:30";"26.2";"738.0";"758.0";"0.6";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.3";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"10.11.2017 14:30";"31.4";"737.4";"757.0";"-2.3";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"10.11.2017 11:30";"29.6";"739.7";"759.5";"-0.7";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"10.11.2017 08:30";"19.4";"740.4";"760.9";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"2.0";"16.4";"";"";"";"";"";"";
"09.11.2017 17:30";"27.4";"737.4";"757.3";"-0.2";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"09.11.2017 14:30";"32.0";"737.6";"757.2";"-2.6";"38";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.1";"";"";"";"";"";"";
"09.11.2017 11:30";"30.6";"740.2";"759.9";"-0.4";"43";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.6";"";"";"";"";"";"";
"09.11.2017 08:30";"20.4";"740.6";"761.0";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"2.0";"17.8";"";"";"";"";"";"";
"08.11.2017 17:30";"27.8";"738.1";"758.0";"-0.3";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.3";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"08.11.2017 14:30";"33.0";"738.4";"757.9";"-2.4";"37";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.6";"";"";"";"";"";"";
"08.11.2017 11:30";"30.0";"740.8";"760.6";"-0.8";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"08.11.2017 08:30";"21.0";"741.6";"762.0";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.9";"";"";"";"";"";"";"2.0";"18.1";"";"";"";"";"";"";
"07.11.2017 17:30";"27.6";"738.8";"758.7";"0.5";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"07.11.2017 14:30";"32.6";"738.3";"757.9";"-1.8";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"07.11.2017 11:30";"31.4";"740.1";"759.8";"-1.0";"48";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.2";"";"";"";"";"";"";
"07.11.2017 08:30";"21.4";"741.1";"761.5";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.3";"";"";"";"";"";"";"2.0";"17.2";"";"";"";"";"";"";
"06.11.2017 17:30";"27.4";"738.4";"758.3";"0.0";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"06.11.2017 14:30";"33.0";"738.4";"757.9";"-2.3";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"06.11.2017 11:30";"30.2";"740.7";"760.5";"-0.7";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"06.11.2017 08:30";"20.6";"741.4";"761.9";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.9";"";"";"";"";"";"";"2.0";"16.7";"";"";"";"";"";"";
"05.11.2017 17:30";"26.8";"738.3";"758.2";"0.0";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.3";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"05.11.2017 14:30";"31.6";"738.3";"757.9";"-2.1";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"05.11.2017 11:30";"30.2";"740.4";"760.2";"-0.6";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"05.11.2017 08:30";"20.0";"741.0";"761.5";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.3";"";"";"";"";"";"";"2.0";"17.7";"";"";"";"";"";"";
"04.11.2017 17:30";"27.2";"738.2";"758.1";"0.2";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.3";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"04.11.2017 14:30";"32.0";"738.0";"757.6";"-1.6";"44";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"04.11.2017 11:30";"30.0";"739.6";"759.4";"-1.2";"47";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.4";"";"";"";"";"";"";
"04.11.2017 08:30";"20.6";"740.8";"761.2";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"2.0";"17.7";"";"";"";"";"";"";
"03.11.2017 17:30";"29.4";"736.1";"755.8";"-0.7";"43";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"03.11.2017 14:30";"32.0";"736.8";"756.4";"-2.3";"38";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"03.11.2017 11:30";"30.4";"739.1";"758.8";"-1.2";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"03.11.2017 08:30";"20.6";"740.3";"760.7";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.3";"";"";"";"";"";"";"2.0";"17.0";"";"";"";"";"";"";
"02.11.2017 17:30";"27.0";"737.6";"757.5";"0.2";"98";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"26.7";"";"";"";"";"";"";
"02.11.2017 14:30";"31.8";"737.4";"757.0";"-2.6";"40";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.6";"";"";"";"";"";"";
"02.11.2017 11:30";"30.0";"740.0";"759.8";"-0.9";"50";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.6";"";"";"";"";"";"";
"02.11.2017 08:30";"21.6";"740.9";"761.3";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"2.0";"18.4";"";"";"";"";"";"";
"01.11.2017 17:30";"26.4";"738.5";"758.5";"0.1";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.9";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"01.11.2017 14:30";"32.6";"738.4";"758.0";"-1.9";"39";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.9";"";"";"";"";"";"";
"01.11.2017 11:30";"30.2";"740.3";"760.1";"-0.8";"45";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"01.11.2017 08:30";"21.2";"741.1";"761.5";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.9";"";"";"";"";"";"";"2.0";"17.7";"";"";"";"";"";"";
"31.10.2017 17:30";"26.6";"737.4";"757.3";"0.3";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
