# Weather station Kolhapur, India, WMO_ID=43157,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43157&lang=en
#
"Local time in Kolhapur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.01.2013 17:30";"28.4";"710.4";"757.0";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"10.01.2013 11:30";"26.2";"713.1";"760.2";"";"47";"Wind blowing from the south-east";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"09.01.2013 17:30";"28.8";"710.5";"757.0";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"09.01.2013 11:30";"25.8";"713.6";"760.9";"";"47";"Wind blowing from the east";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"08.01.2013 17:30";"28.4";"710.0";"756.6";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"08.01.2013 11:30";"25.2";"713.0";"760.2";"";"45";"Wind blowing from the north-east";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"07.01.2013 17:30";"29.0";"709.1";"755.6";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"07.01.2013 11:30";"25.4";"712.3";"759.5";"";"33";"Wind blowing from the north-east";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.8";"";"";"";"";"";"";
"06.01.2013 17:30";"28.0";"709.0";"755.8";"";"35";"Wind blowing from the north-west";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"06.01.2013 11:30";"25.8";"711.7";"758.8";"";"38";"Wind blowing from the south-west";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"05.01.2013 17:30";"29.2";"708.4";"754.6";"";"26";"Wind blowing from the north-west";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"7.7";"";"";"";"";"";"";
"05.01.2013 11:30";"28.8";"710.3";"756.9";"";"35";"Wind blowing from the north-west";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"04.01.2013 17:30";"29.4";"709.6";"756.1";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"04.01.2013 11:30";"28.6";"712.6";"759.3";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"03.01.2013 17:30";"30.4";"710.2";"756.4";"";"43";"Wind blowing from the north-west";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"33.8";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.6";"";"";"";"";"";"";
"03.01.2013 11:30";"29.0";"712.7";"759.4";"";"45";"Wind blowing from the north-west";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.9";"";"";"";"";"";"";
"02.01.2013 17:30";"29.6";"710.0";"756.4";"";"53";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"33.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.9";"";"";"";"";"";"";
"02.01.2013 11:30";"29.0";"712.0";"758.8";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"01.01.2013 17:30";"29.8";"709.5";"755.9";"";"54";"Wind blowing from the west";"0";"";"";"20–30%.";" ";"";"";"";"32.2";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.5";"";"";"";"";"";"";
"01.01.2013 11:30";"28.6";"711.6";"758.2";"";"54";"Wind blowing from the north-west";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
