# Weather station Yavatmal, India, WMO_ID=42943,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42943&lang=en
#
"Local time in Yavatmal";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.05.2016 17:30";"39.0";"716.3";"752.5";"";"31";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"41.4";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.9";"";"";"";"";"";"";
"04.05.2016 08:30";"31.8";"717.8";"755.0";"";"50";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"03.05.2016 17:30";"40.8";"715.2";"751.2";"";"22";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"43.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.5";"";"";"";"";"";"";
"03.05.2016 08:30";"32.6";"718.5";"755.6";"";"42";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"27.4";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.1";"";"";"";"";"";"";
"02.05.2016 17:30";"39.4";"715.3";"751.4";"";"29";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"42.6";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.2";"";"";"";"";"";"";
"02.05.2016 08:30";"34.0";"718.5";"755.5";"";"41";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"28.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.8";"";"";"";"";"";"";
"01.05.2016 17:30";"37.6";"714.7";"751.0";"";"37";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"42.2";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.5";"";"";"";"";"";"";
"01.05.2016 08:30";"34.2";"717.7";"754.6";"";"35";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"29.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.6";"";"";"";"";"";"";
"30.04.2016 17:30";"41.0";"716.0";"752.0";"";"24";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"43.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.5";"";"";"";"";"";"";
"30.04.2016 08:30";"34.0";"718.5";"755.5";"";"31";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"29.04.2016 17:30";"41.0";"716.1";"752.1";"";"27";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"42.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.5";"";"";"";"";"";"";
"29.04.2016 08:30";"34.0";"718.5";"755.5";"";"41";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"27.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.8";"";"";"";"";"";"";
"28.04.2016 17:30";"41.0";"716.0";"752.0";"";"25";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"42.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.6";"";"";"";"";"";"";
"28.04.2016 08:30";"34.0";"718.5";"755.5";"";"31";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"27.04.2016 17:30";"41.0";"714.5";"750.4";"";"27";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"43.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.5";"";"";"";"";"";"";
"27.04.2016 08:30";"34.0";"718.4";"755.4";"";"31";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"26.04.2016 17:30";"41.4";"715.8";"751.7";"";"22";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"43.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.0";"";"";"";"";"";"";
"26.04.2016 08:30";"33.4";"718.5";"755.5";"";"33";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"25.04.2016 17:30";"41.4";"714.5";"750.4";"";"24";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"25.04.2016 08:30";"33.4";"716.9";"753.9";"";"31";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"24.04.2016 17:30";"39.0";"714.2";"750.3";"";"21";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"24.04.2016 08:30";"30.6";"716.4";"753.7";"";"36";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"23.04.2016 17:30";"39.0";"715.4";"751.6";"";"23";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"23.04.2016 08:30";"30.4";"717.1";"754.4";"";"39";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"22.04.2016 17:30";"40.4";"714.4";"750.4";"";"19";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"22.04.2016 08:30";"33.0";"718.4";"755.5";"";"32";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"28.4";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.0";"";"";"";"";"";"";
"21.04.2016 17:30";"42.0";"714.4";"750.2";"";"18";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"21.04.2016 08:30";"35.0";"718.5";"755.3";"";"25";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"20.04.2016 17:30";"41.4";"716.7";"752.7";"";"19";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"43.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.6";"";"";"";"";"";"";
"20.04.2016 08:30";"34.4";"719.8";"756.8";"";"32";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"29.4";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.2";"";"";"";"";"";"";
"19.04.2016 17:30";"41.0";"716.1";"752.1";"";"23";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"43.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.3";"";"";"";"";"";"";
"19.04.2016 08:30";"33.0";"718.5";"755.6";"";"30";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"27.4";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.1";"";"";"";"";"";"";
"18.04.2016 17:30";"41.4";"716.1";"752.0";"";"21";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"18.04.2016 08:30";"33.4";"718.5";"755.5";"";"29";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"17.04.2016 17:30";"41.0";"715.3";"751.3";"";"15";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"9.5";"";"";"";"";"";"";
"17.04.2016 08:30";"32.4";"716.9";"754.0";"";"27";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"16.04.2016 17:30";"42.0";"715.3";"751.1";"";"25";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"16.04.2016 08:30";"33.6";"718.5";"755.5";"";"28";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"15.04.2016 17:30";"42.0";"716.3";"752.2";"";"16";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"15.04.2016 08:30";"32.0";"717.8";"755.0";"";"29";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"14.04.2016 17:30";"41.2";"715.4";"751.3";"";"14";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"8.7";"";"";"";"";"";"";
"14.04.2016 08:30";"31.4";"717.8";"755.0";"";"26";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"9.5";"";"";"";"";"";"";
"13.04.2016 17:30";"40.0";"715.5";"751.6";"";"17";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"13.04.2016 08:30";"33.0";"718.7";"755.8";"";"21";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"10.0";"7.8";"";"";"";"";"";"";
"12.04.2016 17:30";"40.0";"716.3";"752.4";"";"19";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"41.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.2";"";"";"";"";"";"";
"12.04.2016 08:30";"33.0";"719.4";"756.5";"";"23";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"26.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.0";"";"";"";"";"";"";
"11.04.2016 17:30";"39.4";"716.9";"753.1";"";"24";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"41.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.2";"";"";"";"";"";"";
"11.04.2016 08:30";"32.4";"720.1";"757.3";"";"24";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"10.04.2016 17:30";"40.0";"717.9";"754.1";"";"19";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"41.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.2";"";"";"";"";"";"";
"10.04.2016 08:30";"30.4";"720.2";"757.7";"";"34";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"25.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.9";"";"";"";"";"";"";
"09.04.2016 17:30";"39.6";"717.2";"753.4";"";"25";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"40.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.1";"";"";"";"";"";"";
"09.04.2016 08:30";"30.0";"718.9";"756.4";"";"36";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"08.04.2016 17:30";"38.0";"717.3";"753.7";"";"24";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"40.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.8";"";"";"";"";"";"";
"08.04.2016 08:30";"29.0";"719.1";"756.7";"";"48";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"07.04.2016 17:30";"37.0";"717.4";"753.9";"";"26";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"38.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.6";"";"";"";"";"";"";
"07.04.2016 08:30";"29.4";"720.6";"758.2";"";"50";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"06.04.2016 17:30";"37.0";"717.4";"753.9";"";"30";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"06.04.2016 08:30";"30.0";"720.4";"758.0";"";"46";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"24.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.0";"";"";"";"";"";"";
"05.04.2016 17:30";"37.0";"716.3";"752.8";"";"22";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"40.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.2";"";"";"";"";"";"";
"05.04.2016 08:30";"33.4";"719.3";"756.4";"";"29";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"04.04.2016 17:30";"40.4";"716.9";"753.0";"";"19";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"42.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.9";"";"";"";"";"";"";
"04.04.2016 08:30";"32.0";"720.1";"757.4";"";"30";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"21.4";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.5";"";"";"";"";"";"";
"03.04.2016 17:30";"41.0";"717.9";"754.0";"";"17";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"03.04.2016 08:30";"31.6";"719.4";"756.7";"";"25";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"02.04.2016 17:30";"40.0";"716.4";"752.5";"";"17";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"02.04.2016 08:30";"33.0";"718.0";"755.1";"";"18";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"5.9";"";"";"";"";"";"";
"01.04.2016 17:30";"40.0";"716.4";"752.5";"";"16";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"01.04.2016 08:30";"30.4";"718.8";"756.2";"";"25";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"31.03.2016 17:30";"39.0";"718.6";"755.0";"";"12";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"5.2";"";"";"";"";"";"";
"31.03.2016 08:30";"31.4";"721.0";"758.4";"";"18";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"4.7";"";"";"";"";"";"";
"30.03.2016 17:30";"39.0";"718.7";"755.1";"";"14";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"7.3";"";"";"";"";"";"";
"30.03.2016 08:30";"29.4";"721.2";"758.9";"";"23";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"10.0";"6.0";"";"";"";"";"";"";
"29.03.2016 17:30";"39.0";"718.8";"755.2";"";"21";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"29.03.2016 08:30";"30.0";"721.4";"759.0";"";"31";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"28.03.2016 17:30";"36.0";"719.1";"755.8";"";"25";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"37.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.0";"";"";"";"";"";"";
"28.03.2016 08:30";"24.6";"722.5";"760.9";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"27.03.2016 17:30";"37.4";"717.2";"753.7";"";"24";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"39.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.4";"";"";"";"";"";"";
"27.03.2016 08:30";"30.0";"720.4";"758.0";"";"44";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"23.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.6";"";"";"";"";"";"";
"26.03.2016 17:30";"39.0";"719.6";"756.0";"";"23";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"26.03.2016 08:30";"28.4";"722.1";"759.9";"";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"25.03.2016 17:30";"37.0";"720.3";"757.0";"";"20";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"40.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.6";"";"";"";"";"";"";
"25.03.2016 08:30";"29.0";"722.2";"760.0";"";"24";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"6.5";"";"";"";"";"";"";
"24.03.2016 17:30";"38.0";"719.8";"756.3";"";"18";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"24.03.2016 08:30";"30.0";"721.6";"759.2";"";"23";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"10.0";"6.5";"";"";"";"";"";"";
"23.03.2016 17:30";"37.0";"718.0";"754.6";"";"20";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"23.03.2016 08:30";"31.0";"720.6";"758.0";"";"22";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"22.03.2016 17:30";"36.0";"718.2";"754.9";"";"21";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"22.03.2016 08:30";"29.0";"719.8";"757.5";"";"26";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"7.7";"";"";"";"";"";"";
"21.03.2016 17:30";"36.4";"717.4";"754.0";"";"26";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"21.03.2016 08:30";"30.4";"720.4";"757.9";"";"24";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"7.8";"";"";"";"";"";"";
"20.03.2016 17:30";"36.4";"718.9";"755.6";"";"25";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"20.03.2016 08:30";"29.0";"719.7";"757.4";"";"46";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"19.03.2016 17:30";"36.4";"718.8";"755.5";"";"20";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"19.03.2016 08:30";"30.0";"721.3";"758.9";"";"55";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"18.03.2016 17:30";"37.0";"716.7";"753.2";"";"16";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"18.03.2016 08:30";"29.0";"720.7";"758.4";"";"52";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"17.03.2016 17:30";"35.4";"716.7";"753.4";"";"28";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"37.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.5";"";"";"";"";"";"";
"17.03.2016 08:30";"27.4";"721.0";"758.9";"";"48";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"22.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.3";"";"";"";"";"";"";
"16.03.2016 17:30";"33.0";"719.0";"756.1";"";"36";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
