# Weather station Yavatmal, India, WMO_ID=42943,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42943&lang=en
#
"Local time in Yavatmal";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"16.03.2016 08:30";"25.0";"720.8";"759.0";"";"61";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"15.03.2016 17:30";"33.4";"718.2";"755.2";"";"30";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"34.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.7";"";"";"";"";"";"";
"15.03.2016 08:30";"24.4";"721.9";"760.3";"";"53";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"14.03.2016 17:30";"34.0";"719.0";"756.0";"";"20";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"7.9";"";"";"";"";"";"";
"14.03.2016 08:30";"25.2";"721.0";"759.2";"";"42";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"13.03.2016 17:30";"34.0";"717.5";"754.4";"";"24";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"36.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.7";"";"";"";"";"";"";
"13.03.2016 08:30";"25.2";"720.9";"759.1";"";"58";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.4";"";"";"";"";"";"";
"12.03.2016 17:30";"38.4";"717.5";"753.9";"";"17";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.2";"";"";"";"";"";"";
"12.03.2016 08:30";"29.0";"721.4";"759.1";"";"40";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"23.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.1";"";"";"";"";"";"";
"11.03.2016 17:30";"38.0";"719.8";"756.3";"";"16";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"39.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.4";"";"";"";"";"";"";
"11.03.2016 08:30";"28.4";"723.3";"761.2";"";"31";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"10.03.2016 17:30";"36.4";"719.9";"756.6";"";"18";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"8.3";"";"";"";"";"";"";
"10.03.2016 08:30";"28.0";"720.3";"758.1";"";"30";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"10.0";"8.7";"";"";"";"";"";"";
"09.03.2016 17:30";"35.4";"719.2";"756.0";"";"20";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"36.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.4";"";"";"";"";"";"";
"09.03.2016 08:30";"26.4";"720.1";"758.1";"";"43";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.7";"";"";"";"";"";"";
"08.03.2016 17:30";"35.4";"717.7";"754.4";"";"23";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"37.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.0";"";"";"";"";"";"";
"08.03.2016 08:30";"27.0";"720.3";"758.2";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"07.03.2016 17:30";"34.4";"717.4";"754.3";"";"25";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"35.6";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.9";"";"";"";"";"";"";
"07.03.2016 08:30";"24.0";"721.3";"759.7";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"06.03.2016 17:30";"34.4";"718.2";"755.1";"";"27";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"35.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.9";"";"";"";"";"";"";
"06.03.2016 08:30";"23.4";"721.1";"759.5";"";"67";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"20.4";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.9";"";"";"";"";"";"";
"05.03.2016 17:30";"29.4";"719.2";"756.8";"";"38";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.8";"";"";"";"";"";"";
"05.03.2016 08:30";"23.0";"722.0";"760.6";"";"55";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"18.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.4";"";"";"";"";"";"";
"04.03.2016 17:30";"32.3";"719.8";"757.0";"";"32";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.4";"";"";"";"";"";"";
"04.03.2016 08:30";"24.0";"723.5";"762.0";"";"68";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"03.03.2016 17:30";"34.0";"720.5";"757.6";"";"27";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.3";"";"";"";"";"";"";
"03.03.2016 08:30";"26.4";"723.5";"761.7";"";"53";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"22.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.0";"";"";"";"";"";"";
"02.03.2016 17:30";"34.0";"720.5";"757.6";"";"24";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"35.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.7";"";"";"";"";"";"";
"02.03.2016 08:30";"26.0";"723.5";"761.7";"";"55";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"01.03.2016 17:30";"31.0";"720.0";"757.4";"";"45";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.6";"";"";"";"";"";"";
"01.03.2016 08:30";"23.0";"723.6";"762.2";"";"78";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"19.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.9";"";"";"";"";"";"";
"29.02.2016 17:30";"33.2";"720.4";"757.6";"";"36";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"34.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.1";"";"";"";"";"";"";
"29.02.2016 08:30";"25.4";"724.8";"763.2";"";"69";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"20.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.2";"";"";"";"";"";"";
"28.02.2016 17:30";"33.6";"721.3";"758.5";"";"42";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"35.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.0";"";"";"";"";"";"";
"28.02.2016 08:30";"26.0";"725.4";"763.7";"";"69";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"21.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.9";"";"";"";"";"";"";
"27.02.2016 17:30";"31.6";"720.8";"758.2";"";"52";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"34.0";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.5";"";"";"";"";"";"";
"27.02.2016 08:30";"24.6";"723.5";"761.9";"";"78";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"21.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.6";"";"";"";"";"";"";
"26.02.2016 17:30";"34.0";"719.7";"756.7";"";"51";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.4";"";"";"";"";"";"";
"26.02.2016 08:30";"27.0";"723.3";"761.4";"";"72";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"25.02.2016 17:30";"33.6";"718.2";"755.2";"";"51";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.2";"";"";"";"";"";"";
"25.02.2016 08:30";"25.0";"721.2";"759.4";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"24.02.2016 17:30";"34.0";"717.5";"754.4";"";"55";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"36.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.8";"";"";"";"";"";"";
"24.02.2016 08:30";"26.0";"720.6";"758.7";"";"49";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"23.02.2016 17:30";"33.0";"719.0";"756.1";"";"50";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"36.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.2";"";"";"";"";"";"";
"23.02.2016 08:30";"26.0";"722.1";"760.3";"";"55";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"23.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.3";"";"";"";"";"";"";
"22.02.2016 17:30";"34.0";"720.5";"757.6";"";"53";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.0";"";"";"";"";"";"";
"22.02.2016 08:30";"26.4";"723.3";"761.5";"";"66";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.6";"";"";"";"";"";"";
"21.02.2016 17:30";"35.4";"719.1";"755.9";"";"45";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.7";"";"";"";"";"";"";
"21.02.2016 08:30";"25.0";"721.4";"759.7";"";"61";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"21.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.0";"";"";"";"";"";"";
"20.02.2016 17:30";"36.0";"722.2";"759.1";"";"47";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"37.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.1";"";"";"";"";"";"";
"20.02.2016 08:30";"26.4";"723.3";"761.5";"";"56";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"19.02.2016 17:30";"34.4";"720.0";"757.0";"";"49";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"36.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.2";"";"";"";"";"";"";
"19.02.2016 08:30";"25.2";"722.0";"760.3";"";"63";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"18.02.2016 17:30";"34.0";"720.5";"757.6";"";"56";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"18.02.2016 08:30";"25.4";"723.4";"761.7";"";"69";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"17.02.2016 17:30";"33.0";"720.6";"757.8";"";"61";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"17.02.2016 08:30";"26.0";"724.3";"762.6";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"16.02.2016 17:30";"33.4";"720.7";"757.8";"";"53";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"16.02.2016 08:30";"25.4";"723.5";"761.8";"";"61";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"15.02.2016 17:30";"33.0";"720.0";"757.2";"";"35";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"34.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.4";"";"";"";"";"";"";
"15.02.2016 08:30";"27.0";"722.0";"760.0";"";"46";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"22.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.3";"";"";"";"";"";"";
"14.02.2016 17:30";"31.0";"720.2";"757.6";"";"30";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"14.02.2016 08:30";"20.0";"721.7";"760.6";"";"48";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"17.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.6";"";"";"";"";"";"";
"13.02.2016 17:30";"31.0";"719.3";"756.7";"";"23";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"7.7";"";"";"";"";"";"";
"13.02.2016 08:30";"20.0";"721.4";"760.3";"";"48";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"12.02.2016 17:30";"32.0";"718.6";"755.8";"";"29";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"12.02.2016 08:30";"23.4";"720.7";"759.1";"";"42";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"16.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.9";"";"";"";"";"";"";
"11.02.2016 17:30";"31.4";"718.5";"755.8";"";"26";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"9.5";"";"";"";"";"";"";
"11.02.2016 08:30";"24.0";"719.9";"758.2";"";"42";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"20.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.3";"";"";"";"";"";"";
"10.02.2016 17:30";"33.0";"719.6";"756.7";"";"30";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"35.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.1";"";"";"";"";"";"";
"10.02.2016 08:30";"25.4";"721.5";"759.7";"";"39";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"09.02.2016 17:30";"31.0";"720.9";"758.4";"";"27";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"09.02.2016 08:30";"21.0";"723.4";"762.3";"";"35";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"10.0";"4.7";"";"";"";"";"";"";
"08.02.2016 17:30";"30.0";"721.0";"758.6";"";"28";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"08.02.2016 08:30";"24.4";"723.6";"762.0";"";"27";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"4.4";"";"";"";"";"";"";
"07.02.2016 17:30";"31.2";"720.2";"757.6";"";"28";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"07.02.2016 08:30";"23.6";"722.5";"761.0";"";"41";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"10.0";"9.7";"";"";"";"";"";"";
"06.02.2016 17:30";"32.0";"718.6";"755.8";"";"26";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"33.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.0";"";"";"";"";"";"";
"06.02.2016 08:30";"25.0";"720.9";"759.1";"";"41";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
