# Weather station Hassan, India, WMO_ID=43263,selection from 09.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43263&lang=en
#
"Local time in Hassan";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.06.2016 17:30";"28.4";"677.9";"";"";"81";"Wind blowing from the south-west";"6";"";"";"60%.";" ";"";"";"";"30.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.8";"";"";"";"";"";"";
"06.06.2016 08:30";"25.0";"682.2";"";"";"81";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"20.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.5";"";"";"";"";"";"";
"05.06.2016 08:30";"24.2";"682.2";"";"";"82";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"20.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.0";"";"";"";"";"";"";
"04.06.2016 17:30";"26.0";"677.5";"";"";"86";"";"6";"";"";"20–30%.";" ";"";"";"";"28.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.4";"";"";"";"";"";"";
"04.06.2016 08:30";"23.2";"680.3";"";"";"93";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"20.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.0";"";"";"";"";"";"";
"04.06.2016 02:30";"30.4";"";"753.4";"";"76";"Wind blowing from the south-southwest";"3";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"25.6";"";"";"";"";"";"";
"03.06.2016 17:30";"29.8";"677.9";"";"";"84";"Wind blowing from the west";"5";"";"";"60%.";" ";"";"";"";"32.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.8";"";"";"";"";"";"";
"03.06.2016 08:30";"21.2";"679.9";"";"";"84";"Wind blowing from the north-east";"5";"";"";"50%.";" ";"";"";"17.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.4";"";"";"";"";"";"";
"01.06.2016 08:30";"20.2";"681.1";"";"";"87";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"17.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.0";"";"";"";"";"";"";
"31.05.2016 17:30";"24.2";"676.7";"";"";"87";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"";"27.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.9";"";"";"";"";"";"";
"31.05.2016 08:30";"25.8";"681.1";"";"";"81";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"21.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.3";"";"";"";"";"";"";
"30.05.2016 17:30";"28.2";"676.7";"";"";"84";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"";"30.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.2";"";"";"";"";"";"";
"30.05.2016 08:30";"26.6";"680.7";"";"";"83";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"21.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.5";"";"";"";"";"";"";
"29.05.2016 17:30";"32.6";"678.7";"";"";"81";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"";"35.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.9";"";"";"";"";"";"";
"28.05.2016 08:30";"25.0";"679.7";"";"";"81";"Wind blowing from the north-east";"3";"";"";"50%.";" ";"";"";"20.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.5";"";"";"";"";"";"";
"27.05.2016 17:30";"31.2";"677.4";"";"";"75";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"";"33.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.3";"";"";"";"";"";"";
"27.05.2016 08:30";"24.0";"681.3";"";"";"87";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"21.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.7";"";"";"";"";"";"";
"26.05.2016 17:30";"32.0";"676.9";"";"";"83";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"";"34.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.8";"";"";"";"";"";"";
"26.05.2016 08:30";"24.2";"682.2";"";"";"82";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"20.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.0";"";"";"";"";"";"";
"25.05.2016 17:30";"32.6";"676.6";"";"";"79";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"";"34.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.4";"";"";"";"";"";"";
"25.05.2016 08:30";"23.6";"682.2";"";"";"82";"Wind blowing from the north-east";"3";"";"";"20–30%.";" ";"";"";"19.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.3";"";"";"";"";"";"";
"24.05.2016 08:30";"25.0";"680.7";"";"";"81";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"21.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.5";"";"";"";"";"";"";
"22.05.2016 17:30";"31.0";"676.6";"";"";"80";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"";"35.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.2";"";"";"";"";"";"";
"21.05.2016 17:30";"29.8";"676.6";"";"";"79";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"";"32.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.7";"";"";"";"";"";"";
"20.05.2016 08:30";"25.2";"681.1";"";"";"86";"Wind blowing from the north-east";"6";"";"";"20–30%.";" ";"";"";"21.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.6";"";"";"";"";"";"";
"19.05.2016 08:30";"25.8";"681.2";"";"";"80";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"21.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.0";"";"";"";"";"";"";
"18.05.2016 17:30";"32.0";"676.3";"";"";"85";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"36.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"29.1";"";"";"";"";"";"";
"18.05.2016 08:30";"26.0";"679.6";"";"";"86";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.4";"";"";"";"";"";"";
"17.05.2016 17:30";"32.6";"677.3";"";"";"81";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"37.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.9";"";"";"";"";"";"";
"17.05.2016 08:30";"26.2";"681.1";"";"";"83";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"22.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"16.05.2016 08:30";"26.3";"680.7";"";"";"84";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.4";"";"";"";"";"";"";
"15.05.2016 17:30";"32.0";"676.4";"";"";"83";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"36.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.8";"";"";"";"";"";"";
"15.05.2016 08:30";"26.8";"681.1";"";"";"85";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.0";"";"";"";"";"";"";
"14.05.2016 08:30";"26.2";"681.1";"";"";"82";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"21.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.8";"2.0";"6";"";"";"";"";
"13.05.2016 17:30";"32.8";"676.4";"";"";"79";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"36.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"28.6";"";"";"";"";"";"";
"13.05.2016 08:30";"25.2";"679.6";"";"";"81";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"21.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.7";"";"";"";"";"";"";
"12.05.2016 17:30";"32.6";"676.4";"";"";"79";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"36.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.5";"";"";"";"";"";"";
"12.05.2016 08:30";"29.0";"680.7";"";"";"68";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"21.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.4";"";"";"";"";"";"";
"11.05.2016 17:30";"33.0";"676.4";"";"";"79";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"37.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.8";"";"";"";"";"";"";
"11.05.2016 08:30";"26.0";"679.6";"";"";"86";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.4";"";"";"";"";"";"";
"10.05.2016 08:30";"27.2";"679.6";"";"";"75";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.3";"";"";"";"";"";"";
"09.05.2016 17:30";"32.6";"676.6";"";"";"81";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"36.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.9";"";"";"";"";"";"";
"09.05.2016 08:30";"26.6";"680.7";"";"";"";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"";"";"";"";"";"";"";
"08.05.2016 08:30";"26.2";"679.9";"";"";"80";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.5";"";"";"";"";"";"";
"07.05.2016 08:30";"26.2";"680.0";"";"";"83";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"22.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"0.5";"23.1";"";"";"";"";"";"";
"05.05.2016 17:30";"31.0";"676.6";"";"";"80";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"35.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.2";"";"";"";"";"";"";
"05.05.2016 08:30";"26.6";"680.7";"";"";"83";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.5";"";"";"";"";"";"";
"04.05.2016 17:30";"32.6";"676.4";"";"";"81";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"";"36.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.9";"";"";"";"";"";"";
"04.05.2016 08:30";"26.2";"679.8";"";"";"83";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"22.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"03.05.2016 08:30";"26.8";"679.8";"";"";"85";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.0";"";"";"";"";"";"";
"02.05.2016 17:30";"32.4";"676.3";"";"";"76";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"36.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.6";"";"";"";"";"";"";
"02.05.2016 08:30";"27.0";"679.7";"";"";"82";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.6";"";"";"";"";"";"";
"29.04.2016 17:30";"32.8";"677.5";"";"";"79";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"36.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.6";"";"";"";"";"";"";
"29.04.2016 08:30";"26.6";"679.7";"";"";"76";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"21.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.0";"";"";"";"";"";"";
"27.04.2016 08:30";"26.0";"679.7";"";"";"86";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"22.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.4";"";"";"";"";"";"";
"26.04.2016 08:30";"26.2";"679.7";"";"";"83";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"22.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"25.04.2016 17:30";"32.8";"677.2";"";"";"79";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"36.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.6";"";"";"";"";"";"";
"25.04.2016 08:30";"26.0";"679.6";"";"";"86";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.4";"";"";"";"";"";"";
"23.04.2016 08:30";"25.0";"679.6";"";"";"81";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"21.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.5";"";"";"";"";"";"";
"22.04.2016 08:30";"25.8";"681.2";"";"";"80";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"21.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.0";"";"";"";"";"";"";
"21.04.2016 17:30";"32.0";"677.7";"";"";"85";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"35.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"29.1";"";"";"";"";"";"";
"21.04.2016 08:30";"25.6";"680.5";"";"";"83";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"22.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.4";"";"";"";"";"";"";
"20.04.2016 17:30";"32.2";"678.1";"";"";"81";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"36.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.5";"";"";"";"";"";"";
"20.04.2016 08:30";"26.2";"679.7";"";"";"79";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.2";"";"";"";"";"";"";
"18.04.2016 08:30";"26.0";"679.7";"";"";"75";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"20.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.2";"";"";"";"";"";"";
"17.04.2016 17:30";"32.0";"676.9";"";"";"78";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"35.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"27.7";"";"";"";"";"";"";
"13.04.2016 08:30";"25.8";"679.7";"";"";"80";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"21.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.0";"";"";"";"";"";"";
"12.04.2016 08:30";"25.6";"679.7";"";"";"83";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"21.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.4";"";"";"";"";"";"";
"11.04.2016 08:30";"25.8";"681.1";"";"";"80";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"21.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.0";"";"";"";"";"";"";
"10.04.2016 08:30";"26.0";"681.1";"";"";"79";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"21.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.0";"";"";"";"";"";"";
"09.04.2016 17:30";"31.6";"677.2";"";"";"81";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"34.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.9";"";"";"";"";"";"";
"09.04.2016 08:30";"25.8";"681.4";"";"";"80";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"21.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.0";"";"";"";"";"";"";
"07.04.2016 08:30";"25.8";"681.1";"";"";"78";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"21.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.7";"";"";"";"";"";"";
"06.04.2016 08:30";"25.2";"682.2";"";"";"81";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"21.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.7";"";"";"";"";"";"";
