# Weather station New Delhi / Indira Gandhi (airport), India, WMO_ID=42181,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42181&lang=en
#
"Local time in New Delhi / Indira Gandhi (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.04.2017 05:30";"23.4";"735.3";"755.6";"-0.3";"72";"Wind blowing from the south-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"18.0";"";"";"";"";"";"";
"01.04.2017 02:30";"26.2";"735.6";"755.8";"-0.7";"58";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"17.3";"";"";"";"";"";"";
"31.03.2017 23:30";"28.0";"736.3";"756.4";"-0.1";"57";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.7";"";"";"";"";"";"";
"31.03.2017 20:30";"31.0";"736.4";"756.3";"0.9";"49";"Wind blowing from the north-northwest";"3";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.1";"";"";"";"";"";"";
"31.03.2017 17:30";"37.6";"735.5";"754.9";"-0.5";"28";"Wind blowing from the west-northwest";"2";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"40.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.4";"";"";"";"";"";"";
"31.03.2017 14:30";"39.2";"736.0";"755.3";"-2.3";"24";"Wind blowing from the west-northwest";"2";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.3";"";"";"";"";"";"";
"31.03.2017 11:30";"34.2";"738.3";"758.0";"0.5";"35";"Wind blowing from the north-west";"2";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"16.6";"";"";"";"";"";"";
"31.03.2017 08:30";"27.6";"737.8";"757.9";"1.7";"57";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.1";"";"";"";"";"";"";"2.0";"18.2";"";"";"";"";"";"";
"31.03.2017 05:30";"23.4";"736.1";"756.5";"0.5";"70";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"17.6";"";"";"";"";"";"";
"31.03.2017 02:30";"26.2";"735.6";"755.8";"-1.3";"58";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"30.03.2017 23:30";"27.6";"736.9";"757.0";"0.6";"53";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"30.03.2017 20:30";"31.6";"736.3";"756.1";"1.5";"42";"Wind blowing from the north-northwest";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"30.03.2017 17:30";"36.6";"734.8";"754.3";"-0.9";"29";"Wind blowing from the west-northwest";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"39.4";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"30.03.2017 14:30";"38.6";"735.7";"755.1";"-2.9";"28";"Wind blowing from the west-northwest";"5";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"30.03.2017 11:30";"34.8";"738.6";"758.3";"0.3";"38";"Wind blowing from the west-northwest";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"18.3";"";"";"";"";"";"";
"30.03.2017 08:30";"26.2";"738.3";"758.5";"2.4";"59";"Wind blowing from the west";"2";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.6";"";"";"";"";"";"";
"30.03.2017 05:30";"23.4";"735.9";"756.3";"0.5";"72";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"18.0";"";"";"";"";"";"";
"30.03.2017 02:30";"27.0";"735.4";"755.5";"-1.0";"51";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"29.03.2017 23:30";"29.6";"736.4";"756.4";"0.4";"48";"Wind blowing from the north-west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"29.03.2017 20:30";"30.8";"736.0";"755.9";"0.9";"44";"Wind blowing from the west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"29.03.2017 17:30";"36.0";"735.1";"754.6";"-0.5";"29";"Wind blowing from the north-west";"5";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"39.6";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"29.03.2017 14:30";"38.6";"735.6";"755.0";"-2.0";"23";"Wind blowing from the north-west";"5";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"29.03.2017 11:30";"35.6";"737.6";"757.2";"0.0";"30";"Wind blowing from the west-northwest";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"29.03.2017 08:30";"26.8";"737.6";"757.8";"1.2";"56";"Wind blowing from the west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.2";"";"";"";"";"";"";"2.0";"17.2";"";"";"";"";"";"";
"29.03.2017 05:30";"23.4";"736.4";"756.8";"-0.6";"67";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"16.9";"";"";"";"";"";"";
"29.03.2017 02:30";"24.4";"737.0";"757.3";"0.1";"69";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"18.4";"";"";"";"";"";"";
"28.03.2017 23:30";"26.6";"736.9";"757.1";"";"61";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"18.5";"";"";"";"";"";"";
"28.03.2017 17:30";"36.0";"735.4";"754.9";"-1.5";"28";"Wind blowing from the north-west";"5";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"39.0";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"28.03.2017 14:30";"38.4";"736.9";"756.3";"-1.8";"24";"Wind blowing from the west-northwest";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"28.03.2017 11:30";"34.2";"738.7";"758.4";"0.6";"36";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"17.1";"";"";"";"";"";"";
"28.03.2017 08:30";"25.2";"738.1";"758.4";"1.0";"61";"Wind blowing from the west";"2";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.4";"";"";"";"";"";"";"1.0";"17.2";"";"";"";"";"";"";
"28.03.2017 05:30";"22.0";"737.1";"757.6";"0.0";"74";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"17.1";"";"";"";"";"";"";
"28.03.2017 02:30";"23.2";"737.1";"757.5";"-1.0";"72";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"17.8";"";"";"";"";"";"";
"27.03.2017 23:30";"26.8";"738.1";"758.3";"0.1";"64";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"19.4";"";"";"";"";"";"";
"27.03.2017 20:30";"30.0";"738.0";"758.0";"1.3";"48";"Wind blowing from the west-northwest";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"27.03.2017 17:30";"35.2";"736.7";"756.3";"-0.5";"27";"Wind blowing from the north-west";"5";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"37.8";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"27.03.2017 14:30";"36.8";"737.2";"756.7";"-1.9";"23";"Wind blowing from the west-northwest";"5";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"27.03.2017 11:30";"33.4";"739.1";"758.9";"0.2";"33";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"15.1";"";"";"";"";"";"";
"27.03.2017 08:30";"23.2";"738.9";"759.4";"2.0";"59";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.4";"";"";"";"";"";"";"2.0";"14.8";"";"";"";"";"";"";
"27.03.2017 05:30";"21.0";"736.9";"757.5";"-0.4";"72";"Wind blowing from the west-southwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"15.7";"";"";"";"";"";"";
"27.03.2017 02:30";"24.2";"737.3";"757.6";"-0.4";"53";"Wind blowing from the west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"14.0";"";"";"";"";"";"";
"26.03.2017 23:30";"25.8";"737.7";"757.9";"0.6";"52";"Wind blowing from the west";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"15.3";"";"";"";"";"";"";
"26.03.2017 20:30";"28.2";"737.1";"757.2";"-0.1";"46";"Wind blowing from the west";"4";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"26.03.2017 17:30";"33.2";"737.2";"756.9";"-1.1";"29";"Wind blowing from the west-northwest";"5";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"36.2";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"26.03.2017 14:30";"35.6";"738.3";"757.9";"-1.9";"22";"Wind blowing from the north-west";"5";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"26.03.2017 11:30";"32.6";"740.2";"760.1";"-0.2";"27";"Wind blowing from the west-northwest";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"11.0";"";"";"";"";"";"";
"26.03.2017 08:30";"23.8";"740.4";"760.9";"2.0";"61";"Wind blowing from the west-southwest";"2";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.5";"";"";"";"";"";"";"2.0";"15.9";"";"";"";"";"";"";
"26.03.2017 05:30";"20.2";"738.4";"759.1";"0.4";"75";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"15.5";"";"";"";"";"";"";
"26.03.2017 02:30";"21.4";"738.0";"758.6";"-0.6";"57";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"12.6";"";"";"";"";"";"";
"25.03.2017 23:30";"25.6";"738.6";"758.9";"0.6";"53";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"15.4";"";"";"";"";"";"";
"25.03.2017 20:30";"27.4";"738.0";"758.2";"1.4";"50";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"25.03.2017 17:30";"31.6";"736.6";"756.4";"-1.4";"35";"Wind blowing from the north-west";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"34.7";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"25.03.2017 14:30";"33.4";"738.0";"757.7";"-1.1";"30";"Wind blowing from the north-west";"5";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.3";"";"";"";"";"";"";
"25.03.2017 11:30";"30.6";"739.1";"759.1";"0.6";"39";"Wind blowing from the north-west";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"15.0";"";"";"";"";"";"";
"25.03.2017 08:30";"23.4";"738.5";"758.9";"1.0";"64";"Wind blowing from the west";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.1";"";"";"";"";"";"";"2.0";"16.2";"";"";"";"";"";"";
"25.03.2017 05:30";"19.4";"737.5";"758.2";"-0.6";"81";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"16.1";"";"";"";"";"";"";
"25.03.2017 02:30";"24.0";"738.1";"758.5";"-0.4";"63";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"24.03.2017 23:30";"24.6";"738.5";"758.9";"0.4";"64";"Wind blowing from the north-northwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"17.2";"";"";"";"";"";"";
"24.03.2017 20:30";"27.4";"738.1";"758.3";"2.0";"51";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"24.03.2017 17:30";"32.6";"736.1";"755.9";"-0.7";"40";"Wind blowing from the north-west";"6";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"35.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.3";"";"";"";"";"";"";
"24.03.2017 14:30";"34.8";"736.8";"756.4";"-1.8";"38";"Wind blowing from the north-west";"4";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.3";"";"";"";"";"";"";
"24.03.2017 11:30";"30.4";"738.6";"758.6";"-0.3";"46";"Wind blowing from the west-northwest";"3";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.6";"";"";"";"";"";"";
"24.03.2017 08:30";"24.4";"738.9";"759.3";"1.8";"74";"Wind blowing from the west-northwest";"2";"";"";"60%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"19.4";"";"";"";"";"";"";
"24.03.2017 05:30";"22.4";"737.1";"757.6";"0.2";"84";"Wind blowing from the west";"2";"";"";"20–30%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"19.6";"";"";"";"";"";"";
"24.03.2017 02:30";"24.0";"736.9";"757.3";"-0.8";"69";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.0";"";"";"";"";"";"";
"23.03.2017 23:30";"25.2";"737.7";"758.0";"0.7";"62";"Wind blowing from the north-northeast";"2";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.5";"";"";"";"";"";"";
"23.03.2017 20:30";"29.0";"737.0";"757.0";"1.1";"52";"Wind blowing from the north-northeast";"2";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.1";"";"";"";"";"";"";
"23.03.2017 17:30";"34.8";"735.9";"755.5";"-0.9";"38";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"38.2";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"23.03.2017 14:30";"36.4";"736.8";"756.3";"-2.1";"31";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"23.03.2017 11:30";"33.0";"738.9";"758.7";"0.1";"30";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"23.03.2017 08:30";"24.6";"738.8";"759.2";"2.7";"62";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.6";"";"";"";"";"";"";"2.0";"16.9";"";"";"";"";"";"";
"23.03.2017 05:30";"20.4";"736.1";"756.7";"-0.8";"81";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"17.1";"";"";"";"";"";"";
