# Weather station Narnaul, India, WMO_ID=42177,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42177&lang=en
#
"Local time in Narnaul";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.10.2017 17:30";"35.0";"727.5";"752.8";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"10.10.2017 08:30";"25.4";"730.5";"756.7";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"09.10.2017 17:30";"36.0";"";"753.4";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.9";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"09.10.2017 08:30";"25.6";"730.9";"757.1";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"08.10.2017 17:30";"32.0";"727.7";"753.2";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"08.10.2017 08:30";"23.4";"731.1";"757.5";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"07.10.2017 08:30";"27.0";"731.8";"757.9";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"06.10.2017 17:30";"36.0";"729.5";"754.8";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"06.10.2017 08:30";"29.7";"732.3";"758.2";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"05.10.2017 17:30";"35.5";"729.6";"754.9";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.9";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"05.10.2017 08:30";"30.0";"728.9";"754.6";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"04.10.2017 11:30";"36.0";"729.6";"754.9";"-2.7";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"04.10.2017 08:30";"29.0";"732.3";"758.2";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"03.10.2017 17:30";"36.6";"728.7";"753.9";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"03.10.2017 08:30";"28.2";"731.0";"757.0";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"02.10.2017 17:30";"33.0";"727.9";"753.3";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.3";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"01.10.2017 17:30";"33.0";"727.9";"753.4";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"less than 0.05";"15.4";"";"";"";"";"";"";
"01.10.2017 08:30";"25.7";"731.2";"757.4";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"30.09.2017 17:30";"35.0";"728.7";"754.0";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.7";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"30.09.2017 08:30";"28.0";"730.9";"756.9";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"29.09.2017 17:30";"37.0";"726.7";"751.8";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.9";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"29.09.2017 08:30";"29.4";"729.2";"755.0";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"28.09.2017 17:30";"37.0";"726.8";"751.9";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"28.09.2017 08:30";"29.6";"729.7";"755.5";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"27.09.2017 17:30";"36.7";"727.8";"752.9";"";"31";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.1";"";"";"";"";"";"";
"27.09.2017 08:30";"29.4";"730.5";"756.4";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"26.09.2017 17:30";"36.0";"727.8";"753.0";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"25.09.2017 08:30";"30.4";"729.8";"755.5";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"24.09.2017 17:30";"33.0";"728.5";"754.0";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"23.09.2017 17:30";"31.0";"727.8";"753.4";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"23.09.2017 08:30";"24.2";"728.7";"754.9";"";"93";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"18.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"22.09.2017 17:30";"30.4";"725.8";"751.4";"";"65";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"22.09.2017 08:30";"30.2";"727.3";"753.0";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"21.09.2017 17:30";"34.4";"724.6";"749.8";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"25.5";"";"";"";"";"";"";
"21.09.2017 08:30";"30.0";"726.9";"752.6";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"20.09.2017 17:30";"36.0";"724.5";"749.6";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.3";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"19.09.2017 17:30";"36.0";"725.5";"750.6";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"19.09.2017 08:30";"29.0";"728.0";"753.8";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"18.09.2017 17:30";"34.4";"726.1";"751.4";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"18.09.2017 08:30";"29.0";"728.5";"754.3";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"17.09.2017 17:30";"33.4";"724.8";"750.1";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"16.09.2017 08:30";"28.0";"729.4";"755.3";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"15.09.2017 08:30";"30.4";"729.5";"755.2";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"14.09.2017 17:30";"33.4";"729.8";"755.3";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"13.09.2017 17:30";"34.0";"726.9";"752.2";"";"58";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"36.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"13.09.2017 08:30";"29.0";"730.7";"756.6";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"12.09.2017 17:30";"33.4";"728.0";"753.4";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"12.09.2017 08:30";"27.0";"730.9";"757.0";"";"87";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"11.09.2017 17:30";"26.4";"728.3";"754.3";"";"91";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"27.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"11.09.2017 08:30";"30.4";"730.3";"756.1";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"27.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"10.09.2017 17:30";"35.4";"726.7";"751.9";"";"52";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"38.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"10.09.2017 08:30";"29.8";"729.0";"754.8";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"09.09.2017 08:30";"30.0";"729.3";"755.1";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"08.09.2017 17:30";"33.4";"727.6";"753.0";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"07.09.2017 17:30";"26.4";"727.2";"753.2";"";"97";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"07.09.2017 08:30";"27.4";"730.0";"756.0";"";"81";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"06.09.2017 17:30";"28.0";"727.1";"753.0";"";"87";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"06.09.2017 08:30";"29.6";"729.3";"755.1";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"05.09.2017 17:30";"34.0";"726.8";"752.1";"";"58";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"04.09.2017 17:30";"30.4";"726.9";"752.5";"";"55";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"04.09.2017 08:30";"29.0";"725.6";"751.3";"";"74";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"03.09.2017 17:30";"33.4";"726.8";"752.2";"";"61";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"36.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"03.09.2017 08:30";"26.0";"727.9";"754.0";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"02.09.2017 17:30";"30.0";"726.8";"752.5";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"02.09.2017 08:30";"26.0";"727.3";"753.3";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"01.09.2017 08:30";"26.2";"726.8";"752.8";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"31.08.2017 17:30";"27.4";"725.0";"750.8";"";"92";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"31.08.2017 08:30";"28.0";"725.2";"751.0";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"30.08.2017 17:30";"31.0";"723.8";"749.3";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.8";"";"";"";"";"";"";
"29.08.2017 17:30";"31.0";"721.9";"747.3";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"29.08.2017 08:30";"27.2";"";"752.1";"";"87";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"28.08.2017 08:30";"28.0";"";"751.1";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"26.08.2017 08:30";"32.4";"";"750.0";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"25.08.2017 17:30";"26.0";"";"750.8";"";"100";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"25.08.2017 08:30";"27.2";"";"751.9";"";"86";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"24.08.2017 17:30";"32.0";"";"748.6";"";"72";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"35.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"24.08.2017 08:30";"29.4";"";"752.8";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"23.08.2017 17:30";"30.9";"";"751.4";"";"74";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"23.08.2017 08:30";"30.4";"";"752.9";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"22.08.2017 17:30";"32.0";"";"749.7";"";"66";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"22.08.2017 08:30";"31.4";"725.8";"751.3";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.7";"";"";"";"";"";"";
"21.08.2017 17:30";"35.0";"723.2";"748.3";"";"57";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"37.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"20.08.2017 17:30";"34.0";"724.7";"750.0";"";"59";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"19.08.2017 17:30";"32.0";"725.5";"751.0";"";"70";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"19.08.2017 08:30";"31.4";"726.9";"752.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"18.08.2017 17:30";"36.0";"723.3";"748.3";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"17.08.2017 17:30";"35.0";"723.1";"748.2";"";"57";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"37.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"17.08.2017 08:30";"29.4";"725.3";"751.0";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"16.08.2017 17:30";"35.4";"723.4";"748.5";"";"55";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"37.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"16.08.2017 08:30";"29.4";"726.3";"752.0";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"14.08.2017 08:30";"30.2";"";"753.6";"";"70";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"13.08.2017 17:30";"33.0";"";"749.4";"";"61";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"13.08.2017 08:30";"29.0";"";"750.9";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"12.08.2017 17:30";"32.4";"";"748.0";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"12.08.2017 08:30";"29.4";"";"749.6";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"11.08.2017 08:30";"30.0";"";"750.3";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"10.08.2017 17:30";"34.0";"";"748.1";"";"64";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"10.08.2017 08:30";"28.4";"";"750.8";"";"77";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"09.08.2017 17:30";"31.6";"";"749.2";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"28.9";"";"";"";"";"";"";
"08.08.2017 17:30";"31.0";"";"749.8";"";"78";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.8";"";"";"";"";"";"";
"06.08.2017 17:30";"33.0";"";"750.2";"";"67";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"35.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"05.08.2017 17:30";"34.0";"";"748.7";"";"62";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"05.08.2017 08:30";"28.6";"";"750.6";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
