# Weather station Narnaul, India, WMO_ID=42177,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42177&lang=en
#
"Local time in Narnaul";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.01.2017 08:30";"11.0";"736.1";"763.9";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.5";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"03.01.2017 08:30";"10.4";"738.6";"766.5";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.5";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"02.01.2017 08:30";"12.6";"737.8";"765.5";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"8.5";"";"";"";"";"";"";"less than 0.05";"12.6";"";"";"";"";"";"";
"01.01.2017 08:30";"10.6";"736.1";"763.9";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.0";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"31.12.2016 17:30";"18.0";"733.7";"760.7";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"18.5";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"31.12.2016 08:30";"12.0";"735.8";"763.5";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"8.4";"";"";"";"";"";"";"less than 0.05";"12.0";"";"";"";"";"";"";
"30.12.2016 17:30";"17.0";"734.7";"761.8";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"17.5";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"30.12.2016 08:30";"12.0";"735.9";"763.6";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"7.0";"";"";"";"";"";"";"less than 0.05";"12.0";"";"";"";"";"";"";
"29.12.2016 17:30";"23.0";"734.1";"760.6";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.5";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"29.12.2016 08:30";"10.4";"736.1";"763.9";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.6";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"28.12.2016 08:30";"10.4";"736.1";"763.9";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"3.5";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"27.12.2016 17:30";"22.0";"734.9";"761.6";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"22.5";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"27.12.2016 08:30";"9.0";"737.0";"765.0";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"3.0";"";"";"";"";"";"";"4.0";"4.5";"";"";"";"";"";"";
"26.12.2016 08:30";"11.0";"737.0";"764.8";"";"92";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.5";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"25.12.2016 17:30";"14.5";"734.7";"762.1";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"15.2";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"25.12.2016 08:30";"12.0";"733.7";"761.3";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"24.12.2016 08:30";"10.0";"732.8";"760.5";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.5";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"23.12.2016 17:30";"18.0";"732.1";"759.0";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"19.5";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"23.12.2016 08:30";"9.0";"735.3";"763.2";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"3.5";"";"";"";"";"";"";"4.0";"5.5";"";"";"";"";"";"";
"22.12.2016 17:30";"21.0";"734.8";"761.6";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"21.5";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"21.12.2016 17:30";"23.0";"734.1";"760.7";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"21.12.2016 08:30";"15.0";"736.9";"764.3";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.0";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"20.12.2016 08:30";"14.0";"737.1";"764.6";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.0";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"19.12.2016 17:30";"20.4";"735.8";"762.6";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"19.12.2016 08:30";"8.4";"738.2";"766.3";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"3.2";"";"";"";"";"";"";"4.0";"6.2";"";"";"";"";"";"";
"18.12.2016 17:30";"17.4";"736.3";"763.5";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"18.2";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"18.12.2016 08:30";"10.4";"737.4";"765.3";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.0";"";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"17.12.2016 17:30";"20.0";"734.9";"761.8";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"20.5";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"17.12.2016 08:30";"10.0";"737.6";"765.5";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.0";"";"";"";"";"";"";"4.0";"5.7";"";"";"";"";"";"";
"16.12.2016 17:30";"21.0";"736.4";"763.2";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"22.0";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"16.12.2016 08:30";"9.4";"738.1";"766.1";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.0";"";"";"";"";"";"";"4.0";"3.9";"";"";"";"";"";"";
"15.12.2016 17:30";"23.0";"734.7";"761.3";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.5";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"15.12.2016 08:30";"10.0";"737.1";"765.0";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.5";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"12.12.2016 08:30";"13.0";"734.6";"762.1";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"11.12.2016 17:30";"26.0";"732.1";"758.3";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"11.12.2016 08:30";"15.4";"734.4";"761.7";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"09.12.2016 17:30";"24.4";"731.9";"758.2";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.5";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"09.12.2016 08:30";"12.4";"731.4";"758.8";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"08.12.2016 17:30";"24.0";"734.0";"760.5";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"08.12.2016 08:30";"11.0";"736.4";"764.2";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.0";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"07.12.2016 08:30";"11.0";"737.4";"765.2";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.5";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"06.12.2016 17:30";"24.0";"735.6";"762.1";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"06.12.2016 08:30";"11.0";"";"765.4";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.5";"";"";"";"";"";"";"4.0";"6.6";"";"";"";"";"";"";
"05.12.2016 17:30";"22.4";"";"762.6";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"05.12.2016 08:30";"11.0";"";"765.4";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.0";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"04.12.2016 17:30";"22.0";"";"763.5";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"04.12.2016 08:30";"11.4";"";"767.3";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.5";"";"";"";"";"";"";"4.0";"6.3";"";"";"";"";"";"";
"03.12.2016 08:30";"9.6";"";"765.1";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.5";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"02.12.2016 08:30";"11.4";"";"765.7";"";"95";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"6.0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"less than 0.05";"10.6";"";"";"";"";"";"";
"01.12.2016 08:30";"13.0";"";"763.9";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"30.11.2016 17:30";"23.4";"";"762.4";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.3";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"30.11.2016 08:30";"11.0";"";"763.8";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"29.11.2016 17:30";"27.0";"";"760.5";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"29.11.2016 08:30";"12.0";"735.4";"763.0";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"4.0";"6.5";"";"";"";"";"";"";
"27.11.2016 17:30";"24.0";"733.3";"759.7";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"27.11.2016 08:30";"15.0";"735.9";"763.3";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"26.11.2016 08:30";"19.0";"735.1";"762.1";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"25.11.2016 17:30";"27.0";"733.2";"759.4";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"7.0";"";"";"";"";"";"";
"25.11.2016 08:30";"16.6";"736.4";"763.6";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.7";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"24.11.2016 08:30";"14.4";"736.3";"763.7";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.5";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"23.11.2016 08:30";"12.4";"733.7";"761.2";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"22.11.2016 08:30";"14.0";"";"762.0";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"21.11.2016 17:30";"29.0";"";"758.4";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"21.11.2016 08:30";"13.4";"";"762.4";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"4.0";"6.3";"";"";"";"";"";"";
"19.11.2016 08:30";"13.0";"";"761.8";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"18.11.2016 17:30";"26.0";"";"759.6";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.3";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"18.11.2016 08:30";"13.4";"";"764.2";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"17.11.2016 08:30";"11.0";"";"765.1";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"16.11.2016 17:30";"25.0";"";"761.9";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"16.11.2016 08:30";"13.0";"";"765.4";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"15.11.2016 17:30";"24.0";"";"760.9";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"15.11.2016 08:30";"15.0";"";"764.1";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"14.11.2016 08:30";"15.0";"";"763.6";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"13.11.2016 08:30";"17.6";"";"763.9";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"12.11.2016 08:30";"16.4";"";"762.4";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"11.11.2016 08:30";"11.0";"";"761.4";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
"10.11.2016 08:30";"14.4";"";"761.8";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"09.11.2016 08:30";"15.4";"";"763.0";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"08.11.2016 17:30";"25.0";"";"760.0";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"07.11.2016 08:30";"17.0";"";"761.5";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"06.11.2016 08:30";"18.4";"";"760.0";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"05.11.2016 08:30";"16.4";"";"760.0";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"03.11.2016 17:30";"28.4";"";"760.4";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.3";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"02.11.2016 08:30";"16.0";"";"763.9";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.7";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"01.11.2016 17:30";"28.0";"";"760.7";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"01.11.2016 08:30";"17.0";"";"764.5";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"31.10.2016 17:30";"32.4";"";"761.6";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"31.10.2016 08:30";"18.4";"";"764.7";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"30.10.2016 17:30";"31.0";"";"759.2";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"29.10.2016 08:30";"17.4";"";"760.8";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"28.10.2016 08:30";"19.4";"";"761.5";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"27.10.2016 08:30";"21.5";"";"762.2";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.7";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"26.10.2016 08:30";"26.0";"";"757.9";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"25.10.2016 08:30";"24.0";"";"757.8";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"24.10.2016 08:30";"24.4";"";"757.9";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"23.10.2016 08:30";"24.4";"";"757.9";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"22.10.2016 17:30";"33.0";"";"756.3";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"22.10.2016 08:30";"26.4";"";"758.4";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"21.10.2016 08:30";"24.4";"";"757.9";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"20.10.2016 08:30";"25.0";"";"757.3";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"19.10.2016 08:30";"22.4";"";"758.5";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"18.10.2016 08:30";"21.0";"";"757.9";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"17.10.2016 08:30";"23.0";"";"759.0";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"16.10.2016 08:30";"20.4";"";"760.3";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"15.10.2016 08:30";"21.4";"";"759.0";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"14.10.2016 08:30";"24.4";"";"758.1";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"13.10.2016 17:30";"32.3";"";"755.1";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"13.10.2016 08:30";"18.4";"";"757.6";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"12.10.2016 08:30";"26.4";"";"755.9";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"11.10.2016 17:30";"32.6";"";"753.3";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"11.10.2016 08:30";"26.0";"730.5";"756.7";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"09.10.2016 17:30";"33.0";"726.2";"751.6";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"09.10.2016 08:30";"26.0";"729.6";"755.7";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"08.10.2016 08:30";"25.0";"730.8";"757.0";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"06.10.2016 08:30";"26.0";"730.3";"756.4";"";"92";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"05.10.2016 08:30";"25.4";"729.2";"755.4";"";"88";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"20.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"04.10.2016 08:30";"29.4";"729.1";"754.9";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"03.10.2016 17:30";"34.0";"727.2";"752.5";"";"62";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"03.10.2016 08:30";"30.0";"731.0";"756.8";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"02.10.2016 17:30";"34.0";"728.0";"753.4";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"02.10.2016 08:30";"30.0";"732.0";"757.9";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"01.10.2016 17:30";"33.0";"727.4";"752.8";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"01.10.2016 08:30";"30.4";"730.3";"756.1";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"30.09.2016 08:30";"28.0";"729.6";"755.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.7";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"29.09.2016 17:30";"35.0";"726.6";"751.8";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"29.09.2016 08:30";"29.0";"729.2";"755.0";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"28.09.2016 17:30";"34.0";"726.6";"751.9";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"28.09.2016 08:30";"28.2";"729.0";"754.9";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"27.09.2016 17:30";"33.0";"727.1";"752.5";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"27.09.2016 08:30";"27.4";"";"756.1";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"26.09.2016 17:30";"33.0";"";"752.9";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
