# Weather station Orai, India, WMO_ID=42468,selection from 15.08.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42468&lang=en
#
"Local time in Orai";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.10.2017 08:30";"22.0";"746.9";"759.5";"";"93";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"29.10.2017 17:30";"32.5";"745.8";"758.0";"";"56";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"29.10.2017 08:30";"22.0";"746.9";"759.5";"";"98";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"28.10.2017 17:30";"33.0";"745.7";"757.9";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"28.10.2017 08:30";"22.0";"746.8";"759.4";"";"94";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"27.10.2017 17:30";"33.5";"745.7";"757.8";"";"51";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"27.10.2017 08:30";"22.1";"746.8";"759.4";"";"61";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"26.10.2017 17:30";"34.5";"740.2";"752.2";"";"50";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"26.10.2017 08:30";"26.0";"744.1";"756.5";"";"86";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"25.10.2017 17:30";"35.5";"740.2";"752.2";"";"47";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"25.10.2017 08:30";"26.5";"744.0";"756.4";"";"84";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"24.10.2017 17:30";"36.5";"740.3";"752.2";"";"46";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"24.10.2017 08:30";"26.0";"744.2";"756.6";"";"87";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"23.10.2017 08:30";"26.5";"744.1";"756.5";"";"84";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"22.10.2017 17:30";"35.5";"740.2";"752.2";"";"45";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"22.10.2017 08:30";"27.0";"744.1";"756.5";"";"83";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"21.10.2017 17:30";"36.0";"740.1";"752.1";"";"43";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"36.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.7";"";"";"";"";"";"";
"21.10.2017 08:30";"27.0";"744.0";"756.4";"";"83";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"20.10.2017 17:30";"34.0";"740.2";"752.2";"";"59";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"34.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"20.10.2017 08:30";"27.5";"742.6";"754.9";"";"84";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"19.10.2017 17:30";"33.5";"740.1";"752.2";"";"59";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"19.10.2017 08:30";"24.7";"742.4";"754.8";"";"96";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"18.10.2017 17:30";"36.0";"740.0";"752.0";"";"53";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"18.10.2017 08:30";"25.0";"742.5";"754.9";"";"95";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"17.10.2017 17:30";"36.5";"740.2";"752.1";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"25.5";"";"";"";"";"";"";
"17.10.2017 08:30";"25.0";"742.7";"755.1";"";"96";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"16.10.2017 17:30";"34.5";"739.9";"751.9";"";"58";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"16.10.2017 08:30";"27.0";"743.0";"755.4";"";"97";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"15.10.2017 17:30";"37.0";"740.3";"752.2";"";"50";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"37.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"15.10.2017 08:30";"27.0";"742.9";"755.3";"";"97";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"14.10.2017 17:30";"36.5";"740.3";"752.2";"";"52";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"14.10.2017 08:30";"27.0";"743.3";"755.7";"";"95";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"13.10.2017 17:30";"35.5";"740.2";"752.2";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"13.10.2017 08:30";"27.5";"743.5";"755.8";"";"94";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"12.10.2017 08:30";"28.0";"743.9";"756.2";"";"95";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"27.2";"";"";"";"";"";"";
"11.10.2017 17:30";"36.5";"739.7";"751.6";"";"51";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"11.10.2017 08:30";"27.0";"743.7";"756.1";"";"97";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"10.10.2017 17:30";"36.0";"740.0";"752.0";"";"51";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"10.10.2017 08:30";"27.5";"744.5";"756.9";"";"97";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"09.10.2017 17:30";"36.0";"739.9";"751.9";"";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"08.10.2017 17:30";"35.5";"740.0";"752.0";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"08.10.2017 08:30";"28.0";"744.7";"757.0";"";"94";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"07.10.2017 17:30";"35.0";"740.0";"752.0";"";"54";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"07.10.2017 08:30";"28.5";"744.9";"757.2";"";"94";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"06.10.2017 17:30";"33.5";"740.0";"752.1";"";"59";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"06.10.2017 08:30";"28.0";"744.7";"757.0";"";"97";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"05.10.2017 17:30";"35.0";"739.9";"751.9";"";"54";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"35.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"05.10.2017 08:30";"28.5";"744.7";"757.0";"";"79";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"04.10.2017 17:30";"35.5";"740.1";"752.1";"";"51";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"04.10.2017 08:30";"26.0";"744.1";"756.5";"";"95";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"03.10.2017 17:30";"35.5";"740.0";"752.0";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"02.10.2017 17:30";"33.6";"739.9";"751.9";"";"52";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"02.10.2017 08:30";"26.0";"743.2";"755.6";"";"97";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"01.10.2017 17:30";"34.5";"739.6";"751.6";"";"49";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"01.10.2017 08:30";"28.0";"742.9";"755.2";"";"81";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"30.09.2017 17:30";"35.0";"739.6";"751.6";"";"47";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"30.09.2017 08:30";"28.5";"743.1";"755.4";"";"77";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"29.09.2017 17:30";"34.3";"739.6";"751.6";"";"47";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"29.09.2017 08:30";"28.0";"743.0";"755.3";"";"81";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"28.09.2017 17:30";"34.5";"738.1";"750.1";"";"56";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"28.09.2017 08:30";"28.0";"743.3";"755.6";"";"78";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"27.09.2017 17:30";"34.0";"738.4";"750.4";"";"63";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"27.09.2017 08:30";"29.5";"739.7";"751.9";"";"81";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"26.09.2017 17:30";"34.0";"738.6";"750.6";"";"59";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"26.09.2017 08:30";"28.5";"740.0";"752.3";"";"81";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"25.09.2017 17:30";"34.0";"738.4";"750.4";"";"65";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"25.09.2017 08:30";"27.0";"740.1";"752.4";"";"85";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"24.09.2017 08:30";"26.0";"740.3";"752.7";"";"89";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"20.0";"24.0";"";"";"";"";"";"";
"23.09.2017 17:30";"31.0";"738.1";"750.2";"";"75";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"23.09.2017 08:30";"25.5";"740.6";"753.0";"";"93";"Wind blowing from the south-west";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.2";"";"";"";"";"";"";
"22.09.2017 17:30";"27.5";"737.8";"750.1";"";"94";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"28.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"22.09.2017 08:30";"27.0";"739.0";"751.3";"";"92";"Wind blowing from the south";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"21.09.2017 17:30";"28.0";"737.9";"750.1";"";"93";"Wind blowing from the west";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"21.09.2017 08:30";"27.5";"738.8";"751.1";"";"85";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.8";"";"";"";"";"";"";
"20.09.2017 17:30";"29.5";"738.0";"750.2";"";"89";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.5";"";"";"";"";"";"";
"20.09.2017 08:30";"29.8";"740.6";"752.8";"";"81";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"27.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"19.09.2017 17:30";"32.5";"738.0";"750.1";"";"65";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"19.09.2017 08:30";"27.5";"740.4";"752.7";"";"89";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"18.09.2017 17:30";"28.0";"738.7";"751.0";"";"89";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"28.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"18.09.2017 08:30";"27.0";"740.5";"752.8";"";"89";"Wind blowing from the north-west";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"17.09.2017 08:30";"27.5";"741.5";"753.8";"";"97";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"27.0";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"27.0";"";"";"";"";"";"";
"16.09.2017 17:30";"30.0";"739.0";"751.2";"";"82";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"30.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"16.09.2017 08:30";"28.5";"741.7";"754.0";"";"94";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"27.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.5";"";"";"";"";"";"";
"15.09.2017 17:30";"30.5";"739.2";"751.4";"";"63";"Wind blowing from the south-west";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"15.09.2017 08:30";"29.0";"742.6";"754.9";"";"94";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"27.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.9";"";"";"";"";"";"";
"14.09.2017 17:30";"33.5";"739.9";"751.9";"";"61";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"14.09.2017 08:30";"28.5";"743.2";"755.5";"";"83";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.3";"";"";"";"";"";"";
"13.09.2017 17:30";"34.0";"739.6";"751.6";"";"59";"Wind blowing from the west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"34.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"13.09.2017 08:30";"27.5";"739.6";"751.9";"";"94";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"12.09.2017 17:30";"39.5";"740.0";"751.8";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"11.09.2017 17:30";"35.0";"739.9";"751.9";"";"55";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"35.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"11.09.2017 08:30";"29.0";"740.1";"752.3";"";"86";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"10.09.2017 17:30";"35.0";"739.7";"751.7";"";"54";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"10.09.2017 08:30";"28.5";"741.7";"754.0";"";"84";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"25.5";"";"";"";"";"";"";
"09.09.2017 17:30";"34.5";"739.6";"751.6";"";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"09.09.2017 08:30";"28.5";"741.7";"754.0";"";"83";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"08.09.2017 17:30";"33.0";"738.0";"750.0";"";"69";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"08.09.2017 08:30";"27.5";"739.2";"751.5";"";"85";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"07.09.2017 17:30";"32.5";"737.2";"749.2";"";"71";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"06.09.2017 17:30";"32.5";"737.3";"749.3";"";"72";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"06.09.2017 08:30";"28.5";"742.5";"754.8";"";"90";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"26.7";"";"";"";"";"";"";
"05.09.2017 17:30";"31.5";"736.8";"748.9";"";"73";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"05.09.2017 08:30";"27.5";"742.7";"755.0";"";"84";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"04.09.2017 08:30";"27.5";"742.6";"754.9";"";"85";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"03.09.2017 17:30";"31.0";"736.9";"749.0";"";"77";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"03.09.2017 08:30";"27.0";"741.2";"753.5";"";"86";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"02.09.2017 17:30";"30.5";"737.1";"749.2";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"02.09.2017 08:30";"28.5";"740.9";"753.2";"";"86";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"01.09.2017 17:30";"31.0";"736.8";"748.9";"";"76";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"31.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.3";"";"";"";"";"";"";
"01.09.2017 08:30";"28.0";"741.2";"753.5";"";"86";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"30.08.2017 17:30";"31.0";"736.3";"748.4";"";"77";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"31.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"30.08.2017 08:30";"28.0";"738.2";"750.4";"";"91";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"29.08.2017 08:30";"28.0";"738.4";"750.6";"";"89";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"28.08.2017 17:30";"29.0";"736.1";"748.3";"";"86";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"29.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"28.08.2017 08:30";"26.5";"737.2";"749.5";"";"97";"Wind blowing from the east";"1";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"27.08.2017 17:30";"27.0";"736.1";"748.3";"";"97";"Wind blowing from the east";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"27.08.2017 08:30";"29.0";"737.3";"749.5";"";"86";"Wind blowing from the south";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
