# Weather station Jhansi, India, WMO_ID=42463,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42463&lang=en
#
"Local time in Jhansi";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.12.2016 17:30";"20.4";"741.5";"763.4";"-1.0";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.6";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"27.12.2016 14:30";"24.4";"742.5";"764.1";"-1.8";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"27.12.2016 11:30";"20.2";"744.3";"766.3";"0.2";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"27.12.2016 08:30";"13.0";"744.1";"766.6";"";"82";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.0";"";"";"";"";"";"";"2.0";"9.9";"";"";"";"";"";"";
"26.12.2016 17:30";"20.0";"741.1";"763.0";"-0.3";"74";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"22.2";"";"";"";"";"";"2.0";"15.3";"";"";"";"";"";"";
"26.12.2016 14:30";"21.6";"741.4";"763.2";"-1.3";"61";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"13.7";"";"";"";"";"";"";
"26.12.2016 11:30";"18.4";"742.7";"764.8";"0.2";"75";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"26.12.2016 08:30";"14.0";"742.5";"764.9";"";"84";"Wind blowing from the north-west";"2";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.7";"";"";"";"";"";"";"1.0";"11.4";"";"";"";"";"";"";
"25.12.2016 17:30";"22.0";"739.2";"760.9";"0.2";"54";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"25.12.2016 14:30";"27.0";"739.0";"760.3";"-0.7";"45";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"25.12.2016 11:30";"20.8";"739.7";"761.5";"-0.2";"73";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"25.12.2016 08:30";"14.0";"739.9";"762.2";"";"80";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.1";"";"";"";"";"";"";"2.0";"10.6";"";"";"";"";"";"";
"24.12.2016 17:30";"23.0";"737.4";"759.0";"";"56";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"24.12.2016 11:30";"25.0";"739.7";"761.2";"-0.2";"45";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"24.12.2016 08:30";"14.4";"739.9";"762.2";"";"74";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.2";"";"";"";"";"";"";"2.0";"9.8";"";"";"";"";"";"";
"23.12.2016 17:30";"22.6";"739.1";"760.8";"-0.6";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"23.12.2016 14:30";"26.6";"739.7";"761.1";"-2.6";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"23.12.2016 11:30";"22.4";"742.3";"764.1";"1.1";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"23.12.2016 08:30";"14.4";"741.2";"763.5";"";"68";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"10.6";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"22.12.2016 17:30";"22.0";"741.0";"762.8";"0.5";"52";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"27.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.7";"";"";"";"";"";"";
"22.12.2016 14:30";"26.2";"740.5";"761.9";"-2.0";"40";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.5";"";"";"";"";"";"";
"22.12.2016 11:30";"23.2";"742.5";"764.2";"-0.5";"42";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.6";"";"";"";"";"";"";
"22.12.2016 08:30";"12.8";"743.0";"765.5";"";"70";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"10.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"7.5";"";"";"";"";"";"";
"21.12.2016 17:30";"24.8";"741.1";"762.6";"0.2";"50";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"28.7";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"21.12.2016 14:30";"27.6";"740.9";"762.2";"-2.4";"33";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"21.12.2016 11:30";"24.0";"743.3";"765.0";"0.6";"38";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"21.12.2016 08:30";"12.8";"742.7";"765.2";"";"70";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"20.12.2016 17:30";"24.0";"741.4";"763.0";"0.4";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"20.12.2016 14:30";"26.4";"741.0";"762.4";"-2.5";"40";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"20.12.2016 11:30";"23.0";"743.5";"765.3";"0.2";"46";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"20.12.2016 08:30";"14.0";"743.3";"765.7";"";"69";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"19.12.2016 17:30";"22.2";"742.0";"763.8";"-0.3";"58";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"25.3";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"19.12.2016 14:30";"24.0";"742.3";"763.9";"-2.3";"45";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"19.12.2016 11:30";"20.8";"744.6";"766.5";"1.1";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"19.12.2016 08:30";"12.6";"743.5";"766.1";"";"82";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.4";"";"";"";"";"";"";"2.0";"9.5";"";"";"";"";"";"";
"18.12.2016 17:30";"21.2";"742.0";"763.8";"-0.6";"59";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"18.12.2016 14:30";"24.0";"742.6";"764.3";"-1.6";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"18.12.2016 11:30";"22.0";"744.2";"766.0";"0.5";"50";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.2";"";"";"";"";"";"";
"18.12.2016 08:30";"13.4";"743.7";"766.2";"";"75";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.2";"";"";"";"";"";"";"2.0";"9.1";"";"";"";"";"";"";
"17.12.2016 17:30";"22.8";"741.4";"763.1";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"17.12.2016 11:30";"22.0";"744.2";"766.0";"0.1";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"17.12.2016 08:30";"13.4";"744.1";"766.6";"";"76";"Wind blowing from the south-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.0";"";"";"";"";"";"";"2.0";"9.2";"";"";"";"";"";"";
"16.12.2016 17:30";"23.0";"742.2";"763.9";"-0.5";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.3";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"16.12.2016 14:30";"25.6";"742.7";"764.2";"-2.1";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"16.12.2016 11:30";"22.4";"744.8";"766.6";"0.8";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"16.12.2016 08:30";"13.8";"744.0";"766.5";"";"82";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.6";"";"";"";"";"";"";"2.0";"10.8";"";"";"";"";"";"";
"15.12.2016 17:30";"23.6";"740.8";"762.4";"-1.3";"51";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"27.3";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"15.12.2016 14:30";"26.4";"742.1";"763.6";"-1.6";"34";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"15.12.2016 11:30";"23.0";"743.7";"765.5";"0.0";"47";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"15.12.2016 08:30";"14.4";"743.7";"766.1";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.3";"";"";"";"";"";"";"2.0";"11.8";"";"";"";"";"";"";
"14.12.2016 17:30";"23.8";"740.8";"762.4";"";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.7";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"14.12.2016 11:30";"24.0";"743.4";"765.1";"0.4";"49";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"14.12.2016 08:30";"15.0";"743.0";"765.4";"";"75";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.3";"";"";"";"";"";"";"2.0";"10.5";"";"";"";"";"";"";
"13.12.2016 17:30";"24.0";"739.9";"761.5";"-0.3";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"13.12.2016 14:30";"28.0";"740.2";"761.5";"-1.9";"38";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"13.12.2016 11:30";"26.6";"742.1";"763.5";"0.4";"35";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"13.12.2016 08:30";"16.8";"741.7";"763.9";"";"82";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.6";"";"";"";"";"";"";"2.0";"13.6";"";"";"";"";"";"";
"12.12.2016 17:30";"24.4";"739.1";"760.6";"-1.1";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"12.12.2016 14:30";"28.8";"740.2";"761.4";"-1.6";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"12.12.2016 11:30";"24.2";"741.8";"763.4";"0.8";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"12.12.2016 08:30";"14.8";"741.0";"763.3";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.3";"";"";"";"";"";"";"2.0";"11.9";"";"";"";"";"";"";
"11.12.2016 17:30";"25.0";"738.8";"760.3";"-0.4";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"11.12.2016 14:30";"30.0";"739.2";"760.3";"-2.0";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"11.12.2016 11:30";"27.0";"741.2";"762.6";"-0.1";"39";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"11.12.2016 08:30";"14.6";"741.3";"763.6";"";"85";"Wind blowing from the south-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.0";"";"";"";"";"";"";"2.0";"12.0";"";"";"";"";"";"";
"10.12.2016 17:30";"22.4";"739.3";"761.0";"-0.8";"65";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"26.7";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"10.12.2016 14:30";"25.4";"740.1";"761.6";"-1.6";"52";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"10.12.2016 11:30";"21.0";"741.7";"763.5";"0.4";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"10.12.2016 08:30";"10.2";"741.3";"764.0";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"10.2";"";"";"";"";"";"";
"09.12.2016 17:30";"22.0";"739.3";"761.0";"-0.3";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"09.12.2016 14:30";"24.8";"739.6";"761.1";"-1.8";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"09.12.2016 11:30";"20.0";"741.4";"763.3";"-0.6";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"09.12.2016 08:30";"10.0";"742.0";"764.7";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.0";"";"";"";"";"";"";"2.0";"9.2";"";"";"";"";"";"";
"08.12.2016 17:30";"20.0";"741.1";"763.0";"-0.4";"74";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"15.3";"";"";"";"";"";"";
"08.12.2016 14:30";"21.0";"741.5";"763.3";"-2.1";"59";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"08.12.2016 11:30";"15.0";"743.6";"766.0";"-0.3";"83";"Wind blowing from the south-west";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"12.1";"";"";"";"";"";"";
"08.12.2016 08:30";"11.4";"743.9";"766.6";"";"97";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.4";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"11.0";"";"";"";"";"";"";
"07.12.2016 17:30";"17.8";"742.4";"764.5";"0.3";"84";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"19.8";"";"";"";"";"";"2.0";"15.1";"";"";"";"";"";"";
"07.12.2016 14:30";"18.0";"742.1";"764.2";"-1.1";"79";"Wind blowing from the east";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"2.0";"14.2";"";"";"";"";"";"";
"07.12.2016 11:30";"13.6";"743.2";"765.7";"6.5";"96";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"12.9";"";"";"";"";"";"";
"07.12.2016 08:30";"12.2";"736.7";"759.1";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"12.2";"";"";"";"";"";"";
"06.12.2016 17:30";"22.4";"742.0";"763.8";"0.1";"58";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"27.7";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"06.12.2016 14:30";"26.6";"741.9";"763.3";"-2.1";"38";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"06.12.2016 11:30";"25.0";"744.0";"765.6";"0.0";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"06.12.2016 08:30";"14.0";"744.0";"766.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.2";"";"";"";"";"";"";"2.0";"10.2";"";"";"";"";"";"";
"05.12.2016 17:30";"22.2";"741.9";"763.7";"0.0";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.6";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"05.12.2016 14:30";"26.8";"741.9";"763.3";"-2.5";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"05.12.2016 11:30";"24.4";"744.4";"766.1";"-0.2";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"05.12.2016 08:30";"13.6";"744.6";"767.1";"";"82";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.5";"";"";"";"";"";"";"2.0";"10.5";"";"";"";"";"";"";
"04.12.2016 17:30";"22.0";"743.0";"764.8";"-0.9";"69";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.4";"";"";"";"";"";"2.0";"16.0";"";"";"";"";"";"";
"04.12.2016 14:30";"24.0";"743.9";"765.6";"-2.3";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"12.1";"";"";"";"";"";"";
"04.12.2016 11:30";"19.0";"746.2";"768.3";"-0.6";"70";"Wind blowing from the south-west";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"13.4";"";"";"";"";"";"";
"04.12.2016 08:30";"14.0";"746.8";"769.3";"";"91";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"13.2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"12.5";"";"";"";"";"";"";
"03.12.2016 17:30";"21.0";"743.1";"765.0";"-0.6";"82";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"23.6";"";"";"";"";"";"2.0";"17.8";"";"";"";"";"";"";
"03.12.2016 14:30";"22.6";"743.7";"765.5";"-1.9";"71";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"2.0";"17.1";"";"";"";"";"";"";
"03.12.2016 11:30";"18.2";"745.6";"767.8";"0.4";"88";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"16.2";"";"";"";"";"";"";
"03.12.2016 08:30";"15.4";"745.2";"767.6";"";"98";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"15.1";"";"";"";"";"";"";
"02.12.2016 17:30";"22.6";"741.5";"763.2";"-0.6";"83";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.1";"";"";"";"";"";"2.0";"19.5";"";"";"";"";"";"";
"02.12.2016 14:30";"24.0";"742.1";"763.7";"-2.3";"68";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"02.12.2016 11:30";"20.4";"744.4";"766.4";"0.2";"80";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"16.8";"";"";"";"";"";"";
"02.12.2016 08:30";"18.4";"744.2";"766.3";"";"88";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"16.7";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"1.0";"16.4";"";"";"";"";"";"";
"01.12.2016 17:30";"21.6";"740.3";"762.1";"-1.3";"79";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"26.1";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"01.12.2016 14:30";"25.2";"741.6";"763.1";"-1.5";"60";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"01.12.2016 11:30";"18.6";"743.1";"765.2";"-0.3";"92";"Wind blowing from the south-west";"1";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"1.0";"17.3";"";"";"";"";"";"";
