# Weather station Kanpur / Chakeri, India, WMO_ID=42367,selection from 17.11.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42367&lang=en
#
"Local time in Kanpur / Chakeri";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.04.2016 08:30";"29.6";"745.7";"756.1";"";"50";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"20.4";"";"";"";"600-1000";"";"";"4.0";"18.1";"";"";"";"";"";"";
"06.04.2016 17:30";"36.6";"743.8";"754.0";"";"42";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"38.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.7";"";"";"";"";"";"";
"06.04.2016 08:30";"29.0";"746.1";"756.5";"";"48";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"20.7";"";"";"";"600-1000";"";"";"4.0";"16.9";"";"";"";"";"";"";
"05.04.2016 17:30";"38.0";"742.0";"752.1";"";"46";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"40.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"05.04.2016 08:30";"31.0";"744.9";"755.3";"";"51";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"04.04.2016 17:30";"37.0";"742.9";"753.0";"";"53";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"39.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"04.04.2016 08:30";"32.0";"745.8";"756.1";"";"62";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"03.04.2016 17:30";"38.0";"743.7";"753.8";"";"51";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"39.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"03.04.2016 08:30";"28.6";"747.1";"757.6";"";"72";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"23.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.1";"";"";"";"";"";"";
"02.04.2016 17:30";"37.2";"743.2";"753.3";"";"47";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"39.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.2";"";"";"";"";"";"";
"02.04.2016 08:30";"27.4";"746.9";"757.4";"";"70";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"01.04.2016 17:30";"37.0";"743.3";"753.4";"";"48";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"01.04.2016 08:30";"29.2";"745.4";"755.8";"";"48";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"19.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.2";"";"";"";"";"";"";
"31.03.2016 17:30";"35.2";"744.1";"754.3";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"27.6";"";"";"";"";"";"";
"31.03.2016 08:30";"29.8";"748.2";"758.6";"";"47";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"17.3";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.2";"";"";"";"";"";"";
"30.03.2016 17:30";"33.0";"746.7";"757.0";"";"45";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"34.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.4";"";"";"";"";"";"";
"30.03.2016 08:30";"26.8";"749.7";"760.3";"";"53";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"16.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.5";"";"";"";"";"";"";
"29.03.2016 17:30";"32.0";"746.4";"756.7";"";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"29.03.2016 08:30";"24.8";"749.7";"760.3";"";"57";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"16.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.6";"";"";"";"";"";"";
"28.03.2016 17:30";"32.0";"746.4";"756.7";"";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"28.03.2016 08:30";"26.0";"749.7";"760.3";"";"59";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"27.03.2016 17:30";"30.0";"748.4";"758.8";"";"42";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"4.0";"15.8";"";"";"";"";"";"";
"27.03.2016 08:30";"24.0";"749.4";"760.1";"";"78";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"20.4";"";"";"";"600-1000";"";"";"4.0";"20.0";"";"";"";"";"";"";
"26.03.2016 17:30";"35.2";"747.3";"757.6";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"26.03.2016 08:30";"25.6";"749.3";"759.9";"";"73";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.3";"";"";"";"600-1000";"";"";"4.0";"20.4";"";"";"";"";"";"";
"25.03.2016 17:30";"34.0";"747.0";"757.3";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"25.03.2016 08:30";"28.6";"750.4";"760.9";"";"45";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"15.7";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"24.03.2016 17:30";"32.2";"748.1";"758.5";"";"36";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"24.03.2016 08:30";"25.6";"750.2";"760.8";"";"55";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"23.03.2016 17:30";"30.0";"746.1";"756.5";"";"37";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"23.03.2016 08:30";"22.0";"747.7";"758.4";"";"54";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"22.03.2016 17:30";"29.6";"744.7";"755.1";"";"33";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"22.03.2016 08:30";"21.6";"747.2";"757.9";"";"52";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"15.9";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"21.03.2016 17:30";"31.2";"745.5";"755.9";"";"31";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"21.03.2016 08:30";"25.8";"747.9";"758.5";"";"53";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.7";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"20.03.2016 17:30";"33.2";"745.0";"755.3";"";"36";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"35.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.1";"";"";"";"";"";"";
"20.03.2016 08:30";"27.2";"747.4";"757.9";"";"54";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"19.03.2016 17:30";"32.8";"744.7";"755.0";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"19.03.2016 08:30";"27.2";"747.5";"758.0";"";"50";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"18.03.2016 17:30";"31.6";"744.5";"754.8";"";"40";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"18.03.2016 08:30";"24.0";"748.9";"759.6";"";"57";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"17.4";"";"";"";"600-1000";"";"";"4.0";"15.0";"";"";"";"";"";"";
"17.03.2016 17:30";"30.4";"747.5";"757.9";"";"39";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.1";"";"";"";"";"";"";
"17.03.2016 08:30";"23.0";"749.1";"759.8";"";"56";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"13.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"13.8";"";"";"";"";"";"";
"16.03.2016 17:30";"28.6";"747.1";"757.6";"";"32";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"30.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"10.2";"";"";"";"";"";"";
"16.03.2016 08:30";"22.0";"750.1";"760.9";"";"71";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"15.03.2016 17:30";"25.2";"749.1";"759.7";"";"52";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"27.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.5";"";"";"";"";"";"";
"15.03.2016 08:30";"22.4";"751.6";"762.4";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"14.03.2016 17:30";"26.6";"747.9";"758.5";"";"61";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"28.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.5";"";"";"";"";"";"";
"14.03.2016 08:30";"22.6";"750.1";"760.8";"";"79";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"18.2";"";"";"";"600-1000";"";"";"4.0";"18.8";"";"";"";"";"";"";
"13.03.2016 17:30";"30.0";"746.8";"757.2";"";"49";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"30.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.2";"";"";"";"";"";"";
"13.03.2016 08:30";"24.6";"749.2";"759.8";"";"68";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"18.6";"";"";"";"600-1000";"";"";"4.0";"18.3";"";"";"";"";"";"";
"12.03.2016 17:30";"28.0";"746.0";"756.5";"";"57";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"30.0";"";"";"600-1000";"";"";"4.0";"18.7";"";"";"";"";"";"";
"12.03.2016 08:30";"22.2";"751.0";"761.8";"";"66";"Wind blowing from the west";"2";"";"";"70 – 80%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.4";"";"";"";"600-1000";"";"";"4.0";"15.5";"";"";"";"";"";"";
"11.03.2016 17:30";"31.2";"747.2";"757.6";"";"49";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.3";"";"";"";"";"";"";
"11.03.2016 08:30";"25.4";"750.4";"761.0";"";"60";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"16.9";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"10.03.2016 17:30";"28.8";"748.0";"758.5";"";"47";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.3";"";"";"";"";"";"";
"10.03.2016 08:30";"23.4";"750.5";"761.2";"";"64";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"15.9";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"09.03.2016 17:30";"28.4";"747.4";"757.9";"";"55";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"09.03.2016 08:30";"22.2";"748.8";"759.5";"";"71";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"18.2";"";"";"";"600-1000";"";"";"4.0";"16.7";"";"";"";"";"";"";
"08.03.2016 17:30";"28.6";"746.5";"757.0";"";"54";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"08.03.2016 08:30";"21.8";"749.3";"760.0";"";"74";"Wind blowing from the south-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.6";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"07.03.2016 17:30";"29.8";"746.0";"756.4";"";"50";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"31.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.3";"";"";"";"";"";"";
"07.03.2016 08:30";"24.0";"749.9";"760.6";"";"71";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"06.03.2016 17:30";"28.2";"747.7";"758.2";"";"59";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"29.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.3";"";"";"";"";"";"";
"06.03.2016 08:30";"21.0";"750.6";"761.4";"";"73";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"17.0";"";"";"";"200-300";"";"";"4.0";"16.0";"";"";"";"";"";"";
"05.03.2016 08:30";"22.6";"749.6";"760.3";"";"74";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"16.6";"";"";"";"600-1000";"";"";"4.0";"17.8";"";"";"";"";"";"";
"04.03.2016 17:30";"31.2";"747.6";"758.0";"";"53";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"04.03.2016 08:30";"22.4";"750.0";"760.7";"";"64";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.6";"";"";"";"600-1000";"";"";"4.0";"15.3";"";"";"";"";"";"";
"03.03.2016 17:30";"30.0";"749.1";"759.6";"";"47";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"32.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.4";"";"";"";"";"";"";
"03.03.2016 08:30";"22.0";"752.7";"763.5";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"02.03.2016 17:30";"29.4";"750.1";"760.6";"";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"02.03.2016 08:30";"20.4";"752.2";"763.0";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.7";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"01.03.2016 17:30";"27.2";"750.4";"761.0";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"29.02.2016 17:30";"28.4";"751.0";"761.5";"";"49";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"29.02.2016 08:30";"22.6";"755.2";"766.0";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"28.02.2016 17:30";"27.6";"751.5";"762.1";"";"57";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"28.02.2016 08:30";"22.4";"755.0";"765.8";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"27.02.2016 17:30";"27.4";"750.6";"761.2";"";"70";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"27.02.2016 08:30";"18.6";"754.5";"765.4";"";"99";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"13.5";"";"";"";"2500 or more, or no clouds.";"";"";"0.2";"18.4";"";"";"";"";"";"";
"26.02.2016 08:30";"20.0";"753.6";"764.5";"";"64";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"12.5";"";"";"";"600-1000";"";"";"4.0";"13.0";"";"";"";"";"";"";
"25.02.2016 17:30";"25.2";"750.5";"761.1";"";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"25.02.2016 08:30";"20.6";"751.9";"762.7";"";"55";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"24.02.2016 17:30";"26.8";"748.7";"759.3";"";"37";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"24.02.2016 08:30";"19.4";"750.0";"760.9";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"23.02.2016 17:30";"25.0";"747.7";"758.3";"";"42";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"26.8";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"23.02.2016 08:30";"18.2";"751.0";"761.9";"";"59";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"22.02.2016 17:30";"25.2";"748.8";"759.4";"";"35";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"26.6";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"22.02.2016 08:30";"17.2";"750.9";"761.8";"";"63";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"21.02.2016 17:30";"24.6";"747.9";"758.5";"";"59";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"26.2";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"21.02.2016 08:30";"19.4";"750.5";"761.4";"";"92";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"1.0";"18.1";"";"";"";"";"";"";
"20.02.2016 17:30";"25.6";"748.5";"759.1";"";"66";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"27.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.7";"";"";"";"";"";"";
"20.02.2016 08:30";"22.6";"751.6";"762.4";"";"78";"Wind blowing from the south-west";"1";"";"";"100%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"19.7";"";"";"";"600-1000";"";"";"1.0";"18.5";"";"";"";"";"";"";
"19.02.2016 17:30";"28.4";"748.4";"758.9";"";"59";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.5";"";"";"";"";"";"";
"19.02.2016 08:30";"21.0";"753.1";"763.9";"";"75";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"17.3";"";"";"";"";"";"";"2.0";"16.4";"";"";"";"";"";"";
"18.02.2016 17:30";"27.8";"749.4";"759.9";"";"49";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"18.02.2016 08:30";"18.6";"753.7";"764.6";"";"70";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"2.0";"12.9";"";"";"";"";"";"";
"17.02.2016 17:30";"25.0";"751.0";"761.7";"";"54";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"28.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.0";"";"";"";"";"";"";
"17.02.2016 08:30";"16.6";"754.5";"765.5";"";"88";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"12.7";"";"";"";"";"";"";"2.0";"14.5";"";"";"";"";"";"";
"16.02.2016 17:30";"23.0";"752.0";"762.7";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.6";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"16.02.2016 08:30";"17.4";"754.3";"765.3";"";"73";"Wind blowing from the north-east";"1";"";"";"50%.";"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ";"Rain.";"Fog or ice fog or thick haze.";"14.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"0.5";"12.4";"";"";"";"";"";"";
"15.02.2016 17:30";"27.0";"750.7";"761.3";"";"58";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"15.02.2016 08:30";"16.4";"753.7";"764.7";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"11.7";"";"";"";"";"";"";"2.0";"12.4";"";"";"";"";"";"";
"14.02.2016 17:30";"26.0";"747.5";"758.1";"";"72";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"14.02.2016 08:30";"16.0";"751.1";"762.1";"";"79";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"11.2";"";"";"";"600-1000";"";"";"2.0";"12.4";"";"";"";"";"";"";
"13.02.2016 17:30";"26.2";"748.2";"758.8";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"13.02.2016 08:30";"17.6";"750.9";"761.8";"";"69";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"2.0";"11.8";"";"";"";"";"";"";
"12.02.2016 17:30";"25.0";"747.2";"757.8";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.8";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"12.02.2016 08:30";"15.0";"750.3";"761.3";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.2";"";"";"";"";"";"";"2.0";"13.9";"";"";"";"";"";"";
"11.02.2016 17:30";"24.0";"747.0";"757.6";"";"75";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"26.4";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"11.02.2016 08:30";"13.2";"749.5";"760.6";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.9";"";"";"";"";"";"";"2.0";"12.5";"";"";"";"";"";"";
"10.02.2016 17:30";"22.6";"747.4";"758.1";"";"69";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"24.6";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"10.02.2016 08:30";"13.4";"751.0";"762.1";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"2.0";"12.3";"";"";"";"";"";"";
"09.02.2016 17:30";"22.0";"749.3";"760.0";"";"72";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"09.02.2016 08:30";"14.2";"752.7";"763.8";"";"97";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"2.0";"13.8";"";"";"";"";"";"";
"08.02.2016 17:30";"21.8";"751.6";"762.4";"";"77";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"23.4";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"08.02.2016 08:30";"13.6";"752.2";"763.3";"";"97";"Wind blowing from the west";"2";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.8";"";"";"";"";"";"";"0.5";"13.2";"";"";"";"";"";"";
"07.02.2016 17:30";"22.4";"748.4";"759.1";"";"74";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"23.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.6";"";"";"";"";"";"";
"07.02.2016 08:30";"17.2";"750.5";"761.4";"";"82";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"13.5";"";"";"";"600-1000";"";"";"4.0";"14.0";"";"";"";"";"";"";
"06.02.2016 08:30";"14.0";"750.8";"761.9";"";"91";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"8.0";"";"";"";"600-1000";"";"";"4.0";"12.5";"";"";"";"";"";"";
"05.02.2016 08:30";"14.4";"753.1";"764.2";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"04.02.2016 17:30";"21.6";"751.3";"762.1";"";"57";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"22.4";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
