# Weather station Kanpur / Chakeri, India, WMO_ID=42367,selection from 17.11.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42367&lang=en
#
"Local time in Kanpur / Chakeri";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"26.11.2016 08:30";"19.0";"749.5";"760.4";"";"68";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"25.11.2016 17:30";"25.4";"746.6";"757.2";"";"52";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"25.11.2016 08:30";"18.6";"750.4";"761.3";"";"64";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"24.11.2016 17:30";"25.2";"748.8";"759.4";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"24.11.2016 08:30";"18.0";"751.5";"762.4";"";"77";"Wind blowing from the west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.2";"";"";"";"";"";"";"1.0";"13.8";"";"";"";"";"";"";
"23.11.2016 17:30";"26.0";"747.9";"758.5";"";"54";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"23.11.2016 08:30";"20.6";"750.0";"760.8";"";"60";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"22.11.2016 17:30";"26.4";"747.6";"758.2";"";"49";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"22.11.2016 08:30";"19.7";"750.3";"761.1";"";"63";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"10.8";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"21.11.2016 17:30";"25.2";"";"";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"21.11.2016 08:30";"17.4";"752.2";"763.2";"";"86";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.2";"";"";"";"";"";"";"1.0";"15.0";"";"";"";"";"";"";
"20.11.2016 17:30";"25.2";"748.5";"759.1";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.4";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"20.11.2016 08:30";"18.6";"751.1";"762.0";"";"73";"Wind blowing from the south-west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.4";"";"";"";"";"";"";"1.0";"13.7";"";"";"";"";"";"";
"19.11.2016 17:30";"25.0";"747.4";"758.0";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"19.11.2016 08:30";"18.2";"750.5";"761.4";"";"71";"Wind blowing from the west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.6";"";"";"";"";"";"";"1.0";"12.9";"";"";"";"";"";"";
"18.11.2016 17:30";"24.6";"748.5";"759.1";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"18.11.2016 08:30";"17.8";"752.4";"763.3";"";"65";"Wind blowing from the west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.4";"";"";"";"";"";"";"1.0";"11.2";"";"";"";"";"";"";
"17.11.2016 17:30";"25.4";"750.3";"760.9";"";"45";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"17.11.2016 08:30";"18.6";"753.1";"764.0";"";"64";"Wind blowing from the west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.0";"";"";"";"";"";"";"1.0";"11.7";"";"";"";"";"";"";
"16.11.2016 08:30";"18.6";"753.0";"763.9";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.0";"";"";"";"";"";"";"1.0";"15.2";"";"";"";"";"";"";
"15.11.2016 17:30";"26.0";"749.6";"760.2";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"15.11.2016 08:30";"19.2";"752.6";"763.5";"";"76";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.8";"";"";"";"";"";"";"2.0";"14.8";"";"";"";"";"";"";
"14.11.2016 17:30";"26.8";"749.3";"759.9";"";"73";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"14.11.2016 08:30";"21.6";"752.8";"763.6";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"13.11.2016 17:30";"26.2";"750.3";"760.9";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"13.11.2016 08:30";"21.4";"752.7";"763.5";"";"70";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.4";"";"";"";"";"";"";"1.0";"15.7";"";"";"";"";"";"";
"12.11.2016 17:30";"26.8";"749.3";"759.9";"";"65";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"12.11.2016 08:30";"21.6";"751.6";"762.4";"";"71";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.2";"";"";"";"";"";"";"1.0";"16.0";"";"";"";"";"";"";
"11.11.2016 17:30";"26.8";"748.7";"759.3";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"11.11.2016 08:30";"18.6";"751.2";"762.1";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.6";"";"";"";"";"";"";"1.0";"15.2";"";"";"";"";"";"";
"10.11.2016 17:30";"25.2";"749.6";"760.2";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"10.11.2016 08:30";"18.4";"751.1";"762.0";"";"77";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"09.11.2016 17:30";"26.0";"749.4";"760.0";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"09.11.2016 08:30";"19.4";"751.2";"762.1";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"08.11.2016 17:30";"28.0";"748.3";"758.8";"";"55";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"2.0";"18.1";"";"";"";"";"";"";
"08.11.2016 08:30";"20.0";"750.4";"761.2";"";"69";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"07.11.2016 17:30";"26.2";"747.6";"758.2";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"07.11.2016 08:30";"20.6";"749.7";"760.5";"";"68";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"13.1";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"06.11.2016 17:30";"25.0";"747.8";"758.4";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"06.11.2016 08:30";"19.6";"748.9";"759.7";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"05.11.2016 17:30";"26.0";"745.7";"756.2";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"05.11.2016 08:30";"22.8";"748.6";"759.3";"";"64";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"04.11.2016 17:30";"31.0";"747.8";"758.2";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"04.11.2016 08:30";"20.4";"751.7";"762.5";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"03.11.2016 17:30";"28.6";"749.5";"760.0";"";"55";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"02.11.2016 08:30";"21.2";"752.1";"762.9";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"01.11.2016 17:30";"28.0";"749.4";"759.9";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"01.11.2016 08:30";"20.6";"752.5";"763.3";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"31.10.2016 17:30";"28.0";"750.6";"761.1";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"31.10.2016 08:30";"22.0";"753.3";"764.1";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"30.10.2016 17:30";"31.0";"746.9";"757.3";"";"44";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"30.10.2016 08:30";"20.4";"750.8";"761.6";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"29.10.2016 17:30";"31.0";"746.7";"757.1";"";"49";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"29.10.2016 08:30";"26.0";"749.9";"760.5";"";"49";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"28.10.2016 17:30";"31.4";"746.6";"757.0";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"28.10.2016 08:30";"24.0";"749.9";"760.6";"";"57";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"27.10.2016 17:30";"31.2";"747.0";"757.4";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"27.10.2016 08:30";"23.0";"751.1";"761.8";"";"74";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"15.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.2";"";"";"";"";"";"";
"26.10.2016 17:30";"30.0";"747.0";"757.4";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"26.10.2016 08:30";"24.6";"748.2";"758.8";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"25.10.2016 17:30";"30.8";"744.6";"755.0";"";"45";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"25.10.2016 08:30";"25.6";"746.7";"757.3";"";"58";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"24.10.2016 17:30";"30.2";"744.3";"754.7";"";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"24.10.2016 08:30";"25.4";"746.8";"757.4";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"23.10.2016 17:30";"30.6";"744.8";"755.2";"";"45";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"23.10.2016 08:30";"25.6";"746.9";"757.5";"";"62";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"22.10.2016 17:30";"32.0";"745.2";"755.5";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"22.10.2016 08:30";"26.4";"747.2";"757.8";"";"50";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"21.10.2016 17:30";"31.6";"744.6";"754.9";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"21.10.2016 08:30";"25.2";"746.4";"757.0";"";"71";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"20.10.2016 17:30";"30.6";"743.6";"754.0";"";"44";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"17.0";"No precipitation";"1";"";"";"";"";
"20.10.2016 08:30";"24.8";"746.4";"757.0";"";"70";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"18.9";"No precipitation";"1";"";"";"";"";
"19.10.2016 17:30";"30.8";"744.0";"754.4";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"19.10.2016 08:30";"22.6";"747.8";"758.5";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"18.10.2016 17:30";"29.6";"744.8";"755.2";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"18.10.2016 08:30";"24.4";"747.5";"758.1";"";"65";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"17.10.2016 17:30";"30.6";"746.7";"757.1";"";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"17.10.2016 08:30";"25.0";"748.2";"758.8";"";"65";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"16.10.2016 08:30";"25.2";"748.7";"759.3";"";"78";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"15.10.2016 17:30";"31.4";"746.4";"756.8";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"15.10.2016 08:30";"28.6";"748.0";"758.5";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"14.10.2016 17:30";"30.0";"745.4";"755.8";"";"43";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"14.10.2016 08:30";"26.0";"747.3";"757.9";"";"58";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"13.10.2016 17:30";"31.6";"744.4";"754.7";"";"38";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"13.10.2016 08:30";"26.0";"746.5";"757.1";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"12.10.2016 17:30";"31.4";"743.1";"753.4";"";"50";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"12.10.2016 08:30";"27.0";"744.7";"755.2";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"11.10.2016 08:30";"26.4";"745.2";"755.7";"";"74";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"10.10.2016 17:30";"30.0";"742.5";"752.9";"";"61";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"10.10.2016 08:30";"28.6";"745.0";"755.4";"";"80";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"09.10.2016 17:30";"31.0";"743.1";"753.4";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"09.10.2016 08:30";"26.6";"745.6";"756.1";"";"92";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"23.5";"";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"08.10.2016 17:30";"24.8";"743.2";"753.8";"";"100";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"32.2";"";"";"600-1000";"";"";"4.0";"24.8";"";"";"";"";"";"";
"08.10.2016 08:30";"29.0";"745.9";"756.3";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"25.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"07.10.2016 17:30";"31.4";"742.8";"753.1";"";"76";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"07.10.2016 08:30";"28.6";"747.2";"757.7";"";"85";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.3";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"06.10.2016 17:30";"30.0";"743.3";"753.7";"";"74";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.9";"";"";"";"";"";"";
"06.10.2016 08:30";"26.0";"747.3";"757.9";"";"92";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"18.7";"";"";"";"600-1000";"";"";"4.0";"24.6";"";"";"";"";"";"";
"05.10.2016 17:30";"33.0";"740.7";"750.9";"";"67";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"36.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"05.10.2016 08:30";"31.2";"745.4";"755.8";"";"73";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"27.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"04.10.2016 08:30";"32.4";"746.2";"756.5";"";"70";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"26.3";"";"";"";"";"";"";
"03.10.2016 17:30";"34.6";"742.3";"752.5";"";"57";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"";"36.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"02.10.2016 17:30";"33.4";"744.0";"754.3";"";"65";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"36.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"02.10.2016 08:30";"31.4";"747.6";"758.0";"";"76";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"26.7";"";"";"";"";"";"";
"01.10.2016 17:30";"33.4";"743.0";"753.3";"";"65";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"30.09.2016 17:30";"32.4";"741.9";"752.2";"";"64";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"30.09.2016 08:30";"29.4";"744.3";"754.7";"";"79";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.4";"";"";"";"";"";"";
"29.09.2016 08:30";"27.4";"744.5";"755.0";"";"86";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"24.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.8";"";"";"";"";"";"";
"28.09.2016 17:30";"32.6";"742.1";"752.4";"";"63";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"28.09.2016 08:30";"29.0";"744.8";"755.2";"";"85";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"27.09.2016 17:30";"31.6";"742.3";"752.6";"";"67";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"27.09.2016 08:30";"27.0";"745.9";"756.4";"";"89";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.2";"";"";"";"600-1000";"";"";"4.0";"25.0";"";"";"";"";"";"";
"26.09.2016 17:30";"30.6";"742.9";"753.2";"";"70";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"31.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"26.09.2016 08:30";"27.6";"745.0";"755.5";"";"84";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.6";"";"";"";"600-1000";"";"";"4.0";"24.7";"";"";"";"";"";"";
"25.09.2016 17:30";"30.2";"741.6";"751.9";"";"73";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.8";"";"";"";"";"";"";
"25.09.2016 08:30";"26.4";"744.1";"754.6";"";"89";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"23.6";"";"";"";"600-1000";"";"";"4.0";"24.4";"";"";"";"";"";"";
"24.09.2016 17:30";"29.4";"740.9";"751.3";"";"74";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"31.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.2";"";"";"";"";"";"";
"24.09.2016 08:30";"27.6";"743.7";"754.2";"";"84";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"23.8";"";"";"";"600-1000";"";"";"4.0";"24.7";"";"";"";"";"";"";
"23.09.2016 17:30";"30.0";"741.3";"751.6";"";"86";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.5";"";"";"";"";"";"";
"23.09.2016 08:30";"29.6";"744.9";"755.3";"";"81";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"25.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"22.09.2016 17:30";"30.0";"743.4";"753.8";"";"77";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"30.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"22.09.2016 08:30";"27.4";"747.2";"757.7";"";"86";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.8";"";"";"";"";"";"";
"21.09.2016 17:30";"30.8";"743.4";"753.7";"";"80";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.9";"";"";"";"";"";"";
"21.09.2016 08:30";"31.6";"744.5";"754.8";"";"79";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
