# Weather station Hamirpur, India, WMO_ID=42469,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42469&lang=en
#
"Local time in Hamirpur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.10.2017 17:30";"28.2";"747.4";"756.7";"";"76";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"29.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.6";"";"";"";"";"";"";
"30.10.2017 08:30";"23.2";"752.6";"762.1";"";"90";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"29.10.2017 17:30";"29.2";"749.2";"758.5";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"29.10.2017 08:30";"22.2";"751.9";"761.4";"";"89";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"28.10.2017 17:30";"29.2";"747.7";"757.0";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"28.10.2017 08:30";"23.2";"752.1";"761.6";"";"84";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"27.10.2017 17:30";"29.2";"747.7";"757.0";"";"63";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"33.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.5";"";"";"";"";"";"";
"27.10.2017 08:30";"25.2";"752.0";"761.4";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"26.10.2017 17:30";"29.2";"749.0";"758.3";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"26.10.2017 08:30";"24.2";"751.0";"760.5";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"25.10.2017 17:30";"30.2";"749.0";"758.2";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"25.10.2017 08:30";"24.2";"749.4";"758.8";"";"81";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"24.10.2017 17:30";"31.2";"746.6";"755.8";"";"58";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"24.10.2017 08:30";"25.2";"748.2";"757.6";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"23.10.2017 08:30";"27.2";"747.3";"756.6";"";"90";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"25.5";"";"";"";"";"";"";
"22.10.2017 17:30";"31.2";"743.1";"752.2";"";"58";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"22.10.2017 08:30";"25.2";"746.6";"756.0";"";"90";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"21.10.2017 17:30";"33.2";"743.3";"752.4";"";"54";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"21.10.2017 08:30";"28.2";"746.5";"755.8";"";"91";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"20.10.2017 17:30";"31.2";"743.9";"753.1";"";"84";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"35.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.2";"";"";"";"";"";"";
"20.10.2017 08:30";"25.2";"746.8";"756.2";"";"98";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.9";"";"";"";"";"";"";
"19.10.2017 17:30";"34.2";"743.4";"752.5";"";"50";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"35.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.3";"";"";"";"";"";"";
"19.10.2017 08:30";"26.2";"747.9";"757.3";"";"83";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"18.10.2017 17:30";"33.2";"743.8";"752.9";"";"54";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"18.10.2017 08:30";"25.2";"747.8";"757.2";"";"74";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"17.10.2017 17:30";"34.2";"743.4";"752.5";"";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"17.10.2017 08:30";"27.2";"746.5";"755.8";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"16.10.2017 17:30";"33.2";"742.8";"751.9";"";"54";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"16.10.2017 08:30";"28.2";"745.7";"755.0";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"15.10.2017 17:30";"34.2";"742.3";"751.3";"";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"15.10.2017 08:30";"27.2";"745.4";"754.7";"";"76";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"14.10.2017 17:30";"34.2";"741.6";"750.6";"";"55";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"14.10.2017 08:30";"27.2";"745.3";"754.6";"";"76";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"13.10.2017 17:30";"33.2";"741.6";"750.7";"";"54";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"37.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"13.10.2017 08:30";"29.2";"745.1";"754.3";"";"70";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.1";"";"";"";"";"";"";
"11.10.2017 17:30";"34.2";"742.8";"751.9";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"11.10.2017 08:30";"32.2";"746.0";"755.2";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"10.10.2017 17:30";"33.2";"742.8";"751.9";"";"60";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"10.10.2017 08:30";"32.2";"746.2";"755.4";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"09.10.2017 17:30";"34.2";"744.2";"753.3";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"27.1";"";"";"";"";"";"";
"09.10.2017 08:30";"33.2";"746.2";"755.3";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"08.10.2017 17:30";"36.2";"743.7";"752.7";"";"52";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"08.10.2017 08:30";"30.2";"747.5";"756.7";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"07.10.2017 17:30";"35.2";"743.4";"752.4";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"26.7";"";"";"";"";"";"";
"07.10.2017 08:30";"30.2";"747.2";"756.4";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"06.10.2017 17:30";"34.2";"743.9";"753.0";"";"60";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"25.5";"";"";"";"";"";"";
"06.10.2017 08:30";"31.2";"747.5";"756.7";"";"76";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"05.10.2017 20:30";"29.4";"747.3";"756.6";"2.4";"78";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.1";"";"";"";"";"";"";
"05.10.2017 17:30";"35.2";"744.9";"754.0";"";"56";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"05.10.2017 08:30";"30.2";"747.1";"756.3";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"04.10.2017 17:30";"33.2";"744.6";"753.7";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"04.10.2017 08:30";"29.2";"747.4";"756.7";"";"76";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"03.10.2017 17:30";"34.2";"743.4";"752.5";"";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"03.10.2017 08:30";"29.2";"746.6";"755.9";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"02.10.2017 17:30";"32.2";"743.4";"752.5";"";"65";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"02.10.2017 08:30";"28.2";"746.2";"755.5";"";"76";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"01.10.2017 17:30";"34.2";"742.9";"752.0";"";"55";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"01.10.2017 08:30";"29.2";"747.1";"756.4";"";"83";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"26.1";"";"";"";"";"";"";
"30.09.2017 17:30";"33.2";"745.2";"754.3";"";"66";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"30.09.2017 08:30";"30.2";"746.0";"755.2";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"29.09.2017 17:30";"30.2";"741.7";"750.9";"";"76";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"36.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"28.09.2017 17:30";"34.2";"742.2";"751.2";"";"60";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"25.5";"";"";"";"";"";"";
"27.09.2017 17:30";"33.2";"743.3";"752.4";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"27.09.2017 08:30";"32.2";"746.0";"755.2";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"25.09.2017 17:30";"32.2";"743.4";"752.5";"";"67";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"25.09.2017 08:30";"30.2";"745.2";"754.4";"";"70";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.2";"";"";"";"";"";"";
"24.09.2017 17:30";"32.2";"743.2";"752.3";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"24.09.2017 08:30";"30.2";"745.1";"754.3";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"23.09.2017 17:30";"32.2";"742.5";"751.6";"";"67";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.3";"";"";"";"";"";"";
"23.09.2017 08:30";"29.2";"743.7";"752.9";"";"76";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"22.09.2017 17:30";"29.2";"739.9";"749.1";"";"76";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"30.2";"";"";"600-1000";"";"";"4.0";"24.6";"";"";"";"";"";"";
"22.09.2017 08:30";"28.2";"742.2";"751.4";"";"91";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"21.09.2017 17:30";"28.2";"739.4";"748.6";"";"91";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"28.2";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"21.09.2017 08:30";"27.2";"742.3";"751.6";"";"90";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"20.09.2017 17:30";"28.2";"740.0";"749.2";"";"91";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"34.2";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"20.09.2017 08:30";"31.2";"743.6";"752.8";"";"77";"Wind blowing from the west-northwest";"11";"";"";"20–30%.";" ";"";"";"28.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"19.09.2017 17:30";"33.2";"740.3";"749.4";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"19.09.2017 08:30";"28.2";"743.6";"752.8";"";"91";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"18.09.2017 17:30";"27.2";"741.5";"750.7";"";"90";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"35.2";"";"";"600-1000";"";"";"4.0";"25.5";"";"";"";"";"";"";
"18.09.2017 08:30";"31.2";"744.3";"753.5";"";"77";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"28.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"17.09.2017 08:30";"32.2";"744.0";"753.1";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"16.09.2017 17:30";"34.2";"741.1";"750.1";"";"60";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"37.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"16.09.2017 08:30";"32.2";"745.5";"754.6";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"15.09.2017 17:30";"32.2";"742.8";"751.9";"";"65";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"37.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.8";"";"";"";"";"";"";
"15.09.2017 08:30";"30.2";"746.4";"755.6";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"14.09.2017 17:30";"31.2";"742.4";"751.5";"";"71";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"25.3";"";"";"";"";"";"";
"14.09.2017 08:30";"30.2";"747.5";"756.7";"";"77";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"27.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"13.09.2017 17:30";"35.2";"742.6";"751.6";"";"51";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"37.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.5";"";"";"";"";"";"";
"13.09.2017 08:30";"32.2";"746.6";"755.8";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"12.09.2017 17:30";"34.2";"743.1";"752.2";"";"55";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"38.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"12.09.2017 08:30";"32.2";"747.3";"756.5";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"11.09.2017 17:30";"35.2";"742.7";"751.7";"";"56";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"38.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.1";"";"";"";"";"";"";
"11.09.2017 08:30";"32.2";"746.4";"755.6";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"10.09.2017 17:30";"35.2";"742.4";"751.4";"";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"10.09.2017 08:30";"31.2";"745.9";"755.1";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"09.09.2017 17:30";"36.2";"742.3";"751.3";"";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"09.09.2017 08:30";"31.2";"746.6";"755.8";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"08.09.2017 17:30";"34.2";"741.6";"750.6";"";"55";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"08.09.2017 08:30";"31.2";"746.0";"755.2";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"07.09.2017 17:30";"34.2";"742.8";"751.9";"";"60";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"36.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"07.09.2017 08:30";"30.2";"747.0";"756.2";"";"70";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"06.09.2017 17:30";"35.2";"741.6";"750.6";"";"56";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"36.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.1";"";"";"";"";"";"";
"06.09.2017 08:30";"31.2";"745.5";"754.7";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"05.09.2017 17:30";"34.2";"741.5";"750.5";"";"59";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"05.09.2017 08:30";"31.2";"745.9";"755.1";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"04.09.2017 08:30";"30.2";"746.3";"755.5";"";"77";"";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"03.09.2017 17:30";"34.2";"741.7";"750.7";"";"55";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"35.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"03.09.2017 08:30";"29.2";"745.0";"754.2";"";"76";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"02.09.2017 17:30";"33.2";"741.0";"750.1";"";"60";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"34.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"02.09.2017 08:30";"30.2";"746.0";"755.2";"";"70";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.2";"";"";"";"";"";"";
"01.09.2017 17:30";"31.2";"741.8";"750.9";"";"71";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.3";"";"";"";"";"";"";
"01.09.2017 08:30";"30.2";"743.9";"753.1";"";"70";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.2";"";"";"";"";"";"";
"30.08.2017 17:30";"31.2";"740.1";"749.2";"";"71";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"32.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.3";"";"";"";"";"";"";
"30.08.2017 08:30";"28.2";"741.7";"750.9";"";"91";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"29.08.2017 08:30";"29.2";"741.2";"750.4";"";"83";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"28.08.2017 17:30";"31.2";"737.7";"746.8";"";"71";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"28.08.2017 08:30";"28.2";"740.6";"749.8";"";"91";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"27.08.2017 17:30";"27.2";"739.1";"748.3";"";"90";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"33.2";"";"";"600-1000";"";"";"4.0";"25.5";"";"";"";"";"";"";
"27.08.2017 08:30";"30.2";"741.8";"751.0";"";"84";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"27.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
