# Weather station Kohima, India, WMO_ID=42527,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42527&lang=en
#
"Local time in Kohima";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.01.2017 17:30";"17.0";"648.7";"";"";"56";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";" ";"";"";"8.4";"19.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.0";"";"";"";"";"";"";
"01.01.2017 08:30";"17.0";"648.7";"";"";"56";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";" ";"";"";"8.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.0";"";"";"";"";"";"";
"31.12.2016 17:30";"16.0";"648.9";"";"";"61";"Wind blowing from the south";"2";"";"";"10%  or less, but not 0";" ";"";"";"7.6";"16.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.5";"";"";"";"";"";"";
"31.12.2016 08:30";"16.0";"648.9";"";"";"61";"Wind blowing from the south";"2";"";"";"10%  or less, but not 0";" ";"";"";"7.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.5";"";"";"";"";"";"";
"30.12.2016 17:30";"15.2";"647.5";"";"";"61";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"8.4";"18.8";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"30.12.2016 08:30";"15.2";"647.5";"";"";"61";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"29.12.2016 17:30";"17.4";"649.0";"";"";"55";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"8.8";"20.4";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"29.12.2016 08:30";"17.4";"649.0";"";"";"55";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"8.8";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"28.12.2016 17:30";"16.0";"648.2";"";"";"67";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"8.5";"19.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.8";"";"";"";"";"";"";
"28.12.2016 08:30";"16.0";"648.2";"";"";"67";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"8.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.8";"";"";"";"";"";"";
"27.12.2016 17:30";"15.0";"649.1";"";"";"90";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"8.4";"18.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"13.3";"";"";"";"";"";"";
"27.12.2016 08:30";"15.0";"649.1";"";"";"90";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"8.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"13.3";"";"";"";"";"";"";
"26.12.2016 17:30";"16.8";"648.2";"";"";"57";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"9.2";"20.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.2";"";"";"";"";"";"";
"26.12.2016 08:30";"16.8";"648.2";"";"";"57";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"9.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.2";"";"";"";"";"";"";
"25.12.2016 17:30";"17.4";"648.2";"";"";"68";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"9.8";"20.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.4";"";"";"";"";"";"";
"25.12.2016 08:30";"17.4";"648.2";"";"";"68";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"9.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.4";"";"";"";"";"";"";
"24.12.2016 17:30";"16.4";"647.6";"";"";"78";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"9.4";"20.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.6";"";"";"";"";"";"";
"24.12.2016 08:30";"16.4";"647.6";"";"";"78";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"9.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.6";"";"";"";"";"";"";
"23.12.2016 17:30";"16.0";"647.6";"";"";"76";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"9.6";"19.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.8";"";"";"";"";"";"";
"23.12.2016 08:30";"16.0";"647.6";"";"";"76";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"9.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.8";"";"";"";"";"";"";
"22.12.2016 17:30";"16.6";"647.4";"";"";"64";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"8.6";"19.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.7";"";"";"";"";"";"";
"21.12.2016 17:30";"15.0";"647.6";"";"";"70";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"9.4";"18.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.5";"";"";"";"";"";"";
"21.12.2016 08:30";"15.0";"647.6";"";"";"70";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"9.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.5";"";"";"";"";"";"";
"20.12.2016 17:30";"17.4";"648.3";"";"";"60";"Wind blowing from the south";"2";"";"";"10%  or less, but not 0";" ";"";"";"8.8";"19.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.4";"";"";"";"";"";"";
"20.12.2016 08:30";"17.4";"648.3";"";"";"60";"Wind blowing from the south";"2";"";"";"10%  or less, but not 0";" ";"";"";"8.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.4";"";"";"";"";"";"";
"19.12.2016 08:30";"16.6";"649.7";"";"";"62";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"9.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.3";"";"";"";"";"";"";
"18.12.2016 17:30";"19.4";"647.5";"";"";"60";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"22.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.4";"";"";"";"";"";"";
"17.12.2016 17:30";"18.4";"649.0";"";"";"57";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"8.7";"22.7";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.8";"";"";"";"";"";"";
"17.12.2016 08:30";"18.4";"649.0";"";"";"57";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"8.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.8";"";"";"";"";"";"";
"16.12.2016 17:30";"18.4";"647.4";"";"";"54";"Wind blowing from the north";"2";"";"";"20–30%.";" ";"";"";"8.9";"21.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.9";"";"";"";"";"";"";
"16.12.2016 08:30";"18.4";"647.4";"";"";"54";"Wind blowing from the north";"2";"";"";"20–30%.";" ";"";"";"8.9";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.9";"";"";"";"";"";"";
"15.12.2016 17:30";"19.0";"647.6";"";"";"53";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"9.8";"21.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.2";"";"";"";"";"";"";
"15.12.2016 08:30";"19.0";"647.6";"";"";"53";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"9.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.2";"";"";"";"";"";"";
"14.12.2016 17:30";"18.8";"647.5";"";"";"56";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"10.0";"23.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.9";"";"";"";"";"";"";
"14.12.2016 08:30";"18.8";"647.5";"";"";"56";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"10.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.9";"";"";"";"";"";"";
"13.12.2016 17:30";"19.0";"648.2";"";"";"55";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"10.4";"24.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.7";"";"";"";"";"";"";
"13.12.2016 08:30";"19.0";"648.2";"";"";"55";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"10.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.7";"";"";"";"";"";"";
"12.12.2016 17:30";"18.0";"648.3";"";"";"57";"Wind blowing from the south-east";"2";"";"";"40%.";" ";"";"";"9.8";"24.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.3";"";"";"";"";"";"";
"12.12.2016 08:30";"18.0";"648.3";"";"";"57";"Wind blowing from the south-east";"2";"";"";"40%.";" ";"";"";"9.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.3";"";"";"";"";"";"";
"11.12.2016 17:30";"18.6";"648.4";"";"";"55";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"9.5";"23.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.2";"";"";"";"";"";"";
"11.12.2016 08:30";"18.6";"648.4";"";"";"55";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"9.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.2";"";"";"";"";"";"";
"10.12.2016 08:30";"18.8";"647.8";"";"";"50";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"9.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.1";"";"";"";"";"";"";
"09.12.2016 17:30";"16.8";"648.7";"";"";"57";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"9.6";"24.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.2";"";"";"";"";"";"";
"09.12.2016 08:30";"16.8";"648.7";"";"";"57";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"9.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.2";"";"";"";"";"";"";
"08.12.2016 17:30";"21.8";"646.8";"";"";"58";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"10.2";"23.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.1";"";"";"";"";"";"";
"08.12.2016 08:30";"21.8";"646.8";"";"";"58";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"10.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.1";"";"";"";"";"";"";
"07.12.2016 17:30";"19.6";"647.6";"";"";"60";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"10.0";"24.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.7";"";"";"";"";"";"";
"07.12.2016 08:30";"19.6";"647.6";"";"";"60";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"10.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.7";"";"";"";"";"";"";
"06.12.2016 17:30";"18.8";"648.2";"";"";"50";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"8.2";"23.2";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"06.12.2016 08:30";"18.8";"648.2";"";"";"50";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"9.2";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"04.12.2016 17:30";"18.4";"646.3";"";"";"64";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"9.8";"20.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.4";"";"";"";"";"";"";
"02.12.2016 17:30";"17.4";"646.9";"";"";"61";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"9.0";"20.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.8";"";"";"";"";"";"";
"02.12.2016 08:30";"17.4";"646.9";"";"";"61";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"9.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.8";"";"";"";"";"";"";
"01.12.2016 17:30";"18.8";"647.5";"";"";"60";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"9.6";"20.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.7";"";"";"";"";"";"";
"01.12.2016 08:30";"18.8";"647.5";"";"";"60";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"9.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.7";"";"";"";"";"";"";
"30.11.2016 17:30";"16.8";"647.8";"";"";"66";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"9.4";"18.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.3";"";"";"";"";"";"";
"30.11.2016 08:30";"16.8";"647.8";"";"";"66";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"9.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.3";"";"";"";"";"";"";
"29.11.2016 17:30";"15.2";"647.0";"";"";"86";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"9.0";"19.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.8";"";"";"";"";"";"";
"29.11.2016 08:30";"15.2";"647.0";"";"";"86";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"9.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.8";"";"";"";"";"";"";
"28.11.2016 17:30";"16.6";"645.6";"";"";"83";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"8.2";"21.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"13.6";"";"";"";"";"";"";
"28.11.2016 08:30";"16.6";"645.6";"";"";"83";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"8.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"13.6";"";"";"";"";"";"";
"27.11.2016 08:30";"17.8";"646.9";"";"";"60";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"8.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.9";"";"";"";"";"";"";
"26.11.2016 08:30";"16.6";"648.3";"";"";"60";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"9.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.8";"";"";"";"";"";"";
"25.11.2016 08:30";"20.2";"647.1";"";"";"55";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"8.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.8";"";"";"";"";"";"";
"24.11.2016 17:30";"19.2";"646.5";"";"";"58";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"8.5";"22.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.8";"";"";"";"";"";"";
"24.11.2016 08:30";"19.2";"646.5";"";"";"58";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"8.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.8";"";"";"";"";"";"";
"23.11.2016 08:30";"19.0";"646.2";"";"";"61";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"22.11.2016 17:30";"21.0";"645.9";"";"";"59";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"7.5";"23.0";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"22.11.2016 08:30";"21.0";"645.9";"";"";"59";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"7.5";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"21.11.2016 17:30";"21.2";"646.6";"";"";"53";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"7.0";"24.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.2";"";"";"";"";"";"";
"21.11.2016 08:30";"21.2";"646.6";"";"";"53";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"7.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.2";"";"";"";"";"";"";
"20.11.2016 17:30";"21.8";"647.2";"";"";"52";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"7.2";"23.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.5";"";"";"";"";"";"";
"20.11.2016 08:30";"21.8";"647.2";"";"";"52";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"7.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.5";"";"";"";"";"";"";
"19.11.2016 17:30";"21.2";"648.8";"";"";"53";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"8.2";"23.7";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"19.11.2016 08:30";"21.2";"648.8";"";"";"53";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"8.2";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"18.11.2016 17:30";"20.6";"648.1";"";"";"60";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"9.0";"23.4";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
