# Weather station Kohima, India, WMO_ID=42527,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42527&lang=en
#
"Local time in Kohima";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.11.2016 08:30";"20.6";"648.1";"";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"17.11.2016 17:30";"21.0";"647.8";"";"";"73";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"10.5";"22.4";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"17.11.2016 08:30";"21.0";"647.8";"";"";"73";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"16.11.2016 17:30";"20.6";"647.6";"";"";"77";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"11.5";"22.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.5";"";"";"";"";"";"";
"16.11.2016 08:30";"20.6";"647.6";"";"";"77";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"11.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.5";"";"";"";"";"";"";
"15.11.2016 17:30";"22.8";"645.9";"";"";"62";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"13.0";"22.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.1";"";"";"";"";"";"";
"15.11.2016 08:30";"22.8";"645.9";"";"";"62";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"13.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.1";"";"";"";"";"";"";
"14.11.2016 17:30";"22.2";"646.2";"";"";"66";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"13.5";"24.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"14.11.2016 08:30";"22.2";"646.2";"";"";"66";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"13.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"13.11.2016 08:30";"22.0";"646.7";"";"";"65";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"13.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.2";"";"";"";"";"";"";
"12.11.2016 17:30";"21.6";"647.2";"";"";"73";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"13.6";"23.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.5";"";"";"";"";"";"";
"12.11.2016 08:30";"21.6";"647.2";"";"";"73";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"13.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.5";"";"";"";"";"";"";
"11.11.2016 17:30";"23.0";"647.7";"";"";"73";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.8";"";"";"";"";"";"";
"11.11.2016 08:30";"23.2";"647.7";"";"";"72";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"13.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.8";"";"";"";"";"";"";
"10.11.2016 08:30";"22.4";"647.8";"";"";"66";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"11.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.7";"";"";"";"";"";"";
"09.11.2016 08:30";"19.2";"646.4";"";"";"82";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"11.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.0";"";"";"";"";"";"";
"08.11.2016 17:30";"18.8";"647.9";"";"";"89";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"11.4";"19.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"16.9";"";"";"";"";"";"";
"08.11.2016 08:30";"18.8";"647.9";"";"";"89";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"11.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"16.9";"";"";"";"";"";"";
"07.11.2016 17:30";"20.4";"649.6";"";"";"91";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"11.0";"21.4";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"18.9";"";"";"";"";"";"";
"07.11.2016 08:30";"20.4";"649.6";"";"";"91";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"11.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"18.9";"";"";"";"";"";"";
"05.11.2016 17:30";"21.2";"647.5";"";"";"84";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"24.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.4";"";"";"";"";"";"";
"05.11.2016 08:30";"23.4";"648.2";"";"";"86";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"14.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.0";"";"";"";"";"";"";
"04.11.2016 17:30";"23.4";"648.2";"";"";"86";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"14.0";"24.6";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.0";"";"";"";"";"";"";
"04.11.2016 08:30";"23.4";"648.2";"";"";"86";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"14.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.0";"";"";"";"";"";"";
"03.11.2016 17:30";"24.6";"648.8";"";"";"73";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"14.5";"27.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.5";"";"";"";"";"";"";
"03.11.2016 08:30";"24.6";"648.8";"";"";"73";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"14.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.5";"";"";"";"";"";"";
"02.11.2016 08:30";"22.8";"647.9";"";"";"66";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"13.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.2";"";"";"";"";"";"";
"01.11.2016 17:30";"23.2";"645.4";"";"";"74";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"12.8";"24.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.3";"";"";"";"";"";"";
"01.11.2016 08:30";"23.2";"645.4";"";"";"74";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"12.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.3";"";"";"";"";"";"";
"31.10.2016 17:30";"21.6";"645.1";"";"";"80";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"12.4";"23.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"31.10.2016 08:30";"21.6";"645.1";"";"";"80";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"12.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"30.10.2016 17:30";"21.2";"645.5";"";"";"86";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"12.7";"23.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.8";"";"";"";"";"";"";
"29.10.2016 08:30";"20.0";"646.3";"";"";"91";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"13.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.5";"";"";"";"";"";"";
"28.10.2016 17:30";"21.2";"646.0";"";"";"90";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"23.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.4";"";"";"";"";"";"";
"28.10.2016 08:30";"21.2";"646.0";"";"";"90";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"13.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.4";"";"";"";"";"";"";
"27.10.2016 17:30";"22.0";"645.4";"";"";"93";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"13.0";"23.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"27.10.2016 08:30";"22.0";"645.4";"";"";"93";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"13.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"26.10.2016 17:30";"22.0";"645.0";"";"";"88";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"12.8";"22.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"19.9";"";"";"";"";"";"";
"26.10.2016 08:30";"22.0";"645.0";"";"";"88";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"12.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"19.9";"";"";"";"";"";"";
"25.10.2016 08:30";"21.2";"646.1";"";"";"95";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"13.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.3";"";"";"";"";"";"";
"24.10.2016 17:30";"22.6";"645.1";"";"";"78";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"13.4";"25.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.6";"";"";"";"";"";"";
"24.10.2016 08:30";"22.6";"645.1";"";"";"78";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"13.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.6";"";"";"";"";"";"";
"23.10.2016 17:30";"23.0";"645.4";"";"";"77";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"13.7";"25.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"23.10.2016 08:30";"23.0";"645.4";"";"";"77";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"13.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"22.10.2016 17:30";"23.2";"645.1";"";"";"74";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"14.2";"25.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.3";"";"";"";"";"";"";
"21.10.2016 08:30";"24.2";"643.8";"";"";"77";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"15.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.8";"";"";"";"";"";"";
"20.10.2016 08:30";"24.0";"646.1";"";"";"90";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"19.10.2016 17:30";"24.4";"646.0";"";"";"85";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"16.6";"27.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"19.10.2016 08:30";"24.4";"646.0";"";"";"85";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"16.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"18.10.2016 17:30";"24.0";"646.1";"";"";"90";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"26.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"18.10.2016 08:30";"24.0";"646.1";"";"";"90";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"18.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"17.10.2016 17:30";"23.0";"645.1";"";"";"88";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"17.9";"27.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.9";"";"";"";"";"";"";
"17.10.2016 08:30";"23.0";"645.1";"";"";"88";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"17.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.9";"";"";"";"";"";"";
"16.10.2016 08:30";"22.4";"646.0";"";"";"82";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"17.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.1";"";"";"";"";"";"";
"15.10.2016 17:30";"21.6";"645.6";"";"";"86";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"16.8";"23.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.2";"";"";"";"";"";"";
"15.10.2016 08:30";"21.6";"645.6";"";"";"86";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"16.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.2";"";"";"";"";"";"";
"14.10.2016 17:30";"20.6";"646.6";"";"";"89";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"23.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.8";"";"";"";"";"";"";
"13.10.2016 17:30";"22.0";"645.0";"";"";"88";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"17.4";"25.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.9";"";"";"";"";"";"";
"13.10.2016 08:30";"22.0";"645.0";"";"";"88";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"17.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.9";"";"";"";"";"";"";
