# Weather station Chandrapur, India, WMO_ID=43029,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43029&lang=en
#
"Local time in Chandrapur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.01.2017 17:30";"28.4";"740.5";"756.9";"";"50";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"07.01.2017 08:30";"20.2";"743.9";"760.8";"";"61";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"06.01.2017 17:30";"30.2";"742.5";"758.8";"";"31";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"06.01.2017 08:30";"19.2";"745.1";"762.1";"";"62";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"05.01.2017 17:30";"30.2";"742.7";"759.0";"";"31";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"05.01.2017 08:30";"16.6";"745.7";"762.9";"";"79";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"04.01.2017 17:30";"27.4";"743.3";"759.8";"";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"04.01.2017 08:30";"16.4";"746.1";"763.3";"";"75";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"11.9";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"03.01.2017 17:30";"27.0";"743.2";"759.7";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"03.01.2017 08:30";"17.0";"746.7";"763.9";"";"72";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"02.01.2017 17:30";"31.2";"742.9";"759.2";"";"36";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"02.01.2017 08:30";"18.6";"745.1";"762.1";"";"79";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"01.01.2017 17:30";"29.8";"742.7";"759.0";"";"47";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"01.01.2017 08:30";"19.2";"747.2";"764.2";"";"76";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"31.12.2016 17:30";"29.0";"742.6";"759.0";"";"41";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"31.12.2016 08:30";"19.4";"745.8";"762.8";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"30.12.2016 17:30";"30.2";"743.4";"759.7";"";"36";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"30.12.2016 08:30";"16.2";"746.4";"763.6";"";"77";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"29.12.2016 17:30";"28.8";"742.9";"759.3";"";"39";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"29.12.2016 08:30";"15.8";"746.7";"763.9";"";"75";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"10.8";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"28.12.2016 17:30";"28.2";"743.4";"759.8";"";"43";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"28.12.2016 08:30";"15.0";"746.9";"764.2";"";"68";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"27.12.2016 17:30";"27.4";"742.8";"759.3";"";"54";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"27.12.2016 08:30";"16.2";"745.8";"763.0";"";"66";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"26.12.2016 17:30";"28.0";"743.5";"760.0";"";"49";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"26.12.2016 08:30";"15.0";"744.8";"762.0";"";"81";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"25.12.2016 17:30";"28.2";"742.2";"758.6";"";"51";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"25.12.2016 08:30";"18.2";"744.5";"761.5";"";"75";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"24.12.2016 17:30";"30.2";"741.9";"758.2";"";"33";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"24.12.2016 08:30";"16.0";"744.0";"761.2";"";"75";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"23.12.2016 17:30";"30.0";"741.6";"757.9";"";"33";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"23.12.2016 08:30";"17.2";"745.2";"762.3";"";"61";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"22.12.2016 17:30";"30.2";"742.7";"759.0";"";"35";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"22.12.2016 08:30";"19.2";"746.9";"763.9";"";"55";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"10.6";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"21.12.2016 17:30";"27.0";"744.9";"761.4";"";"47";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"21.12.2016 08:30";"15.2";"747.0";"764.3";"";"77";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"20.12.2016 17:30";"28.2";"743.4";"759.8";"";"33";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"20.12.2016 08:30";"16.4";"746.4";"763.6";"";"62";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"19.12.2016 17:30";"27.6";"743.9";"760.4";"";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"19.12.2016 08:30";"17.4";"747.0";"764.1";"";"63";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"18.12.2016 17:30";"27.6";"744.4";"760.9";"";"37";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"18.12.2016 08:30";"17.4";"747.2";"764.3";"";"71";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"17.12.2016 17:30";"28.2";"743.8";"760.3";"";"44";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"17.12.2016 08:30";"18.4";"747.0";"764.1";"";"71";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"16.12.2016 17:30";"27.2";"744.9";"761.4";"";"45";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"16.12.2016 08:30";"20.2";"747.2";"764.2";"";"63";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"14.3";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"15.12.2016 17:30";"29.4";"743.1";"759.5";"";"39";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"15.12.2016 08:30";"21.2";"746.4";"763.3";"";"50";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"14.12.2016 17:30";"29.0";"743.3";"759.7";"";"41";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"14.12.2016 08:30";"22.0";"745.5";"762.3";"";"60";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"13.12.2016 17:30";"31.2";"741.1";"757.3";"";"34";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"13.12.2016 08:30";"20.2";"744.7";"761.6";"";"63";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"12.12.2016 17:30";"29.2";"741.6";"757.9";"";"40";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"12.12.2016 08:30";"19.6";"744.5";"761.5";"";"67";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"11.12.2016 17:30";"29.0";"741.2";"757.6";"";"45";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"11.12.2016 08:30";"17.2";"744.1";"761.2";"";"70";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"10.12.2016 17:30";"26.2";"741.9";"758.4";"";"52";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"10.12.2016 08:30";"16.6";"744.4";"761.5";"";"66";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"09.12.2016 17:30";"27.2";"741.2";"757.7";"";"44";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"09.12.2016 08:30";"16.2";"744.6";"761.8";"";"70";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"08.12.2016 17:30";"29.6";"742.7";"759.1";"";"35";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"08.12.2016 08:30";"18.2";"746.3";"763.4";"";"71";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"07.12.2016 17:30";"29.6";"743.6";"760.0";"";"41";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"07.12.2016 08:30";"19.2";"746.7";"763.7";"";"67";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"06.12.2016 17:30";"28.2";"743.3";"759.7";"";"45";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"06.12.2016 08:30";"19.2";"746.9";"763.9";"";"72";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"05.12.2016 17:30";"28.4";"743.0";"759.4";"";"44";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"05.12.2016 08:30";"21.0";"747.1";"764.0";"";"67";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"04.12.2016 17:30";"29.2";"744.6";"761.0";"";"57";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"04.12.2016 08:30";"22.6";"747.7";"764.6";"";"69";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"03.12.2016 17:30";"29.6";"744.2";"760.6";"";"62";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"03.12.2016 08:30";"21.6";"746.9";"763.8";"";"74";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"02.12.2016 17:30";"29.8";"742.9";"759.2";"";"48";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"02.12.2016 08:30";"19.8";"746.6";"763.6";"";"79";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"01.12.2016 17:30";"27.0";"742.8";"759.3";"";"53";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"01.12.2016 08:30";"19.6";"745.7";"762.7";"";"83";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"30.11.2016 17:30";"31.2";"742.8";"759.1";"";"43";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"30.11.2016 08:30";"19.6";"746.6";"763.6";"";"73";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"29.11.2016 17:30";"31.8";"742.5";"758.7";"";"35";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"29.11.2016 08:30";"19.2";"745.1";"762.1";"";"76";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"28.11.2016 17:30";"30.8";"741.9";"758.2";"";"35";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"28.11.2016 08:30";"20.6";"745.8";"762.7";"";"70";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"27.11.2016 17:30";"30.2";"741.9";"758.2";"";"36";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"27.11.2016 08:30";"19.6";"745.8";"762.8";"";"67";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"26.11.2016 17:30";"28.0";"742.4";"758.8";"";"55";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"26.11.2016 08:30";"17.6";"745.0";"762.1";"";"77";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"25.11.2016 17:30";"31.0";"741.8";"758.1";"";"33";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"25.11.2016 08:30";"18.0";"745.6";"762.7";"";"71";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"24.11.2016 17:30";"30.2";"742.3";"758.6";"";"41";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"24.11.2016 08:30";"16.6";"745.0";"762.1";"";"85";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"23.11.2016 17:30";"30.2";"741.6";"757.9";"";"41";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"23.11.2016 08:30";"19.0";"744.8";"761.8";"";"72";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"22.11.2016 17:30";"28.2";"742.1";"758.5";"";"51";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"22.11.2016 08:30";"20.0";"744.6";"761.5";"";"68";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"21.11.2016 17:30";"30.6";"741.9";"758.2";"";"40";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"21.11.2016 08:30";"18.2";"745.7";"762.8";"";"79";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"20.11.2016 17:30";"28.6";"742.1";"758.5";"";"48";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"20.11.2016 08:30";"19.8";"745.8";"762.8";"";"76";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"19.11.2016 17:30";"27.8";"742.4";"758.8";"";"47";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"19.11.2016 08:30";"20.2";"745.3";"762.2";"";"64";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"18.11.2016 17:30";"28.6";"742.3";"758.7";"";"45";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"18.11.2016 08:30";"19.2";"746.5";"763.5";"";"67";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"17.11.2016 17:30";"29.0";"743.8";"760.2";"";"37";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"17.11.2016 08:30";"19.4";"746.2";"763.2";"";"70";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"16.11.2016 17:30";"29.4";"743.1";"759.5";"";"45";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"16.11.2016 08:30";"20.0";"745.7";"762.7";"";"74";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"15.11.2016 17:30";"29.0";"743.4";"759.8";"";"47";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"15.11.2016 08:30";"22.2";"745.9";"762.7";"";"81";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"14.11.2016 08:30";"19.2";"745.6";"762.6";"";"88";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"13.11.2016 17:30";"28.2";"743.8";"760.3";"";"51";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"13.11.2016 08:30";"20.6";"747.1";"764.1";"";"70";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"12.11.2016 17:30";"28.6";"742.7";"759.1";"";"41";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"29.9";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"12.11.2016 08:30";"18.0";"745.6";"762.7";"";"79";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"11.11.2016 17:30";"28.8";"742.6";"759.0";"";"41";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"11.11.2016 08:30";"19.4";"744.8";"761.8";"";"70";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"10.11.2016 17:30";"28.2";"742.3";"758.7";"";"45";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"10.11.2016 08:30";"19.4";"745.8";"762.8";"";"77";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"09.11.2016 17:30";"30.0";"743.0";"759.3";"";"36";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"09.11.2016 08:30";"20.4";"744.4";"761.3";"";"69";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"08.11.2016 17:30";"31.2";"742.3";"758.6";"";"34";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"08.11.2016 08:30";"21.2";"744.5";"761.4";"";"65";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"07.11.2016 17:30";"30.2";"741.0";"757.3";"";"40";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"07.11.2016 08:30";"20.0";"741.8";"758.7";"";"74";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"06.11.2016 17:30";"30.2";"741.0";"757.3";"";"38";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"06.11.2016 08:30";"20.0";"742.0";"758.9";"";"74";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"05.11.2016 17:30";"30.2";"737.8";"754.0";"";"53";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"05.11.2016 08:30";"24.2";"741.3";"757.9";"";"69";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"04.11.2016 17:30";"31.2";"739.3";"755.5";"";"50";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
