# Weather station Chandrapur, India, WMO_ID=43029,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43029&lang=en
#
"Local time in Chandrapur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.07.2017 17:30";"30.0";"732.5";"748.6";"";"73";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"";"33.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.6";"";"";"";"";"";"";
"01.07.2017 08:30";"27.2";"735.0";"751.3";"";"92";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"25.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.8";"";"";"";"";"";"";
"30.06.2017 17:30";"30.2";"732.7";"748.8";"";"78";"Wind blowing from the east-northeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"26.0";"";"";"";"";"";"";
"30.06.2017 08:30";"30.6";"734.9";"751.0";"";"63";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"26.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"22.7";"";"";"";"";"";"";
"29.06.2017 17:30";"34.2";"733.4";"749.3";"";"55";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"35.2";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.9";"";"";"";"";"";"";
"29.06.2017 08:30";"29.0";"736.1";"752.3";"";"68";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"26.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"22.4";"";"";"";"";"";"";
"28.06.2017 17:30";"32.2";"733.7";"749.7";"";"63";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"33.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.2";"";"";"";"";"";"";
"28.06.2017 08:30";"27.2";"735.3";"751.6";"";"84";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"15.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.3";"";"";"";"";"";"";
"27.06.2017 17:30";"30.2";"732.2";"748.3";"";"79";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"";"31.2";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"26.2";"";"";"";"";"";"";
"27.06.2017 08:30";"26.2";"735.7";"752.1";"";"92";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"25.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.8";"";"";"";"";"";"";
"26.06.2017 17:30";"26.2";"733.4";"749.7";"";"92";"Wind blowing from the north-northwest";"2";"";"";"100%.";" ";"";"";"";"30.2";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.8";"";"";"";"";"";"";
"26.06.2017 08:30";"30.2";"734.7";"750.8";"";"70";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.2";"";"";"";"";"";"";
"25.06.2017 17:30";"31.2";"732.0";"748.0";"";"68";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"32.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.7";"";"";"";"";"";"";
"25.06.2017 08:30";"29.2";"733.9";"750.1";"";"71";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"27.6";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.4";"";"";"";"";"";"";
"24.06.2017 17:30";"32.6";"731.8";"747.8";"";"64";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"";"34.6";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.0";"";"";"";"";"";"";
"24.06.2017 08:30";"30.0";"735.4";"751.6";"";"69";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"20.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.7";"";"";"";"";"";"";
"23.06.2017 17:30";"34.2";"733.6";"749.5";"";"59";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"";"35.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.2";"";"";"";"";"";"";
"23.06.2017 08:30";"30.0";"738.2";"754.4";"";"65";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"25.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"22.7";"";"";"";"";"";"";
"22.06.2017 17:30";"36.0";"733.9";"749.7";"";"52";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"37.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.7";"";"";"";"";"";"";
"22.06.2017 08:30";"29.2";"736.7";"752.9";"";"71";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"26.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.4";"";"";"";"";"";"";
"21.06.2017 17:30";"30.0";"733.8";"749.9";"";"78";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.8";"";"";"";"";"";"";
"21.06.2017 08:30";"30.6";"736.6";"752.8";"";"62";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"27.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.4";"";"";"";"";"";"";
"20.06.2017 08:30";"33.2";"737.0";"753.0";"";"54";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"27.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.7";"";"";"";"";"";"";
"19.06.2017 17:30";"37.6";"732.3";"748.0";"";"36";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"38.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"20.1";"";"";"";"";"";"";
"19.06.2017 08:30";"33.0";"735.6";"751.6";"";"50";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"26.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.2";"";"";"";"";"";"";
"18.06.2017 17:30";"31.2";"733.8";"749.9";"";"72";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.6";"";"";"";"";"";"";
"18.06.2017 08:30";"30.8";"737.1";"753.3";"";"67";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"26.6";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.9";"";"";"";"";"";"";
"17.06.2017 17:30";"30.6";"735.5";"751.6";"";"65";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.4";"";"";"";"";"";"";
"17.06.2017 08:30";"30.0";"737.5";"753.7";"";"65";"Wind blowing from the south-southeast";"2";"";"";"70 – 80%.";" ";"";"";"24.6";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"22.7";"";"";"";"";"";"";
"16.06.2017 17:30";"33.2";"735.2";"751.2";"";"61";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"";"33.8";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.7";"";"";"";"";"";"";
"16.06.2017 08:30";"27.2";"737.7";"754.1";"";"77";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"23.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"22.8";"";"";"";"";"";"";
"15.06.2017 17:30";"28.2";"734.7";"750.9";"";"76";"Wind blowing from the north-northwest";"2";"";"";"100%.";" ";"";"";"";"37.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.6";"";"";"";"";"";"";
"15.06.2017 08:30";"33.2";"737.1";"753.1";"";"55";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"27.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.1";"";"";"";"";"";"";
"14.06.2017 17:30";"36.8";"734.9";"750.7";"";"44";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"37.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"22.7";"";"";"";"";"";"";
"14.06.2017 08:30";"29.2";"737.7";"754.0";"";"78";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"25.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.9";"";"";"";"";"";"";
"13.06.2017 17:30";"34.0";"732.8";"748.7";"";"59";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"34.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.0";"";"";"";"";"";"";
"13.06.2017 08:30";"28.0";"736.5";"752.8";"";"82";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"23.6";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.6";"";"";"";"";"";"";
"12.06.2017 17:30";"26.8";"733.9";"750.2";"";"90";"Wind blowing from the east-northeast";"2";"";"";"100%.";" ";"";"";"";"33.2";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.1";"";"";"";"";"";"";
"12.06.2017 08:30";"31.0";"736.0";"752.1";"";"68";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"24.6";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.5";"";"";"";"";"";"";
"11.06.2017 17:30";"35.2";"733.3";"749.1";"";"54";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"36.0";"";"";"600-1000";"";"";"2.0";"24.5";"";"";"";"";"";"";
"10.06.2017 17:30";"36.0";"733.2";"749.0";"";"47";"Wind blowing from the west-southwest";"2";"";"";"50%.";" ";"";"";"";"40.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"10.06.2017 08:30";"30.0";"737.7";"753.9";"";"79";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"26.0";"";"";"";"";"";"";
"09.06.2017 17:30";"36.4";"735.6";"751.4";"";"47";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"09.06.2017 08:30";"31.0";"737.6";"753.8";"";"76";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"25.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"26.2";"";"";"";"";"";"";
"08.06.2017 17:30";"36.8";"735.5";"751.3";"";"46";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"08.06.2017 08:30";"33.2";"738.1";"754.2";"";"55";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"07.06.2017 17:30";"36.2";"735.3";"751.1";"";"46";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"";"39.4";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"23.0";"";"";"";"";"";"";
"07.06.2017 08:30";"30.0";"738.8";"755.0";"";"78";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"26.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.8";"";"";"";"";"";"";
"06.06.2017 17:30";"34.2";"735.6";"751.6";"";"56";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"06.06.2017 08:30";"30.0";"739.1";"755.3";"";"66";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"05.06.2017 17:30";"32.2";"735.2";"751.2";"";"66";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"05.06.2017 08:30";"34.2";"737.4";"753.4";"";"51";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"28.6";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"04.06.2017 17:30";"42.2";"732.6";"748.1";"";"32";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"04.06.2017 08:30";"34.0";"738.9";"754.9";"";"54";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"03.06.2017 17:30";"41.6";"733.8";"749.3";"";"36";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"03.06.2017 08:30";"34.2";"738.9";"754.9";"";"58";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"28.6";"";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"02.06.2017 17:30";"35.2";"734.2";"750.1";"";"65";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.6";"";"";"";"";"";"";
"02.06.2017 08:30";"34.2";"737.0";"753.0";"";"51";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"01.06.2017 17:30";"37.2";"733.2";"748.9";"";"45";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"01.06.2017 08:30";"33.6";"735.8";"751.8";"";"61";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"27.6";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.2";"";"";"";"";"";"";
"31.05.2017 17:30";"34.6";"732.7";"748.6";"";"56";"Wind blowing from the east-southeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.7";"";"";"";"";"";"";
"31.05.2017 08:30";"34.0";"736.1";"752.1";"";"50";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"30.05.2017 17:30";"40.2";"731.3";"746.8";"";"35";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"30.05.2017 08:30";"33.6";"735.0";"751.0";"";"53";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"29.05.2017 17:30";"39.8";"732.1";"747.7";"";"39";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"29.05.2017 08:30";"28.2";"736.7";"753.0";"";"78";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"23.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.9";"";"";"";"";"";"";
"28.05.2017 17:30";"42.0";"731.6";"747.1";"";"32";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"45.2";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"28.05.2017 08:30";"30.2";"736.9";"753.1";"";"65";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"24.6";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"22.9";"";"";"";"";"";"";
"27.05.2017 08:30";"35.0";"735.7";"751.6";"";"46";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"26.05.2017 17:30";"43.2";"731.9";"747.3";"";"26";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"46.8";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"26.05.2017 08:30";"32.2";"736.1";"752.2";"";"57";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"32.2";"";"";"";"";"";"";"";"22.6";"";"";"";"";"";"";
"25.05.2017 17:30";"44.8";"732.5";"747.8";"";"27";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"47.0";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"25.05.2017 11:30";"37.8";"736.5";"752.3";"";"34";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"31.2";"";"";"";"";"";"";"";"19.6";"";"";"";"";"";"";
"25.05.2017 08:30";"37.8";"736.5";"752.3";"";"34";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"31.2";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"24.05.2017 17:30";"43.6";"733.2";"748.6";"";"22";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"47.2";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"24.05.2017 08:30";"37.8";"737.9";"753.7";"";"28";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"23.05.2017 17:30";"43.2";"734.3";"749.8";"";"25";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"45.2";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"23.05.2017 08:30";"37.6";"738.6";"754.4";"";"22";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"30.6";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"22.05.2017 17:30";"43.2";"734.4";"749.9";"";"22";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"46.6";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"22.05.2017 08:30";"36.2";"738.0";"753.9";"";"38";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"21.05.2017 17:30";"43.6";"733.5";"748.9";"";"25";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"46.8";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"21.05.2017 08:30";"32.2";"736.8";"752.9";"";"34";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"20.05.2017 17:30";"43.6";"733.3";"748.7";"";"25";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"46.0";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"20.05.2017 08:30";"36.2";"738.0";"753.9";"";"29";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"19.05.2017 17:30";"44.0";"734.7";"750.1";"";"24";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"46.2";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"19.05.2017 08:30";"36.8";"739.0";"754.9";"";"32";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"29.4";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"18.05.2017 17:30";"44.2";"733.2";"748.6";"";"24";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"46.2";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"18.05.2017 08:30";"35.8";"737.6";"753.5";"";"34";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
