# Weather station Bagati, India, WMO_ID=42714,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42714&lang=en
#
"Local time in Bagati";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.10.2017 17:30";"28.0";"759.2";"760.2";"";"90";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"30.10.2017 08:30";"24.0";"760.5";"761.5";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"29.10.2017 17:30";"28.2";"757.4";"758.4";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"29.10.2017 08:30";"24.5";"760.8";"761.8";"";"91";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"28.10.2017 17:30";"23.8";"758.3";"759.3";"";"89";"variable wind direction";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.1";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"28.10.2017 08:30";"26.0";"759.4";"760.4";"";"79";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"27.10.2017 17:30";"28.0";"757.2";"758.2";"";"78";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"27.10.2017 08:30";"28.0";"756.9";"757.9";"";"78";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.7";"";"";"";"";"";"";
"26.10.2017 17:30";"29.0";"758.1";"759.1";"";"71";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"26.10.2017 08:30";"27.5";"756.6";"757.6";"";"74";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.4";"";"";"";"";"";"";
"25.10.2017 17:30";"30.0";"757.8";"758.8";"";"72";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.3";"";"";"";"";"";"";
"24.10.2017 08:30";"29.0";"754.6";"755.6";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"23.10.2017 17:30";"30.5";"753.8";"754.8";"";"84";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"27.4";"";"";"";"";"";"";
"23.10.2017 08:30";"29.0";"754.2";"755.2";"";"78";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"22.10.2017 17:30";"29.5";"753.1";"754.1";"";"71";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"21.10.2017 17:30";"26.0";"750.1";"751.1";"";"81";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"26.0";"";"";"2500 or more, or no clouds.";"";"";"60.0";"22.5";"";"";"";"";"";"";
"20.10.2017 17:30";"26.0";"750.0";"751.0";"";"92";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"2.0";"24.6";"";"";"";"";"";"";
"20.10.2017 08:30";"28.0";"748.8";"749.8";"";"85";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"25.2";"";"";"";"";"";"";
"19.10.2017 17:30";"29.0";"751.2";"752.2";"";"78";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"19.10.2017 08:30";"30.0";"752.8";"753.8";"";"88";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"18.10.2017 17:30";"30.0";"752.5";"753.5";"";"78";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"18.10.2017 08:30";"29.5";"754.5";"755.5";"";"81";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"17.10.2017 17:30";"31.5";"751.8";"752.8";"";"71";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"17.10.2017 08:30";"29.0";"";"755.9";"";"93";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"16.10.2017 17:30";"31.0";"";"752.7";"";"72";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"16.10.2017 08:30";"30.0";"";"753.4";"";"78";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.8";"";"";"";"";"";"";
"15.10.2017 17:30";"32.5";"";"753.1";"";"72";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"26.9";"";"";"";"";"";"";
"15.10.2017 08:30";"30.0";"";"754.7";"";"88";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"14.10.2017 17:30";"31.0";"";"751.5";"";"81";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"27.4";"";"";"";"";"";"";
"14.10.2017 08:30";"30.5";"";"751.7";"";"85";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"27.7";"";"";"";"";"";"";
"13.10.2017 17:30";"32.0";"";"751.6";"";"75";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"13.10.2017 08:30";"29.0";"";"752.8";"";"78";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"12.10.2017 17:30";"33.0";"";"752.5";"";"63";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"25.1";"";"";"";"";"";"";
"12.10.2017 08:30";"30.0";"";"755.8";"";"78";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"25.8";"";"";"";"";"";"";
"11.10.2017 17:30";"30.0";"";"753.0";"";"88";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"11.10.2017 08:30";"29.0";"";"754.3";"";"85";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"10.10.2017 17:30";"30.0";"";"753.1";"";"92";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"28.6";"";"";"";"";"";"";
"10.10.2017 08:30";"28.0";"";"752.7";"";"92";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.6";"";"";"";"";"";"";
"09.10.2017 17:30";"25.5";"";"748.0";"";"96";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"";"25.5";"";"";"2000-2500";"";"";"2.0";"24.8";"";"";"";"";"";"";
"09.10.2017 08:30";"27.0";"";"749.3";"";"91";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"24.5";"";"";"";"2000-2500";"";"";"4.0";"25.4";"";"";"";"";"";"";
"08.10.2017 17:30";"29.0";"";"752.9";"";"78";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"08.10.2017 08:30";"26.5";"";"754.7";"";"92";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"07.10.2017 17:30";"26.5";"";"753.7";"";"96";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"2.0";"25.8";"";"";"";"";"";"";
"07.10.2017 08:30";"28.0";"";"756.4";"";"92";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.6";"";"";"";"";"";"";
"06.10.2017 08:30";"31.0";"";"752.9";"";"86";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"28.3";"";"";"";"";"";"";
"02.10.2017 17:30";"30.5";"";"752.3";"";"89";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.5";"";"";"";"";"";"";
"21.09.2017 08:30";"29.5";"752.1";"753.1";"";"81";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"27.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"20.09.2017 17:30";"30.0";"749.5";"750.5";"";"78";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"20.09.2017 08:30";"27.0";"748.3";"749.3";"";"90";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"25.0";"";"";"";"2000-2500";"";"";"4.0";"25.3";"";"";"";"";"";"";
"19.09.2017 17:30";"26.5";"749.1";"750.1";"";"96";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"2.0";"25.8";"";"";"";"";"";"";
"19.09.2017 08:30";"30.0";"752.1";"753.1";"";"88";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"27.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"18.09.2017 17:30";"31.5";"748.5";"749.5";"";"71";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"18.09.2017 08:30";"29.0";"749.8";"750.8";"";"85";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"17.09.2017 17:30";"30.5";"749.0";"750.0";"";"73";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.2";"";"";"";"";"";"";
"17.09.2017 08:30";"31.0";"751.2";"752.2";"";"88";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"28.7";"";"";"";"";"";"";
"16.09.2017 17:30";"33.5";"748.8";"749.8";"";"70";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"35.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.4";"";"";"";"";"";"";
"16.09.2017 08:30";"30.5";"752.4";"753.4";"";"82";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"27.1";"";"";"";"";"";"";
"15.09.2017 17:30";"33.5";"753.2";"754.2";"";"67";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"26.5";"";"";"";"";"";"";
"15.09.2017 08:30";"29.5";"753.0";"754.0";"";"89";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"27.5";"";"";"";"";"";"";
"14.09.2017 17:30";"33.5";"751.5";"752.5";"";"67";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"26.5";"";"";"";"";"";"";
"14.09.2017 08:30";"30.0";"752.8";"753.8";"";"85";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"13.09.2017 08:30";"29.5";"752.2";"753.2";"";"81";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"27.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"12.09.2017 17:30";"28.5";"752.8";"753.8";"";"81";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"32.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"12.09.2017 08:30";"30.0";"";"755.2";"";"85";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"28.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"11.09.2017 17:30";"28.0";"";"753.9";"";"87";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"11.09.2017 08:30";"29.5";"";"755.1";"";"89";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"27.5";"";"";"";"";"";"";
"09.09.2017 08:30";"30.0";"";"753.3";"";"88";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"08.09.2017 17:30";"34.5";"";"753.3";"";"67";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"36.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.4";"";"";"";"";"";"";
"08.09.2017 08:30";"31.0";"";"754.5";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"07.09.2017 17:30";"29.5";"";"752.5";"";"84";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"4.0";"26.5";"";"";"";"";"";"";
"07.09.2017 08:30";"29.0";"";"753.1";"";"80";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"25.3";"";"";"";"";"";"";
"06.09.2017 17:30";"29.5";"";"751.8";"";"77";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.1";"";"";"";"";"";"";
"06.09.2017 08:30";"30.0";"";"754.8";"";"88";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"05.09.2017 17:30";"33.5";"";"752.0";"";"67";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"26.5";"";"";"";"";"";"";
"05.09.2017 08:30";"32.5";"753.6";"754.6";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"04.09.2017 17:30";"32.0";"751.1";"752.1";"";"72";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"04.09.2017 08:30";"30.0";"752.4";"753.4";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"02.09.2017 08:30";"28.0";"752.1";"753.1";"";"92";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.6";"";"";"";"";"";"";
"01.09.2017 17:30";"27.0";"750.8";"751.8";"";"95";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"32.0";"";"";"2000-2500";"";"";"4.0";"26.2";"";"";"";"";"";"";
"01.09.2017 08:30";"29.0";"748.2";"749.2";"";"92";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.6";"";"";"";"";"";"";
"31.08.2017 17:30";"27.0";"750.8";"751.8";"";"92";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"31.08.2017 08:30";"32.0";"752.0";"753.0";"";"77";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"27.4";"";"";"";"";"";"";
"30.08.2017 17:30";"32.5";"750.8";"751.8";"";"72";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"26.9";"";"";"";"";"";"";
"29.08.2017 08:30";"29.0";"749.8";"750.8";"";"92";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"27.6";"";"";"";"";"";"";
"28.08.2017 17:30";"29.0";"752.1";"753.1";"";"85";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"28.08.2017 08:30";"29.0";"751.3";"752.3";"";"92";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"26.0";"";"";"";"2000-2500";"";"";"4.0";"27.6";"";"";"";"";"";"";
"27.08.2017 17:30";"28.5";"747.2";"748.2";"";"92";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"27.08.2017 08:30";"30.0";"752.1";"753.1";"";"92";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.6";"";"";"";"";"";"";
"26.08.2017 17:30";"32.0";"";"";"";"72";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"34.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"26.08.2017 08:30";"30.0";"752.4";"753.4";"";"85";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"25.08.2017 17:30";"33.0";"749.3";"750.3";"";"72";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"34.5";"";"";"2000-2500";"";"";"4.0";"27.2";"";"";"";"";"";"";
"24.08.2017 17:30";"34.0";"748.5";"749.5";"";"68";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"24.08.2017 08:30";"28.5";"751.6";"752.6";"";"97";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"27.9";"";"";"";"";"";"";
"23.08.2017 17:30";"29.0";"749.3";"750.3";"";"85";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"23.08.2017 08:30";"29.0";"750.9";"751.9";"";"92";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"27.6";"";"";"";"";"";"";
"22.08.2017 17:30";"31.5";"749.6";"750.6";"";"76";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"34.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"22.08.2017 08:30";"31.5";"752.1";"753.1";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"27.3";"";"";"";"";"";"";
"21.08.2017 17:30";"33.5";"749.0";"750.0";"";"70";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.4";"";"";"";"";"";"";
"21.08.2017 08:30";"30.0";"752.4";"753.4";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"20.08.2017 17:30";"30.5";"750.2";"751.2";"";"75";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"20.08.2017 08:30";"30.0";"752.6";"753.6";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"19.08.2017 17:30";"28.0";"750.1";"751.1";"";"92";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"28.5";"";"";"2000-2500";"";"";"4.0";"26.6";"";"";"";"";"";"";
"19.08.2017 08:30";"30.0";"751.1";"752.1";"";"85";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"4.0";"27.2";"";"";"";"";"";"";
"18.08.2017 17:30";"30.5";"748.7";"749.7";"";"82";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"31.5";"";"";"2000-2500";"";"";"4.0";"27.1";"";"";"";"";"";"";
"18.08.2017 08:30";"29.5";"749.4";"750.4";"";"82";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"27.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"17.08.2017 17:30";"33.0";"746.9";"747.9";"";"74";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"17.08.2017 08:30";"29.0";"751.1";"752.1";"";"78";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"16.08.2017 17:30";"31.5";"748.5";"749.5";"";"78";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.3";"";"";"";"";"";"";
"16.08.2017 08:30";"29.0";"752.2";"753.2";"";"85";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"15.08.2017 17:30";"31.5";"750.6";"751.6";"";"76";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"15.08.2017 08:30";"28.5";"751.4";"752.4";"";"81";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"14.08.2017 17:30";"29.0";"751.5";"752.5";"";"92";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.6";"";"";"";"";"";"";
"14.08.2017 08:30";"30.0";"752.1";"753.1";"";"85";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"27.0";"";"";"";"2000-2500";"";"";"4.0";"27.2";"";"";"";"";"";"";
"13.08.2017 17:30";"30.0";"749.7";"750.7";"";"88";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"13.08.2017 08:30";"29.0";"750.0";"751.0";"";"85";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"12.08.2017 17:30";"28.0";"750.1";"751.1";"";"92";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"28.5";"";"";"2000-2500";"";"";"4.0";"26.6";"";"";"";"";"";"";
"12.08.2017 08:30";"28.0";"750.4";"751.4";"";"92";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"25.5";"";"";"";"2000-2500";"";"";"4.0";"26.6";"";"";"";"";"";"";
"11.08.2017 17:30";"31.5";"750.6";"751.6";"";"76";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"4.0";"26.7";"";"";"";"";"";"";
"11.08.2017 08:30";"29.0";"750.3";"751.3";"";"85";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"10.08.2017 17:30";"27.0";"747.8";"748.8";"";"92";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"34.0";"";"";"2000-2500";"";"";"4.0";"25.6";"";"";"";"";"";"";
"10.08.2017 08:30";"30.0";"751.8";"752.8";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"09.08.2017 17:30";"33.0";"750.7";"751.7";"";"69";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"34.0";"";"";"2000-2500";"";"";"4.0";"26.6";"";"";"";"";"";"";
"09.08.2017 08:30";"30.0";"752.1";"753.1";"";"95";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"29.2";"";"";"";"";"";"";
"08.08.2017 17:30";"30.0";"749.9";"750.9";"";"81";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"34.0";"";"";"2000-2500";"";"";"4.0";"26.4";"";"";"";"";"";"";
"08.08.2017 08:30";"30.0";"751.8";"752.8";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"07.08.2017 17:30";"31.0";"750.0";"751.0";"";"75";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
