# Weather station Bagati, India, WMO_ID=42714,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42714&lang=en
#
"Local time in Bagati";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.06.2016 08:30";"29.0";"750.5";"751.5";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"01.06.2016 17:30";"31.5";"750.2";"751.2";"";"69";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"01.06.2016 08:30";"29.0";"752.1";"753.1";"";"92";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"27.6";"";"";"";"";"";"";
"31.05.2016 17:30";"35.2";"749.9";"750.9";"";"67";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"28.1";"";"";"";"";"";"";
"31.05.2016 08:30";"29.5";"753.0";"754.0";"";"89";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"27.5";"";"";"";"";"";"";
"30.05.2016 17:30";"24.0";"750.5";"751.5";"";"91";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"36.5";"";"";"300-600";"";"";"2.0";"22.5";"";"";"";"";"";"";
"30.05.2016 08:30";"30.0";"751.6";"752.6";"";"81";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"29.05.2016 17:30";"34.0";"749.1";"750.1";"";"56";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"28.05.2016 17:30";"34.5";"748.9";"749.9";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"27.0";"";"";"";"";"";"";
"28.05.2016 08:30";"27.5";"751.6";"752.6";"";"92";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"27.05.2016 17:30";"34.5";"748.8";"749.8";"";"65";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"27.0";"";"";"";"";"";"";
"26.05.2016 17:30";"34.0";"748.3";"749.3";"";"64";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"26.05.2016 08:30";"29.5";"750.7";"751.7";"";"84";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"25.05.2016 17:30";"25.5";"745.8";"746.8";"";"91";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"25.05.2016 08:30";"30.5";"751.8";"752.8";"";"78";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"28.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"24.05.2016 17:30";"30.5";"747.9";"748.9";"";"71";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"24.05.2016 08:30";"30.0";"751.1";"752.1";"";"81";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"23.05.2016 17:30";"34.0";"747.5";"748.5";"";"73";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"28.6";"";"";"";"";"";"";
"22.05.2016 17:30";"33.5";"746.5";"747.5";"";"63";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"21.05.2016 17:30";"37.5";"748.8";"749.8";"";"50";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"29.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.4";"";"";"";"";"";"";
"21.05.2016 08:30";"27.0";"747.3";"748.3";"";"84";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"24.1";"";"";"";"";"";"";
"20.05.2016 17:30";"27.0";"744.3";"745.3";"";"92";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"30.5";"";"";"600-1000";"";"";"2.0";"25.6";"";"";"";"";"";"";
"20.05.2016 08:30";"27.0";"751.1";"752.1";"";"92";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"25.6";"";"";"";"";"";"";
"18.05.2016 17:30";"33.5";"750.0";"751.0";"";"67";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"26.5";"";"";"";"";"";"";
"18.05.2016 08:30";"30.5";"751.8";"752.8";"";"82";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"27.1";"";"";"";"";"";"";
"17.05.2016 17:30";"34.0";"749.6";"750.6";"";"64";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"35.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"17.05.2016 08:30";"28.0";"";"752.8";"";"87";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"16.05.2016 17:30";"32.5";"";"750.1";"";"79";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.3";"";"";"";"";"";"";
"16.05.2016 08:30";"30.0";"";"753.8";"";"78";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"27.5";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"25.8";"";"";"";"";"";"";
"15.05.2016 17:30";"35.0";"";"752.4";"";"68";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"28.2";"";"";"";"";"";"";
"15.05.2016 08:30";"30.5";"";"754.9";"";"85";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"27.7";"";"";"";"";"";"";
"13.05.2016 17:30";"35.5";"";"749.8";"";"62";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"13.05.2016 08:30";"30.5";"";"753.4";"";"85";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"27.7";"";"";"";"";"";"";
"12.05.2016 17:30";"36.5";"";"750.0";"";"55";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"11.05.2016 17:30";"34.0";"";"753.1";"";"62";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"11.05.2016 08:30";"29.0";"";"756.8";"";"78";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"10.05.2016 17:30";"36.0";"";"754.3";"";"63";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"37.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"09.05.2016 17:30";"34.5";"752.8";"753.8";"";"65";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"27.0";"";"";"";"";"";"";
"08.05.2016 08:30";"26.5";"756.1";"757.1";"";"84";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"07.05.2016 17:30";"38.0";"752.3";"753.3";"";"54";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"27.1";"";"";"";"";"";"";
"06.05.2016 17:30";"36.0";"751.8";"752.8";"";"52";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"06.05.2016 08:30";"28.0";"754.1";"755.1";"";"85";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"05.05.2016 17:30";"34.0";"752.1";"753.1";"";"53";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"04.05.2016 17:30";"33.0";"752.1";"753.1";"";"61";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"04.05.2016 08:30";"25.5";"753.7";"754.7";"";"73";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"23.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.2";"";"";"";"";"";"";
"03.05.2016 17:30";"36.0";"751.3";"752.3";"";"63";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"03.05.2016 08:30";"29.5";"754.4";"755.4";"";"77";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"25.1";"";"";"";"";"";"";
"02.05.2016 17:30";"35.5";"750.6";"751.6";"";"57";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"01.05.2016 17:30";"31.0";"750.3";"751.3";"";"39";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"40.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.5";"";"";"";"";"";"";
"30.04.2016 17:30";"35.5";"750.8";"751.8";"";"55";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"30.04.2016 08:30";"30.0";"752.7";"753.7";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"29.04.2016 17:30";"37.0";"751.2";"752.2";"";"58";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"27.5";"";"";"";"";"";"";
"29.04.2016 08:30";"30.5";"753.6";"754.6";"";"85";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"27.7";"";"";"";"";"";"";
"28.04.2016 17:30";"35.5";"751.0";"752.0";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"28.1";"";"";"";"";"";"";
"28.04.2016 08:30";"30.5";"753.1";"754.1";"";"82";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"28.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.1";"";"";"";"";"";"";
"27.04.2016 17:30";"36.5";"750.3";"751.3";"";"61";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"27.7";"";"";"";"";"";"";
"27.04.2016 08:30";"31.5";"754.2";"755.2";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"26.7";"";"";"";"";"";"";
"26.04.2016 17:30";"35.5";"752.3";"753.3";"";"62";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"26.04.2016 08:30";"31.5";"755.2";"756.2";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"27.3";"";"";"";"";"";"";
"25.04.2016 17:30";"36.0";"750.5";"751.5";"";"63";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"25.04.2016 08:30";"30.0";"751.8";"752.8";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"24.04.2016 08:30";"31.5";"753.3";"754.3";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"26.7";"";"";"";"";"";"";
"23.04.2016 17:30";"36.0";"745.9";"746.9";"";"42";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"23.04.2016 08:30";"31.0";"750.3";"751.3";"";"75";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"22.04.2016 17:30";"36.0";"750.3";"751.3";"";"63";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"22.04.2016 08:30";"31.5";"751.8";"752.8";"";"82";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"28.1";"";"";"";"";"";"";
"21.04.2016 17:30";"36.0";"748.3";"749.3";"";"63";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"20.04.2016 17:30";"36.5";"750.2";"751.2";"";"61";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"27.7";"";"";"";"";"";"";
"20.04.2016 08:30";"30.5";"753.9";"754.9";"";"69";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"19.04.2016 17:30";"36.5";"750.4";"751.4";"";"45";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"19.04.2016 08:30";"30.5";"753.9";"754.9";"";"62";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"18.04.2016 17:30";"33.5";"750.5";"751.5";"";"70";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"2.0";"27.4";"";"";"";"";"";"";
"18.04.2016 08:30";"30.0";"753.6";"754.6";"";"78";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"25.8";"";"";"";"";"";"";
"17.04.2016 17:30";"35.5";"750.3";"751.3";"";"66";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"28.1";"";"";"";"";"";"";
"16.04.2016 17:30";"34.5";"748.6";"749.6";"";"65";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"27.0";"";"";"";"";"";"";
"16.04.2016 08:30";"32.0";"753.2";"754.2";"";"72";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"15.04.2016 17:30";"35.5";"750.3";"751.3";"";"50";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"15.04.2016 08:30";"31.0";"753.7";"754.7";"";"75";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"27.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.0";"";"";"";"";"";"";
"14.04.2016 17:30";"36.5";"750.2";"751.2";"";"41";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"14.04.2016 08:30";"29.5";"751.5";"752.5";"";"62";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"13.04.2016 08:30";"29.0";"752.2";"753.2";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"12.04.2016 17:30";"36.0";"748.9";"749.9";"";"38";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"12.04.2016 08:30";"28.5";"751.5";"752.5";"";"84";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"11.04.2016 17:30";"36.0";"751.7";"752.7";"";"47";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"11.04.2016 08:30";"30.0";"753.9";"754.9";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"10.04.2016 17:30";"36.5";"752.0";"753.0";"";"50";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"10.04.2016 08:30";"30.5";"755.6";"756.6";"";"75";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"09.04.2016 17:30";"35.5";"751.8";"752.8";"";"55";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"09.04.2016 08:30";"28.0";"754.4";"755.4";"";"92";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"08.04.2016 17:30";"36.0";"752.2";"753.2";"";"63";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"08.04.2016 08:30";"28.5";"754.5";"755.5";"";"67";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"07.04.2016 17:30";"35.5";"751.8";"752.8";"";"51";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"07.04.2016 08:30";"30.0";"754.8";"755.8";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"06.04.2016 17:30";"34.5";"751.1";"752.1";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"27.0";"";"";"";"";"";"";
"06.04.2016 08:30";"28.0";"753.9";"754.9";"";"92";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"05.04.2016 17:30";"33.5";"750.5";"751.5";"";"73";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"27.9";"";"";"";"";"";"";
"05.04.2016 08:30";"28.0";"753.9";"754.9";"";"92";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"04.04.2016 17:30";"34.0";"751.4";"752.4";"";"67";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"27.1";"";"";"";"";"";"";
"04.04.2016 08:30";"28.5";"756.9";"757.9";"";"88";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"27.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"03.04.2016 17:30";"32.5";"753.6";"754.6";"";"68";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"25.9";"";"";"";"";"";"";
"03.04.2016 08:30";"28.0";"756.6";"757.6";"";"92";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"27.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"26.6";"";"";"";"";"";"";
"02.04.2016 17:30";"35.0";"755.1";"756.1";"";"62";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"26.7";"";"";"";"";"";"";
"02.04.2016 08:30";"28.0";"756.7";"757.7";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"01.04.2016 17:30";"28.5";"754.1";"755.1";"";"67";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"01.04.2016 08:30";"23.0";"756.3";"757.3";"";"78";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"20.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.9";"";"";"";"";"";"";
"31.03.2016 17:30";"31.5";"753.1";"754.1";"";"63";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"31.03.2016 08:30";"28.0";"757.7";"758.7";"";"87";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"30.03.2016 17:30";"33.0";"755.2";"756.2";"";"67";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"30.03.2016 08:30";"26.5";"757.8";"758.8";"";"88";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"29.03.2016 17:30";"32.5";"753.1";"754.1";"";"63";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"29.03.2016 08:30";"26.0";"757.9";"758.9";"";"87";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"28.03.2016 17:30";"31.5";"755.6";"756.6";"";"46";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"28.03.2016 08:30";"27.5";"756.7";"757.7";"";"88";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.4";"";"";"";"";"";"";
"27.03.2016 17:30";"31.0";"755.9";"756.9";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"27.03.2016 08:30";"27.0";"757.1";"758.1";"";"92";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"26.03.2016 17:30";"32.5";"755.3";"756.3";"";"63";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"26.03.2016 08:30";"";"";"758.8";"";"";"Wind blowing from the north-northeast";"31";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"0.1";"24.6";"";"";"";"";"";"";
"25.03.2016 17:30";"32.5";"756.6";"757.6";"";"58";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"25.03.2016 08:30";"26.0";"760.0";"761.0";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"24.03.2016 17:30";"32.5";"756.0";"757.0";"";"49";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"24.03.2016 08:30";"22.5";"758.7";"759.8";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"23.03.2016 17:30";"31.5";"754.8";"755.8";"";"30";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"22.03.2016 17:30";"31.0";"752.8";"753.8";"";"45";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"22.03.2016 08:30";"29.0";"755.7";"756.7";"";"78";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"21.03.2016 17:30";"30.5";"753.0";"754.0";"";"71";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"21.03.2016 08:30";"27.5";"755.0";"756.0";"";"92";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"20.03.2016 17:30";"31.5";"753.3";"754.3";"";"69";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"20.03.2016 08:30";"26.0";"755.8";"756.8";"";"79";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.0";"";"";"";"";"";"";
"19.03.2016 17:30";"30.5";"752.6";"753.6";"";"71";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
