# Weather station Uluberia, India, WMO_ID=42805,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42805&lang=en
#
"Local time in Uluberia";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.04.2017 17:30";"32.0";"756.1";"756.5";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"36.2";"";"";"300-600";"";"";"4.0";"29.0";"";"";"";"";"";"";
"18.04.2017 08:30";"28.2";"759.0";"759.4";"";"88";"";"";"";"";"40%.";" ";"";"";"27.0";"";"";"";"300-600";"";"";"4.0";"26.0";"";"";"";"";"";"";
"17.04.2017 17:30";"31.8";"755.4";"755.8";"";"83";"";"";"";"";"20–30%.";" ";"";"";"";"36.0";"";"";"300-600";"";"";"4.0";"28.6";"";"";"";"";"";"";
"17.04.2017 08:30";"28.4";"757.5";"757.9";"";"89";"";"";"";"";"20–30%.";" ";"";"";"26.4";"";"";"";"300-600";"";"";"4.0";"26.5";"";"";"";"";"";"";
"16.04.2017 08:30";"29.4";"758.2";"758.6";"";"87";"";"";"";"";"20–30%.";" ";"";"";"26.0";"";"";"";"300-600";"";"";"4.0";"27.0";"";"";"";"";"";"";
"15.04.2017 17:30";"30.4";"753.9";"754.3";"";"95";"";"";"";"";"20–30%.";" ";"";"";"";"";"";"";"300-600";"";"";"4.0";"29.6";"";"";"";"";"";"";
"15.04.2017 08:30";"29.0";"759.0";"759.4";"";"88";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.8";"";"";"";"300-600";"";"";"4.0";"26.8";"";"";"";"";"";"";
"14.04.2017 17:30";"30.0";"754.6";"755.0";"";"97";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"300-600";"";"";"4.0";"29.4";"";"";"";"";"";"";
"14.04.2017 08:30";"29.2";"759.7";"760.1";"";"90";"";"";"";"";"20–30%.";" ";"";"";"26.1";"";"";"";"300-600";"";"";"4.0";"27.4";"";"";"";"";"";"";
"13.04.2017 08:30";"29.0";"759.0";"759.4";"";"89";"";"";"";"";"40%.";" ";"";"";"26.4";"";"";"";"300-600";"";"";"4.0";"27.0";"";"";"";"";"";"";
"12.04.2017 17:30";"31.6";"753.9";"754.3";"";"86";"";"";"";"";"20–30%.";" ";"";"";"";"36.4";"";"";"300-600";"";"";"4.0";"29.0";"";"";"";"";"";"";
"12.04.2017 08:30";"28.6";"";"758.6";"";"88";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"26.0";"";"";"";"300-600";"";"";"4.0";"26.4";"";"";"";"";"";"";
"11.04.2017 17:30";"31.4";"";"753.5";"";"85";"";"";"";"";"20–30%.";" ";"";"";"";"";"";"";"300-600";"";"";"4.0";"28.6";"";"";"";"";"";"";
"11.04.2017 08:30";"29.6";"";"759.4";"";"86";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"26.2";"";"";"";"300-600";"";"";"4.0";"27.0";"";"";"";"";"";"";
"10.04.2017 17:30";"31.0";"";"754.3";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"28.0";"";"";"";"";"";"";
"10.04.2017 08:30";"29.0";"";"758.6";"";"85";"";"";"";"";"20–30%.";" ";"";"";"25.0";"";"";"";"300-600";"";"";"2.0";"26.2";"";"";"";"";"";"";
"09.04.2017 17:30";"31.0";"";"756.7";"";"89";"";"";"";"";"60%.";" ";"";"";"";"32.0";"";"";"300-600";"";"";"2.0";"29.0";"";"";"";"";"";"";
"08.04.2017 17:30";"30.6";"";"757.4";"";"81";"";"";"";"";"40%.";" ";"";"";"";"31.5";"";"";"300-600";"";"";"4.0";"27.0";"";"";"";"";"";"";
"08.04.2017 08:30";"28.0";"";"757.9";"";"85";"";"";"";"";"60%.";" ";"";"";"23.0";"";"";"";"300-600";"";"";"2.0";"25.2";"";"";"";"";"";"";
"07.04.2017 17:30";"34.4";"";"756.7";"";"65";"";"";"";"";"40%.";" ";"";"";"";"34.4";"";"";"300-600";"";"";"4.0";"26.8";"";"";"";"";"";"";
"06.04.2017 17:30";"31.8";"";"757.4";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"35.0";"";"";"300-600";"";"";"2.0";"29.0";"";"";"";"";"";"";
"06.04.2017 08:30";"30.0";"";"757.9";"";"84";"";"";"";"";"50%.";" ";"";"";"25.0";"";"";"";"300-600";"";"";"4.0";"27.0";"";"";"";"";"";"";
"05.04.2017 17:30";"31.6";"";"756.7";"";"84";"";"";"";"";"40%.";" ";"";"";"";"36.8";"";"";"300-600";"";"";"4.0";"28.6";"";"";"";"";"";"";
"04.04.2017 17:30";"32.4";"";"757.4";"";"78";"";"";"";"";"40%.";" ";"";"";"";"36.8";"";"";"300-600";"";"";"4.0";"28.0";"";"";"";"";"";"";
"03.04.2017 17:30";"32.0";"756.3";"756.7";"";"79";"";"";"";"";"20–30%.";" ";"";"";"";"36.4";"";"";"300-600";"";"";"4.0";"27.9";"";"";"";"";"";"";
"03.04.2017 08:30";"30.0";"756.0";"756.4";"";"78";"";"";"";"";"40%.";" ";"";"";"18.4";"";"";"";"300-600";"";"";"4.0";"25.8";"";"";"";"";"";"";
"01.04.2017 08:30";"28.0";"761.7";"762.1";"";"87";"";"";"";"";"20–30%.";" ";"";"";"22.0";"";"";"";"300-600";"";"";"4.0";"25.7";"";"";"";"";"";"";
"31.03.2017 17:30";"31.4";"754.8";"755.2";"";"92";"";"";"";"";"40%.";" ";"";"";"";"36.0";"";"";"300-600";"";"";"4.0";"30.0";"";"";"";"";"";"";
"30.03.2017 17:30";"31.0";"755.5";"755.9";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.8";"";"";"300-600";"";"";"4.0";"27.8";"";"";"";"";"";"";
"30.03.2017 08:30";"27.0";"760.9";"761.3";"";"80";"";"";"";"";"20–30%.";" ";"";"";"21.4";"";"";"";"300-600";"";"";"4.0";"23.2";"";"";"";"";"";"";
"29.03.2017 17:30";"31.4";"754.8";"755.2";"";"88";"";"";"";"";"20–30%.";" ";"";"";"";"36.4";"";"";"300-600";"";"";"4.0";"29.2";"";"";"";"";"";"";
"28.03.2017 17:30";"31.0";"755.5";"755.9";"";"84";"";"";"";"";"20–30%.";" ";"";"";"";"36.0";"";"";"300-600";"";"";"4.0";"28.0";"";"";"";"";"";"";
"28.03.2017 08:30";"28.8";"";"760.6";"";"86";"";"";"";"";"20–30%.";" ";"";"";"21.0";"";"";"";"300-600";"";"";"4.0";"26.3";"";"";"";"";"";"";
"27.03.2017 17:30";"30.6";"";"756.7";"";"85";"";"";"";"";"20–30%.";" ";"";"";"";"35.4";"";"";"300-600";"";"";"4.0";"27.8";"";"";"";"";"";"";
"27.03.2017 08:30";"28.6";"";"759.8";"";"85";"";"";"";"";"20–30%.";" ";"";"";"16.8";"";"";"";"300-600";"";"";"4.0";"25.8";"";"";"";"";"";"";
"26.03.2017 17:30";"30.8";"";"757.4";"";"83";"";"";"";"";"20–30%.";" ";"";"";"";"35.2";"";"";"300-600";"";"";"4.0";"27.6";"";"";"";"";"";"";
"26.03.2017 08:30";"27.6";"";"761.3";"";"87";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.2";"";"";"";"300-600";"";"";"4.0";"25.3";"";"";"";"";"";"";
"25.03.2017 17:30";"30.6";"";"756.7";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.0";"";"";"300-600";"";"";"4.0";"27.4";"";"";"";"";"";"";
"25.03.2017 08:30";"27.4";"";"760.6";"";"84";"";"";"";"";"20–30%.";" ";"";"";"23.0";"";"";"";"300-600";"";"";"4.0";"24.5";"";"";"";"";"";"";
"24.03.2017 17:30";"30.4";"";"757.4";"";"82";"";"";"";"";"20–30%.";" ";"";"";"";"34.5";"";"";"300-600";"";"";"4.0";"27.0";"";"";"";"";"";"";
"23.03.2017 17:30";"30.0";"";"756.7";"";"83";"";"";"";"";"20–30%.";" ";"";"";"";"34.4";"";"";"300-600";"";"";"4.0";"26.9";"";"";"";"";"";"";
"23.03.2017 08:30";"27.4";"";"759.1";"";"80";"";"";"";"";"20–30%.";" ";"";"";"22.4";"";"";"";"300-600";"";"";"4.0";"23.6";"";"";"";"";"";"";
"22.03.2017 08:30";"27.0";"";"759.8";"";"83";"";"";"";"";"20–30%.";" ";"";"";"22.0";"";"";"";"300-600";"";"";"4.0";"23.8";"";"";"";"";"";"";
"21.03.2017 17:30";"26.0";"";"759.1";"";"75";"";"";"";"";"20–30%.";" ";"";"";"";"";"";"";"300-600";"";"";"4.0";"21.2";"";"";"";"";"";"";
"21.03.2017 08:30";"24.6";"762.0";"762.4";"";"80";"";"";"";"";"40%.";" ";"";"";"21.4";"";"";"";"300-600";"";"";"4.0";"21.0";"";"";"";"";"";"";
"20.03.2017 17:30";"25.4";"750.4";"750.8";"";"78";"";"";"";"";"60%.";" ";"";"";"";"27.5";"";"";"300-600";"";"";"4.0";"21.2";"";"";"";"";"";"";
"20.03.2017 08:30";"20.8";"756.7";"757.1";"";"78";"";"";"";"";"50%.";" ";"";"";"19.4";"";"";"";"300-600";"";"";"2.0";"16.9";"";"";"";"";"";"";
"19.03.2017 17:30";"24.0";"756.7";"757.1";"";"68";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"300-600";"";"";"2.0";"17.6";"";"";"";"";"";"";
"19.03.2017 08:30";"22.6";"758.7";"759.1";"";"84";"";"";"";"";"50%.";" ";"";"";"20.0";"";"";"";"300-600";"";"";"2.0";"19.8";"";"";"";"";"";"";
"17.03.2017 08:30";"22.0";"757.5";"757.9";"";"76";"";"";"";"";"20–30%.";" ";"";"";"18.0";"";"";"";"300-600";"";"";"4.0";"17.5";"";"";"";"";"";"";
"16.03.2017 08:30";"21.6";"756.7";"757.1";"";"74";"";"";"";"";"20–30%.";" ";"";"";"16.0";"";"";"";"300-600";"";"";"4.0";"16.7";"";"";"";"";"";"";
"15.03.2017 17:30";"25.4";"757.5";"757.9";"";"52";"";"";"";"";"20–30%.";" ";"";"";"";"30.0";"";"";"300-600";"";"";"4.0";"14.8";"";"";"";"";"";"";
"14.03.2017 08:30";"20.2";"";"756.4";"";"66";"";"";"";"";"20–30%.";" ";"";"";"14.4";"";"";"";"300-600";"";"";"2.0";"13.6";"";"";"";"";"";"";
"13.03.2017 17:30";"24.6";"";"754.6";"";"64";"";"";"";"";"20–30%.";" ";"";"";"";"29.0";"";"";"300-600";"";"";"4.0";"17.2";"";"";"";"";"";"";
"13.03.2017 08:30";"19.0";"";"759.1";"";"63";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"14.0";"";"";"";"300-600";"";"";"2.0";"11.8";"";"";"";"";"";"";
"12.03.2017 08:30";"20.0";"";"760.6";"";"68";"";"";"";"";"50%.";" ";"";"";"14.4";"";"";"";"300-600";"";"";"2.0";"13.8";"";"";"";"";"";"";
"11.03.2017 08:30";"20.6";"";"761.4";"";"70";"";"";"";"";"50%.";" ";"";"";"14.0";"";"";"";"300-600";"";"";"2.0";"14.8";"";"";"";"";"";"";
"10.03.2017 17:30";"28.4";"";"753.8";"";"91";"";"";"";"";"70 – 80%.";" ";"";"";"";"31.0";"";"";"300-600";"";"";"2.0";"26.7";"";"";"";"";"";"";
"10.03.2017 08:30";"24.0";"";"756.4";"";"57";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"15.8";"";"";"";"300-600";"";"";"2.0";"15.0";"";"";"";"";"";"";
"09.03.2017 17:30";"25.0";"";"753.7";"";"54";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"";"";"300-600";"";"";"2.0";"15.0";"";"";"";"";"";"";
"09.03.2017 08:30";"24.4";"";"757.3";"";"54";"";"";"";"";"60%.";" ";"";"";"16.0";"";"";"";"300-600";"";"";"2.0";"14.5";"";"";"";"";"";"";
"08.03.2017 17:30";"23.4";"";"755.2";"";"80";"";"";"";"";"70 – 80%.";" ";"";"";"";"28.5";"";"";"300-600";"";"";"1.0";"19.7";"";"";"";"";"";"";
"08.03.2017 08:30";"25.8";"";"758.0";"";"51";"";"";"";"";"70 – 80%.";" ";"";"";"16.8";"";"";"";"300-600";"";"";"2.0";"14.9";"";"";"";"";"";"";
"07.03.2017 17:30";"30.6";"";"756.0";"";"58";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.4";"";"";"300-600";"";"";"4.0";"21.4";"";"";"";"";"";"";
"07.03.2017 08:30";"26.2";"";"758.8";"";"50";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.8";"";"";"";"300-600";"";"";"4.0";"15.0";"";"";"";"";"";"";
"06.03.2017 17:30";"30.0";"";"755.2";"";"49";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.8";"";"";"300-600";"";"";"4.0";"18.2";"";"";"";"";"";"";
"04.03.2017 17:30";"29.6";"";"763.6";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.0";"";"";"300-600";"";"";"4.0";"26.5";"";"";"";"";"";"";
"03.03.2017 17:30";"29.4";"";"762.8";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.8";"";"";"300-600";"";"";"4.0";"26.3";"";"";"";"";"";"";
"02.03.2017 08:30";"27.2";"";"765.2";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.0";"";"";"";"300-600";"";"";"4.0";"24.0";"";"";"";"";"";"";
"01.03.2017 17:30";"27.4";"";"763.6";"";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"300-600";"";"";"4.0";"25.6";"";"";"";"";"";"";
"01.03.2017 08:30";"27.0";"";"764.5";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.8";"";"";"";"300-600";"";"";"4.0";"23.8";"";"";"";"";"";"";
"28.02.2017 08:30";"26.4";"";"763.7";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.2";"";"";"";"300-600";"";"";"4.0";"22.9";"";"";"";"";"";"";
"27.02.2017 08:30";"25.2";"";"763.0";"";"87";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.0";"";"";"";"300-600";"";"";"4.0";"22.8";"";"";"";"";"";"";
"26.02.2017 17:30";"27.0";"";"763.6";"";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.0";"";"";"300-600";"";"";"4.0";"24.4";"";"";"";"";"";"";
"25.02.2017 17:30";"27.4";"";"758.3";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.0";"";"";"300-600";"";"";"4.0";"23.3";"";"";"";"";"";"";
"23.02.2017 17:30";"28.0";"";"758.3";"";"91";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.5";"";"";"300-600";"";"";"4.0";"26.3";"";"";"";"";"";"";
"23.02.2017 08:30";"26.4";"";"759.1";"";"74";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.2";"";"";"";"300-600";"";"";"4.0";"21.4";"";"";"";"";"";"";
"22.02.2017 17:30";"28.8";"";"763.6";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.2";"";"";"300-600";"";"";"4.0";"25.8";"";"";"";"";"";"";
"22.02.2017 08:30";"27.0";"";"759.9";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.8";"";"";"";"300-600";"";"";"4.0";"24.1";"";"";"";"";"";"";
"21.02.2017 17:30";"28.6";"";"764.9";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.0";"";"";"300-600";"";"";"4.0";"25.5";"";"";"";"";"";"";
"21.02.2017 08:30";"24.2";"";"763.7";"";"80";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.0";"";"";"";"300-600";"";"";"4.0";"20.6";"";"";"";"";"";"";
"20.02.2017 17:30";"27.8";"";"764.2";"";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.5";"";"";"300-600";"";"";"4.0";"25.2";"";"";"";"";"";"";
"20.02.2017 08:30";"24.0";"";"765.1";"";"80";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.2";"";"";"";"300-600";"";"";"4.0";"20.3";"";"";"";"";"";"";
"19.02.2017 17:30";"27.8";"";"763.4";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.6";"";"";"300-600";"";"";"4.0";"24.9";"";"";"";"";"";"";
"18.02.2017 08:30";"24.2";"";"766.6";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"22.6";"";"";"";"300-600";"";"";"4.0";"20.2";"";"";"";"";"";"";
"17.02.2017 17:30";"27.4";"";"761.9";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.4";"";"";"300-600";"";"";"2.0";"24.5";"";"";"";"";"";"";
"16.02.2017 17:30";"27.0";"";"761.2";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.0";"";"";"300-600";"";"";"4.0";"24.1";"";"";"";"";"";"";
"15.02.2017 17:30";"26.6";"";"764.9";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.0";"";"";"300-600";"";"";"4.0";"23.7";"";"";"";"";"";"";
"15.02.2017 08:30";"23.4";"";"764.9";"";"88";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.0";"";"";"";"300-600";"";"";"4.0";"21.3";"";"";"";"";"";"";
"14.02.2017 17:30";"28.0";"";"764.2";"";"72";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"28.5";"";"";"300-600";"";"";"4.0";"22.4";"";"";"";"";"";"";
"13.02.2017 08:30";"22.0";"";"764.2";"";"77";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"17.4";"";"";"";"300-600";"";"";"4.0";"17.8";"";"";"";"";"";"";
"12.02.2017 17:30";"27.4";"";"762.7";"";"68";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"27.8";"";"";"300-600";"";"";"4.0";"21.0";"";"";"";"";"";"";
"11.02.2017 17:30";"27.0";"";"761.9";"";"67";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"27.5";"";"";"300-600";"";"";"4.0";"20.3";"";"";"";"";"";"";
"11.02.2017 08:30";"21.6";"";"762.7";"";"77";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"16.6";"";"";"";"300-600";"";"";"4.0";"17.4";"";"";"";"";"";"";
"09.02.2017 17:30";"26.2";"";"760.4";"";"68";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"27.5";"";"";"300-600";"";"";"4.0";"19.7";"";"";"";"";"";"";
"09.02.2017 08:30";"21.0";"";"762.0";"";"67";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"16.0";"";"";"";"300-600";"";"";"4.0";"14.5";"";"";"";"";"";"";
"07.02.2017 17:30";"26.6";"";"758.9";"";"57";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.6";"";"";"300-600";"";"";"4.0";"17.5";"";"";"";"";"";"";
"06.02.2017 17:30";"26.4";"";"764.0";"";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.0";"";"";"300-600";"";"";"4.0";"23.8";"";"";"";"";"";"";
"05.02.2017 17:30";"26.0";"";"764.8";"";"87";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.0";"";"";"300-600";"";"";"4.0";"23.7";"";"";"";"";"";"";
"04.02.2017 17:30";"24.0";"";"764.2";"";"80";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"300-600";"";"";"4.0";"20.3";"";"";"";"";"";"";
"04.02.2017 08:30";"24.4";"";"765.5";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"17.6";"";"";"";"300-600";"";"";"4.0";"20.2";"";"";"";"";"";"";
"02.02.2017 17:30";"23.0";"";"762.7";"";"76";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"27.4";"";"";"300-600";"";"";"4.0";"18.6";"";"";"";"";"";"";
"01.02.2017 17:30";"24.4";"";"762.1";"";"74";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"26.0";"";"";"300-600";"";"";"4.0";"19.4";"";"";"";"";"";"";
"31.01.2017 17:30";"24.0";"";"761.3";"";"75";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"25.8";"";"";"300-600";"";"";"4.0";"19.3";"";"";"";"";"";"";
"31.01.2017 08:30";"22.2";"763.2";"763.6";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"16.0";"";"";"";"300-600";"";"";"4.0";"19.1";"";"";"";"";"";"";
"30.01.2017 17:30";"24.6";"764.5";"764.9";"";"72";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"26.0";"";"";"300-600";"";"";"4.0";"19.3";"";"";"";"";"";"";
"30.01.2017 08:30";"23.0";"762.4";"762.8";"";"74";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"17.0";"";"";"";"300-600";"";"";"4.0";"18.2";"";"";"";"";"";"";
"29.01.2017 08:30";"22.4";"761.7";"762.1";"";"76";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"16.4";"";"";"";"300-600";"";"";"4.0";"17.9";"";"";"";"";"";"";
"26.01.2017 17:30";"25.8";"762.3";"762.7";"";"62";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"26.0";"";"";"300-600";"";"";"4.0";"17.9";"";"";"";"";"";"";
"26.01.2017 08:30";"21.4";"764.7";"765.1";"";"75";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"14.8";"";"";"";"300-600";"";"";"4.0";"16.8";"";"";"";"";"";"";
"25.01.2017 08:30";"20.1";"765.4";"765.8";"";"77";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"14.0";"";"";"";"300-600";"";"";"4.0";"16.0";"";"";"";"";"";"";
"24.01.2017 08:30";"20.6";"767.7";"768.1";"";"79";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"13.6";"";"";"";"300-600";"";"";"4.0";"16.9";"";"";"";"";"";"";
"23.01.2017 17:30";"25.0";"764.5";"764.9";"";"61";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"26.8";"";"";"300-600";"";"";"4.0";"17.0";"";"";"";"";"";"";
"22.01.2017 17:30";"24.6";"763.9";"764.3";"";"62";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"26.5";"";"";"300-600";"";"";"4.0";"16.9";"";"";"";"";"";"";
"22.01.2017 08:30";"19.6";"766.2";"766.6";"";"76";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"12.8";"";"";"";"300-600";"";"";"0.5";"15.2";"";"";"";"";"";"";
"21.01.2017 17:30";"24.4";"763.2";"763.6";"";"62";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"26.0";"";"";"300-600";"";"";"4.0";"16.6";"";"";"";"";"";"";
"20.01.2017 17:30";"24.2";"762.3";"762.7";"";"65";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"24.5";"";"";"300-600";"";"";"4.0";"17.2";"";"";"";"";"";"";
"20.01.2017 08:30";"19.8";"766.2";"766.6";"";"74";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"12.8";"";"";"";"300-600";"";"";"4.0";"15.1";"";"";"";"";"";"";
"19.01.2017 17:30";"23.0";"762.3";"762.7";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"19.01.2017 08:30";"18.4";"761.7";"762.1";"";"59";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"14.0";"";"";"";"300-600";"";"";"4.0";"10.2";"";"";"";"";"";"";
"18.01.2017 17:30";"24.4";"762.4";"762.8";"";"65";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"25.0";"";"";"300-600";"";"";"4.0";"17.3";"";"";"";"";"";"";
"18.01.2017 08:30";"17.0";"760.9";"761.3";"";"64";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"13.2";"";"";"";"300-600";"";"";"4.0";"10.2";"";"";"";"";"";"";
"17.01.2017 17:30";"24.0";"761.7";"762.1";"";"66";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"24.5";"";"";"300-600";"";"";"4.0";"17.2";"";"";"";"";"";"";
"17.01.2017 08:30";"16.2";"760.2";"760.6";"";"62";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"11.4";"";"";"";"300-600";"";"";"4.0";"8.8";"";"";"";"";"";"";
"16.01.2017 08:30";"16.0";"759.4";"759.8";"";"60";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"11.0";"";"";"";"300-600";"";"";"4.0";"8.1";"";"";"";"";"";"";
"15.01.2017 17:30";"20.2";"759.4";"759.8";"";"73";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"21.0";"";"";"300-600";"";"";"4.0";"15.1";"";"";"";"";"";"";
"14.01.2017 17:30";"20.4";"758.7";"759.1";"";"80";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"21.5";"";"";"300-600";"";"";"4.0";"16.8";"";"";"";"";"";"";
"13.01.2017 17:30";"20.8";"760.2";"760.6";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"22.5";"";"";"300-600";"";"";"4.0";"16.9";"";"";"";"";"";"";
"13.01.2017 08:30";"17.0";"760.9";"761.3";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"12.4";"";"";"";"300-600";"";"";"4.0";"13.1";"";"";"";"";"";"";
"12.01.2017 17:30";"21.6";"760.9";"761.3";"";"89";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"23.5";"";"";"300-600";"";"";"4.0";"19.7";"";"";"";"";"";"";
"12.01.2017 08:30";"17.6";"762.4";"762.8";"";"75";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"13.4";"";"";"";"300-600";"";"";"4.0";"13.0";"";"";"";"";"";"";
"11.01.2017 08:30";"18.8";"761.7";"762.1";"";"77";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"13.0";"";"";"";"300-600";"";"";"4.0";"14.7";"";"";"";"";"";"";
"10.01.2017 17:30";"21.4";"760.2";"760.6";"";"64";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"21.5";"";"";"300-600";"";"";"4.0";"14.2";"";"";"";"";"";"";
"10.01.2017 08:30";"19.6";"761.7";"762.1";"";"76";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"14.2";"";"";"";"300-600";"";"";"4.0";"15.2";"";"";"";"";"";"";
"09.01.2017 08:30";"17.4";"760.2";"760.6";"";"76";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"13.8";"";"";"";"300-600";"";"";"4.0";"13.1";"";"";"";"";"";"";
"08.01.2017 11:30";"17.6";"761.7";"762.1";"0.0";"77";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"14.4";"";"";"";"300-600";"";"";"4.0";"13.4";"";"";"";"";"";"";
"08.01.2017 08:30";"17.6";"761.7";"762.1";"";"77";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"14.4";"";"";"";"300-600";"";"";"4.0";"13.4";"";"";"";"";"";"";
