# Weather station Cuttack, India, WMO_ID=42970,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42970&lang=en
#
"Local time in Cuttack";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"16.11.2016 08:30";"23.4";"760.4";"762.8";"";"75";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"15.11.2016 17:30";"26.0";"757.3";"759.6";"";"72";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"15.11.2016 08:30";"24.0";"760.3";"762.7";"";"83";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"14.11.2016 17:30";"27.0";"757.3";"759.6";"";"72";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"14.11.2016 08:30";"24.4";"760.5";"762.9";"";"80";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"13.11.2016 17:30";"26.4";"757.3";"759.6";"";"71";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"13.11.2016 08:30";"22.8";"760.4";"762.8";"";"81";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"12.11.2016 17:30";"26.0";"757.4";"759.7";"";"69";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"12.11.2016 08:30";"22.2";"759.7";"762.1";"";"77";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"11.11.2016 17:30";"25.0";"756.7";"759.0";"";"73";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"11.11.2016 08:30";"21.0";"758.2";"760.6";"";"82";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"10.11.2016 17:30";"25.4";"755.9";"758.2";"";"70";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"10.11.2016 08:30";"21.2";"758.2";"760.6";"";"73";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"09.11.2016 17:30";"25.4";"756.6";"758.9";"";"61";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"09.11.2016 08:30";"22.0";"758.9";"761.3";"";"74";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"08.11.2016 17:30";"25.0";"755.8";"758.1";"";"68";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"08.11.2016 08:30";"22.4";"757.3";"759.7";"";"74";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"07.11.2016 17:30";"26.0";"754.4";"756.7";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"07.11.2016 08:30";"24.0";"757.3";"759.7";"";"68";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"06.11.2016 17:30";"28.0";"753.5";"755.8";"";"61";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"06.11.2016 08:30";"23.6";"755.1";"757.5";"";"86";"Wind blowing from the west-southwest";"2";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"19.0";"";"";"";"600-1000";"";"";"4.0";"21.2";"";"";"";"";"";"";
"05.11.2016 17:30";"25.0";"752.1";"754.4";"";"82";"Wind blowing from the north";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"27.0";"";"";"600-1000";"";"";"4.0";"21.7";"";"";"";"";"";"";
"05.11.2016 08:30";"23.0";"754.3";"756.7";"";"91";"Wind blowing from the north-northeast";"2";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"21.0";"";"";"";"600-1000";"";"";"4.0";"21.5";"";"";"";"";"";"";
"04.11.2016 17:30";"23.4";"754.4";"756.7";"";"96";"Wind blowing from the north-northeast";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"25.6";"";"";"600-1000";"";"";"4.0";"22.8";"";"";"";"";"";"";
"04.11.2016 08:30";"24.4";"757.1";"759.5";"";"93";"Wind blowing from the north-northwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.0";"";"";"";"600-1000";"";"";"4.0";"23.2";"";"";"";"";"";"";
"03.11.2016 17:30";"25.0";"756.3";"758.6";"";"88";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"29.8";"";"";"600-1000";"";"";"4.0";"22.9";"";"";"";"";"";"";
"03.11.2016 08:30";"27.0";"757.7";"760.0";"";"78";"Wind blowing from the north-northeast";"2";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.0";"";"";"";"600-1000";"";"";"4.0";"22.9";"";"";"";"";"";"";
"02.11.2016 17:30";"19.6";"755.2";"757.6";"";"";"Wind blowing from the north-east";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"33.0";"";"";"600-1000";"";"";"4.0";"";"";"";"";"";"";"";
"02.11.2016 08:30";"27.4";"758.5";"760.8";"";"81";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"01.11.2016 17:30";"29.0";"756.0";"758.3";"";"78";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.5";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"01.11.2016 08:30";"27.2";"758.5";"760.8";"";"84";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.5";"";"";"";"600-1000";"";"";"4.0";"24.3";"";"";"";"";"";"";
"31.10.2016 17:30";"29.6";"756.8";"759.1";"";"78";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"31.10.2016 08:30";"26.4";"759.3";"761.6";"";"75";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"30.10.2016 17:30";"28.8";"756.1";"758.4";"";"69";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"30.10.2016 08:30";"27.6";"757.8";"760.1";"";"73";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"29.10.2016 17:30";"29.0";"754.7";"757.0";"";"75";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"29.10.2016 08:30";"27.4";"757.0";"759.3";"";"86";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"28.10.2016 17:30";"29.4";"754.0";"756.3";"";"78";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.0";"";"";"600-1000";"";"";"4.0";"25.1";"";"";"";"";"";"";
"28.10.2016 08:30";"27.6";"757.2";"759.5";"";"84";"Wind blowing from the east-northeast";"2";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.5";"";"";"";"600-1000";"";"";"4.0";"24.7";"";"";"";"";"";"";
"27.10.2016 17:30";"27.4";"754.7";"757.0";"";"86";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"30.2";"";"";"600-1000";"";"";"4.0";"24.8";"";"";"";"";"";"";
"27.10.2016 08:30";"26.0";"757.9";"760.2";"";"92";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.0";"";"";"";"600-1000";"";"";"4.0";"24.6";"";"";"";"";"";"";
"26.10.2016 17:30";"29.2";"753.2";"755.5";"";"70";"Wind blowing from the north-northeast";"2";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"31.0";"";"";"600-1000";"";"";"4.0";"23.1";"";"";"";"";"";"";
"26.10.2016 08:30";"25.4";"755.0";"757.3";"";"70";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"19.5";"";"";"";"600-1000";"";"";"4.0";"19.5";"";"";"";"";"";"";
"25.10.2016 17:30";"28.6";"751.7";"754.0";"";"64";"Wind blowing from the west-northwest";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.0";"";"";"600-1000";"";"";"4.0";"21.1";"";"";"";"";"";"";
"25.10.2016 08:30";"25.4";"754.2";"756.5";"";"84";"Wind blowing from the west-southwest";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"21.0";"";"";"";"600-1000";"";"";"4.0";"22.4";"";"";"";"";"";"";
"24.10.2016 17:30";"28.4";"751.7";"754.0";"";"78";"Wind blowing from the west-southwest";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"31.2";"";"";"600-1000";"";"";"4.0";"24.2";"";"";"";"";"";"";
"24.10.2016 08:30";"25.0";"754.9";"757.2";"";"79";"Wind blowing from the west-northwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"21.0";"";"";"";"600-1000";"";"";"4.0";"21.1";"";"";"";"";"";"";
"23.10.2016 17:30";"29.6";"752.4";"754.7";"";"61";"Wind blowing from the south-southwest";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.8";"";"";"600-1000";"";"";"4.0";"21.2";"";"";"";"";"";"";
"23.10.2016 08:30";"26.4";"755.6";"757.9";"";"69";"Wind blowing from the north";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"21.5";"";"";"";"600-1000";"";"";"4.0";"20.3";"";"";"";"";"";"";
"22.10.2016 17:30";"29.4";"752.5";"754.8";"";"66";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.4";"";"";"600-1000";"";"";"4.0";"22.3";"";"";"";"";"";"";
"22.10.2016 08:30";"26.0";"755.6";"757.9";"";"78";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"20.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.8";"";"";"";"";"";"";
"21.10.2016 17:30";"29.0";"752.4";"754.7";"";"64";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.5";"";"";"600-1000";"";"";"4.0";"21.6";"";"";"";"";"";"";
"21.10.2016 08:30";"27.0";"755.0";"757.3";"";"72";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"20.10.2016 17:30";"29.2";"751.6";"753.9";"";"71";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"20.10.2016 08:30";"27.4";"753.2";"755.5";"";"78";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"19.10.2016 17:30";"29.4";"751.6";"753.9";"";"75";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.5";"";"";"600-1000";"";"";"4.0";"24.5";"";"";"";"";"";"";
"19.10.2016 08:30";"27.0";"754.0";"756.3";"";"77";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"18.10.2016 08:30";"26.4";"754.7";"757.0";"";"75";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"17.10.2016 17:30";"29.4";"752.3";"754.6";"";"71";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.4";"";"";"600-1000";"";"";"4.0";"23.6";"";"";"";"";"";"";
"17.10.2016 08:30";"26.6";"755.6";"757.9";"";"72";"Wind blowing from the west-southwest";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.0";"";"";"";"600-1000";"";"";"4.0";"21.2";"";"";"";"";"";"";
"16.10.2016 17:30";"29.4";"753.9";"756.2";"";"68";"Wind blowing from the north-east";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"31.5";"";"";"600-1000";"";"";"4.0";"23.0";"";"";"";"";"";"";
"16.10.2016 08:30";"25.0";"756.3";"758.6";"";"76";"Wind blowing from the west-northwest";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"21.0";"";"";"";"600-1000";"";"";"4.0";"20.4";"";"";"";"";"";"";
"15.10.2016 17:30";"28.0";"753.2";"755.5";"";"70";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.0";"";"";"600-1000";"";"";"4.0";"22.1";"";"";"";"";"";"";
"15.10.2016 08:30";"25.0";"756.3";"758.6";"";"80";"Wind blowing from the north";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"20.5";"";"";"";"600-1000";"";"";"4.0";"21.4";"";"";"";"";"";"";
"14.10.2016 17:30";"28.0";"753.1";"755.4";"";"70";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"600-1000";"";"";"4.0";"22.1";"";"";"";"";"";"";
"14.10.2016 08:30";"27.2";"755.4";"757.7";"";"76";"Wind blowing from the north-east";"1";"";"";"20–30%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.5";"";"";"";"600-1000";"";"";"4.0";"22.5";"";"";"";"";"";"";
"13.10.2016 17:30";"29.0";"752.4";"754.7";"";"68";"Wind blowing from the east-northeast";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"600-1000";"";"";"4.0";"22.5";"";"";"";"";"";"";
"13.10.2016 08:30";"28.0";"754.7";"757.0";"";"74";"Wind blowing from the west-northwest";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.0";"";"";"";"600-1000";"";"";"4.0";"23.0";"";"";"";"";"";"";
"12.10.2016 17:30";"31.0";"750.8";"753.1";"";"62";"Wind blowing from the north-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"33.6";"";"";"600-1000";"";"";"4.0";"22.9";"";"";"";"";"";"";
"12.10.2016 08:30";"28.0";"753.2";"755.5";"";"82";"Wind blowing from the north-northeast";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.2";"";"";"";"600-1000";"";"";"4.0";"24.6";"";"";"";"";"";"";
"11.10.2016 17:30";"31.4";"749.3";"751.6";"";"76";"Wind blowing from the west-northwest";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"33.4";"";"";"600-1000";"";"";"4.0";"26.7";"";"";"";"";"";"";
"11.10.2016 08:30";"28.4";"751.7";"754.0";"";"89";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.5";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"10.10.2016 17:30";"26.6";"749.4";"751.7";"";"95";"Wind blowing from the west-southwest";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"10.10.2016 08:30";"28.0";"751.7";"754.0";"";"89";"Wind blowing from the north-northwest";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.5";"";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"09.10.2016 17:30";"28.4";"749.4";"751.7";"";"89";"Wind blowing from the west-southwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"09.10.2016 08:30";"28.6";"751.7";"754.0";"";"92";"Wind blowing from the south-east";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"25.0";"";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"08.10.2016 17:30";"29.0";"750.2";"752.5";"";"82";"Wind blowing from the south-southeast";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"30.0";"";"";"600-1000";"";"";"4.0";"25.6";"";"";"";"";"";"";
"08.10.2016 08:30";"27.6";"753.2";"755.5";"";"96";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.5";"";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"07.10.2016 17:30";"27.8";"750.2";"752.5";"";"94";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"600-1000";"";"";"4.0";"26.7";"";"";"";"";"";"";
"07.10.2016 08:30";"27.4";"752.5";"754.8";"";"94";"Wind blowing from the north-northwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.6";"";"";"";"600-1000";"";"";"4.0";"26.3";"";"";"";"";"";"";
"06.10.2016 17:30";"27.0";"750.2";"752.5";"";"97";"Wind blowing from the north-northwest";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"06.10.2016 08:30";"26.6";"752.4";"754.7";"";"92";"Wind blowing from the west-southwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.0";"";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"05.10.2016 17:30";"27.0";"749.3";"751.6";"";"89";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"34.0";"";"";"600-1000";"";"";"4.0";"25.0";"";"";"";"";"";"";
"05.10.2016 08:30";"29.4";"752.3";"754.6";"";"83";"Wind blowing from the south-southwest";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"25.5";"";"";"";"600-1000";"";"";"4.0";"26.3";"";"";"";"";"";"";
"04.10.2016 17:30";"30.2";"750.7";"753.0";"";"81";"Wind blowing from the west-northwest";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
