# Weather station Cuttack, India, WMO_ID=42970,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42970&lang=en
#
"Local time in Cuttack";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.11.2017 17:30";"27.0";"756.2";"758.5";"";"70";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"08.11.2017 08:30";"23.4";"759.4";"761.8";"";"85";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"07.11.2017 17:30";"27.0";"756.2";"758.5";"";"67";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"07.11.2017 08:30";"25.4";"759.5";"761.8";"";"76";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"06.11.2017 17:30";"27.4";"756.2";"758.5";"";"77";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"06.11.2017 08:30";"25.0";"758.5";"760.9";"";"83";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"05.11.2017 17:30";"27.6";"756.2";"758.5";"";"80";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"600-1000";"";"";"4.0";"23.9";"";"";"";"";"";"";
"05.11.2017 08:30";"26.0";"758.6";"760.9";"";"76";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"04.11.2017 17:30";"27.0";"756.2";"758.5";"";"72";"Wind blowing from the south-east";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"31.0";"";"";"600-1000";"";"";"4.0";"21.6";"";"";"";"";"";"";
"04.11.2017 08:30";"24.0";"758.7";"761.1";"";"75";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"03.11.2017 17:30";"25.6";"755.6";"757.9";"";"72";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"03.11.2017 08:30";"25.4";"758.7";"761.0";"";"74";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"02.11.2017 17:30";"26.2";"755.5";"757.8";"";"72";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"02.11.2017 08:30";"24.4";"758.5";"760.9";"";"83";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"01.11.2017 17:30";"26.4";"756.2";"758.5";"";"76";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"01.11.2017 08:30";"25.0";"759.3";"761.7";"";"83";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"31.10.2017 17:30";"27.0";"756.1";"758.4";"";"76";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"31.10.2017 08:30";"25.6";"758.6";"760.9";"";"87";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"30.10.2017 17:30";"26.8";"";"";"";"72";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"30.10.2017 08:30";"27.0";"760.0";"762.3";"";"84";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"29.10.2017 17:30";"27.1";"756.8";"759.1";"";"78";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"29.10.2017 08:30";"26.0";"759.2";"761.5";"";"84";"Wind blowing from the south-east";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"20.6";"";"";"";"600-1000";"";"";"4.0";"23.1";"";"";"";"";"";"";
"28.10.2017 17:30";"27.8";"";"";"";"76";"Wind blowing from the east-northeast";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"30.5";"";"";"600-1000";"";"";"4.0";"23.1";"";"";"";"";"";"";
"28.10.2017 08:30";"26.2";"758.4";"760.7";"";"90";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.0";"";"";"";"600-1000";"";"";"4.0";"24.5";"";"";"";"";"";"";
"27.10.2017 17:30";"28.4";"756.0";"758.3";"";"78";"Wind blowing from the north";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"31.0";"";"";"600-1000";"";"";"4.0";"24.1";"";"";"";"";"";"";
"27.10.2017 08:30";"27.0";"759.2";"761.5";"";"87";"Wind blowing from the north-northwest";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.0";"";"";"";"600-1000";"";"";"4.0";"24.7";"";"";"";"";"";"";
"26.10.2017 17:30";"29.0";"756.8";"759.1";"";"80";"Wind blowing from the south-east";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.2";"";"";"600-1000";"";"";"4.0";"25.3";"";"";"";"";"";"";
"26.10.2017 08:30";"27.6";"759.9";"762.2";"";"87";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.0";"";"";"";"600-1000";"";"";"4.0";"25.3";"";"";"";"";"";"";
"25.10.2017 17:30";"29.0";"755.4";"757.7";"";"68";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"600-1000";"";"";"4.0";"22.5";"";"";"";"";"";"";
"25.10.2017 08:30";"28.2";"759.2";"761.5";"";"85";"Wind blowing from the north-east";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.0";"";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"24.10.2017 17:30";"30.6";"755.3";"757.6";"";"74";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"25.5";"";"";"";"";"";"";
"24.10.2017 08:30";"27.4";"756.9";"759.2";"";"84";"Wind blowing from the west-northwest";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.0";"";"";"";"600-1000";"";"";"4.0";"24.5";"";"";"";"";"";"";
"23.10.2017 17:30";"30.8";"753.2";"755.5";"";"74";"Wind blowing from the south-southwest";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.6";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"23.10.2017 08:30";"28.0";"755.6";"757.9";"";"87";"Wind blowing from the south-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.2";"";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"22.10.2017 17:30";"30.4";"752.3";"754.6";"";"74";"Wind blowing from the south-southwest";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"33.0";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"22.10.2017 08:30";"27.6";"754.1";"756.4";"";"87";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.8";"";"";"";"600-1000";"";"";"4.0";"25.3";"";"";"";"";"";"";
"21.10.2017 17:30";"29.6";"751.1";"753.4";"";"83";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"31.4";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"21.10.2017 08:30";"27.6";"752.0";"754.3";"";"87";"Wind blowing from the south-west";"1";"";"";"50%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.2";"";"";"";"600-1000";"";"";"4.0";"25.3";"";"";"";"";"";"";
"20.10.2017 17:30";"25.4";"749.1";"751.4";"";"100";"Wind blowing from the south-southwest";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"25.8";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"20.10.2017 08:30";"24.8";"749.6";"751.9";"";"100";"Wind blowing from the north-northeast";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.2";"";"";"";"600-1000";"";"";"4.0";"24.8";"";"";"";"";"";"";
"19.10.2017 17:30";"25.6";"748.8";"751.1";"";"98";"Wind blowing from the north-northwest";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"";"";"600-1000";"";"";"4.0";"25.3";"";"";"";"";"";"";
"19.10.2017 08:30";"25.4";"752.5";"754.8";"";"100";"Wind blowing from the north-northwest";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.5";"";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"18.10.2017 17:30";"26.4";"750.2";"752.5";"";"93";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"31.0";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"18.10.2017 08:30";"28.2";"752.4";"754.7";"";"66";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.5";"";"";"";"600-1000";"";"";"4.0";"21.3";"";"";"";"";"";"";
"17.10.2017 17:30";"29.4";"750.2";"752.5";"";"71";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.4";"";"";"600-1000";"";"";"4.0";"23.6";"";"";"";"";"";"";
"17.10.2017 08:30";"28.0";"753.2";"755.5";"";"87";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"16.10.2017 17:30";"30.4";"749.9";"752.2";"";"76";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"33.4";"";"";"600-1000";"";"";"4.0";"25.6";"";"";"";"";"";"";
"16.10.2017 08:30";"27.4";"753.1";"755.4";"";"92";"Wind blowing from the north-east";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.2";"";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"15.10.2017 17:30";"30.4";"750.8";"753.1";"";"80";"Wind blowing from the north-northeast";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"33.5";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"15.10.2017 08:30";"28.4";"753.2";"755.5";"";"89";"Wind blowing from the south-east";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.5";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"14.10.2017 17:30";"30.0";"750.0";"752.3";"";"78";"Wind blowing from the south-southeast";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"600-1000";"";"";"4.0";"25.8";"";"";"";"";"";"";
"14.10.2017 08:30";"29.6";"753.1";"755.4";"";"82";"Wind blowing from the west-southwest";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"25.0";"";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"13.10.2017 17:30";"30.0";"750.0";"752.3";"";"83";"Wind blowing from the east-southeast";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"13.10.2017 08:30";"29.0";"753.2";"755.5";"";"85";"Wind blowing from the north-east";"1";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.5";"";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"12.10.2017 17:30";"30.0";"750.8";"753.1";"";"83";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"35.0";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"12.10.2017 08:30";"30.0";"753.9";"756.2";"";"85";"Wind blowing from the south-southwest";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"11.10.2017 17:30";"29.4";"750.8";"753.1";"";"85";"Wind blowing from the south-southeast";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"11.10.2017 08:30";"29.0";"753.2";"755.5";"";"88";"Wind blowing from the south-east";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"10.10.2017 17:30";"28.8";"750.2";"752.5";"";"83";"Wind blowing from the south-southeast";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"10.10.2017 08:30";"28.0";"753.2";"755.5";"";"92";"Wind blowing from the west-northwest";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.4";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
