# Weather station Angul, India, WMO_ID=42969,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42969&lang=en
#
"Local time in Angul";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"12.06.2017 17:30";"35.6";"736.0";"747.4";"";"52";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"38.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.3";"";"";"";"";"";"";
"12.06.2017 08:30";"32.0";"737.9";"749.5";"";"60";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"27.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"11.06.2017 17:30";"32.0";"736.2";"747.7";"";"60";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.3";"";"";"";"";"";"";
"11.06.2017 08:30";"30.6";"737.9";"749.5";"";"72";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"26.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.9";"";"";"";"";"";"";
"10.06.2017 17:30";"30.0";"738.6";"750.3";"";"73";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"38.7";"Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"24.6";"";"";"";"";"";"";
"10.06.2017 08:30";"33.0";"738.6";"750.1";"";"61";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"26.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"09.06.2017 17:30";"30.0";"736.9";"748.5";"";"72";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"38.1";"Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"24.3";"";"";"";"";"";"";
"08.06.2017 08:30";"31.6";"741.1";"752.7";"";"72";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"27.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"07.06.2017 17:30";"34.6";"737.7";"749.2";"";"56";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"35.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.7";"";"";"";"";"";"";
"07.06.2017 08:30";"30.0";"741.5";"753.2";"";"75";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"24.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.2";"";"";"";"";"";"";
"06.06.2017 17:30";"33.6";"738.5";"750.0";"";"61";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"37.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.2";"";"";"";"";"";"";
"06.06.2017 08:30";"29.6";"740.8";"752.5";"";"71";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"22.6";"";"Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"23.8";"";"";"";"";"";"";
"05.06.2017 17:30";"36.0";"736.0";"747.4";"";"47";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"22.9";"";"";"";"";"";"";
"05.06.2017 08:30";"37.0";"739.0";"750.4";"";"48";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"30.4";"";"";"";"";"";"";"20.0";"24.3";"";"";"";"";"";"";
"04.06.2017 17:30";"41.6";"736.0";"747.2";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"44.7";"";"";"";"";"";"20.0";"25.3";"";"";"";"";"";"";
"04.06.2017 08:30";"34.0";"740.9";"752.4";"";"59";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"20.0";"25.0";"";"";"";"";"";"";
"03.06.2017 17:30";"38.8";"736.7";"748.0";"";"46";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"43.1";"";"";"";"";"";"20.0";"25.2";"";"";"";"";"";"";
"03.06.2017 08:30";"32.0";"741.5";"753.1";"";"66";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"26.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"24.9";"";"";"";"";"";"";
"02.06.2017 17:30";"20.6";"739.3";"751.3";"";"";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"";"";"";"";"";"";"";
"01.06.2017 17:30";"31.0";"737.6";"749.2";"";"66";"Wind blowing from the south-east";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.8";"";"";"";"";"";"";
"01.06.2017 08:30";"32.6";"739.7";"751.3";"";"63";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"23.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"31.05.2017 17:30";"40.0";"736.5";"747.8";"";"40";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"44.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"31.05.2017 08:30";"35.0";"739.1";"750.6";"";"54";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"20.0";"24.5";"";"";"";"";"";"";
"30.05.2017 17:30";"40.0";"735.1";"746.3";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.7";"";"";"";"";"";"20.0";"21.1";"";"";"";"";"";"";
"30.05.2017 08:30";"34.0";"736.8";"748.3";"";"49";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"27.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.7";"";"";"";"";"";"";
"29.05.2017 17:30";"39.0";"735.2";"746.5";"";"32";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"43.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.7";"";"";"";"";"";"";
"29.05.2017 08:30";"33.6";"737.8";"749.3";"";"64";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"26.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.8";"";"";"";"";"";"";
"28.05.2017 17:30";"34.0";"736.8";"748.3";"";"62";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"28.05.2017 08:30";"33.0";"740.1";"751.7";"";"64";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"27.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"27.05.2017 17:30";"34.6";"738.4";"749.9";"";"58";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"";"39.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"27.05.2017 08:30";"30.0";"741.7";"753.4";"";"72";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"23.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"26.05.2017 17:30";"33.0";"736.8";"748.3";"";"64";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.4";"";"";"";"";"";"";
"26.05.2017 08:30";"34.0";"740.9";"752.4";"";"62";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"";"25.6";"";"";"";"";"";"";
"25.05.2017 17:30";"38.0";"738.3";"749.7";"";"47";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"44.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.8";"";"";"";"";"";"";
"25.05.2017 11:30";"33.6";"740.1";"751.6";"";"53";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"";"22.6";"";"";"";"";"";"";
"25.05.2017 08:30";"33.6";"740.1";"751.6";"";"53";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"20.0";"22.6";"";"";"";"";"";"";
"24.05.2017 17:30";"33.6";"737.7";"749.2";"";"47";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"20.8";"";"";"";"";"";"";
"24.05.2017 08:30";"35.0";"741.4";"752.9";"";"60";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"28.6";"";"";"";"";"";"";"20.0";"26.1";"";"";"";"";"";"";
"23.05.2017 17:30";"38.0";"738.2";"749.6";"";"49";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"44.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.5";"";"";"";"";"";"";
"23.05.2017 08:30";"34.0";"741.5";"753.1";"";"65";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"20.0";"26.5";"";"";"";"";"";"";
"22.05.2017 17:30";"33.6";"739.2";"750.7";"";"42";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"44.1";"Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"19.0";"";"";"";"";"";"";
"22.05.2017 08:30";"21.0";"740.5";"752.5";"";"";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"21.05.2017 17:30";"39.0";"737.6";"748.9";"";"45";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"42.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.1";"";"";"";"";"";"";
"21.05.2017 08:30";"32.6";"740.9";"752.5";"";"57";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"20.0";"23.1";"";"";"";"";"";"";
"20.05.2017 17:30";"33.0";"737.6";"749.1";"";"47";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"20.4";"";"";"";"";"";"";
"20.05.2017 08:30";"34.6";"741.4";"752.9";"";"56";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"19.05.2017 17:30";"37.8";"739.1";"750.5";"";"48";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"42.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"19.05.2017 08:30";"31.0";"742.4";"754.1";"";"63";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.2";"";"";"";"";"";"";
