# Weather station Koraput, India, WMO_ID=43097,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43097&lang=en
#
"Local time in Koraput";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.12.2016 17:30";"21.8";"683.5";"";"";"64";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"05.12.2016 08:30";"15.0";"685.4";"";"";"90";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"04.12.2016 08:30";"17.2";"683.4";"";"";"94";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"03.12.2016 17:30";"22.2";"684.7";"";"";"86";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"28.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.8";"";"";"";"";"";"";
"03.12.2016 08:30";"19.2";"686.4";"";"";"93";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"02.12.2016 17:30";"23.6";"683.3";"";"";"74";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"26.8";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"02.12.2016 08:30";"17.4";"685.3";"";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"01.12.2016 17:30";"24.2";"682.6";"";"";"59";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"01.12.2016 08:30";"15.0";"684.5";"";"";"86";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"30.11.2016 17:30";"22.2";"683.4";"";"";"58";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"30.11.2016 08:30";"13.2";"685.4";"";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"29.11.2016 17:30";"23.4";"683.0";"";"";"49";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"29.11.2016 08:30";"15.2";"684.5";"";"";"87";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"28.11.2016 17:30";"23.6";"682.5";"";"";"53";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"28.11.2016 08:30";"13.6";"684.4";"";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"27.11.2016 17:30";"25.2";"682.0";"";"";"51";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"27.11.2016 08:30";"15.2";"684.5";"";"";"87";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"26.11.2016 17:30";"23.0";"682.8";"";"";"53";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"26.11.2016 08:30";"13.0";"683.9";"";"";"89";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"25.11.2016 17:30";"23.6";"682.0";"";"";"53";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"25.11.2016 08:30";"12.6";"684.3";"";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"24.11.2016 17:30";"22.0";"682.2";"";"";"58";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"24.11.2016 08:30";"13.2";"684.4";"";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"10.8";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"23.11.2016 17:30";"23.2";"681.8";"";"";"54";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"23.11.2016 08:30";"12.4";"683.5";"";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"22.11.2016 17:30";"22.6";"681.9";"";"";"62";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"22.11.2016 08:30";"12.6";"683.7";"";"";"89";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"10.6";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"21.11.2016 17:30";"24.2";"682.1";"";"";"53";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"21.11.2016 08:30";"12.6";"684.4";"";"";"89";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"10.6";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"20.11.2016 17:30";"25.0";"681.8";"";"";"51";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"20.11.2016 08:30";"13.0";"684.2";"";"";"89";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"19.11.2016 17:30";"21.6";"681.8";"";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"19.11.2016 08:30";"12.8";"683.5";"";"";"89";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"18.11.2016 17:30";"20.6";"682.2";"";"";"68";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"18.11.2016 08:30";"14.4";"684.8";"";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"17.11.2016 17:30";"23.0";"683.3";"";"";"75";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"17.11.2016 08:30";"17.4";"685.5";"";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"16.11.2016 17:30";"23.2";"683.5";"";"";"70";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"16.11.2016 08:30";"19.2";"685.0";"";"";"89";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"15.11.2016 17:30";"24.6";"683.4";"";"";"79";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"15.11.2016 08:30";"19.2";"684.7";"";"";"89";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"14.11.2016 17:30";"23.8";"682.6";"";"";"76";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"14.11.2016 08:30";"13.8";"684.2";"";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"13.11.2016 17:30";"24.0";"682.3";"";"";"56";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"12.11.2016 17:30";"24.6";"682.6";"";"";"50";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"12.11.2016 08:30";"13.2";"683.8";"";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"11.11.2016 17:30";"24.6";"682.6";"";"";"50";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"11.11.2016 08:30";"13.2";"683.8";"";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"10.11.2016 17:30";"23.4";"682.3";"";"";"70";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"10.11.2016 08:30";"13.6";"684.2";"";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"09.11.2016 17:30";"23.8";"683.0";"";"";"63";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"09.11.2016 08:30";"14.0";"684.2";"";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"08.11.2016 17:30";"21.0";"";"";"";"53";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"08.11.2016 08:30";"13.8";"";"";"";"87";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"07.11.2016 17:30";"22.2";"682.0";"";"";"58";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"07.11.2016 08:30";"15.8";"683.7";"";"";"96";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"06.11.2016 17:30";"24.2";"680.9";"";"";"67";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"26.6";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"06.11.2016 08:30";"18.0";"682.1";"";"";"90";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"05.11.2016 17:30";"24.2";"679.6";"";"";"60";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.4";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"05.11.2016 08:30";"18.8";"680.7";"";"";"92";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"04.11.2016 17:30";"22.4";"679.3";"";"";"85";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"25.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.7";"";"";"";"";"";"";
"04.11.2016 08:30";"20.8";"683.3";"";"";"84";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"18.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.0";"";"";"";"";"";"";
"03.11.2016 17:30";"25.0";"681.7";"";"";"78";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"27.4";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"03.11.2016 08:30";"18.4";"683.8";"";"";"89";"Wind blowing from the south";"9";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"02.11.2016 17:30";"25.0";"682.6";"";"";"75";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"02.11.2016 08:30";"19.4";"684.3";"";"";"91";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"01.11.2016 17:30";"25.2";"682.7";"";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"01.11.2016 08:30";"19.0";"684.7";"";"";"83";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"31.10.2016 17:30";"25.0";"683.6";"";"";"65";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"31.10.2016 08:30";"19.8";"683.5";"";"";"89";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"30.10.2016 17:30";"25.0";"682.5";"";"";"80";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"30.10.2016 08:30";"22.0";"684.0";"";"";"91";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"29.10.2016 17:30";"24.6";"681.7";"";"";"76";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"28.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.1";"";"";"";"";"";"";
"29.10.2016 08:30";"20.8";"682.6";"";"";"86";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"28.10.2016 17:30";"24.6";"681.7";"";"";"76";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"27.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.1";"";"";"";"";"";"";
"28.10.2016 08:30";"20.8";"683.4";"";"";"86";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"17.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.3";"";"";"";"";"";"";
"27.10.2016 17:30";"22.0";"681.8";"787.0";"";"77";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"25.8";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"27.10.2016 08:30";"19.0";"675.9";"";"";"78";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"14.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.1";"";"";"";"";"";"";
"26.10.2016 17:30";"22.8";"682.3";"";"";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"26.10.2016 08:30";"16.8";"682.3";"";"";"92";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"25.10.2016 17:30";"24.4";"679.9";"";"";"56";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"25.10.2016 08:30";"17.0";"682.3";"";"";"88";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"24.10.2016 17:30";"21.2";"680.2";"";"";"73";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"26.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.1";"";"";"";"";"";"";
"24.10.2016 08:30";"16.4";"682.0";"";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"23.10.2016 17:30";"24.2";"680.8";"";"";"53";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"23.10.2016 08:30";"17.2";"682.9";"";"";"92";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"22.10.2016 17:30";"24.0";"680.8";"";"";"61";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"22.10.2016 08:30";"16.4";"682.3";"";"";"94";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"21.10.2016 17:30";"24.0";"679.7";"";"";"59";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"21.10.2016 08:30";"16.2";"681.4";"";"";"94";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"20.10.2016 17:30";"23.0";"679.3";"";"";"60";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"20.10.2016 08:30";"17.8";"680.9";"";"";"92";"Wind blowing from the west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.2";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"19.10.2016 17:30";"24.0";"680.1";"";"";"59";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"19.10.2016 08:30";"18.6";"681.1";"";"";"89";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"18.10.2016 17:30";"24.2";"679.8";"";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"18.10.2016 08:30";"18.4";"678.7";"";"";"89";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"17.10.2016 17:30";"23.2";"680.8";"";"";"57";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"17.10.2016 08:30";"27.0";"682.5";"";"";"49";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"16.10.2016 17:30";"24.0";"681.4";"";"";"51";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.4";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"16.10.2016 08:30";"17.0";"683.2";"";"";"";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"15.10.2016 17:30";"24.8";"681.1";"";"";"71";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"15.10.2016 08:30";"19.2";"682.6";"";"";"91";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"14.10.2016 17:30";"24.4";"681.1";"";"";"85";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"14.10.2016 08:30";"19.6";"682.6";"";"";"91";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"13.10.2016 17:30";"25.0";"680.5";"";"";"66";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"13.10.2016 08:30";"19.4";"682.6";"";"";"93";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"12.10.2016 17:30";"25.2";"680.1";"";"";"75";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"12.10.2016 08:30";"21.2";"681.4";"";"";"95";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"11.10.2016 17:30";"26.0";"678.8";"";"";"85";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"11.10.2016 08:30";"21.2";"680.5";"";"";"96";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"10.10.2016 17:30";"23.0";"678.2";"";"";"95";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"26.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.1";"";"";"";"";"";"";
"10.10.2016 08:30";"31.8";"";"";"";"52";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"19.6";"";"";"";"600-1000";"";"";"4.0";"20.9";"";"";"";"";"";"";
"09.10.2016 17:30";"22.0";"677.9";"";"";"96";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"09.10.2016 08:30";"21.8";"679.9";"";"";"95";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"20.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.9";"";"";"";"";"";"";
"08.10.2016 17:30";"24.4";"678.1";"";"";"89";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"26.2";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"08.10.2016 08:30";"22.0";"680.8";"";"";"96";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"07.10.2016 17:30";"23.4";"682.1";"";"";"92";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"26.2";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"07.10.2016 08:30";"21.4";"680.1";"";"";"96";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"19.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.8";"";"";"";"";"";"";
"06.10.2016 17:30";"22.0";"678.9";"";"";"95";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"4.0";"21.1";"";"";"";"";"";"";
"06.10.2016 08:30";"22.8";"680.5";"";"";"93";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"05.10.2016 17:30";"26.4";"678.1";"";"";"82";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"05.10.2016 08:30";"23.6";"680.8";"";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"04.10.2016 17:30";"25.6";"679.3";"";"";"83";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"04.10.2016 08:30";"23.2";"681.6";"";"";"91";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"03.10.2016 17:30";"26.6";"679.4";"785.5";"";"80";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"03.10.2016 08:30";"22.2";"681.9";"";"";"95";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"02.10.2016 17:30";"27.0";"679.5";"";"";"88";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"02.10.2016 08:30";"22.0";"681.7";"";"";"95";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"19.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.1";"";"";"";"";"";"";
"01.10.2016 17:30";"22.2";"677.9";"";"";"95";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.3";"";"";"";"";"";"";
"01.10.2016 08:30";"21.8";"";"";"";"96";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"19.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.2";"";"";"";"";"";"";
"30.09.2016 17:30";"24.0";"676.8";"";"";"95";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.1";"";"";"";"";"";"";
"30.09.2016 08:30";"23.2";"677.8";"";"";"93";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.0";"";"";"";"";"";"";
