# Weather station Koraput, India, WMO_ID=43097,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43097&lang=en
#
"Local time in Koraput";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.03.2017 17:30";"33.2";"681.4";"";"";"36";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"28.03.2017 08:30";"25.0";"684.5";"";"";"72";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"27.03.2017 17:30";"33.0";"681.3";"";"";"32";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"27.03.2017 08:30";"23.6";"684.2";"";"";"77";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"26.03.2017 17:30";"34.2";"681.1";"";"";"34";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"26.03.2017 08:30";"23.0";"684.1";"";"";"82";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"25.03.2017 17:30";"32.4";"680.8";"";"";"34";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"24.03.2017 17:30";"34.8";"680.6";"";"";"26";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"23.03.2017 17:30";"33.0";"681.4";"";"";"34";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"23.03.2017 08:30";"22.0";"684.7";"";"";"58";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"22.03.2017 20:30";"32.0";"681.5";"";"";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"22.03.2017 17:30";"32.0";"681.5";"";"";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"22.03.2017 08:30";"20.8";"684.6";"";"";"81";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"21.03.2017 17:30";"30.0";"681.8";"";"";"28";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"21.03.2017 08:30";"23.0";"683.8";"";"";"77";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"20.03.2017 17:30";"30.0";"681.3";"";"";"28";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"20.03.2017 08:30";"23.0";"";"";"";"77";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"19.03.2017 17:30";"29.8";"681.1";"";"";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"19.03.2017 08:30";"21.0";"683.5";"";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"18.03.2017 17:30";"29.2";"677.4";"";"";"43";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"18.03.2017 08:30";"21.2";"683.2";"";"";"88";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"18.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.1";"";"";"";"";"";"";
"17.03.2017 17:30";"29.0";"680.4";"";"";"45";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"17.03.2017 08:30";"21.6";"683.6";"";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"16.03.2017 17:30";"29.6";"681.3";"";"";"32";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"16.03.2017 08:30";"20.4";"684.4";"";"";"89";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"15.03.2017 08:30";"20.6";"684.5";"";"";"86";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"14.03.2017 17:30";"28.8";"676.6";"";"";"44";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"14.03.2017 08:30";"20.6";"684.4";"";"";"80";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"13.03.2017 17:30";"27.8";"681.7";"";"";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"13.03.2017 08:30";"17.6";"676.6";"";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"12.03.2017 17:30";"27.2";"681.2";"";"";"41";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"12.03.2017 08:30";"17.8";"682.6";"";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"11.03.2017 08:30";"20.8";"681.6";"";"";"93";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"17.6";"";"";"";"600-1000";"";"";"2.0";"19.6";"";"";"";"";"";"";
"10.03.2017 17:30";"29.0";"678.1";"";"";"47";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.7";"";"";"";"";"";"";
"10.03.2017 08:30";"22.8";"681.7";"";"";"85";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"20.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.1";"";"";"";"";"";"";
"09.03.2017 17:30";"29.4";"678.5";"";"";"40";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"09.03.2017 08:30";"22.4";"681.3";"";"";"90";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"08.03.2017 17:30";"29.2";"679.3";"";"";"45";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"08.03.2017 08:30";"21.4";"681.4";"";"";"86";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"07.03.2017 17:30";"29.0";"679.3";"";"";"50";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"07.03.2017 08:30";"21.4";"681.7";"";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"06.03.2017 17:30";"30.0";"679.3";"";"";"41";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"06.03.2017 08:30";"21.0";"681.8";"";"";"91";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"19.0";"";"";"";"600-1000";"";"";"4.0";"19.5";"";"";"";"";"";"";
"05.03.2017 17:30";"32.0";"679.2";"";"";"32";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"05.03.2017 08:30";"20.0";"681.4";"";"";"84";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"04.03.2017 17:30";"30.0";"679.5";"";"";"28";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"04.03.2017 08:30";"18.6";"681.8";"";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"03.03.2017 17:30";"30.2";"679.6";"";"";"28";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"03.03.2017 08:30";"18.2";"";"";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"02.03.2017 17:30";"30.0";"684.9";"";"";"31";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"02.03.2017 08:30";"17.8";"684.5";"";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"01.03.2017 17:30";"30.0";"682.3";"";"";"28";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"01.03.2017 08:30";"18.2";"685.0";"";"";"87";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"28.02.2017 17:30";"29.2";"682.7";"";"";"29";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"28.02.2017 08:30";"17.2";"685.0";"";"";"88";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"27.02.2017 17:30";"29.2";"682.7";"";"";"29";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"27.02.2017 08:30";"16.6";"684.3";"";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"26.02.2017 17:30";"30.2";"681.4";"";"";"28";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"26.02.2017 08:30";"16.0";"683.6";"";"";"82";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"25.02.2017 08:30";"18.2";"685.2";"";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"24.02.2017 17:30";"30.8";"683.2";"";"";"37";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"24.02.2017 08:30";"19.0";"685.2";"";"";"82";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"23.02.2017 08:30";"18.8";"684.3";"";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"22.02.2017 17:30";"31.2";"681.7";"";"";"38";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"22.02.2017 08:30";"18.8";"682.8";"";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"21.02.2017 17:30";"31.0";"684.4";"";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"21.02.2017 08:30";"16.2";"682.2";"";"";"73";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"20.02.2017 17:30";"30.0";"683.8";"";"";"33";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"20.02.2017 08:30";"16.6";"683.2";"";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"19.02.2017 17:30";"29.8";"682.4";"";"";"30";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"19.02.2017 08:30";"16.2";"685.9";"";"";"84";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"18.02.2017 17:30";"29.8";"683.8";"";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"18.02.2017 08:30";"16.4";"686.8";"";"";"88";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"17.02.2017 17:30";"28.2";"683.5";"";"";"40";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"17.02.2017 08:30";"15.0";"687.3";"";"";"96";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"16.02.2017 17:30";"27.6";"685.3";"";"";"47";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"16.02.2017 08:30";"16.0";"688.0";"";"";"91";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"15.02.2017 17:30";"27.4";"685.3";"";"";"45";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"15.02.2017 08:30";"16.4";"688.0";"";"";"88";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"14.02.2017 17:30";"27.0";"684.8";"";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"14.02.2017 08:30";"16.6";"688.2";"";"";"88";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"13.02.2017 17:30";"26.8";"684.6";"";"";"44";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"13.02.2017 08:30";"16.2";"686.3";"";"";"90";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"12.02.2017 17:30";"26.6";"682.5";"";"";"45";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"12.02.2017 08:30";"15.0";"682.6";"";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"11.02.2017 17:30";"26.2";"683.1";"";"";"49";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"11.02.2017 08:30";"16.0";"684.9";"";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"10.02.2017 17:30";"29.6";"681.8";"";"";"38";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"10.02.2017 08:30";"16.0";"684.5";"";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"09.02.2017 17:30";"27.8";"682.5";"";"";"38";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"09.02.2017 08:30";"16.0";"684.9";"";"";"90";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"08.02.2017 17:30";"28.0";"682.8";"";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"08.02.2017 08:30";"15.2";"685.0";"";"";"87";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"07.02.2017 17:30";"26.6";"682.8";"";"";"41";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"07.02.2017 08:30";"14.4";"684.4";"";"";"81";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"06.02.2017 17:30";"36.8";"682.5";"";"";"21";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"06.02.2017 08:30";"13.0";"683.8";"";"";"89";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"05.02.2017 17:30";"27.0";"682.6";"";"";"41";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"05.02.2017 08:30";"13.6";"684.6";"";"";"89";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"04.02.2017 17:30";"26.6";"682.6";"";"";"40";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"04.02.2017 08:30";"13.0";"685.1";"";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"03.02.2017 17:30";"26.4";"683.9";"";"";"44";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"03.02.2017 08:30";"15.8";"686.3";"";"";"92";"Wind blowing from the south";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.4";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"02.02.2017 17:30";"26.8";"685.7";"";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"02.02.2017 08:30";"16.8";"686.3";"";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.8";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"01.02.2017 17:30";"27.6";"683.4";"";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"01.02.2017 08:30";"15.0";"684.9";"";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"31.01.2017 17:30";"27.0";"683.2";"";"";"51";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"31.01.2017 08:30";"15.0";"685.2";"";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"30.01.2017 17:30";"27.0";"682.7";"";"";"54";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"30.01.2017 08:30";"14.6";"685.2";"";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"29.01.2017 17:30";"27.0";"683.7";"";"";"50";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"29.01.2017 08:30";"15.2";"685.4";"";"";"91";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"28.01.2017 17:30";"26.2";"683.3";"";"";"56";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"28.01.2017 08:30";"15.0";"685.7";"";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"27.01.2017 17:30";"26.0";"683.6";"";"";"57";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"27.01.2017 08:30";"17.2";"685.4";"";"";"84";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"11.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.5";"";"";"";"";"";"";
"26.01.2017 17:30";"26.2";"684.7";"";"";"43";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"26.01.2017 08:30";"15.2";"686.4";"";"";"86";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"25.01.2017 17:30";"26.2";"685.0";"";"";"43";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"25.01.2017 08:30";"12.0";"686.5";"";"";"89";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"24.01.2017 17:30";"24.8";"684.7";"";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.6";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"24.01.2017 08:30";"12.6";"686.9";"";"";"89";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"23.01.2017 17:30";"25.4";"684.7";"";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"23.01.2017 08:30";"15.0";"687.6";"";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"22.01.2017 17:30";"25.0";"685.5";"";"";"51";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"22.01.2017 08:30";"15.0";"687.9";"";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"21.01.2017 17:30";"25.4";"685.0";"";"";"51";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"21.01.2017 08:30";"13.6";"687.0";"";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"20.01.2017 17:30";"26.0";"684.4";"";"";"58";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"19.01.2017 17:30";"23.6";"682.9";"";"";"50";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"18.01.2017 17:30";"23.8";"683.5";"";"";"44";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.4";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
