# Weather station Bhawanipatna, India, WMO_ID=43042,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43042&lang=en
#
"Local time in Bhawanipatna";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.05.2017 08:30";"32.0";"735.4";"757.2";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"10.05.2017 17:30";"35.4";"732.1";"753.6";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"10.05.2017 08:30";"26.0";"735.7";"758.0";"";"71";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.2";"";"";"";"600-1000";"";"";"4.0";"20.4";"";"";"";"";"";"";
"09.05.2017 17:30";"33.0";"731.0";"752.6";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"09.05.2017 08:30";"32.6";"735.0";"756.7";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"08.05.2017 17:30";"27.0";"732.4";"754.5";"";"52";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"41.5";"";"";"600-1000";"";"";"2.0";"16.4";"";"";"";"";"";"";
"08.05.2017 08:30";"32.0";"735.6";"757.4";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"07.05.2017 17:30";"38.0";"732.7";"754.0";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"07.05.2017 08:30";"31.0";"736.0";"757.9";"";"55";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.2";"";"";"";"1000-1500";"";"";"10.0";"20.9";"";"";"";"";"";"";
"06.05.2017 17:30";"33.0";"733.5";"755.2";"";"38";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"4.0";"16.9";"";"";"";"";"";"";
"06.05.2017 08:30";"32.0";"735.7";"757.5";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"05.05.2017 14:30";"34.0";"735.1";"756.7";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"05.05.2017 08:30";"34.0";"735.1";"756.7";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"04.05.2017 17:30";"38.6";"733.6";"754.9";"";"45";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"39.4";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"04.05.2017 08:30";"31.0";"736.0";"757.9";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"03.05.2017 17:30";"39.0";"731.3";"752.5";"";"38";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"42.5";"";"";"1000-1500";"";"";"4.0";"22.2";"";"";"";"";"";"";
"03.05.2017 08:30";"34.0";"736.5";"758.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"02.05.2017 17:30";"38.0";"732.9";"754.2";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"02.05.2017 08:30";"31.0";"737.2";"759.1";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"01.05.2017 17:30";"38.0";"733.7";"755.0";"";"33";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"40.5";"";"";"1000-1500";"";"";"4.0";"19.1";"";"";"";"";"";"";
"01.05.2017 08:30";"33.0";"735.9";"757.6";"";"44";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"27.5";"";"";"";"1000-1500";"";"";"4.0";"19.2";"";"";"";"";"";"";
"30.04.2017 17:30";"40.0";"730.9";"752.0";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"30.04.2017 08:30";"31.0";"735.1";"757.0";"";"49";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"25.2";"";"";"";"1000-1500";"";"";"10.0";"19.2";"";"";"";"";"";"";
"29.04.2017 17:30";"38.0";"732.1";"753.4";"";"35";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"43.7";"";"";"1000-1500";"";"";"4.0";"20.2";"";"";"";"";"";"";
"29.04.2017 08:30";"33.0";"734.7";"756.4";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"28.04.2017 17:30";"40.0";"732.3";"753.4";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"28.04.2017 08:30";"33.0";"735.2";"756.9";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"27.04.2017 17:30";"41.0";"732.0";"753.1";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.7";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"27.04.2017 08:30";"33.0";"734.7";"756.4";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"26.04.2017 17:30";"40.0";"731.2";"752.3";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"26.04.2017 08:30";"34.0";"733.6";"755.2";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"25.04.2017 17:30";"41.0";"730.6";"751.6";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.8";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"25.04.2017 08:30";"34.0";"733.9";"755.5";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"24.04.2017 17:30";"40.0";"729.4";"750.5";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"24.04.2017 08:30";"34.0";"733.9";"755.5";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.7";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"23.04.2017 17:30";"40.0";"729.4";"750.5";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.7";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"23.04.2017 08:30";"32.0";"733.6";"755.3";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"22.04.2017 08:30";"34.0";"733.3";"754.9";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"21.04.2017 17:30";"39.0";"729.3";"750.4";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"21.04.2017 08:30";"33.0";"733.5";"755.2";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"20.04.2017 17:30";"35.0";"729.6";"751.0";"";"41";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"41.2";"";"";"1000-1500";"";"";"4.0";"19.9";"";"";"";"";"";"";
"20.04.2017 08:30";"31.0";"733.1";"754.9";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"19.04.2017 17:30";"28.0";"729.7";"751.6";"";"46";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"42.0";"";"";"1000-1500";"";"";"4.0";"15.4";"";"";"";"";"";"";
"18.04.2017 17:30";"40.0";"730.0";"751.1";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.7";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"18.04.2017 08:30";"34.0";"733.9";"755.5";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"17.04.2017 17:30";"40.0";"729.9";"751.0";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"17.04.2017 08:30";"33.0";"733.5";"755.2";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"16.04.2017 17:30";"40.0";"728.1";"749.1";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"16.04.2017 08:30";"33.0";"732.4";"754.0";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"15.04.2017 17:30";"39.0";"728.4";"749.5";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"15.04.2017 08:30";"33.0";"733.2";"754.9";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"14.04.2017 17:30";"39.0";"730.4";"751.6";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"14.04.2017 08:30";"34.0";"735.1";"756.7";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"13.04.2017 17:30";"39.0";"730.9";"752.1";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"13.04.2017 08:30";"28.0";"734.8";"756.9";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.7";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"12.04.2017 17:30";"37.6";"732.7";"754.0";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"12.04.2017 08:30";"28.0";"735.5";"757.6";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"11.04.2017 17:30";"37.4";"731.5";"752.8";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"11.04.2017 08:30";"31.6";"735.6";"757.4";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"10.04.2017 17:30";"38.0";"731.5";"752.8";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"10.04.2017 08:30";"33.0";"735.1";"756.8";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"09.04.2017 17:30";"40.0";"731.5";"752.6";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.7";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"09.04.2017 08:30";"32.0";"735.4";"757.2";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"08.04.2017 17:30";"40.0";"732.3";"753.5";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"08.04.2017 08:30";"34.0";"734.7";"756.3";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"10.0";"22.8";"";"";"";"";"";"";
"07.04.2017 17:30";"38.0";"731.0";"752.2";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"07.04.2017 08:30";"35.0";"734.4";"756.0";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"06.04.2017 17:30";"38.2";"731.5";"752.8";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"06.04.2017 08:30";"32.0";"734.9";"756.7";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"05.04.2017 17:30";"37.2";"730.8";"752.1";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"05.04.2017 08:30";"33.0";"735.0";"756.7";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"04.04.2017 17:30";"36.6";"732.4";"753.8";"";"46";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"41.0";"";"";"1000-1500";"";"";"4.0";"23.2";"";"";"";"";"";"";
"04.04.2017 08:30";"30.0";"735.7";"757.7";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"03.04.2017 08:30";"31.0";"736.3";"758.2";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"02.04.2017 17:30";"38.0";"730.8";"752.0";"";"44";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"40.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.6";"";"";"";"";"";"";
"02.04.2017 08:30";"32.0";"734.8";"756.6";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.7";"";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"01.04.2017 17:30";"38.6";"731.6";"752.8";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"01.04.2017 08:30";"31.0";"735.8";"757.7";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"31.03.2017 17:30";"37.6";"733.1";"754.4";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"31.03.2017 08:30";"31.0";"737.3";"759.2";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"30.03.2017 17:30";"38.0";"732.5";"753.8";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"30.03.2017 08:30";"32.0";"735.8";"757.6";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"29.03.2017 17:30";"39.0";"736.9";"758.3";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"29.03.2017 08:30";"30.0";"736.6";"758.6";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"28.03.2017 17:30";"39.0";"736.9";"758.3";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"28.03.2017 08:30";"32.0";"737.0";"758.9";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"27.03.2017 17:30";"37.0";"734.4";"755.8";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"27.03.2017 08:30";"30.0";"737.3";"759.3";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"26.03.2017 17:30";"37.6";"733.8";"755.2";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"26.03.2017 08:30";"31.0";"737.2";"759.1";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"25.03.2017 17:30";"37.0";"733.4";"754.8";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"25.03.2017 08:30";"30.6";"736.7";"758.6";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"24.03.2017 17:30";"37.0";"733.6";"755.0";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"24.03.2017 08:30";"28.6";"738.0";"760.1";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"23.03.2017 17:30";"36.6";"733.7";"755.1";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"23.03.2017 08:30";"26.0";"737.2";"759.5";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"22.03.2017 20:30";"34.0";"734.6";"756.2";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"22.03.2017 17:30";"34.0";"734.6";"756.2";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"22.03.2017 08:30";"25.0";"738.2";"760.6";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"21.03.2017 17:30";"32.6";"736.1";"757.9";"";"33";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"21.03.2017 08:30";"26.0";"739.4";"761.8";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"20.03.2017 17:30";"32.0";"734.6";"756.4";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"20.03.2017 08:30";"26.0";"738.0";"760.3";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"19.03.2017 17:30";"35.0";"734.0";"755.5";"";"34";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"37.0";"";"";"1000-1500";"";"";"2.0";"16.9";"";"";"";"";"";"";
"19.03.2017 08:30";"25.0";"736.4";"758.8";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.7";"";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"18.03.2017 17:30";"33.0";"734.8";"756.5";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"18.03.2017 08:30";"25.0";"736.5";"758.9";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"17.03.2017 17:30";"34.0";"735.9";"757.6";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"17.03.2017 08:30";"24.0";"736.8";"759.2";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"20.0";"14.3";"";"";"";"";"";"";
"16.03.2017 17:30";"32.6";"734.3";"756.0";"";"35";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"34.8";"";"";"1000-1500";"";"";"4.0";"15.2";"";"";"";"";"";"";
"16.03.2017 08:30";"25.0";"738.1";"760.5";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"15.03.2017 17:30";"32.0";"735.2";"757.0";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"15.03.2017 08:30";"24.0";"739.4";"761.9";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"14.03.2017 17:30";"31.4";"734.9";"756.7";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"14.03.2017 08:30";"22.0";"738.8";"761.5";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"13.03.2017 17:30";"31.0";"735.4";"757.3";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"13.03.2017 08:30";"21.0";"739.0";"761.7";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"12.03.2017 17:30";"30.6";"734.7";"756.6";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"12.03.2017 08:30";"25.0";"737.0";"759.4";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"11.03.2017 17:30";"31.0";"733.0";"754.8";"";"55";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.5";"";"";"1000-1500";"";"";"4.0";"20.9";"";"";"";"";"";"";
"11.03.2017 08:30";"21.2";"";"";"";"84";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"17.5";"";"";"";"600-1000";"";"";"4.0";"18.4";"";"";"";"";"";"";
"10.03.2017 17:30";"24.0";"731.8";"754.1";"";"68";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"25.0";"";"";"600-1000";"";"";"2.0";"17.8";"";"";"";"";"";"";
"10.03.2017 08:30";"28.0";"730.7";"752.7";"";"71";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.5";"";"";"";"1000-1500";"";"";"4.0";"22.3";"";"";"";"";"";"";
"09.03.2017 17:30";"33.0";"731.3";"752.9";"";"51";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.5";"";"";"1000-1500";"";"";"4.0";"21.6";"";"";"";"";"";"";
"09.03.2017 08:30";"27.0";"734.7";"756.9";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.2";"";"";"";"1000-1500";"";"";"4.0";"23.3";"";"";"";"";"";"";
"08.03.2017 17:30";"30.0";"732.9";"754.8";"";"55";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.5";"";"";"1000-1500";"";"";"2.0";"20.0";"";"";"";"";"";"";
"08.03.2017 08:30";"22.0";"736.6";"759.2";"";"86";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"20.5";"";"";"";"600-1000";"";"";"4.0";"19.6";"";"";"";"";"";"";
"07.03.2017 17:30";"31.0";"732.5";"754.3";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"2.0";"18.1";"";"";"";"";"";"";
"07.03.2017 08:30";"25.6";"735.6";"757.9";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"06.03.2017 17:30";"32.0";"732.4";"754.1";"";"46";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"34.0";"";"";"1000-1500";"";"";"2.0";"19.0";"";"";"";"";"";"";
"06.03.2017 08:30";"24.0";"735.6";"758.0";"";"76";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.2";"";"";"";"1000-1500";"";"";"4.0";"19.5";"";"";"";"";"";"";
"05.03.2017 17:30";"35.2";"731.9";"753.4";"";"39";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"36.5";"";"";"2500 or more, or no clouds.";"";"";"2.0";"19.1";"";"";"";"";"";"";
"05.03.2017 08:30";"27.0";"735.0";"757.2";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"19.6";"";"";"";"";"";"";
